cell_id,Aerospiza tachiro,Aerospiza tachiro macroscelides,Aerospiza tachiro toussenelii/canescens,Aerospiza tachiro lopezi,Aerospiza tachiro unduliventer/croizati,Aerospiza tachiro sparsimfasciata,Aerospiza tachiro pembaensis,Aerospiza tachiro tachiro
84750d1ffffffff,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84750d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84750d9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84750dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84750ddffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847518dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475199ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475201ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475207ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475291ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475295ffffffff,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
847529bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84752a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84752abffffffff,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84752b5ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84752d3ffffffff,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84752e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475b0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a409ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a40dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a419ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a41bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a451ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a453ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a455ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a457ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a459ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a45bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a45dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a483ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a489ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a48bffffffff,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
847a4c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4cbffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a4ddffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a60bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a619ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a643ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a653ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a66dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a683ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a68dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6a1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6adffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6b7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6d1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6e5ffffffff,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847a6e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847ac81ffffffff,28.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
847ac87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847ac8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847acb5ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
847acc5ffffffff,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
847accdffffffff,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
847acd5ffffffff,19.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
847ace9ffffffff,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
847ad93ffffffff,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
847ad99ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847ae87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847ae9dffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
847aed7ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
847b485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b487ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b4a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b4a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b4abffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b4b9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b4bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b4dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b591ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b595ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847b597ffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84828d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482a37ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482a81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482aadffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482b13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482b21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482d03ffffffff,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
8482d1dffffffff,29.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
8482d27ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482d29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482d37ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482f23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483117ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483125ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848313dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483151ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84831e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483335ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483981ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848398bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483ac7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496009ffffffff,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
849600bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496015ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849602dffffffff,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8496047ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496089ffffffff,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8496097ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84960bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496149ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849615dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496201ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496203ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496207ffffffff,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
849620bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496215ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496219ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849622dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496233ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849623bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496257ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496263ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496283ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849628bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962c9ffffffff,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
84962cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962e5ffffffff,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
84962ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84962edffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496335ffffffff,29.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8496365ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849666bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496757ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496903ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496907ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496921ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496925ffffffff,69.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
849692bffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
849692dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496935ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849693dffffffff,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8496a2dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496a5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496a89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496a8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b19ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b1bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b2bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b53ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b55ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b61ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496b6dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497015ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497027ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849702bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497035ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8497039ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849703dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497051ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497053ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497069ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84970c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497101ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497103ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497107ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497119ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849711dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497139ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497199ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849719bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84971b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84971c1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84971c3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84971c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84971cbffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497245ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497249ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497289ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849728dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84972c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84972c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84972cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84972d7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84972d9ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
84972e3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8497357ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497431ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497437ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8497459ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84974a9ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
84974abffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84974b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84974e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497513ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497515ffffffff,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8497517ffffffff,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8497535ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497547ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497587ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84975c7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84975ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849772dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849783bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497895ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84978d9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84978ebffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849799bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497a85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497a89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497a8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8497ad5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84ac961ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84ac969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84ad329ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84ad361ffffffff,160.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
84ad365ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
84ad369ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
84ad36dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
84bc091ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc19bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc1b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc1b7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc1bbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc41dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc433ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc443ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84bc447ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84bc453ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc455ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84bc457ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc46dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc4d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc529ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc545ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc683ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc695ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc697ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc6a3ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84bc6b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc6b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc6bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc717ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc723ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc73bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc891ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc893ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc897ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc899ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc89bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc8d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84bc991ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc993ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bc9b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
