cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
841f09bffffffff,10.0,0.0,0.0
841f107ffffffff,2.0,0.0,0.0
841f125ffffffff,5.0,0.0,0.0
841f129ffffffff,4.0,0.0,1.0
841f12bffffffff,2.0,0.0,0.0
841f12dffffffff,7.0,0.0,0.0
841f131ffffffff,4.0,0.0,0.0
841f143ffffffff,1.0,0.0,0.0
841f147ffffffff,2.0,0.0,0.0
841f149ffffffff,2.0,0.0,0.0
841f14bffffffff,3.0,0.0,0.0
841f155ffffffff,3.0,0.0,0.0
841f16bffffffff,2.0,0.0,0.0
841f185ffffffff,2.0,0.0,0.0
841f18bffffffff,1.0,0.0,0.0
841f1a1ffffffff,26.0,0.0,3.0
841f1a5ffffffff,2.0,0.0,0.0
841f1a9ffffffff,25.0,0.0,2.0
841f1abffffffff,7.0,0.0,1.0
841f1adffffffff,4.0,0.0,0.0
841f1b1ffffffff,2.0,0.0,2.0
841f1b3ffffffff,4.0,0.0,0.0
841f1b7ffffffff,3.0,0.0,0.0
841f1bbffffffff,2.0,0.0,0.0
841f1bdffffffff,2.0,0.0,2.0
841f1d5ffffffff,1.0,0.0,0.0
841f217ffffffff,1.0,0.0,0.0
841f283ffffffff,7.0,0.0,0.0
841f2a9ffffffff,2.0,0.0,0.0
841f325ffffffff,2.0,0.0,0.0
841f327ffffffff,1.0,0.0,0.0
841f335ffffffff,1.0,0.0,0.0
841f337ffffffff,4.0,0.0,0.0
841f33dffffffff,12.0,0.0,0.0
841f42dffffffff,1.0,0.0,0.0
841f535ffffffff,10.0,0.0,0.0
841f53dffffffff,2.0,0.0,0.0
841f543ffffffff,1.0,0.0,0.0
841f5c5ffffffff,4.0,0.0,0.0
841f725ffffffff,4.0,0.0,0.0
841f727ffffffff,2.0,0.0,0.0
841f72dffffffff,5.0,0.0,0.0
841f803ffffffff,13.0,0.0,0.0
841f805ffffffff,1.0,0.0,0.0
841f807ffffffff,126.0,0.0,1.0
841f80bffffffff,5.0,0.0,0.0
841f811ffffffff,5.0,0.0,0.0
841f817ffffffff,47.0,0.0,3.0
841f81bffffffff,35.0,0.0,0.0
841f81dffffffff,34.0,0.0,0.0
841f821ffffffff,23.0,0.0,5.0
841f823ffffffff,388.0,0.0,21.0
841f827ffffffff,408.0,0.0,37.0
841f831ffffffff,20.0,0.0,1.0
841f833ffffffff,550.0,0.0,15.0
841f835ffffffff,80.0,0.0,0.0
841f837ffffffff,29.0,0.0,0.0
841f839ffffffff,202.0,0.0,3.0
841f83bffffffff,536.0,0.0,2.0
841f83dffffffff,54.0,0.0,1.0
841f843ffffffff,1.0,0.0,0.0
841f849ffffffff,2.0,0.0,0.0
841f853ffffffff,73.0,0.0,0.0
841f857ffffffff,191.0,0.0,1.0
841f881ffffffff,14.0,0.0,0.0
841f883ffffffff,36.0,0.0,0.0
841f887ffffffff,15.0,0.0,0.0
841f889ffffffff,128.0,0.0,4.0
841f88bffffffff,28.0,0.0,10.0
841f88dffffffff,1.0,0.0,0.0
841f893ffffffff,2.0,0.0,0.0
841f895ffffffff,10.0,0.0,0.0
841f897ffffffff,1.0,0.0,0.0
841f899ffffffff,132.0,0.0,21.0
841f89bffffffff,5.0,0.0,0.0
841f89dffffffff,12.0,0.0,0.0
841f8abffffffff,8.0,0.0,0.0
841f8b3ffffffff,5.0,0.0,0.0
841f8b5ffffffff,5.0,0.0,0.0
841f8c1ffffffff,26.0,0.0,0.0
841f8c3ffffffff,2.0,0.0,0.0
841f8c5ffffffff,1.0,0.0,0.0
841f8c7ffffffff,10.0,0.0,0.0
841f8cbffffffff,102.0,0.0,0.0
841f8d1ffffffff,395.0,0.0,168.0
841f8d3ffffffff,83.0,0.0,22.0
841f8d5ffffffff,59.0,0.0,3.0
841f8d7ffffffff,171.0,0.0,55.0
841f8d9ffffffff,6.0,0.0,2.0
841f8dbffffffff,6.0,0.0,3.0
841f8ddffffffff,1.0,0.0,0.0
841f8e1ffffffff,80.0,0.0,2.0
841f8e5ffffffff,94.0,0.0,0.0
841f8e9ffffffff,370.0,0.0,9.0
841f8ebffffffff,180.0,0.0,9.0
841f8edffffffff,219.0,0.0,2.0
841f903ffffffff,15.0,0.0,0.0
841f911ffffffff,51.0,0.0,42.0
841f913ffffffff,63.0,0.0,53.0
841f915ffffffff,1.0,0.0,1.0
841f917ffffffff,96.0,0.0,78.0
841f91bffffffff,262.0,0.0,46.0
841f91dffffffff,14.0,0.0,1.0
841f925ffffffff,2.0,0.0,0.0
841f931ffffffff,15.0,0.0,0.0
841f933ffffffff,2.0,0.0,0.0
841f935ffffffff,14.0,0.0,0.0
841f939ffffffff,2.0,0.0,0.0
841f93bffffffff,7.0,0.0,2.0
841f94bffffffff,2.0,0.0,0.0
841f951ffffffff,4.0,0.0,0.0
841f96bffffffff,2.0,0.0,0.0
841f981ffffffff,41.0,0.0,0.0
841f983ffffffff,5.0,0.0,0.0
841f985ffffffff,107.0,0.0,0.0
841f98bffffffff,57.0,0.0,0.0
841f991ffffffff,5.0,0.0,0.0
841f995ffffffff,5.0,0.0,0.0
841f997ffffffff,5.0,0.0,0.0
841f999ffffffff,58.0,0.0,0.0
841f99bffffffff,14.0,0.0,0.0
841f99dffffffff,16.0,0.0,0.0
841f9a1ffffffff,38.0,0.0,0.0
841f9a3ffffffff,26.0,0.0,0.0
841f9a7ffffffff,5.0,0.0,0.0
841f9abffffffff,13.0,0.0,0.0
841f9b1ffffffff,56.0,0.0,2.0
841f9b3ffffffff,6.0,0.0,0.0
841f9b5ffffffff,48.0,0.0,1.0
841f9b7ffffffff,32.0,0.0,0.0
841f9b9ffffffff,22.0,0.0,0.0
841f9c1ffffffff,2.0,0.0,0.0
841f9c9ffffffff,118.0,0.0,13.0
841f9cbffffffff,11.0,0.0,0.0
841f9cdffffffff,118.0,0.0,82.0
841f9d3ffffffff,13.0,0.0,0.0
841f9d5ffffffff,9.0,0.0,0.0
841f9d7ffffffff,154.0,0.0,3.0
841f9d9ffffffff,19.0,0.0,2.0
841f9ebffffffff,1.0,0.0,0.0
841f9edffffffff,1.0,0.0,0.0
841fa01ffffffff,1.0,0.0,0.0
841fa09ffffffff,4.0,0.0,2.0
841fa11ffffffff,19.0,0.0,0.0
841fa17ffffffff,14.0,0.0,0.0
841fa1dffffffff,6.0,0.0,0.0
841fa31ffffffff,6.0,0.0,0.0
841fa3bffffffff,8.0,0.0,0.0
841fa4dffffffff,4.0,0.0,0.0
841fa53ffffffff,3.0,0.0,0.0
841fa55ffffffff,5.0,0.0,5.0
841fa57ffffffff,2.0,0.0,0.0
841fa59ffffffff,8.0,0.0,0.0
841fa5dffffffff,4.0,0.0,0.0
841fa6dffffffff,3.0,0.0,1.0
841fa83ffffffff,105.0,0.0,0.0
841fa85ffffffff,15.0,0.0,0.0
841fa87ffffffff,6.0,0.0,0.0
841fa8dffffffff,17.0,0.0,0.0
841fa91ffffffff,1.0,0.0,0.0
841fa93ffffffff,5.0,0.0,0.0
841fa95ffffffff,56.0,0.0,0.0
841fa9bffffffff,10.0,0.0,0.0
841faa5ffffffff,2.0,0.0,0.0
841faa7ffffffff,80.0,0.0,0.0
841faa9ffffffff,16.0,0.0,2.0
841faadffffffff,87.0,0.0,4.0
841fab1ffffffff,36.0,0.0,0.0
841fab3ffffffff,6.0,0.0,0.0
841fab7ffffffff,20.0,0.0,2.0
841fab9ffffffff,19.0,0.0,0.0
841fabbffffffff,2.0,0.0,0.0
841fac7ffffffff,213.0,0.0,0.0
841fad1ffffffff,2.0,0.0,0.0
841fadbffffffff,10.0,0.0,0.0
841faddffffffff,3.0,0.0,0.0
841fae1ffffffff,94.0,0.0,0.0
841fae3ffffffff,124.0,0.0,0.0
841fae7ffffffff,44.0,0.0,2.0
841faebffffffff,62.0,0.0,3.0
841faedffffffff,40.0,0.0,0.0
841fb01ffffffff,10.0,0.0,6.0
841fb05ffffffff,2.0,0.0,0.0
841fb09ffffffff,5.0,0.0,2.0
841fb0bffffffff,4.0,0.0,2.0
841fb0dffffffff,1.0,0.0,0.0
841fb11ffffffff,41.0,0.0,2.0
841fb13ffffffff,17.0,0.0,2.0
841fb15ffffffff,14.0,0.0,2.0
841fb17ffffffff,22.0,0.0,2.0
841fb25ffffffff,2.0,0.0,0.0
841fb29ffffffff,2.0,0.0,0.0
841fb2dffffffff,50.0,0.0,0.0
841fb43ffffffff,19.0,0.0,3.0
841fb47ffffffff,89.0,0.0,30.0
841fb51ffffffff,2.0,0.0,0.0
841fb55ffffffff,18.0,0.0,0.0
841fb5bffffffff,1.0,0.0,0.0
841fb67ffffffff,11.0,0.0,0.0
842c201ffffffff,11.0,0.0,0.0
842c203ffffffff,209.0,0.0,1.0
842c20dffffffff,26.0,0.0,2.0
842c211ffffffff,11.0,0.0,0.0
842c215ffffffff,77.0,0.0,0.0
842c219ffffffff,61.0,0.0,0.0
842c21dffffffff,100.0,0.0,0.0
842c239ffffffff,2.0,0.0,0.0
842c23bffffffff,2.0,0.0,0.0
842c245ffffffff,21.0,0.0,0.0
842c261ffffffff,2.0,0.0,0.0
842c263ffffffff,4.0,0.0,0.0
842c269ffffffff,2.0,0.0,0.0
842c26bffffffff,29.0,0.0,2.0
842c2a1ffffffff,4.0,0.0,0.0
842c2a3ffffffff,2.0,0.0,0.0
842c2abffffffff,2.0,0.0,0.0
842c2e5ffffffff,3.0,0.0,0.0
842d00bffffffff,2.0,0.0,0.0
842d011ffffffff,5.0,0.0,0.0
842d015ffffffff,1.0,0.0,0.0
842d01dffffffff,44.0,0.0,2.0
842d033ffffffff,20.0,0.0,0.0
842d039ffffffff,3.0,0.0,0.0
842d03bffffffff,149.0,0.0,0.0
842d03dffffffff,20.0,0.0,0.0
842d049ffffffff,10.0,0.0,0.0
842d04bffffffff,2.0,0.0,0.0
842d055ffffffff,1.0,0.0,0.0
842d0e5ffffffff,6.0,0.0,0.0
842d0edffffffff,67.0,0.0,0.0
842d107ffffffff,2.0,0.0,0.0
842d121ffffffff,15.0,0.0,0.0
842d125ffffffff,236.0,0.0,8.0
842d127ffffffff,16.0,0.0,0.0
842d14bffffffff,12.0,0.0,2.0
842d161ffffffff,1.0,0.0,0.0
842d181ffffffff,2.0,0.0,2.0
842d183ffffffff,1.0,0.0,0.0
842d193ffffffff,3.0,0.0,0.0
842d199ffffffff,2.0,0.0,0.0
842d19bffffffff,10.0,0.0,2.0
842d1c3ffffffff,1.0,0.0,0.0
842d1d3ffffffff,10.0,0.0,0.0
842d1d7ffffffff,2.0,0.0,0.0
842d1d9ffffffff,7.0,0.0,0.0
842d225ffffffff,6.0,0.0,0.0
842d227ffffffff,173.0,0.0,0.0
842d289ffffffff,12.0,0.0,0.0
842d28bffffffff,9.0,0.0,0.0
842d291ffffffff,3.0,0.0,0.0
842d295ffffffff,2.0,0.0,0.0
842d2d1ffffffff,6.0,0.0,0.0
842d2d9ffffffff,5.0,0.0,0.0
842d311ffffffff,4.0,0.0,0.0
842d31bffffffff,2.0,0.0,0.0
842d31dffffffff,2.0,0.0,0.0
842d325ffffffff,1.0,0.0,1.0
842d32bffffffff,1.0,0.0,0.0
842d32dffffffff,4.0,0.0,2.0
842d331ffffffff,10.0,0.0,0.0
842d333ffffffff,1.0,0.0,0.0
842d33dffffffff,1.0,0.0,0.0
842d347ffffffff,2.0,0.0,0.0
842d349ffffffff,5.0,0.0,0.0
842d34bffffffff,25.0,0.0,3.0
842d351ffffffff,28.0,0.0,2.0
842d353ffffffff,11.0,0.0,0.0
842d357ffffffff,2.0,0.0,0.0
842d359ffffffff,10.0,0.0,0.0
842d35bffffffff,15.0,0.0,0.0
842d35dffffffff,86.0,0.0,0.0
842d367ffffffff,7.0,0.0,0.0
842d561ffffffff,4.0,0.0,0.0
842d705ffffffff,2.0,0.0,0.0
842d71bffffffff,2.0,0.0,0.0
842d721ffffffff,16.0,0.0,0.0
842d729ffffffff,7.0,0.0,0.0
842d763ffffffff,3.0,0.0,0.0
842da09ffffffff,6.0,0.0,0.0
842da0bffffffff,6.0,0.0,0.0
842da11ffffffff,2.0,0.0,0.0
842da13ffffffff,4.0,0.0,0.0
842da17ffffffff,306.0,0.0,2.0
842da19ffffffff,62.0,0.0,1.0
842da1bffffffff,56.0,0.0,0.0
842da23ffffffff,38.0,0.0,0.0
842da25ffffffff,39.0,0.0,4.0
842da27ffffffff,8.0,0.0,0.0
842da41ffffffff,2.0,0.0,0.0
842da43ffffffff,2.0,0.0,0.0
842da45ffffffff,2.0,0.0,2.0
842da4dffffffff,5.0,0.0,0.0
842da51ffffffff,51.0,0.0,2.0
842da53ffffffff,34.0,0.0,0.0
842da5dffffffff,210.0,0.0,11.0
842da69ffffffff,45.0,0.0,0.0
842da6bffffffff,35.0,0.0,11.0
842dac9ffffffff,4.0,0.0,0.0
842dacdffffffff,8.0,0.0,0.0
842dae9ffffffff,47.0,0.0,0.0
842db01ffffffff,122.0,0.0,22.0
842db03ffffffff,26.0,0.0,0.0
842db05ffffffff,9.0,0.0,0.0
842db0bffffffff,661.0,0.0,76.0
842db0dffffffff,346.0,0.0,45.0
842db11ffffffff,8.0,0.0,0.0
842db15ffffffff,11.0,0.0,0.0
842db19ffffffff,1.0,0.0,0.0
842db1bffffffff,2.0,0.0,2.0
842db1dffffffff,2.0,0.0,0.0
842db57ffffffff,7.0,0.0,0.0
842db63ffffffff,55.0,0.0,2.0
8434229ffffffff,91.0,79.0,0.0
843422bffffffff,59.0,57.0,0.0
843422dffffffff,6.0,0.0,0.0
8434261ffffffff,604.0,364.0,0.0
8434263ffffffff,2.0,0.0,0.0
8434265ffffffff,412.0,257.0,0.0
8434267ffffffff,318.0,196.0,0.0
8434349ffffffff,78.0,68.0,0.0
843434dffffffff,790.0,670.0,0.0
8434403ffffffff,6.0,4.0,0.0
8434413ffffffff,295.0,145.0,0.0
8434415ffffffff,12.0,4.0,0.0
8434417ffffffff,33.0,24.0,0.0
843441bffffffff,3.0,0.0,0.0
8434433ffffffff,10.0,6.0,0.0
8434439ffffffff,9.0,3.0,0.0
843443bffffffff,16.0,5.0,0.0
84344c5ffffffff,296.0,183.0,0.0
84344c9ffffffff,28.0,3.0,0.0
84344cbffffffff,267.0,84.0,0.0
84344cdffffffff,176.0,103.0,0.0
84344e5ffffffff,6.0,2.0,0.0
84344e9ffffffff,39.0,20.0,0.0
843460dffffffff,65.0,35.0,0.0
8434641ffffffff,9.0,7.0,0.0
8434647ffffffff,27.0,11.0,0.0
8434661ffffffff,42.0,22.0,0.0
8434663ffffffff,7.0,5.0,0.0
843466bffffffff,806.0,311.0,0.0
8434691ffffffff,167.0,67.0,0.0
8434695ffffffff,432.0,159.0,0.0
8434697ffffffff,537.0,178.0,0.0
8434699ffffffff,211.0,80.0,0.0
843469dffffffff,119.0,47.0,0.0
84346a7ffffffff,121.0,66.0,0.0
84346b3ffffffff,3.0,3.0,0.0
84346b5ffffffff,113.0,38.0,0.0
84346b7ffffffff,37.0,9.0,0.0
84346bbffffffff,187.0,68.0,0.0
84346d7ffffffff,36.0,12.0,0.0
84346dbffffffff,16.0,6.0,0.0
84346e1ffffffff,8.0,0.0,0.0
84351a1ffffffff,48.0,41.0,0.0
84351a3ffffffff,125.0,99.0,0.0
84351a7ffffffff,85.0,74.0,0.0
84351b5ffffffff,3925.0,3283.0,0.0
84351bdffffffff,90.0,81.0,0.0
8435a85ffffffff,158.0,117.0,0.0
8435a8dffffffff,249.0,195.0,0.0
8435a93ffffffff,568.0,489.0,0.0
8435a9bffffffff,132.0,117.0,0.0
8435ae3ffffffff,337.0,269.0,0.0
8438209ffffffff,61.0,0.0,3.0
843820dffffffff,85.0,0.0,4.0
8438219ffffffff,1.0,0.0,0.0
8438243ffffffff,3.0,0.0,0.0
8438245ffffffff,9.0,0.0,5.0
8438247ffffffff,1145.0,0.0,135.0
8438249ffffffff,8.0,0.0,0.0
8438251ffffffff,342.0,0.0,0.0
8438253ffffffff,50.0,0.0,0.0
8438255ffffffff,185.0,0.0,13.0
8438259ffffffff,246.0,0.0,0.0
843825bffffffff,1279.0,0.0,0.0
843825dffffffff,48.0,0.0,0.0
8438269ffffffff,90.0,0.0,0.0
843826bffffffff,252.0,0.0,40.0
843829bffffffff,3.0,0.0,0.0
8438353ffffffff,10.0,0.0,0.0
8438367ffffffff,3.0,0.0,0.0
843836bffffffff,1.0,0.0,0.0
84384a1ffffffff,44.0,0.0,0.0
84384a9ffffffff,17.0,0.0,0.0
84384adffffffff,2.0,0.0,0.0
84384c5ffffffff,5.0,0.0,0.0
84384d9ffffffff,8.0,0.0,0.0
84384e3ffffffff,6.0,0.0,0.0
84384e5ffffffff,4.0,0.0,0.0
84384e7ffffffff,16.0,0.0,0.0
84384e9ffffffff,2.0,0.0,0.0
84384edffffffff,2.0,0.0,2.0
8438625ffffffff,23.0,0.0,0.0
8438629ffffffff,1.0,0.0,0.0
843862bffffffff,2.0,0.0,0.0
843862dffffffff,2.0,0.0,0.0
8438633ffffffff,2.0,0.0,0.0
843863bffffffff,1.0,0.0,0.0
843863dffffffff,1.0,0.0,0.0
8438659ffffffff,2.0,0.0,0.0
843865bffffffff,1.0,0.0,0.0
8438667ffffffff,2.0,0.0,0.0
8438681ffffffff,9.0,0.0,1.0
8438685ffffffff,14.0,0.0,3.0
8438687ffffffff,4.0,0.0,0.0
8438695ffffffff,16.0,0.0,0.0
843869bffffffff,5.0,0.0,0.0
84386a1ffffffff,10.0,0.0,9.0
84386a3ffffffff,3.0,0.0,2.0
84386a7ffffffff,8.0,0.0,5.0
84386a9ffffffff,5.0,0.0,2.0
84386abffffffff,3.0,0.0,3.0
84386d3ffffffff,36.0,0.0,0.0
84386e1ffffffff,6.0,0.0,2.0
84386e3ffffffff,35.0,0.0,0.0
84386e9ffffffff,5.0,0.0,0.0
84386ebffffffff,5.0,0.0,0.0
8438711ffffffff,1.0,0.0,0.0
8438719ffffffff,3.0,0.0,0.0
8438751ffffffff,2.0,0.0,0.0
8438753ffffffff,3.0,0.0,0.0
8438759ffffffff,4.0,0.0,0.0
843875bffffffff,6.0,0.0,0.0
8439001ffffffff,3.0,0.0,0.0
8439003ffffffff,61.0,0.0,0.0
8439007ffffffff,25.0,0.0,0.0
843900bffffffff,9.0,0.0,0.0
8439011ffffffff,147.0,0.0,4.0
8439013ffffffff,1.0,0.0,0.0
843901bffffffff,10.0,0.0,0.0
843901dffffffff,19.0,0.0,0.0
8439023ffffffff,2.0,0.0,0.0
8439029ffffffff,18.0,0.0,0.0
843902bffffffff,12.0,0.0,0.0
8439031ffffffff,2.0,0.0,0.0
8439035ffffffff,2.0,0.0,0.0
8439039ffffffff,6.0,0.0,0.0
843903bffffffff,3.0,0.0,0.0
843903dffffffff,77.0,0.0,0.0
8439053ffffffff,6.0,0.0,2.0
8439057ffffffff,12.0,0.0,0.0
8439065ffffffff,4.0,0.0,0.0
8439069ffffffff,2.0,0.0,0.0
843906dffffffff,8.0,0.0,0.0
8439089ffffffff,78.0,0.0,0.0
843908bffffffff,14.0,0.0,0.0
843908dffffffff,29.0,0.0,0.0
8439095ffffffff,4.0,0.0,0.0
8439097ffffffff,108.0,0.0,0.0
843909dffffffff,1.0,0.0,0.0
84390bbffffffff,2.0,0.0,0.0
84390c3ffffffff,4.0,0.0,0.0
84390c5ffffffff,7.0,0.0,0.0
84390c7ffffffff,3.0,0.0,0.0
84390c9ffffffff,6.0,0.0,0.0
84390cbffffffff,76.0,0.0,0.0
84390d1ffffffff,26.0,0.0,0.0
84390d5ffffffff,2.0,0.0,0.0
84390d7ffffffff,14.0,0.0,0.0
84390d9ffffffff,5.0,0.0,0.0
84390e3ffffffff,15.0,0.0,0.0
8439101ffffffff,5824.0,0.0,74.0
8439103ffffffff,1612.0,0.0,22.0
8439105ffffffff,138.0,0.0,2.0
8439107ffffffff,23.0,0.0,0.0
8439109ffffffff,146.0,0.0,3.0
843910bffffffff,22.0,0.0,0.0
843910dffffffff,16.0,0.0,0.0
8439111ffffffff,444.0,0.0,6.0
8439113ffffffff,709.0,0.0,0.0
8439115ffffffff,2535.0,0.0,59.0
8439117ffffffff,700.0,0.0,5.0
8439119ffffffff,2.0,0.0,0.0
843911dffffffff,4.0,0.0,0.0
8439133ffffffff,2.0,0.0,0.0
8439139ffffffff,8.0,0.0,0.0
8439149ffffffff,1.0,0.0,0.0
843914bffffffff,11.0,0.0,0.0
8439151ffffffff,16.0,0.0,0.0
8439153ffffffff,3.0,0.0,0.0
8439155ffffffff,433.0,0.0,2.0
8439157ffffffff,12.0,0.0,0.0
8439159ffffffff,838.0,0.0,4.0
843915dffffffff,716.0,0.0,8.0
8439181ffffffff,1.0,0.0,0.0
8439183ffffffff,268.0,0.0,0.0
8439185ffffffff,70.0,0.0,0.0
8439187ffffffff,294.0,0.0,0.0
8439189ffffffff,12.0,0.0,0.0
843918bffffffff,143.0,0.0,0.0
843918dffffffff,15.0,0.0,0.0
8439195ffffffff,1311.0,0.0,0.0
8439197ffffffff,424.0,0.0,0.0
843919dffffffff,1.0,0.0,0.0
84391a1ffffffff,406.0,0.0,31.0
84391a3ffffffff,7.0,0.0,0.0
84391a5ffffffff,32.0,0.0,4.0
84391a7ffffffff,17.0,0.0,0.0
84391a9ffffffff,4400.0,0.0,128.0
84391abffffffff,2514.0,0.0,73.0
84391adffffffff,32.0,0.0,1.0
84391b9ffffffff,338.0,0.0,0.0
84391c5ffffffff,110.0,0.0,0.0
84391c7ffffffff,294.0,0.0,0.0
84391d1ffffffff,9.0,0.0,0.0
84391d5ffffffff,8.0,0.0,0.0
84391d7ffffffff,5.0,0.0,0.0
84391e1ffffffff,1499.0,0.0,37.0
84391e3ffffffff,942.0,0.0,52.0
84391e7ffffffff,240.0,0.0,13.0
84391e9ffffffff,330.0,0.0,0.0
84391ebffffffff,1475.0,0.0,53.0
8439201ffffffff,5.0,0.0,0.0
8439203ffffffff,107.0,0.0,0.0
8439205ffffffff,375.0,0.0,4.0
8439207ffffffff,4.0,0.0,0.0
8439209ffffffff,182.0,0.0,0.0
843920dffffffff,2577.0,0.0,0.0
8439213ffffffff,2.0,0.0,0.0
8439221ffffffff,5293.0,0.0,0.0
8439223ffffffff,13.0,0.0,0.0
8439225ffffffff,32.0,0.0,0.0
8439227ffffffff,1016.0,0.0,0.0
8439229ffffffff,1074.0,0.0,4.0
843922bffffffff,110.0,0.0,2.0
8439235ffffffff,7.0,0.0,0.0
843923dffffffff,70.0,0.0,0.0
8439241ffffffff,355.0,0.0,0.0
8439243ffffffff,296.0,0.0,0.0
8439245ffffffff,7.0,0.0,0.0
8439247ffffffff,528.0,0.0,0.0
843924bffffffff,8.0,0.0,0.0
8439251ffffffff,52.0,0.0,0.0
8439253ffffffff,639.0,0.0,0.0
8439255ffffffff,203.0,0.0,0.0
8439259ffffffff,623.0,0.0,0.0
843925bffffffff,1851.0,0.0,0.0
843925dffffffff,786.0,0.0,0.0
8439261ffffffff,5.0,0.0,0.0
8439263ffffffff,52.0,0.0,0.0
8439267ffffffff,1.0,0.0,0.0
843926bffffffff,138.0,0.0,0.0
843928dffffffff,28.0,0.0,0.0
8439297ffffffff,8.0,0.0,0.0
8439299ffffffff,14.0,0.0,0.0
843929bffffffff,13.0,0.0,0.0
843929dffffffff,4.0,0.0,0.0
84392adffffffff,255.0,0.0,17.0
84392b5ffffffff,74.0,0.0,0.0
84392c1ffffffff,1.0,0.0,0.0
84392c5ffffffff,5.0,0.0,0.0
84392c9ffffffff,10.0,0.0,0.0
84392cbffffffff,75.0,0.0,0.0
84392d1ffffffff,1310.0,0.0,0.0
84392d5ffffffff,137.0,0.0,0.0
84392d9ffffffff,504.0,0.0,0.0
84392dbffffffff,4667.0,0.0,10.0
84392ddffffffff,25.0,0.0,0.0
84392e1ffffffff,18.0,0.0,0.0
84392e5ffffffff,1.0,0.0,0.0
84392e9ffffffff,1.0,0.0,0.0
84392ebffffffff,6.0,0.0,0.0
8439311ffffffff,458.0,0.0,0.0
8439313ffffffff,60.0,0.0,0.0
8439315ffffffff,1.0,0.0,0.0
8439317ffffffff,161.0,0.0,0.0
8439319ffffffff,1.0,0.0,0.0
843931bffffffff,1031.0,0.0,0.0
8439323ffffffff,16.0,0.0,0.0
8439331ffffffff,469.0,0.0,2.0
8439333ffffffff,465.0,0.0,11.0
8439335ffffffff,174.0,0.0,3.0
8439337ffffffff,3994.0,0.0,84.0
8439339ffffffff,314.0,0.0,5.0
843933bffffffff,1679.0,0.0,6.0
8439423ffffffff,184.0,0.0,0.0
8439427ffffffff,396.0,0.0,0.0
8439431ffffffff,36.0,0.0,0.0
8439433ffffffff,114.0,0.0,0.0
8439435ffffffff,1418.0,0.0,0.0
8439437ffffffff,14.0,0.0,0.0
8439441ffffffff,8.0,0.0,5.0
8439443ffffffff,160.0,0.0,2.0
8439445ffffffff,18.0,0.0,0.0
8439447ffffffff,3330.0,0.0,65.0
8439449ffffffff,4.0,0.0,2.0
843944bffffffff,97.0,0.0,0.0
843944dffffffff,9.0,0.0,0.0
8439451ffffffff,135.0,0.0,0.0
8439455ffffffff,136.0,0.0,0.0
8439459ffffffff,690.0,0.0,1.0
843945dffffffff,188.0,0.0,0.0
8439461ffffffff,4.0,0.0,0.0
8439469ffffffff,250.0,0.0,0.0
843946bffffffff,115.0,0.0,2.0
843946dffffffff,2141.0,0.0,0.0
8439493ffffffff,29.0,0.0,0.0
843949bffffffff,18.0,0.0,0.0
843950dffffffff,160.0,0.0,0.0
8439511ffffffff,8.0,0.0,0.0
8439515ffffffff,23.0,0.0,0.0
8439519ffffffff,3.0,0.0,0.0
843951dffffffff,158.0,0.0,0.0
843952dffffffff,163.0,0.0,0.0
8439541ffffffff,1626.0,0.0,0.0
8439545ffffffff,25.0,0.0,0.0
8439547ffffffff,1040.0,0.0,0.0
843954bffffffff,212.0,0.0,1.0
8439557ffffffff,2.0,0.0,0.0
843955dffffffff,7.0,0.0,0.0
8439561ffffffff,13.0,0.0,0.0
8439563ffffffff,515.0,0.0,0.0
8439565ffffffff,308.0,0.0,0.0
8439567ffffffff,1359.0,0.0,0.0
843956bffffffff,2.0,0.0,0.0
843956dffffffff,50.0,0.0,0.0
84395a5ffffffff,2.0,0.0,0.0
84395c1ffffffff,412.0,0.0,0.0
84395c9ffffffff,736.0,0.0,0.0
84395cbffffffff,81.0,0.0,0.0
84395d9ffffffff,41.0,0.0,0.0
8439601ffffffff,82.0,0.0,3.0
8439605ffffffff,16.0,0.0,0.0
8439607ffffffff,14.0,0.0,0.0
8439609ffffffff,1.0,0.0,0.0
843960dffffffff,13.0,0.0,0.0
8439613ffffffff,18.0,0.0,0.0
8439615ffffffff,2.0,0.0,0.0
8439617ffffffff,39.0,0.0,0.0
8439619ffffffff,4.0,0.0,0.0
8439623ffffffff,1.0,0.0,0.0
8439625ffffffff,10.0,0.0,0.0
8439629ffffffff,5.0,0.0,0.0
843962bffffffff,2.0,0.0,0.0
8439631ffffffff,2.0,0.0,0.0
8439633ffffffff,106.0,0.0,14.0
8439635ffffffff,10.0,0.0,0.0
8439637ffffffff,8.0,0.0,0.0
8439639ffffffff,2.0,0.0,0.0
843963bffffffff,101.0,0.0,15.0
843963dffffffff,4.0,0.0,0.0
8439647ffffffff,13.0,0.0,1.0
8439663ffffffff,12.0,0.0,0.0
8439665ffffffff,1.0,0.0,1.0
8439667ffffffff,10.0,0.0,0.0
8439681ffffffff,77.0,0.0,6.0
8439683ffffffff,31.0,0.0,8.0
8439689ffffffff,63.0,0.0,7.0
843968bffffffff,13.0,0.0,2.0
843968dffffffff,403.0,0.0,30.0
8439691ffffffff,22.0,0.0,4.0
8439695ffffffff,39.0,0.0,0.0
843969bffffffff,164.0,0.0,7.0
84396c1ffffffff,13.0,0.0,0.0
84396c3ffffffff,13.0,0.0,2.0
