cell_id,Pica pica,Pica pica melanotos,Pica pica [pica Group],Pica pica camtschatica
820127fffffffff,102.0,0.0,8.0,0.0
820137fffffffff,256.0,0.0,37.0,0.0
820807fffffffff,42.0,0.0,2.0,0.0
820817fffffffff,425.0,0.0,23.0,0.0
82081ffffffffff,35.0,0.0,0.0,0.0
82082ffffffffff,25.0,0.0,0.0,0.0
820837fffffffff,89.0,0.0,1.0,0.0
820887fffffffff,1351.0,0.0,0.0,0.0
82088ffffffffff,130.0,0.0,26.0,0.0
820897fffffffff,110.0,0.0,0.0,0.0
82089ffffffffff,1237.0,0.0,163.0,0.0
8208a7fffffffff,313.0,0.0,60.0,0.0
8208affffffffff,13.0,0.0,0.0,0.0
8208b7fffffffff,310.0,0.0,2.0,0.0
8208c7fffffffff,70.0,0.0,4.0,0.0
8208cffffffffff,221.0,0.0,31.0,0.0
8208d7fffffffff,269.0,0.0,18.0,0.0
8208dffffffffff,120.0,0.0,8.0,0.0
8208e7fffffffff,18.0,0.0,0.0,0.0
8208effffffffff,234.0,0.0,3.0,0.0
8208f7fffffffff,52.0,0.0,2.0,0.0
82094ffffffffff,36.0,0.0,2.0,0.0
82095ffffffffff,98.0,0.0,6.0,0.0
820987fffffffff,281.0,0.0,36.0,0.0
82098ffffffffff,220.0,0.0,74.0,0.0
820997fffffffff,383.0,0.0,22.0,0.0
82099ffffffffff,995.0,0.0,120.0,0.0
8209affffffffff,35.0,0.0,0.0,0.0
820a37fffffffff,5.0,0.0,0.0,0.0
820a97fffffffff,2.0,0.0,0.0,0.0
820b97fffffffff,8.0,0.0,0.0,0.0
820b9ffffffffff,8.0,0.0,0.0,0.0
820bb7fffffffff,152.0,0.0,3.0,0.0
821017fffffffff,15.0,0.0,0.0,0.0
821027fffffffff,6.0,0.0,0.0,0.0
821037fffffffff,2.0,0.0,0.0,0.0
821087fffffffff,1.0,0.0,1.0,0.0
82108ffffffffff,3.0,0.0,0.0,0.0
821097fffffffff,5.0,0.0,0.0,0.0
82109ffffffffff,1.0,0.0,0.0,0.0
8210a7fffffffff,3.0,0.0,0.0,0.0
8210b7fffffffff,4.0,0.0,0.0,0.0
8210c7fffffffff,299.0,0.0,0.0,0.0
8210d7fffffffff,6.0,0.0,0.0,0.0
8210dffffffffff,48.0,0.0,2.0,0.0
8210f7fffffffff,21.0,0.0,3.0,0.0
821107fffffffff,473.0,0.0,9.0,0.0
82110ffffffffff,7.0,0.0,0.0,0.0
821117fffffffff,69.0,0.0,0.0,0.0
821127fffffffff,242.0,0.0,23.0,0.0
82112ffffffffff,68.0,0.0,18.0,0.0
821137fffffffff,81.0,0.0,0.0,0.0
821157fffffffff,8.0,0.0,0.0,0.0
821167fffffffff,4.0,0.0,0.0,0.0
821177fffffffff,1.0,0.0,0.0,0.0
821187fffffffff,274.0,0.0,43.0,0.0
82118ffffffffff,563.0,0.0,53.0,0.0
821197fffffffff,6.0,0.0,0.0,0.0
82119ffffffffff,34.0,0.0,0.0,0.0
8211a7fffffffff,12.0,0.0,0.0,0.0
8211affffffffff,1262.0,0.0,262.0,0.0
8211b7fffffffff,20.0,0.0,0.0,0.0
821437fffffffff,2.0,0.0,0.0,0.0
821587fffffffff,2.0,0.0,0.0,0.0
821597fffffffff,46.0,0.0,0.0,0.0
82159ffffffffff,10.0,0.0,0.0,0.0
8215b7fffffffff,30.0,0.0,0.0,0.0
821617fffffffff,24.0,0.0,0.0,18.0
821637fffffffff,1.0,0.0,0.0,1.0
821757fffffffff,4.0,0.0,0.0,4.0
821807fffffffff,346.0,0.0,38.0,0.0
82180ffffffffff,78.0,0.0,6.0,0.0
821827fffffffff,330.0,0.0,99.0,0.0
82182ffffffffff,4172.0,0.0,309.0,0.0
821847fffffffff,447.0,0.0,44.0,0.0
82184ffffffffff,9119.0,2.0,18.0,0.0
82185ffffffffff,3027.0,0.0,0.0,0.0
821867fffffffff,648.0,0.0,166.0,0.0
82186ffffffffff,703.0,0.0,44.0,0.0
821877fffffffff,1028.0,0.0,125.0,0.0
82190ffffffffff,543.0,0.0,30.0,0.0
82192ffffffffff,83.0,0.0,16.0,0.0
821947fffffffff,14074.0,0.0,3164.0,0.0
82194ffffffffff,18706.0,0.0,2565.0,0.0
821957fffffffff,3986.0,0.0,1129.0,0.0
82195ffffffffff,13726.0,0.0,1793.0,0.0
82196ffffffffff,5062.0,0.0,62.0,0.0
821977fffffffff,2952.0,0.0,234.0,0.0
821e07fffffffff,2723.0,0.0,150.0,0.0
821e0ffffffffff,2115.0,0.0,37.0,0.0
821e17fffffffff,1554.0,0.0,35.0,0.0
821e1ffffffffff,2842.0,0.0,84.0,0.0
821e27fffffffff,1156.0,0.0,5.0,0.0
821e2ffffffffff,1135.0,0.0,0.0,0.0
821e37fffffffff,7124.0,0.0,107.0,0.0
821e47fffffffff,68.0,0.0,0.0,0.0
821e4ffffffffff,61.0,0.0,0.0,0.0
821e57fffffffff,337.0,0.0,0.0,0.0
821e5ffffffffff,779.0,0.0,4.0,0.0
821e67fffffffff,384.0,0.0,0.0,0.0
821e6ffffffffff,363.0,0.0,0.0,0.0
821e77fffffffff,144.0,0.0,0.0,0.0
821e87fffffffff,851.0,0.0,24.0,0.0
821e8ffffffffff,57.0,0.0,0.0,0.0
821e97fffffffff,7.0,0.0,0.0,0.0
821e9ffffffffff,136.0,0.0,1.0,0.0
821ea7fffffffff,1266.0,0.0,22.0,0.0
821eaffffffffff,130.0,0.0,10.0,0.0
