cell_id,Pica pica,Pica pica melanotos,Pica pica [pica Group],Pica pica camtschatica
821eb7fffffffff,478.0,0.0,4.0,0.0
821ec7fffffffff,3925.0,0.0,217.0,0.0
821ecffffffffff,4917.0,0.0,116.0,0.0
821ed7fffffffff,1190.0,0.0,256.0,0.0
821edffffffffff,2738.0,0.0,86.0,0.0
821ee7fffffffff,348.0,0.0,0.0,0.0
821eeffffffffff,1129.0,0.0,114.0,0.0
821ef7fffffffff,665.0,0.0,108.0,0.0
821f07fffffffff,1946.0,0.0,164.0,0.0
821f0ffffffffff,350.0,0.0,0.0,0.0
821f17fffffffff,1513.0,0.0,56.0,0.0
821f1ffffffffff,1411.0,0.0,61.0,0.0
821f27fffffffff,741.0,0.0,92.0,0.0
821f2ffffffffff,847.0,0.0,17.0,0.0
821f37fffffffff,505.0,0.0,62.0,0.0
821f47fffffffff,124.0,0.0,0.0,0.0
821f4ffffffffff,704.0,0.0,0.0,0.0
821f57fffffffff,763.0,0.0,0.0,0.0
821f5ffffffffff,218.0,0.0,0.0,0.0
821f67fffffffff,106.0,0.0,0.0,0.0
821f6ffffffffff,34.0,0.0,0.0,0.0
821f77fffffffff,1062.0,0.0,4.0,0.0
821f87fffffffff,3986.0,0.0,489.0,0.0
821f8ffffffffff,1854.0,0.0,379.0,0.0
821f97fffffffff,636.0,0.0,142.0,0.0
821f9ffffffffff,1378.0,0.0,65.0,0.0
821fa7fffffffff,2232.0,0.0,125.0,0.0
821faffffffffff,4327.0,0.0,35.0,0.0
821fb7fffffffff,1835.0,0.0,194.0,0.0
82200ffffffffff,95.0,0.0,19.0,0.0
822017fffffffff,121.0,0.0,15.0,0.0
82201ffffffffff,295.0,0.0,24.0,0.0
82202ffffffffff,1.0,0.0,0.0,0.0
822037fffffffff,8.0,0.0,0.0,0.0
822047fffffffff,3.0,0.0,0.0,0.0
82204ffffffffff,89.0,0.0,22.0,0.0
82205ffffffffff,23.0,0.0,0.0,0.0
82206ffffffffff,14.0,0.0,4.0,0.0
822087fffffffff,109.0,0.0,0.0,0.0
82208ffffffffff,9.0,0.0,0.0,0.0
822097fffffffff,3.0,0.0,0.0,0.0
82209ffffffffff,62.0,0.0,0.0,0.0
8220a7fffffffff,229.0,0.0,21.0,0.0
8220affffffffff,120.0,0.0,2.0,0.0
8220b7fffffffff,85.0,0.0,0.0,0.0
8220c7fffffffff,2.0,0.0,0.0,0.0
8220e7fffffffff,502.0,0.0,93.0,0.0
8220effffffffff,23.0,0.0,0.0,0.0
8220f7fffffffff,84.0,0.0,0.0,0.0
822107fffffffff,6.0,0.0,0.0,0.0
82210ffffffffff,2.0,0.0,0.0,0.0
822127fffffffff,38.0,0.0,0.0,0.0
82212ffffffffff,6.0,0.0,0.0,0.0
822147fffffffff,2.0,0.0,0.0,0.0
82214ffffffffff,21.0,0.0,0.0,0.0
822157fffffffff,177.0,0.0,42.0,0.0
822167fffffffff,2.0,0.0,0.0,0.0
822187fffffffff,7.0,0.0,0.0,0.0
82218ffffffffff,4.0,0.0,2.0,0.0
82219ffffffffff,73.0,0.0,16.0,0.0
8221a7fffffffff,5.0,0.0,0.0,0.0
822407fffffffff,6.0,0.0,0.0,0.0
82240ffffffffff,1.0,0.0,0.0,0.0
822427fffffffff,38.0,0.0,0.0,0.0
82242ffffffffff,106.0,0.0,0.0,0.0
822437fffffffff,2.0,0.0,0.0,0.0
82244ffffffffff,9.0,0.0,0.0,0.0
822457fffffffff,157.0,0.0,0.0,0.0
822467fffffffff,321.0,0.0,0.0,0.0
82246ffffffffff,47.0,0.0,0.0,0.0
822477fffffffff,76.0,0.0,0.0,0.0
822507fffffffff,13.0,0.0,0.0,0.0
82250ffffffffff,20.0,0.0,0.0,0.0
822517fffffffff,239.0,0.0,0.0,0.0
82251ffffffffff,9.0,0.0,0.0,0.0
822537fffffffff,2.0,0.0,0.0,0.0
822547fffffffff,79.0,0.0,3.0,0.0
822557fffffffff,22.0,0.0,0.0,0.0
82255ffffffffff,587.0,0.0,0.0,0.0
822577fffffffff,83.0,0.0,0.0,0.0
8225a7fffffffff,4.0,0.0,0.0,0.0
8225affffffffff,32.0,0.0,0.0,0.0
8225b7fffffffff,90.0,0.0,2.0,0.0
822c07fffffffff,2565.0,0.0,338.0,0.0
822c0ffffffffff,524.0,0.0,0.0,0.0
822c17fffffffff,320.0,0.0,3.0,0.0
822c1ffffffffff,248.0,0.0,0.0,0.0
822c27fffffffff,216.0,0.0,10.0,0.0
822c2ffffffffff,1134.0,0.0,6.0,0.0
822c37fffffffff,192.0,0.0,11.0,0.0
822c67fffffffff,50.0,0.0,0.0,0.0
822c6ffffffffff,3.0,0.0,0.0,0.0
822c77fffffffff,102.0,0.0,0.0,0.0
822c87fffffffff,8.0,0.0,0.0,0.0
822c8ffffffffff,88.0,0.0,0.0,0.0
822c9ffffffffff,5.0,0.0,0.0,0.0
822ca7fffffffff,21.0,0.0,0.0,0.0
822caffffffffff,431.0,0.0,0.0,0.0
822cc7fffffffff,1087.0,0.0,0.0,0.0
822ccffffffffff,79.0,0.0,0.0,0.0
822cd7fffffffff,541.0,0.0,0.0,0.0
822cdffffffffff,79.0,0.0,0.0,0.0
822ce7fffffffff,242.0,0.0,0.0,0.0
822cf7fffffffff,2774.0,0.0,0.0,0.0
822d07fffffffff,282.0,0.0,4.0,0.0
822d17fffffffff,935.0,0.0,88.0,0.0
822d1ffffffffff,163.0,0.0,5.0,0.0
822d27fffffffff,135.0,0.0,0.0,0.0
822d2ffffffffff,27.0,0.0,2.0,0.0
822d37fffffffff,2434.0,0.0,149.0,0.0
822d47fffffffff,6.0,0.0,0.0,0.0
822d4ffffffffff,1.0,0.0,0.0,0.0
822d57fffffffff,10.0,0.0,0.0,0.0
822d5ffffffffff,51.0,0.0,0.0,0.0
822d67fffffffff,1173.0,0.0,0.0,0.0
822d77fffffffff,59.0,0.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0,0.0
822da7fffffffff,108.0,0.0,11.0,0.0
822daffffffffff,201.0,0.0,11.0,0.0
823127fffffffff,14.0,0.0,0.0,0.0
823137fffffffff,13.0,0.0,0.0,0.0
823827fffffffff,1153.0,5.0,0.0,0.0
82386ffffffffff,45.0,0.0,0.0,0.0
823907fffffffff,11516.0,725.0,0.0,0.0
82390ffffffffff,16876.0,2.0,0.0,0.0
823917fffffffff,6931.0,35.0,0.0,0.0
82391ffffffffff,4789.0,48.0,0.0,0.0
823927fffffffff,8500.0,17.0,0.0,0.0
82392ffffffffff,17390.0,12.0,0.0,0.0
823937fffffffff,1418.0,0.0,0.0,0.0
823947fffffffff,6133.0,2.0,1.0,0.0
82394ffffffffff,8.0,0.0,0.0,0.0
823957fffffffff,4822.0,72.0,0.0,0.0
823967fffffffff,1143.0,0.0,38.0,0.0
82396ffffffffff,2566.0,0.0,138.0,0.0
823977fffffffff,10469.0,16.0,2.0,0.0
823d07fffffffff,1749.0,0.0,0.0,0.0
823d27fffffffff,582.0,0.0,0.0,0.0
823d37fffffffff,83.0,0.0,0.0,0.0
823f27fffffffff,6.0,0.0,0.0,0.0
823f2ffffffffff,537.0,0.0,12.0,0.0
823f37fffffffff,183.0,0.0,4.0,0.0
823f47fffffffff,2.0,0.0,0.0,0.0
823f4ffffffffff,218.0,0.0,32.0,0.0
823f67fffffffff,1421.0,0.0,16.0,0.0
823f6ffffffffff,244.0,0.0,26.0,0.0
823f77fffffffff,63.0,0.0,2.0,0.0
82426ffffffffff,1.0,0.0,0.0,0.0
824277fffffffff,1.0,0.0,0.0,0.0
824307fffffffff,22.0,0.0,0.0,0.0
82430ffffffffff,23.0,0.0,0.0,0.0
82431ffffffffff,2.0,0.0,0.0,0.0
824327fffffffff,80.0,0.0,0.0,0.0
82432ffffffffff,13.0,0.0,0.0,0.0
824337fffffffff,36.0,0.0,0.0,0.0
824357fffffffff,2.0,0.0,0.0,0.0
824367fffffffff,642.0,0.0,0.0,0.0
824377fffffffff,28.0,0.0,0.0,0.0
