cell_id,Ardea herodias,Ardea herodias [herodias Group],Ardea herodias occidentalis,Ardea herodias wardi x occidentalis
831b99fffffffff,4.0,0.0,0.0,0.0
831b9afffffffff,34.0,2.0,0.0,0.0
831b9efffffffff,3.0,0.0,0.0,0.0
831bb0fffffffff,2.0,0.0,0.0,0.0
832604fffffffff,2.0,0.0,0.0,0.0
832606fffffffff,1.0,0.0,0.0,0.0
832608fffffffff,11.0,8.0,0.0,0.0
832609fffffffff,1.0,0.0,0.0,0.0
83260afffffffff,16.0,12.0,0.0,0.0
83260bfffffffff,4.0,1.0,0.0,0.0
83260dfffffffff,2.0,0.0,0.0,0.0
83260efffffffff,13.0,9.0,0.0,0.0
832611fffffffff,1.0,0.0,0.0,0.0
832613fffffffff,3.0,0.0,0.0,0.0
832616fffffffff,2.0,0.0,0.0,0.0
83261bfffffffff,2.0,0.0,0.0,0.0
832622fffffffff,2.0,0.0,0.0,0.0
832624fffffffff,4.0,0.0,0.0,0.0
832626fffffffff,5.0,1.0,0.0,0.0
832634fffffffff,2.0,2.0,0.0,0.0
832636fffffffff,2.0,0.0,0.0,0.0
832640fffffffff,9.0,1.0,0.0,0.0
832641fffffffff,2.0,0.0,0.0,0.0
832642fffffffff,1.0,0.0,0.0,0.0
832643fffffffff,1.0,0.0,0.0,0.0
832644fffffffff,4.0,0.0,0.0,0.0
832645fffffffff,1.0,0.0,0.0,0.0
832646fffffffff,52.0,0.0,0.0,0.0
832648fffffffff,70.0,52.0,0.0,0.0
832649fffffffff,8.0,3.0,0.0,0.0
83264afffffffff,30.0,16.0,0.0,0.0
83264bfffffffff,25.0,19.0,0.0,0.0
83264cfffffffff,164.0,157.0,0.0,0.0
83264dfffffffff,57.0,32.0,0.0,0.0
83264efffffffff,49.0,40.0,0.0,0.0
832651fffffffff,2.0,0.0,0.0,0.0
832652fffffffff,22.0,5.0,0.0,0.0
832653fffffffff,6.0,0.0,0.0,0.0
832654fffffffff,1.0,0.0,0.0,0.0
832655fffffffff,26.0,0.0,0.0,0.0
832656fffffffff,34.0,3.0,0.0,0.0
832658fffffffff,2.0,0.0,0.0,0.0
832659fffffffff,48.0,41.0,0.0,0.0
83265afffffffff,10.0,5.0,0.0,0.0
83265bfffffffff,9.0,4.0,0.0,0.0
83265dfffffffff,10.0,8.0,0.0,0.0
83265efffffffff,9.0,0.0,0.0,0.0
832660fffffffff,2.0,0.0,0.0,0.0
832663fffffffff,2.0,0.0,0.0,0.0
832664fffffffff,25.0,8.0,0.0,0.0
832666fffffffff,4.0,3.0,0.0,0.0
832668fffffffff,21.0,0.0,7.0,0.0
832669fffffffff,9.0,2.0,0.0,0.0
83266afffffffff,1.0,0.0,0.0,0.0
83266bfffffffff,1.0,0.0,0.0,0.0
83266efffffffff,27.0,2.0,0.0,0.0
832671fffffffff,4.0,0.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0,0.0
832680fffffffff,34.0,2.0,0.0,0.0
832681fffffffff,107.0,2.0,0.0,0.0
832683fffffffff,9.0,0.0,0.0,0.0
832685fffffffff,6.0,4.0,0.0,0.0
832686fffffffff,2.0,0.0,0.0,0.0
832688fffffffff,89.0,10.0,0.0,0.0
832689fffffffff,51.0,27.0,0.0,0.0
83268afffffffff,16.0,2.0,0.0,0.0
83268bfffffffff,19.0,7.0,0.0,0.0
83268cfffffffff,152.0,18.0,0.0,0.0
83268dfffffffff,95.0,28.0,0.0,0.0
83268efffffffff,53.0,0.0,0.0,0.0
832690fffffffff,27.0,6.0,0.0,0.0
832691fffffffff,1.0,0.0,0.0,0.0
832692fffffffff,6.0,3.0,0.0,0.0
832694fffffffff,2.0,2.0,0.0,0.0
832695fffffffff,2.0,0.0,0.0,0.0
832696fffffffff,234.0,132.0,0.0,0.0
832698fffffffff,21.0,4.0,0.0,0.0
832699fffffffff,33.0,0.0,0.0,0.0
83269afffffffff,1.0,0.0,0.0,0.0
83269cfffffffff,44.0,8.0,0.0,0.0
83269dfffffffff,35.0,0.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0
8326a8fffffffff,67.0,2.0,0.0,0.0
8326a9fffffffff,2.0,0.0,0.0,0.0
8326aafffffffff,120.0,5.0,0.0,0.0
8326abfffffffff,10.0,2.0,0.0,0.0
8326acfffffffff,2.0,0.0,0.0,0.0
8326adfffffffff,8.0,2.0,0.0,0.0
8326b0fffffffff,6.0,0.0,0.0,0.0
8326b6fffffffff,1.0,1.0,0.0,0.0
8326c4fffffffff,4.0,2.0,0.0,0.0
8326c5fffffffff,4.0,4.0,0.0,0.0
8326c8fffffffff,5.0,1.0,0.0,0.0
8326c9fffffffff,133.0,0.0,0.0,0.0
8326cbfffffffff,3.0,1.0,0.0,0.0
8326d0fffffffff,1.0,0.0,0.0,0.0
8326d1fffffffff,6.0,0.0,0.0,0.0
8326d4fffffffff,15.0,2.0,0.0,0.0
8326d5fffffffff,2.0,0.0,0.0,0.0
8326dcfffffffff,3.0,0.0,0.0,0.0
8326e1fffffffff,21.0,18.0,0.0,0.0
8326e2fffffffff,38.0,3.0,0.0,0.0
8326e3fffffffff,10.0,6.0,0.0,0.0
8326e4fffffffff,5.0,0.0,0.0,0.0
8326e5fffffffff,29.0,21.0,0.0,0.0
8326e9fffffffff,3.0,0.0,0.0,0.0
8326ecfffffffff,3.0,0.0,0.0,0.0
8326edfffffffff,4.0,4.0,0.0,0.0
8326eefffffffff,3.0,3.0,0.0,0.0
8326f2fffffffff,94.0,24.0,0.0,0.0
8326f3fffffffff,7.0,5.0,0.0,0.0
8326f6fffffffff,2.0,0.0,0.0,0.0
83270efffffffff,2.0,0.0,0.0,0.0
832711fffffffff,2.0,0.0,0.0,0.0
832712fffffffff,1.0,0.0,0.0,0.0
832714fffffffff,2.0,2.0,0.0,0.0
83271bfffffffff,2.0,0.0,0.0,0.0
83271cfffffffff,2.0,2.0,0.0,0.0
83271efffffffff,2.0,0.0,0.0,0.0
832740fffffffff,10.0,3.0,0.0,0.0
832741fffffffff,31.0,10.0,0.0,0.0
832743fffffffff,5.0,0.0,0.0,0.0
832744fffffffff,15.0,4.0,0.0,0.0
832745fffffffff,16.0,10.0,0.0,0.0
832746fffffffff,3.0,3.0,0.0,0.0
832748fffffffff,315.0,4.0,0.0,0.0
832749fffffffff,155.0,32.0,0.0,0.0
83274afffffffff,12.0,0.0,0.0,0.0
83274bfffffffff,73.0,31.0,18.0,0.0
83274cfffffffff,50.0,3.0,0.0,0.0
83274dfffffffff,237.0,28.0,0.0,0.0
83274efffffffff,59.0,6.0,0.0,0.0
832750fffffffff,6.0,0.0,0.0,0.0
832752fffffffff,12.0,0.0,0.0,0.0
832754fffffffff,2.0,0.0,0.0,0.0
832755fffffffff,12.0,10.0,0.0,0.0
832756fffffffff,5.0,3.0,0.0,0.0
832758fffffffff,26.0,1.0,0.0,0.0
832759fffffffff,29.0,6.0,0.0,0.0
83275afffffffff,1.0,0.0,0.0,0.0
83275cfffffffff,1.0,0.0,0.0,0.0
83275dfffffffff,20.0,4.0,0.0,0.0
83275efffffffff,4.0,0.0,0.0,0.0
832763fffffffff,17.0,2.0,0.0,0.0
832768fffffffff,2.0,0.0,0.0,0.0
832769fffffffff,2.0,0.0,0.0,0.0
83276afffffffff,26.0,0.0,0.0,0.0
83276bfffffffff,83.0,24.0,0.0,0.0
83276dfffffffff,20.0,0.0,0.0,0.0
83276efffffffff,5.0,2.0,0.0,0.0
832771fffffffff,3.0,2.0,0.0,0.0
832773fffffffff,8.0,3.0,0.0,0.0
832780fffffffff,3.0,2.0,0.0,0.0
832781fffffffff,2.0,2.0,0.0,0.0
832786fffffffff,2.0,0.0,0.0,0.0
832793fffffffff,6.0,0.0,0.0,0.0
832799fffffffff,2.0,0.0,0.0,0.0
83279afffffffff,2.0,0.0,0.0,0.0
83279bfffffffff,3.0,0.0,0.0,0.0
83279efffffffff,13.0,10.0,0.0,0.0
8327a0fffffffff,12.0,2.0,0.0,0.0
8327a1fffffffff,2.0,0.0,0.0,0.0
8327a5fffffffff,5.0,0.0,0.0,0.0
8327a6fffffffff,2.0,0.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0,0.0
8327a9fffffffff,2.0,0.0,0.0,0.0
8327aafffffffff,2.0,0.0,0.0,0.0
8327aefffffffff,1.0,0.0,0.0,0.0
832802fffffffff,1.0,0.0,0.0,0.0
832810fffffffff,4.0,2.0,0.0,0.0
832813fffffffff,47.0,37.0,0.0,0.0
832818fffffffff,2.0,0.0,0.0,0.0
83281afffffffff,4.0,4.0,0.0,0.0
83281cfffffffff,5.0,1.0,0.0,0.0
83281efffffffff,50.0,41.0,0.0,0.0
832830fffffffff,826.0,2.0,0.0,0.0
832832fffffffff,5.0,4.0,0.0,0.0
832833fffffffff,4.0,0.0,0.0,0.0
832834fffffffff,38.0,2.0,0.0,0.0
832835fffffffff,16.0,6.0,0.0,0.0
832836fffffffff,2584.0,0.0,0.0,0.0
832880fffffffff,2.0,0.0,0.0,0.0
832884fffffffff,84.0,27.0,0.0,0.0
832885fffffffff,7.0,2.0,0.0,0.0
832888fffffffff,2.0,0.0,0.0,0.0
83288cfffffffff,2.0,2.0,0.0,0.0
83288dfffffffff,3.0,0.0,0.0,0.0
832890fffffffff,3.0,2.0,0.0,0.0
832892fffffffff,7.0,2.0,0.0,0.0
832893fffffffff,4.0,2.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0,0.0
832896fffffffff,1.0,1.0,0.0,0.0
832898fffffffff,20.0,9.0,0.0,0.0
83289afffffffff,13.0,11.0,0.0,0.0
83289bfffffffff,4.0,4.0,0.0,0.0
83289cfffffffff,1.0,0.0,0.0,0.0
83289dfffffffff,2.0,0.0,0.0,0.0
83289efffffffff,23.0,2.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0,0.0
8328aefffffffff,12.0,1.0,0.0,0.0
8328b0fffffffff,2.0,1.0,0.0,0.0
8328b1fffffffff,16.0,0.0,0.0,0.0
8328b2fffffffff,1.0,0.0,0.0,0.0
8328b3fffffffff,17.0,2.0,0.0,0.0
8328b6fffffffff,9.0,3.0,0.0,0.0
8328c6fffffffff,16.0,4.0,0.0,0.0
8328d0fffffffff,2.0,2.0,0.0,0.0
8328d1fffffffff,16.0,9.0,0.0,0.0
8328d3fffffffff,1.0,1.0,0.0,0.0
8328d4fffffffff,1.0,1.0,0.0,0.0
8328d5fffffffff,13.0,13.0,0.0,0.0
8328d6fffffffff,3.0,0.0,0.0,0.0
8328dcfffffffff,1.0,1.0,0.0,0.0
8328defffffffff,28.0,11.0,0.0,0.0
8328f0fffffffff,40.0,25.0,0.0,0.0
8328f1fffffffff,3.0,0.0,0.0,0.0
8328f2fffffffff,2.0,0.0,0.0,0.0
8328f4fffffffff,7.0,5.0,0.0,0.0
8328f5fffffffff,10.0,0.0,0.0,0.0
832912fffffffff,6.0,0.0,0.0,0.0
83291afffffffff,2.0,1.0,0.0,0.0
832984fffffffff,11.0,0.0,0.0,0.0
832989fffffffff,12.0,3.0,0.0,0.0
83298cfffffffff,15.0,0.0,0.0,0.0
83298dfffffffff,27.0,2.0,0.0,0.0
832992fffffffff,6.0,0.0,0.0,0.0
832995fffffffff,3.0,1.0,0.0,0.0
832996fffffffff,3.0,0.0,0.0,0.0
832998fffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,9.0,1.0,0.0,0.0
8329a1fffffffff,14.0,14.0,0.0,0.0
8329a2fffffffff,1.0,0.0,0.0,0.0
8329a3fffffffff,5.0,5.0,0.0,0.0
8329a4fffffffff,41.0,0.0,0.0,0.0
8329a5fffffffff,27.0,6.0,0.0,0.0
8329a6fffffffff,134.0,20.0,0.0,0.0
8329a8fffffffff,7.0,0.0,0.0,0.0
8329a9fffffffff,10.0,1.0,0.0,0.0
8329aafffffffff,11.0,0.0,0.0,0.0
8329abfffffffff,4.0,4.0,0.0,0.0
8329adfffffffff,5.0,2.0,0.0,0.0
8329aefffffffff,3.0,1.0,0.0,0.0
8329b0fffffffff,1.0,1.0,0.0,0.0
8329b2fffffffff,18.0,9.0,0.0,0.0
8329b5fffffffff,18.0,2.0,0.0,0.0
8329b6fffffffff,3.0,3.0,0.0,0.0
832a00fffffffff,2.0,2.0,0.0,0.0
832a06fffffffff,2.0,0.0,0.0,0.0
832a10fffffffff,374.0,62.0,65.0,0.0
832a12fffffffff,3673.0,346.0,2.0,0.0
832a13fffffffff,2502.0,89.0,0.0,0.0
832a14fffffffff,77.0,27.0,0.0,0.0
832a15fffffffff,17.0,7.0,0.0,0.0
832a16fffffffff,66.0,4.0,0.0,0.0
832a18fffffffff,24.0,0.0,0.0,0.0
832a1afffffffff,7.0,0.0,0.0,0.0
832a1efffffffff,21.0,21.0,0.0,0.0
832a30fffffffff,195.0,42.0,0.0,0.0
832a31fffffffff,117.0,30.0,0.0,0.0
832a32fffffffff,96.0,74.0,0.0,0.0
832a33fffffffff,141.0,38.0,1.0,0.0
832a34fffffffff,78.0,8.0,0.0,0.0
832a35fffffffff,2.0,0.0,0.0,0.0
832a36fffffffff,6.0,0.0,0.0,0.0
832a4cfffffffff,2.0,0.0,0.0,0.0
832a82fffffffff,13.0,9.0,0.0,0.0
832a83fffffffff,1.0,0.0,0.0,0.0
832a84fffffffff,21.0,0.0,0.0,0.0
832a85fffffffff,1.0,0.0,0.0,0.0
832a86fffffffff,3.0,0.0,0.0,0.0
832a88fffffffff,41.0,19.0,0.0,0.0
832a89fffffffff,67.0,26.0,0.0,0.0
832a8afffffffff,6.0,0.0,1.0,0.0
832a8bfffffffff,5.0,1.0,4.0,0.0
832a8cfffffffff,11.0,3.0,0.0,0.0
832a8efffffffff,9.0,0.0,0.0,0.0
832a90fffffffff,8.0,0.0,3.0,0.0
832a91fffffffff,3.0,2.0,0.0,0.0
832a92fffffffff,6.0,0.0,0.0,0.0
832a93fffffffff,3.0,0.0,0.0,0.0
832a94fffffffff,6.0,2.0,0.0,0.0
832a95fffffffff,22.0,0.0,0.0,0.0
832a96fffffffff,1.0,0.0,0.0,0.0
832a99fffffffff,17.0,3.0,14.0,0.0
832a9cfffffffff,2.0,2.0,0.0,0.0
832aa0fffffffff,3.0,1.0,0.0,0.0
832aa1fffffffff,28.0,7.0,0.0,0.0
832aa2fffffffff,7.0,0.0,0.0,0.0
832aa3fffffffff,18.0,0.0,0.0,0.0
832aa4fffffffff,180.0,113.0,0.0,0.0
832aa5fffffffff,28.0,11.0,8.0,0.0
832aa6fffffffff,5.0,2.0,0.0,0.0
832aa8fffffffff,143.0,13.0,6.0,2.0
832aa9fffffffff,23.0,2.0,0.0,0.0
832aaafffffffff,133.0,11.0,0.0,0.0
832aabfffffffff,9.0,6.0,0.0,0.0
832aacfffffffff,2301.0,311.0,22.0,0.0
832aadfffffffff,281.0,114.0,1.0,0.0
832aaefffffffff,165.0,117.0,22.0,0.0
832ab0fffffffff,2.0,0.0,0.0,0.0
832ab1fffffffff,27.0,2.0,2.0,0.0
832ab2fffffffff,786.0,23.0,0.0,0.0
832ab3fffffffff,30.0,0.0,0.0,0.0
832ab4fffffffff,79.0,49.0,0.0,0.0
832ab5fffffffff,333.0,305.0,0.0,0.0
832ab6fffffffff,34.0,8.0,0.0,0.0
832ac6fffffffff,65.0,3.0,16.0,0.0
832ad1fffffffff,1.0,1.0,0.0,0.0
832af0fffffffff,13.0,1.0,1.0,0.0
832af1fffffffff,7.0,0.0,4.0,0.0
832af3fffffffff,1.0,0.0,0.0,0.0
832af4fffffffff,15.0,0.0,0.0,0.0
832af5fffffffff,4.0,0.0,0.0,0.0
832af6fffffffff,5.0,0.0,0.0,0.0
832b00fffffffff,2.0,2.0,0.0,0.0
832b01fffffffff,1.0,0.0,0.0,0.0
832b06fffffffff,7.0,4.0,0.0,0.0
832b0afffffffff,24.0,0.0,0.0,0.0
832b0cfffffffff,16.0,5.0,0.0,0.0
832b11fffffffff,2.0,0.0,0.0,0.0
832b12fffffffff,9.0,0.0,0.0,0.0
832b16fffffffff,28.0,0.0,0.0,0.0
832b18fffffffff,14.0,6.0,0.0,0.0
832b19fffffffff,5.0,0.0,0.0,0.0
832b1afffffffff,37.0,3.0,0.0,0.0
832b1bfffffffff,2.0,0.0,0.0,0.0
832b1cfffffffff,9.0,9.0,0.0,0.0
832b23fffffffff,8.0,0.0,0.0,0.0
832b24fffffffff,16.0,0.0,0.0,0.0
832b25fffffffff,82.0,3.0,0.0,0.0
832b30fffffffff,2.0,0.0,0.0,0.0
832b31fffffffff,5.0,0.0,0.0,0.0
832b33fffffffff,11.0,0.0,0.0,0.0
832b80fffffffff,2.0,0.0,0.0,0.0
832b81fffffffff,129.0,17.0,0.0,0.0
832b83fffffffff,106.0,55.0,0.0,0.0
832b85fffffffff,39.0,0.0,0.0,0.0
832b88fffffffff,93.0,0.0,0.0,0.0
832b89fffffffff,332.0,17.0,0.0,0.0
832b8afffffffff,19.0,12.0,0.0,0.0
832b8bfffffffff,19.0,4.0,0.0,0.0
832b8cfffffffff,36.0,0.0,0.0,0.0
832b8dfffffffff,135.0,15.0,0.0,0.0
832b8efffffffff,18.0,3.0,0.0,0.0
832b90fffffffff,2.0,0.0,0.0,0.0
832b91fffffffff,2.0,0.0,0.0,0.0
832b93fffffffff,4.0,0.0,0.0,0.0
832b94fffffffff,3.0,0.0,0.0,0.0
832b95fffffffff,13.0,0.0,0.0,0.0
832b98fffffffff,8.0,0.0,0.0,0.0
832b99fffffffff,41.0,7.0,0.0,0.0
832b9afffffffff,44.0,19.0,0.0,0.0
832b9bfffffffff,41.0,15.0,0.0,0.0
832b9cfffffffff,14.0,2.0,0.0,0.0
832b9dfffffffff,16.0,1.0,0.0,0.0
832b9efffffffff,18.0,0.0,0.0,0.0
832ba0fffffffff,6.0,0.0,0.0,0.0
832ba5fffffffff,4.0,0.0,0.0,0.0
832ba8fffffffff,119.0,26.0,0.0,0.0
832ba9fffffffff,21.0,2.0,17.0,0.0
832baafffffffff,288.0,3.0,0.0,0.0
832babfffffffff,37.0,27.0,0.0,0.0
832bacfffffffff,37.0,0.0,0.0,0.0
832baefffffffff,57.0,0.0,0.0,0.0
832bb0fffffffff,5.0,0.0,0.0,0.0
832bb3fffffffff,4.0,0.0,0.0,0.0
833426fffffffff,2.0,0.0,0.0,0.0
833434fffffffff,4.0,0.0,0.0,0.0
83351bfffffffff,137.0,0.0,0.0,0.0
8335a8fffffffff,16.0,0.0,0.0,0.0
8335a9fffffffff,2.0,0.0,0.0,0.0
8335aefffffffff,4.0,0.0,0.0,0.0
834412fffffffff,60.0,6.0,36.0,6.0
834413fffffffff,113.0,16.0,87.0,1.0
834414fffffffff,2.0,0.0,0.0,2.0
834416fffffffff,12.0,0.0,5.0,3.0
83441afffffffff,31.0,4.0,17.0,1.0
83441bfffffffff,2.0,0.0,2.0,0.0
83441efffffffff,86.0,4.0,75.0,0.0
834432fffffffff,2.0,0.0,0.0,2.0
834440fffffffff,50.0,2.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0
834442fffffffff,3.0,3.0,0.0,0.0
834445fffffffff,15.0,9.0,0.0,0.0
834446fffffffff,40.0,2.0,1.0,0.0
834448fffffffff,16.0,0.0,0.0,0.0
834449fffffffff,2.0,1.0,0.0,0.0
83444afffffffff,2.0,2.0,0.0,0.0
83444cfffffffff,5.0,2.0,0.0,0.0
83444efffffffff,4.0,0.0,0.0,0.0
834450fffffffff,10.0,2.0,3.0,0.0
834455fffffffff,11.0,4.0,0.0,0.0
834456fffffffff,23.0,5.0,12.0,0.0
834459fffffffff,5.0,0.0,0.0,0.0
83445bfffffffff,1.0,1.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0
834463fffffffff,3.0,0.0,0.0,0.0
834468fffffffff,2.0,0.0,0.0,0.0
834469fffffffff,2.0,0.0,0.0,0.0
83446afffffffff,1.0,1.0,0.0,0.0
83446cfffffffff,24.0,13.0,3.0,0.0
83446dfffffffff,3.0,0.0,0.0,0.0
83446efffffffff,7.0,1.0,0.0,0.0
834473fffffffff,4.0,0.0,3.0,0.0
834480fffffffff,1.0,0.0,0.0,0.0
834484fffffffff,2.0,0.0,0.0,0.0
8344a1fffffffff,25.0,1.0,19.0,2.0
8344a2fffffffff,3.0,0.0,0.0,0.0
8344a3fffffffff,5.0,0.0,0.0,0.0
8344a5fffffffff,6.0,3.0,1.0,0.0
8344a8fffffffff,17.0,7.0,9.0,0.0
8344a9fffffffff,74.0,70.0,0.0,0.0
8344abfffffffff,6.0,0.0,5.0,0.0
8344acfffffffff,172.0,5.0,152.0,0.0
8344adfffffffff,1.0,1.0,0.0,0.0
8344aefffffffff,27.0,0.0,27.0,0.0
8344b1fffffffff,1.0,0.0,0.0,0.0
8344c1fffffffff,10.0,0.0,2.0,0.0
8344c3fffffffff,7.0,1.0,0.0,0.0
8344c4fffffffff,4.0,0.0,1.0,0.0
8344c8fffffffff,61.0,58.0,0.0,0.0
8344c9fffffffff,14.0,2.0,0.0,0.0
8344cafffffffff,154.0,139.0,0.0,0.0
8344cbfffffffff,22.0,22.0,0.0,0.0
8344ccfffffffff,5.0,0.0,4.0,0.0
8344cdfffffffff,31.0,27.0,0.0,0.0
8344cefffffffff,2.0,0.0,2.0,0.0
8344d0fffffffff,5.0,0.0,0.0,0.0
8344d2fffffffff,6.0,0.0,5.0,0.0
8344d3fffffffff,11.0,0.0,9.0,0.0
8344d4fffffffff,3.0,0.0,0.0,0.0
8344d5fffffffff,9.0,4.0,1.0,3.0
8344d6fffffffff,2.0,0.0,0.0,0.0
8344d9fffffffff,33.0,0.0,31.0,0.0
8344dafffffffff,8.0,3.0,0.0,0.0
8344ddfffffffff,27.0,9.0,1.0,0.0
8344defffffffff,14.0,2.0,0.0,0.0
8344e1fffffffff,2.0,2.0,0.0,0.0
8344e3fffffffff,4.0,0.0,0.0,0.0
8344e4fffffffff,10.0,0.0,0.0,9.0
8344e5fffffffff,4.0,2.0,0.0,0.0
8344e6fffffffff,10.0,10.0,0.0,0.0
8344eafffffffff,1.0,0.0,1.0,0.0
8344eefffffffff,4.0,0.0,2.0,0.0
8344f0fffffffff,20.0,4.0,9.0,0.0
8344f3fffffffff,11.0,8.0,1.0,0.0
8344f4fffffffff,159.0,6.0,97.0,0.0
8344f6fffffffff,3.0,1.0,0.0,0.0
834501fffffffff,17.0,0.0,1.0,16.0
834505fffffffff,31.0,0.0,17.0,9.0
83450bfffffffff,9.0,0.0,5.0,4.0
83450dfffffffff,6.0,3.0,0.0,0.0
834520fffffffff,5.0,0.0,0.0,0.0
834521fffffffff,3.0,0.0,0.0,0.0
834522fffffffff,1.0,0.0,0.0,0.0
834523fffffffff,3.0,0.0,0.0,0.0
834524fffffffff,16.0,0.0,0.0,0.0
834526fffffffff,2.0,0.0,0.0,0.0
834528fffffffff,2.0,0.0,0.0,0.0
83452afffffffff,51.0,8.0,2.0,11.0
83452cfffffffff,3.0,1.0,0.0,0.0
83452dfffffffff,3.0,3.0,0.0,0.0
83452efffffffff,27.0,2.0,0.0,0.0
834550fffffffff,4.0,4.0,0.0,0.0
83455afffffffff,2.0,2.0,0.0,0.0
83455bfffffffff,2.0,2.0,0.0,0.0
834576fffffffff,2.0,2.0,0.0,0.0
834584fffffffff,4.0,0.0,0.0,0.0
83458cfffffffff,5.0,0.0,0.0,0.0
834598fffffffff,17.0,0.0,2.0,15.0
8345a3fffffffff,25.0,0.0,0.0,0.0
8345b2fffffffff,5.0,0.0,0.0,0.0
834648fffffffff,2.0,0.0,0.0,0.0
834649fffffffff,4.0,0.0,0.0,0.0
83480afffffffff,2.0,2.0,0.0,0.0
834810fffffffff,3.0,0.0,0.0,0.0
834814fffffffff,3.0,0.0,0.0,0.0
834823fffffffff,8.0,8.0,0.0,0.0
834829fffffffff,2.0,2.0,0.0,0.0
83482afffffffff,5.0,5.0,0.0,0.0
834836fffffffff,1.0,0.0,0.0,0.0
83484afffffffff,16.0,12.0,0.0,0.0
834855fffffffff,6.0,5.0,0.0,0.0
834859fffffffff,18.0,4.0,0.0,0.0
83485bfffffffff,9.0,0.0,0.0,0.0
83486afffffffff,2.0,0.0,0.0,0.0
834880fffffffff,2.0,0.0,0.0,0.0
834886fffffffff,12.0,2.0,0.0,0.0
83488bfffffffff,2.0,0.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0,0.0
834890fffffffff,303.0,26.0,8.0,0.0
834893fffffffff,3.0,3.0,0.0,0.0
834895fffffffff,71.0,4.0,0.0,0.0
834898fffffffff,15.0,4.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0,0.0
83489bfffffffff,2.0,2.0,0.0,0.0
83489cfffffffff,56.0,0.0,0.0,0.0
83489efffffffff,28.0,3.0,0.0,0.0
8348b1fffffffff,26.0,24.0,0.0,0.0
8348b2fffffffff,15.0,0.0,0.0,0.0
8348b3fffffffff,30.0,7.0,14.0,0.0
8348b4fffffffff,2.0,0.0,0.0,0.0
8348c1fffffffff,4.0,1.0,0.0,0.0
8348c3fffffffff,10.0,0.0,0.0,0.0
8348c5fffffffff,13.0,3.0,0.0,0.0
8348ccfffffffff,5.0,2.0,0.0,0.0
8348cdfffffffff,23.0,7.0,0.0,0.0
8348cefffffffff,7.0,0.0,0.0,0.0
8348d8fffffffff,16.0,0.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0,0.0
8348dbfffffffff,8.0,8.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0,0.0
8348e5fffffffff,3.0,0.0,0.0,0.0
8348e8fffffffff,57.0,24.0,0.0,0.0
8348e9fffffffff,52.0,15.0,0.0,0.0
8348eafffffffff,125.0,32.0,0.0,0.0
8348ebfffffffff,30.0,13.0,0.0,0.0
