cell_id,Ardea alba,Ardea alba alba,Ardea alba melanorhynchos,Ardea alba egretta,Ardea alba modesta
830886fffffffff,54.0,0.0,0.0,0.0,0.0
830888fffffffff,20.0,1.0,0.0,0.0,0.0
83088dfffffffff,1.0,1.0,0.0,0.0,0.0
83088efffffffff,4.0,4.0,0.0,0.0,0.0
830890fffffffff,5.0,0.0,0.0,0.0,0.0
830893fffffffff,36.0,0.0,0.0,0.0,0.0
830895fffffffff,6.0,0.0,0.0,0.0,0.0
830896fffffffff,18.0,5.0,0.0,0.0,0.0
830898fffffffff,18.0,0.0,0.0,0.0,0.0
830899fffffffff,128.0,37.0,0.0,0.0,0.0
83089afffffffff,210.0,0.0,0.0,0.0,0.0
83089bfffffffff,5.0,0.0,0.0,0.0,0.0
83089dfffffffff,20.0,0.0,0.0,0.0,0.0
83089efffffffff,30.0,0.0,0.0,0.0,0.0
8308b0fffffffff,18.0,0.0,0.0,0.0,0.0
8308b1fffffffff,20.0,0.0,0.0,0.0,0.0
8308b2fffffffff,1.0,0.0,0.0,0.0,0.0
8308b3fffffffff,6.0,0.0,0.0,0.0,0.0
8308d1fffffffff,6.0,0.0,0.0,0.0,0.0
830991fffffffff,2.0,0.0,0.0,0.0,0.0
830993fffffffff,4.0,0.0,0.0,0.0,0.0
83099efffffffff,1.0,0.0,0.0,0.0,0.0
830bb0fffffffff,1.0,0.0,0.0,0.0,0.0
831093fffffffff,2.0,0.0,0.0,0.0,0.0
8310b3fffffffff,2.0,0.0,0.0,0.0,0.0
831105fffffffff,3.0,0.0,0.0,0.0,0.0
831106fffffffff,120.0,0.0,0.0,0.0,0.0
831115fffffffff,4.0,0.0,0.0,0.0,0.0
831122fffffffff,5.0,2.0,0.0,0.0,0.0
831126fffffffff,37.0,13.0,0.0,0.0,0.0
831131fffffffff,2.0,0.0,0.0,0.0,0.0
831134fffffffff,19.0,0.0,0.0,0.0,0.0
831135fffffffff,12.0,0.0,0.0,0.0,0.0
831136fffffffff,12.0,0.0,0.0,0.0,0.0
831181fffffffff,6.0,3.0,0.0,0.0,0.0
831185fffffffff,9.0,0.0,0.0,0.0,0.0
83118afffffffff,7.0,0.0,0.0,0.0,0.0
83118cfffffffff,49.0,2.0,0.0,0.0,0.0
83118efffffffff,5.0,4.0,0.0,0.0,0.0
83119efffffffff,1.0,0.0,0.0,0.0,0.0
8311a8fffffffff,1.0,0.0,0.0,0.0,0.0
8311aafffffffff,6.0,0.0,0.0,0.0,0.0
8311abfffffffff,3.0,0.0,0.0,0.0,0.0
8311acfffffffff,2.0,0.0,0.0,0.0,0.0
8311aefffffffff,200.0,77.0,0.0,0.0,0.0
8311b0fffffffff,1.0,0.0,0.0,0.0,0.0
8311b2fffffffff,1.0,0.0,0.0,0.0,0.0
8311b3fffffffff,4.0,0.0,0.0,0.0,0.0
8311b4fffffffff,16.0,0.0,0.0,0.0,0.0
83124bfffffffff,4.0,0.0,0.0,0.0,0.0
8312dbfffffffff,21.0,0.0,0.0,0.0,0.0
831499fffffffff,2.0,0.0,0.0,0.0,0.0
8314aefffffffff,4.0,0.0,0.0,0.0,0.0
8314b2fffffffff,2.0,0.0,0.0,0.0,0.0
831592fffffffff,19.0,0.0,0.0,0.0,0.0
831595fffffffff,1.0,0.0,0.0,0.0,0.0
8315b3fffffffff,2.0,0.0,0.0,0.0,0.0
831829fffffffff,1.0,0.0,0.0,0.0,0.0
831844fffffffff,16.0,6.0,0.0,0.0,0.0
831845fffffffff,68.0,7.0,0.0,0.0,0.0
831846fffffffff,35.0,10.0,0.0,0.0,0.0
831849fffffffff,900.0,1.0,0.0,0.0,0.0
83184afffffffff,194.0,2.0,0.0,0.0,0.0
83184bfffffffff,273.0,5.0,0.0,0.0,0.0
83184cfffffffff,3.0,0.0,0.0,0.0,0.0
83184dfffffffff,110.0,6.0,0.0,0.0,0.0
831860fffffffff,38.0,6.0,0.0,0.0,0.0
831861fffffffff,2.0,0.0,0.0,0.0,0.0
831862fffffffff,2.0,0.0,0.0,0.0,0.0
831863fffffffff,25.0,2.0,0.0,0.0,0.0
831864fffffffff,2.0,0.0,0.0,0.0,0.0
831865fffffffff,17.0,1.0,0.0,0.0,0.0
831866fffffffff,2.0,2.0,0.0,0.0,0.0
831869fffffffff,2.0,0.0,0.0,0.0,0.0
83186afffffffff,50.0,0.0,0.0,0.0,0.0
83186bfffffffff,10.0,2.0,0.0,0.0,0.0
83186cfffffffff,351.0,1.0,0.0,0.0,0.0
83186dfffffffff,51.0,2.0,0.0,0.0,0.0
83186efffffffff,25.0,2.0,0.0,0.0,0.0
831870fffffffff,19.0,0.0,0.0,0.0,0.0
831871fffffffff,5.0,2.0,0.0,0.0,0.0
831873fffffffff,1.0,0.0,0.0,0.0,0.0
831940fffffffff,61.0,8.0,0.0,0.0,0.0
831941fffffffff,789.0,126.0,0.0,0.0,0.0
831942fffffffff,100.0,12.0,0.0,0.0,0.0
831943fffffffff,924.0,59.0,0.0,0.0,0.0
831946fffffffff,2.0,1.0,0.0,0.0,0.0
831948fffffffff,485.0,89.0,0.0,0.0,0.0
831949fffffffff,16.0,6.0,0.0,0.0,0.0
83194afffffffff,85.0,11.0,0.0,0.0,0.0
83194bfffffffff,253.0,53.0,0.0,0.0,0.0
83194cfffffffff,263.0,64.0,0.0,0.0,0.0
83194dfffffffff,350.0,51.0,0.0,0.0,0.0
83194efffffffff,334.0,33.0,0.0,0.0,0.0
831951fffffffff,88.0,8.0,0.0,0.0,0.0
831953fffffffff,15.0,0.0,0.0,0.0,0.0
831955fffffffff,68.0,26.0,0.0,0.0,0.0
831958fffffffff,133.0,2.0,0.0,0.0,0.0
831959fffffffff,129.0,8.0,0.0,0.0,0.0
83195afffffffff,7.0,0.0,0.0,0.0,0.0
