cell_id,Turdus ruficeps,Turdus ruficeps layardi,Turdus ruficeps ruficeps,Turdus ruficeps vitiensis,Turdus ruficeps hades,Turdus ruficeps tempesti
829b47fffffffff,81.0,0.0,0.0,0.0,0.0,0.0
829b4ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0
829b5ffffffffff,39.0,0.0,0.0,0.0,0.0,0.0
829b6ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0
