cell_id,Geositta cunicularia,Geositta cunicularia [frobeni Group],Geositta cunicularia georgei,Geositta cunicularia deserticolor,Geositta cunicularia fissirostris,Geositta cunicularia [cunicularia Group]
848b269ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b2c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b2c9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848b2cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b2cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b601ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848b603ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b605ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848b60bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b611ffffffff,89.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b649ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848b64bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848b651ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b655ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b65dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b661ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
848b665ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848b667ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b6cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e45dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e4c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e603ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848e60bffffffff,24.0,0.0,0.0,0.0,0.0,0.0
848e60dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e615ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e617ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e645ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
848e647ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
848e655ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848e657ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848e663ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848e669ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848e66bffffffff,128.0,0.0,0.0,0.0,0.0,0.0
848e683ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848e685ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e687ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848e68bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848e693ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848e699ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e6a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e6a7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848e6abffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848e6c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e6d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e6d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e6ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e6e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848e6edffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848f5bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a901dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a9031ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84a9039ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a9051ffffffff,128.0,0.0,0.0,0.0,0.0,0.0
84a9053ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a9057ffffffff,44.0,0.0,0.0,0.0,0.0,5.0
84a9059ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a90e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a9181ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a9187ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a918bffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84a91b5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84a91b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a91d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a91ddffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a9213ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
84a9217ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
84a921bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84a9291ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84a9293ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a92cbffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84a92cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a92d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a92dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a92e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a92edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a974dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2001ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2003ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84b2007ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84b2031ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
84b2033ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2037ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
84b2039ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84b203bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2043ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2057ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b208dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2091ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2099ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b20a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b20c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b218bffffffff,57.0,0.0,0.0,0.0,0.0,0.0
84b2191ffffffff,98.0,0.0,0.0,0.0,0.0,0.0
84b2193ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2197ffffffff,91.0,0.0,0.0,0.0,0.0,0.0
84b2199ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84b219bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b219dffffffff,47.0,0.0,0.0,0.0,0.0,0.0
84b21bbffffffff,214.0,0.0,0.0,0.0,0.0,0.0
84b21d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b21d5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84b21d7ffffffff,94.0,0.0,0.0,0.0,0.0,0.0
84b21d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b21ddffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84b221bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2289ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b229dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b22b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b22d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b22dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2413ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b24c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b24ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b256bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2585ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84b258dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b25b9ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84b25c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b25e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b25e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b270dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2c05ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84b2c0dffffffff,104.0,0.0,0.0,0.0,0.0,0.0
84b2c2bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2c35ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84b2c3dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2c41ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84b2c45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2c47ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84b2c4dffffffff,81.0,0.0,0.0,0.0,0.0,0.0
84b2c83ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2c89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2c8bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2ca3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2ca7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b2cc7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2cddffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b2ce3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2cebffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84b2d81ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84b2d87ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2d89ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b2da3ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84b2dabffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2db1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2dc1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2dc3ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
84b2dcbffffffff,98.0,0.0,0.0,0.0,0.0,0.0
84b2dd5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2e21ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84b2e27ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
84b2e29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2e2dffffffff,348.0,0.0,0.0,0.0,0.0,0.0
84b2e33ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84b2e5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2e65ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
84b2e6dffffffff,106.0,0.0,0.0,0.0,0.0,0.0
84b2e85ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b2ea7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2ee1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b2ee3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
