cell_id,Geositta cunicularia,Geositta cunicularia [frobeni Group],Geositta cunicularia georgei,Geositta cunicularia deserticolor,Geositta cunicularia fissirostris,Geositta cunicularia [cunicularia Group]
84cfa41ffffffff,20.0,0.0,0.0,0.0,0.0,8.0
84cfa43ffffffff,8.0,0.0,0.0,0.0,0.0,1.0
84cfa45ffffffff,83.0,0.0,0.0,0.0,0.0,3.0
84cfa47ffffffff,1019.0,0.0,0.0,0.0,0.0,49.0
84cfa49ffffffff,145.0,0.0,0.0,0.0,0.0,50.0
84cfa4bffffffff,125.0,0.0,0.0,0.0,0.0,41.0
84cfa4dffffffff,26.0,0.0,0.0,0.0,0.0,6.0
84cfa59ffffffff,33.0,0.0,0.0,0.0,0.0,7.0
84cfa5bffffffff,9.0,0.0,0.0,0.0,0.0,4.0
84cfa5dffffffff,37.0,0.0,0.0,0.0,0.0,15.0
84cfaa1ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84cfaa5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cfaa7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84cfaadffffffff,74.0,0.0,0.0,0.0,0.0,0.0
84cfac1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cfac5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84cfac9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84cfacdffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84cfae1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cfae3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84cfaedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cfb13ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84cfb17ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84df419ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84df41bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84df4d9ffffffff,7.0,0.0,0.0,0.0,0.0,2.0
84df681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84df683ffffffff,82.0,0.0,0.0,0.0,0.0,23.0
84df687ffffffff,38.0,0.0,0.0,0.0,0.0,4.0
84df689ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84df68bffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84df691ffffffff,74.0,0.0,0.0,0.0,0.0,28.0
84df693ffffffff,109.0,0.0,0.0,0.0,0.0,34.0
84df695ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84df697ffffffff,42.0,0.0,0.0,0.0,0.0,4.0
84df699ffffffff,175.0,0.0,0.0,0.0,0.0,62.0
84df69bffffffff,11.0,0.0,0.0,0.0,0.0,5.0
84df69dffffffff,21.0,0.0,0.0,0.0,0.0,8.0
84df6a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84df6a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84df6a7ffffffff,69.0,0.0,0.0,0.0,0.0,0.0
84df6abffffffff,6.0,0.0,0.0,0.0,0.0,2.0
84df6adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84df6b1ffffffff,5.0,0.0,0.0,0.0,0.0,3.0
84df6b3ffffffff,5.0,0.0,0.0,0.0,0.0,1.0
84df6b5ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84df6b7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84df6bbffffffff,28.0,0.0,0.0,0.0,0.0,7.0
84df6bdffffffff,46.0,0.0,0.0,0.0,0.0,19.0
84df6d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84df6d7ffffffff,17.0,0.0,0.0,0.0,0.0,1.0
