cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
832601fffffffff,73.0,0.0,14.0
832602fffffffff,6.0,0.0,0.0
832603fffffffff,28.0,0.0,4.0
832605fffffffff,8.0,0.0,0.0
832608fffffffff,111.0,0.0,10.0
832609fffffffff,507.0,0.0,0.0
83260afffffffff,1554.0,0.0,8.0
83260bfffffffff,986.0,0.0,12.0
83260cfffffffff,146.0,0.0,0.0
83260dfffffffff,462.0,0.0,6.0
83260efffffffff,248.0,0.0,19.0
832610fffffffff,1.0,0.0,0.0
832611fffffffff,49.0,0.0,6.0
832613fffffffff,14.0,0.0,0.0
832618fffffffff,157.0,0.0,2.0
832619fffffffff,47.0,0.0,1.0
83261afffffffff,9.0,0.0,0.0
83261bfffffffff,44.0,0.0,5.0
83261cfffffffff,10.0,0.0,0.0
83261dfffffffff,29.0,0.0,0.0
83261efffffffff,11.0,0.0,0.0
832620fffffffff,48.0,0.0,0.0
832621fffffffff,973.0,0.0,15.0
832622fffffffff,1.0,0.0,0.0
832623fffffffff,42.0,0.0,0.0
832624fffffffff,35.0,0.0,0.0
832625fffffffff,179.0,0.0,0.0
832626fffffffff,6.0,0.0,0.0
832628fffffffff,124.0,0.0,0.0
832629fffffffff,173.0,0.0,0.0
83262afffffffff,20.0,0.0,0.0
83262bfffffffff,371.0,0.0,4.0
83262cfffffffff,1601.0,0.0,20.0
83262dfffffffff,402.0,0.0,4.0
83262efffffffff,77.0,0.0,0.0
832640fffffffff,697.0,0.0,63.0
832641fffffffff,906.0,0.0,129.0
832642fffffffff,418.0,0.0,0.0
832643fffffffff,1252.0,0.0,12.0
832644fffffffff,188.0,0.0,20.0
832645fffffffff,759.0,0.0,99.0
832646fffffffff,3630.0,0.0,0.0
832648fffffffff,1166.0,0.0,0.0
832649fffffffff,1622.0,0.0,0.0
83264afffffffff,571.0,0.0,0.0
83264bfffffffff,806.0,0.0,2.0
83264cfffffffff,1499.0,0.0,172.0
83264dfffffffff,2012.0,0.0,0.0
83264efffffffff,1247.0,0.0,8.0
832650fffffffff,1665.0,0.0,0.0
832651fffffffff,525.0,0.0,0.0
832652fffffffff,3063.0,0.0,37.0
832653fffffffff,4443.0,0.0,0.0
832654fffffffff,1288.0,0.0,0.0
832655fffffffff,4020.0,0.0,31.0
832656fffffffff,3631.0,0.0,49.0
832658fffffffff,346.0,0.0,8.0
832659fffffffff,2933.0,0.0,19.0
83265afffffffff,1284.0,0.0,40.0
83265bfffffffff,2460.0,0.0,79.0
83265cfffffffff,247.0,0.0,0.0
83265dfffffffff,1169.0,0.0,9.0
83265efffffffff,501.0,0.0,0.0
832660fffffffff,755.0,0.0,34.0
832661fffffffff,1169.0,0.0,17.0
832662fffffffff,1316.0,0.0,89.0
832663fffffffff,675.0,0.0,28.0
832664fffffffff,4766.0,0.0,226.0
832665fffffffff,779.0,0.0,8.0
832666fffffffff,4445.0,0.0,1877.0
832668fffffffff,961.0,0.0,129.0
832669fffffffff,547.0,0.0,104.0
83266afffffffff,1315.0,0.0,45.0
83266bfffffffff,1404.0,0.0,100.0
83266cfffffffff,692.0,0.0,11.0
83266dfffffffff,2513.0,0.0,220.0
83266efffffffff,2773.0,0.0,92.0
832670fffffffff,359.0,0.0,11.0
832671fffffffff,1191.0,0.0,56.0
832672fffffffff,275.0,0.0,3.0
832673fffffffff,482.0,0.0,4.0
832674fffffffff,751.0,0.0,14.0
832675fffffffff,434.0,0.0,26.0
832676fffffffff,278.0,0.0,5.0
8326a9fffffffff,3.0,0.0,0.0
8326acfffffffff,20.0,0.0,0.0
8326adfffffffff,15.0,0.0,0.0
8326c0fffffffff,123.0,0.0,0.0
8326c1fffffffff,944.0,0.0,0.0
8326c2fffffffff,119.0,0.0,0.0
8326c3fffffffff,1082.0,0.0,0.0
8326c4fffffffff,641.0,0.0,37.0
8326c5fffffffff,1127.0,0.0,0.0
8326c6fffffffff,125.0,0.0,0.0
8326c8fffffffff,3178.0,0.0,0.0
8326c9fffffffff,924.0,0.0,0.0
8326cafffffffff,399.0,0.0,0.0
8326cbfffffffff,1315.0,0.0,0.0
8326ccfffffffff,192.0,0.0,0.0
8326cdfffffffff,759.0,0.0,0.0
