cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
8326cefffffffff,349.0,0.0,0.0
8326d0fffffffff,8.0,0.0,0.0
8326d1fffffffff,74.0,0.0,0.0
8326d3fffffffff,10.0,0.0,0.0
8326d5fffffffff,57.0,0.0,0.0
8326d8fffffffff,99.0,0.0,0.0
8326d9fffffffff,350.0,0.0,0.0
8326dafffffffff,27.0,0.0,0.0
8326dbfffffffff,170.0,0.0,0.0
8326dcfffffffff,185.0,0.0,0.0
8326ddfffffffff,584.0,0.0,0.0
8326defffffffff,115.0,0.0,0.0
8326e0fffffffff,1210.0,0.0,25.0
8326e1fffffffff,717.0,0.0,28.0
8326e2fffffffff,3948.0,0.0,62.0
8326e3fffffffff,861.0,0.0,23.0
8326e4fffffffff,1318.0,0.0,20.0
8326e5fffffffff,5229.0,0.0,82.0
8326e6fffffffff,426.0,0.0,15.0
8326e8fffffffff,446.0,0.0,1.0
8326e9fffffffff,964.0,0.0,15.0
8326eafffffffff,308.0,0.0,0.0
8326ebfffffffff,36.0,0.0,0.0
8326ecfffffffff,1576.0,0.0,12.0
8326edfffffffff,2327.0,0.0,22.0
8326eefffffffff,1078.0,0.0,0.0
8326f0fffffffff,23.0,0.0,0.0
8326f1fffffffff,864.0,0.0,22.0
8326f3fffffffff,60.0,0.0,2.0
8326f4fffffffff,8.0,0.0,0.0
8326f5fffffffff,99.0,0.0,4.0
832708fffffffff,2.0,0.0,0.0
832709fffffffff,161.0,0.0,8.0
83270afffffffff,17.0,0.0,0.0
83270bfffffffff,15.0,0.0,0.0
832740fffffffff,558.0,0.0,2.0
832741fffffffff,1306.0,0.0,0.0
832742fffffffff,123.0,0.0,6.0
832743fffffffff,579.0,0.0,8.0
832744fffffffff,59.0,0.0,0.0
832745fffffffff,464.0,0.0,0.0
832746fffffffff,208.0,0.0,24.0
832748fffffffff,2179.0,0.0,0.0
832749fffffffff,2749.0,0.0,0.0
83274afffffffff,59.0,0.0,0.0
83274bfffffffff,1156.0,0.0,6.0
83274cfffffffff,578.0,0.0,0.0
83274dfffffffff,1089.0,0.0,0.0
83274efffffffff,1847.0,0.0,0.0
832750fffffffff,29.0,0.0,2.0
832751fffffffff,279.0,0.0,49.0
832752fffffffff,755.0,0.0,24.0
832753fffffffff,348.0,0.0,8.0
832754fffffffff,338.0,0.0,69.0
832755fffffffff,13.0,0.0,0.0
832756fffffffff,178.0,0.0,42.0
832758fffffffff,3849.0,0.0,79.0
832759fffffffff,8386.0,0.0,173.0
83275afffffffff,698.0,0.0,33.0
83275bfffffffff,1857.0,0.0,53.0
83275cfffffffff,1595.0,0.0,56.0
83275dfffffffff,2111.0,0.0,21.0
83275efffffffff,287.0,0.0,9.0
832761fffffffff,9.0,0.0,3.0
832763fffffffff,152.0,0.0,0.0
832768fffffffff,195.0,0.0,0.0
832769fffffffff,710.0,0.0,41.0
83276afffffffff,392.0,0.0,0.0
83276bfffffffff,1198.0,0.0,0.0
83276cfffffffff,106.0,0.0,29.0
83276dfffffffff,1577.0,0.0,349.0
83276efffffffff,480.0,0.0,31.0
832772fffffffff,3.0,0.0,0.0
832773fffffffff,23.0,0.0,0.0
832a06fffffffff,39.0,0.0,4.0
832a10fffffffff,1244.0,0.0,75.0
832a12fffffffff,552.0,0.0,6.0
832a13fffffffff,2248.0,0.0,207.0
832a14fffffffff,994.0,0.0,101.0
832a15fffffffff,591.0,0.0,37.0
832a16fffffffff,1206.0,0.0,50.0
832a1afffffffff,18.0,0.0,3.0
832a30fffffffff,795.0,0.0,58.0
832a31fffffffff,1489.0,0.0,270.0
832a32fffffffff,569.0,0.0,73.0
832a33fffffffff,870.0,0.0,101.0
832a34fffffffff,1231.0,0.0,74.0
832a36fffffffff,116.0,0.0,0.0
832a80fffffffff,374.0,0.0,21.0
832a81fffffffff,2595.0,0.0,219.0
832a82fffffffff,979.0,0.0,0.0
832a83fffffffff,26.0,0.0,2.0
832a84fffffffff,1995.0,0.0,7.0
832a85fffffffff,1990.0,0.0,188.0
832a86fffffffff,1521.0,0.0,18.0
832a88fffffffff,1740.0,0.0,65.0
832a89fffffffff,1177.0,0.0,14.0
832a8afffffffff,1991.0,0.0,173.0
832a8bfffffffff,3500.0,0.0,0.0
832a8cfffffffff,4490.0,0.0,458.0
832a8dfffffffff,1735.0,0.0,95.0
832a8efffffffff,1736.0,0.0,92.0
832a90fffffffff,3601.0,0.0,0.0
832a91fffffffff,927.0,0.0,0.0
832a92fffffffff,560.0,0.0,4.0
832a93fffffffff,1976.0,0.0,17.0
832a94fffffffff,3357.0,0.0,0.0
832a95fffffffff,2306.0,0.0,0.0
832a96fffffffff,298.0,0.0,0.0
832a98fffffffff,35.0,0.0,1.0
832a99fffffffff,1253.0,0.0,28.0
832a9afffffffff,564.0,0.0,38.0
832a9bfffffffff,1108.0,0.0,3.0
832a9cfffffffff,369.0,0.0,14.0
832a9dfffffffff,135.0,0.0,12.0
832a9efffffffff,374.0,0.0,13.0
832aa0fffffffff,458.0,0.0,3.0
832aa1fffffffff,1976.0,0.0,0.0
832aa2fffffffff,380.0,0.0,10.0
832aa3fffffffff,2136.0,0.0,9.0
832aa4fffffffff,3913.0,0.0,1564.0
832aa5fffffffff,421.0,0.0,3.0
832aa6fffffffff,656.0,0.0,99.0
832aa8fffffffff,4570.0,0.0,427.0
832aa9fffffffff,6614.0,0.0,815.0
832aaafffffffff,6745.0,0.0,563.0
832aabfffffffff,1089.0,0.0,69.0
832aacfffffffff,2843.0,0.0,35.0
832aadfffffffff,5441.0,0.0,340.0
832aaefffffffff,2084.0,0.0,62.0
832ab0fffffffff,778.0,0.0,20.0
832ab1fffffffff,1849.0,0.0,0.0
832ab2fffffffff,3718.0,0.0,35.0
832ab3fffffffff,2524.0,0.0,0.0
832ab4fffffffff,2492.0,0.0,123.0
832ab5fffffffff,1006.0,0.0,32.0
832ab6fffffffff,919.0,0.0,20.0
832ac6fffffffff,1029.0,0.0,0.0
832ad0fffffffff,87.0,0.0,0.0
832ad1fffffffff,77.0,0.0,0.0
832ad2fffffffff,308.0,0.0,4.0
832ad3fffffffff,209.0,0.0,3.0
832ad4fffffffff,489.0,0.0,0.0
832ad5fffffffff,1048.0,0.0,0.0
832ad6fffffffff,2145.0,0.0,0.0
832af0fffffffff,1044.0,0.0,69.0
832af1fffffffff,2973.0,0.0,0.0
832af2fffffffff,428.0,0.0,4.0
832af3fffffffff,4092.0,0.0,0.0
832af6fffffffff,3283.0,0.0,255.0
832b12fffffffff,24.0,0.0,0.0
832b18fffffffff,44.0,0.0,0.0
832b1afffffffff,114.0,0.0,0.0
832b80fffffffff,136.0,0.0,0.0
832b81fffffffff,1471.0,0.0,21.0
832b82fffffffff,65.0,0.0,0.0
832b83fffffffff,3386.0,0.0,273.0
832b85fffffffff,115.0,0.0,0.0
832b88fffffffff,238.0,0.0,4.0
832b89fffffffff,1229.0,0.0,93.0
832b8afffffffff,906.0,0.0,125.0
832b8bfffffffff,375.0,0.0,60.0
832b8cfffffffff,1606.0,0.0,31.0
832b8dfffffffff,1209.0,0.0,21.0
832b8efffffffff,1883.0,0.0,161.0
832b90fffffffff,1.0,0.0,0.0
832b91fffffffff,58.0,0.0,20.0
832b92fffffffff,6.0,0.0,0.0
832b93fffffffff,42.0,0.0,20.0
832b98fffffffff,7701.0,0.0,559.0
832b99fffffffff,1322.0,0.0,212.0
832b9afffffffff,1436.0,0.0,107.0
832b9bfffffffff,1485.0,0.0,78.0
832b9cfffffffff,32.0,0.0,6.0
832b9dfffffffff,10093.0,0.0,1758.0
832b9efffffffff,378.0,0.0,9.0
832ba8fffffffff,391.0,0.0,0.0
832ba9fffffffff,13.0,0.0,0.0
832baafffffffff,1630.0,0.0,2.0
832babfffffffff,278.0,0.0,0.0
832bacfffffffff,478.0,0.0,4.0
832badfffffffff,3.0,0.0,0.0
832baefffffffff,365.0,0.0,0.0
834412fffffffff,1209.0,0.0,40.0
834413fffffffff,3556.0,0.0,60.0
83441afffffffff,2606.0,0.0,98.0
83441bfffffffff,19.0,0.0,0.0
83441efffffffff,2282.0,0.0,35.0
834430fffffffff,128.0,97.0,0.0
834432fffffffff,521.0,284.0,0.0
834434fffffffff,26.0,22.0,0.0
834436fffffffff,200.0,102.0,0.0
834440fffffffff,1604.0,0.0,0.0
834441fffffffff,138.0,0.0,0.0
834442fffffffff,461.0,0.0,0.0
834443fffffffff,179.0,0.0,0.0
834444fffffffff,444.0,0.0,0.0
834445fffffffff,5417.0,0.0,0.0
834446fffffffff,1591.0,0.0,0.0
834448fffffffff,227.0,0.0,2.0
834449fffffffff,452.0,0.0,2.0
83444afffffffff,153.0,0.0,2.0
83444bfffffffff,220.0,0.0,3.0
83444cfffffffff,965.0,0.0,0.0
83444dfffffffff,916.0,0.0,0.0
83444efffffffff,497.0,0.0,0.0
834450fffffffff,1045.0,0.0,44.0
834451fffffffff,96.0,0.0,3.0
834452fffffffff,237.0,0.0,2.0
834453fffffffff,19.0,0.0,9.0
834454fffffffff,3.0,0.0,0.0
834455fffffffff,2191.0,0.0,8.0
834456fffffffff,37.0,0.0,0.0
834458fffffffff,134.0,0.0,21.0
834459fffffffff,395.0,0.0,10.0
83445afffffffff,399.0,0.0,4.0
83445bfffffffff,459.0,0.0,33.0
83445cfffffffff,35.0,0.0,0.0
83445dfffffffff,207.0,0.0,0.0
83445efffffffff,22.0,0.0,0.0
834463fffffffff,898.0,0.0,0.0
834468fffffffff,117.0,0.0,0.0
834469fffffffff,547.0,0.0,0.0
83446afffffffff,217.0,0.0,0.0
83446bfffffffff,442.0,0.0,0.0
83446cfffffffff,13162.0,0.0,497.0
83446dfffffffff,5142.0,0.0,0.0
83446efffffffff,3602.0,0.0,60.0
834471fffffffff,77.0,0.0,0.0
834473fffffffff,1309.0,0.0,0.0
8344a1fffffffff,1196.0,0.0,81.0
8344a5fffffffff,2021.0,0.0,225.0
8344a8fffffffff,3267.0,0.0,64.0
8344a9fffffffff,4574.0,0.0,515.0
8344abfffffffff,756.0,0.0,29.0
8344acfffffffff,4073.0,0.0,126.0
8344adfffffffff,3149.0,0.0,198.0
8344aefffffffff,243.0,0.0,7.0
8344c0fffffffff,439.0,0.0,13.0
8344c1fffffffff,2335.0,0.0,279.0
8344c2fffffffff,575.0,0.0,37.0
8344c3fffffffff,1142.0,0.0,120.0
8344c4fffffffff,301.0,0.0,21.0
8344c5fffffffff,718.0,0.0,69.0
8344c6fffffffff,76.0,0.0,5.0
8344c8fffffffff,1322.0,0.0,2.0
8344c9fffffffff,741.0,0.0,3.0
8344cafffffffff,2032.0,0.0,25.0
8344cbfffffffff,587.0,0.0,42.0
8344ccfffffffff,2881.0,0.0,204.0
8344cdfffffffff,1021.0,0.0,0.0
8344cefffffffff,495.0,0.0,70.0
8344d0fffffffff,1538.0,0.0,41.0
8344d1fffffffff,1140.0,0.0,10.0
8344d2fffffffff,276.0,0.0,0.0
8344d3fffffffff,410.0,0.0,8.0
8344d5fffffffff,1424.0,0.0,51.0
8344d8fffffffff,2293.0,0.0,36.0
8344d9fffffffff,1942.0,0.0,129.0
8344dafffffffff,886.0,0.0,0.0
8344dbfffffffff,1003.0,0.0,17.0
8344dcfffffffff,105.0,0.0,9.0
8344ddfffffffff,3161.0,0.0,111.0
8344defffffffff,262.0,0.0,0.0
8344e0fffffffff,226.0,0.0,5.0
8344e1fffffffff,50.0,0.0,11.0
8344e2fffffffff,165.0,0.0,8.0
8344e3fffffffff,594.0,0.0,70.0
8344e4fffffffff,109.0,0.0,0.0
8344e5fffffffff,133.0,0.0,0.0
8344e6fffffffff,400.0,0.0,0.0
8344e8fffffffff,241.0,0.0,0.0
8344e9fffffffff,100.0,0.0,0.0
8344eafffffffff,447.0,0.0,10.0
8344ebfffffffff,128.0,0.0,0.0
8344ecfffffffff,274.0,0.0,1.0
8344edfffffffff,1603.0,0.0,43.0
8344eefffffffff,657.0,0.0,85.0
8344f0fffffffff,311.0,0.0,26.0
8344f1fffffffff,15.0,0.0,2.0
8344f3fffffffff,458.0,0.0,34.0
8344f4fffffffff,1294.0,0.0,3.0
8344f5fffffffff,599.0,0.0,0.0
8344f6fffffffff,269.0,0.0,0.0
834505fffffffff,184.0,0.0,22.0
834509fffffffff,10.0,0.0,2.0
83450afffffffff,1.0,0.0,0.0
83450bfffffffff,108.0,0.0,0.0
83450cfffffffff,6.0,0.0,0.0
83450dfffffffff,134.0,0.0,37.0
83451bfffffffff,2.0,0.0,0.0
834520fffffffff,191.0,0.0,0.0
834521fffffffff,433.0,0.0,13.0
834522fffffffff,3.0,0.0,0.0
834523fffffffff,401.0,0.0,26.0
834524fffffffff,310.0,0.0,0.0
834525fffffffff,109.0,0.0,0.0
834526fffffffff,240.0,0.0,0.0
834528fffffffff,44.0,0.0,0.0
834529fffffffff,12.0,0.0,0.0
83452afffffffff,1704.0,0.0,54.0
83452bfffffffff,4.0,0.0,0.0
83452cfffffffff,644.0,0.0,48.0
83452dfffffffff,29.0,0.0,0.0
83452efffffffff,4140.0,0.0,120.0
834530fffffffff,26.0,0.0,0.0
834531fffffffff,3.0,0.0,0.0
834532fffffffff,23.0,0.0,0.0
834534fffffffff,41.0,0.0,0.0
834535fffffffff,177.0,0.0,0.0
834536fffffffff,87.0,0.0,0.0
834564fffffffff,3.0,0.0,0.0
834569fffffffff,12.0,0.0,0.0
83456dfffffffff,8.0,0.0,0.0
834572fffffffff,6.0,0.0,0.0
834574fffffffff,25.0,0.0,0.0
834576fffffffff,2.0,0.0,0.0
834583fffffffff,85.0,71.0,0.0
834588fffffffff,131.0,81.0,0.0
834589fffffffff,6.0,2.0,0.0
83458afffffffff,3.0,0.0,0.0
83458cfffffffff,239.0,172.0,0.0
83458dfffffffff,17.0,12.0,0.0
83458efffffffff,150.0,89.0,0.0
834590fffffffff,10.0,0.0,0.0
834591fffffffff,298.0,200.0,0.0
834592fffffffff,11.0,0.0,0.0
834593fffffffff,4.0,0.0,0.0
834598fffffffff,45.0,26.0,0.0
83459cfffffffff,106.0,66.0,0.0
83459dfffffffff,46.0,30.0,0.0
83459efffffffff,19.0,12.0,0.0
834880fffffffff,255.0,0.0,0.0
834881fffffffff,22.0,0.0,0.0
834882fffffffff,756.0,0.0,0.0
834883fffffffff,301.0,0.0,0.0
834884fffffffff,26.0,0.0,0.0
834885fffffffff,2.0,0.0,0.0
834886fffffffff,353.0,0.0,0.0
83488afffffffff,67.0,0.0,0.0
83488bfffffffff,11.0,0.0,0.0
83488efffffffff,63.0,0.0,0.0
834890fffffffff,2125.0,0.0,29.0
834891fffffffff,1362.0,0.0,0.0
834892fffffffff,2232.0,0.0,0.0
834893fffffffff,5090.0,0.0,21.0
834895fffffffff,2969.0,0.0,46.0
834898fffffffff,756.0,0.0,0.0
834899fffffffff,300.0,0.0,0.0
83489afffffffff,1937.0,0.0,0.0
83489bfffffffff,250.0,0.0,0.0
83489cfffffffff,1607.0,0.0,0.0
83489dfffffffff,189.0,0.0,0.0
83489efffffffff,1482.0,0.0,0.0
8348a0fffffffff,68.0,0.0,0.0
8348a2fffffffff,114.0,0.0,0.0
8348a6fffffffff,80.0,0.0,0.0
8348b0fffffffff,6.0,0.0,0.0
8348b1fffffffff,1064.0,0.0,0.0
8348b2fffffffff,5776.0,0.0,0.0
8348b3fffffffff,7919.0,0.0,0.0
8348b4fffffffff,17.0,0.0,0.0
8348b5fffffffff,158.0,0.0,0.0
8348d2fffffffff,1.0,0.0,0.0
834990fffffffff,15.0,0.0,0.0
834991fffffffff,1.0,0.0,0.0
834992fffffffff,44.0,0.0,1.0
834993fffffffff,8.0,0.0,4.0
834996fffffffff,156.0,0.0,24.0
834998fffffffff,152.0,0.0,0.0
83499afffffffff,3.0,0.0,0.0
83499bfffffffff,31.0,0.0,0.0
83499dfffffffff,3.0,0.0,0.0
83499efffffffff,16.0,0.0,0.0
834c93fffffffff,13.0,6.0,0.0
834c98fffffffff,10.0,10.0,0.0
834c9afffffffff,66.0,57.0,0.0
835f08fffffffff,3.0,0.0,0.0
835f0bfffffffff,3.0,0.0,0.0
835f12fffffffff,5.0,0.0,0.0
835f13fffffffff,6.0,0.0,0.0
835f1cfffffffff,57.0,0.0,0.0
835f22fffffffff,18.0,0.0,0.0
835f29fffffffff,397.0,0.0,1.0
835f2bfffffffff,9.0,0.0,0.0
835f2dfffffffff,173.0,0.0,0.0
835f40fffffffff,64.0,0.0,1.0
835f41fffffffff,17.0,0.0,0.0
835f42fffffffff,22.0,0.0,0.0
835f43fffffffff,5.0,0.0,0.0
835f49fffffffff,3.0,0.0,0.0
835f4afffffffff,1.0,0.0,0.0
835f4efffffffff,1.0,0.0,0.0
835f63fffffffff,1.0,0.0,0.0
835f68fffffffff,19.0,0.0,0.0
835f69fffffffff,1.0,0.0,0.0
835f71fffffffff,9.0,0.0,0.0
835f74fffffffff,4.0,0.0,0.0
835f75fffffffff,25.0,0.0,2.0
836600fffffffff,7.0,0.0,0.0
836602fffffffff,86.0,0.0,0.0
836606fffffffff,3.0,0.0,0.0
836608fffffffff,526.0,0.0,13.0
836609fffffffff,163.0,0.0,0.0
83660afffffffff,18.0,0.0,0.0
83660bfffffffff,1690.0,0.0,17.0
83660cfffffffff,117.0,0.0,2.0
83660dfffffffff,142.0,0.0,1.0
83660efffffffff,2.0,0.0,0.0
836610fffffffff,21.0,0.0,0.0
836611fffffffff,93.0,0.0,0.0
836612fffffffff,8.0,0.0,0.0
836613fffffffff,2.0,0.0,0.0
836616fffffffff,290.0,0.0,0.0
836618fffffffff,10.0,0.0,0.0
836619fffffffff,85.0,0.0,0.0
83661bfffffffff,2.0,0.0,0.0
83661cfffffffff,7.0,0.0,0.0
83661dfffffffff,6.0,0.0,0.0
836620fffffffff,28.0,0.0,0.0
836621fffffffff,16.0,0.0,0.0
836622fffffffff,1.0,0.0,0.0
836623fffffffff,8.0,0.0,0.0
836625fffffffff,27.0,0.0,0.0
836629fffffffff,239.0,0.0,6.0
83662bfffffffff,39.0,0.0,1.0
83662cfffffffff,3.0,0.0,0.0
836631fffffffff,2.0,0.0,0.0
836641fffffffff,155.0,0.0,10.0
836644fffffffff,4.0,0.0,0.0
836646fffffffff,7.0,0.0,0.0
836650fffffffff,27.0,0.0,0.0
836652fffffffff,425.0,0.0,0.0
836654fffffffff,256.0,0.0,0.0
836656fffffffff,347.0,0.0,0.0
836660fffffffff,14.0,0.0,0.0
836662fffffffff,4.0,0.0,0.0
836663fffffffff,47.0,0.0,0.0
836664fffffffff,3.0,0.0,0.0
836666fffffffff,2.0,0.0,0.0
83666afffffffff,2.0,0.0,0.0
836670fffffffff,39.0,0.0,0.0
836672fffffffff,280.0,0.0,0.0
836673fffffffff,104.0,0.0,0.0
836674fffffffff,4.0,0.0,0.0
836675fffffffff,68.0,0.0,0.0
836676fffffffff,18.0,0.0,0.0
8366a0fffffffff,493.0,0.0,0.0
8366a1fffffffff,552.0,0.0,0.0
8366a2fffffffff,49.0,0.0,0.0
8366a3fffffffff,296.0,0.0,0.0
8366a5fffffffff,681.0,0.0,0.0
8366b0fffffffff,248.0,0.0,0.0
8366b1fffffffff,85.0,0.0,0.0
8366b4fffffffff,1479.0,0.0,0.0
8366b5fffffffff,1523.0,0.0,0.0
8366b6fffffffff,73.0,0.0,0.0
8366c0fffffffff,50.0,0.0,0.0
8366c1fffffffff,11.0,0.0,0.0
8366c2fffffffff,52.0,0.0,0.0
8366c4fffffffff,40.0,0.0,0.0
8366c5fffffffff,198.0,0.0,0.0
8366c6fffffffff,189.0,0.0,0.0
8366e0fffffffff,1877.0,0.0,51.0
8366e1fffffffff,698.0,0.0,0.0
8366e2fffffffff,1.0,0.0,0.0
8366e3fffffffff,180.0,0.0,1.0
8366e4fffffffff,3249.0,0.0,87.0
8366e5fffffffff,1604.0,0.0,15.0
8366e6fffffffff,569.0,0.0,0.0
8366e8fffffffff,5.0,0.0,0.0
8366eafffffffff,2.0,0.0,0.0
8366ecfffffffff,172.0,0.0,0.0
8366eefffffffff,188.0,0.0,0.0
836742fffffffff,11.0,0.0,0.0
836743fffffffff,70.0,0.0,2.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,4.0,0.0,1.0
83674efffffffff,44.0,0.0,2.0
836752fffffffff,105.0,0.0,0.0
836753fffffffff,63.0,0.0,0.0
836755fffffffff,74.0,0.0,0.0
836758fffffffff,17.0,0.0,0.0
836759fffffffff,15.0,0.0,0.0
83675afffffffff,35.0,0.0,0.0
83675bfffffffff,15.0,0.0,0.0
83675cfffffffff,115.0,0.0,0.0
83675dfffffffff,5.0,0.0,0.0
83675efffffffff,27.0,0.0,0.0
836790fffffffff,15.0,0.0,0.0
836792fffffffff,6.0,0.0,0.0
836793fffffffff,7.0,0.0,0.0
836794fffffffff,25.0,0.0,0.0
836795fffffffff,1.0,0.0,0.0
836796fffffffff,19.0,0.0,0.0
83679afffffffff,125.0,0.0,0.0
83679bfffffffff,204.0,0.0,0.0
8367b2fffffffff,15.0,0.0,0.0
8367b3fffffffff,2.0,0.0,0.0
836d04fffffffff,62.0,0.0,9.0
836d05fffffffff,41.0,0.0,5.0
836d20fffffffff,11.0,0.0,0.0
836d21fffffffff,40.0,0.0,0.0
836d22fffffffff,3.0,0.0,0.0
836d23fffffffff,61.0,0.0,2.0
836d24fffffffff,37.0,0.0,0.0
836d25fffffffff,336.0,0.0,32.0
836d26fffffffff,2.0,0.0,0.0
836d28fffffffff,531.0,0.0,0.0
836d29fffffffff,94.0,0.0,0.0
836d2afffffffff,126.0,0.0,0.0
836d2bfffffffff,19.0,0.0,0.0
836d2cfffffffff,112.0,0.0,12.0
836d2dfffffffff,249.0,0.0,20.0
836d2efffffffff,48.0,0.0,8.0
836d30fffffffff,6.0,0.0,0.0
836d31fffffffff,287.0,0.0,0.0
836d32fffffffff,336.0,0.0,0.0
836d33fffffffff,5.0,0.0,0.0
836d34fffffffff,864.0,0.0,78.0
836d35fffffffff,606.0,0.0,4.0
836d36fffffffff,4.0,0.0,0.0
836d60fffffffff,343.0,0.0,0.0
836d61fffffffff,335.0,0.0,0.0
836d63fffffffff,11.0,0.0,0.0
836d64fffffffff,1619.0,0.0,0.0
836d65fffffffff,549.0,0.0,0.0
836d66fffffffff,114.0,0.0,0.0
836d68fffffffff,1472.0,0.0,0.0
836d69fffffffff,3818.0,0.0,0.0
836d6afffffffff,3.0,0.0,0.0
836d6bfffffffff,124.0,0.0,0.0
836d6cfffffffff,33.0,0.0,0.0
836d6dfffffffff,263.0,0.0,0.0
836d6efffffffff,6.0,0.0,0.0
836d74fffffffff,19.0,0.0,0.0
836d75fffffffff,28.0,0.0,0.0
836d76fffffffff,30.0,0.0,0.0
838048fffffffff,1.0,0.0,0.0
83806afffffffff,4.0,0.0,0.0
838adafffffffff,31.0,0.0,2.0
838adbfffffffff,30.0,0.0,7.0
