cell_id,Empidonax traillii,Empidonax traillii traillii,Empidonax traillii brewsteri/adastus,Empidonax traillii extimus
8412881ffffffff,1.0,0.0,0.0,0.0
8412887ffffffff,6.0,0.0,0.0,0.0
8412891ffffffff,24.0,0.0,0.0,0.0
8412893ffffffff,10.0,0.0,0.0,0.0
8412895ffffffff,10.0,0.0,0.0,0.0
8412897ffffffff,5.0,0.0,0.0,0.0
8412899ffffffff,4.0,0.0,0.0,0.0
841289bffffffff,119.0,0.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0,0.0
84128b1ffffffff,2.0,0.0,0.0,0.0
84128bdffffffff,88.0,0.0,0.0,0.0
84128d1ffffffff,2.0,0.0,0.0,0.0
84128d3ffffffff,6.0,0.0,0.0,0.0
84128d5ffffffff,2.0,0.0,0.0,0.0
84128ddffffffff,2.0,0.0,0.0,0.0
8412991ffffffff,3.0,0.0,0.0,0.0
84129b3ffffffff,2.0,0.0,0.0,0.0
84129bbffffffff,3.0,0.0,0.0,0.0
8412a8bffffffff,2.0,0.0,0.0,0.0
8412a97ffffffff,1.0,0.0,0.0,0.0
8412ab3ffffffff,4.0,0.0,0.0,0.0
8412c01ffffffff,30.0,0.0,0.0,0.0
8412c03ffffffff,13.0,0.0,0.0,0.0
8412c05ffffffff,32.0,0.0,0.0,0.0
8412c07ffffffff,75.0,0.0,0.0,0.0
8412c0bffffffff,2.0,0.0,0.0,0.0
8412c0dffffffff,9.0,0.0,0.0,0.0
8412c11ffffffff,155.0,0.0,0.0,0.0
8412c13ffffffff,8.0,0.0,0.0,0.0
8412c15ffffffff,3.0,0.0,0.0,0.0
8412c17ffffffff,8.0,0.0,0.0,0.0
8412c19ffffffff,12.0,0.0,0.0,0.0
8412c1bffffffff,100.0,0.0,0.0,0.0
8412c1dffffffff,184.0,0.0,0.0,0.0
8412c21ffffffff,85.0,0.0,0.0,0.0
8412c23ffffffff,10.0,0.0,0.0,0.0
8412c25ffffffff,12.0,0.0,0.0,0.0
8412c27ffffffff,2.0,0.0,0.0,0.0
8412c33ffffffff,33.0,0.0,0.0,0.0
8412c35ffffffff,19.0,0.0,0.0,0.0
8412c37ffffffff,3.0,0.0,0.0,0.0
8412c39ffffffff,13.0,0.0,0.0,0.0
8412c3bffffffff,43.0,0.0,0.0,0.0
8412c49ffffffff,5.0,0.0,0.0,0.0
8412c4dffffffff,1.0,0.0,0.0,0.0
8412c81ffffffff,1.0,0.0,0.0,0.0
8412c85ffffffff,49.0,0.0,0.0,0.0
8412c87ffffffff,39.0,0.0,0.0,0.0
8412ca1ffffffff,19.0,0.0,0.0,0.0
8412ca3ffffffff,80.0,0.0,0.0,0.0
8412ca5ffffffff,43.0,0.0,0.0,0.0
8412ca7ffffffff,6.0,0.0,0.0,0.0
8412ca9ffffffff,30.0,0.0,0.0,0.0
8412cabffffffff,86.0,0.0,0.0,0.0
8412cadffffffff,56.0,0.0,0.0,0.0
8412cb1ffffffff,133.0,0.0,0.0,0.0
8412cb5ffffffff,233.0,0.0,0.0,0.0
8412cb7ffffffff,12.0,0.0,0.0,0.0
8412cb9ffffffff,6.0,0.0,0.0,0.0
8412cbdffffffff,155.0,0.0,0.0,0.0
8412cc5ffffffff,14.0,0.0,0.0,0.0
8412ccdffffffff,14.0,0.0,0.0,0.0
8412ce3ffffffff,24.0,0.0,0.0,0.0
8412ce5ffffffff,47.0,0.0,0.0,0.0
8412ce7ffffffff,41.0,0.0,0.0,0.0
8412ce9ffffffff,3.0,0.0,0.0,0.0
8412cebffffffff,3.0,0.0,0.0,0.0
8412d01ffffffff,51.0,0.0,0.0,0.0
8412d03ffffffff,132.0,0.0,0.0,0.0
8412d05ffffffff,8.0,0.0,0.0,0.0
8412d07ffffffff,11.0,0.0,0.0,0.0
8412d0bffffffff,43.0,0.0,0.0,0.0
8412d0dffffffff,9.0,0.0,0.0,0.0
8412d11ffffffff,93.0,0.0,0.0,0.0
8412d13ffffffff,10.0,0.0,0.0,0.0
8412d15ffffffff,15.0,0.0,0.0,0.0
8412d17ffffffff,319.0,0.0,0.0,0.0
8412d19ffffffff,161.0,0.0,0.0,0.0
8412d23ffffffff,3.0,0.0,0.0,0.0
8412d25ffffffff,16.0,0.0,0.0,0.0
8412d27ffffffff,123.0,0.0,0.0,0.0
8412d29ffffffff,11.0,0.0,0.0,0.0
8412d2bffffffff,2.0,0.0,0.0,0.0
8412d2dffffffff,4.0,0.0,0.0,0.0
8412d31ffffffff,5.0,0.0,0.0,0.0
8412d33ffffffff,212.0,0.0,0.0,0.0
8412d35ffffffff,17.0,0.0,0.0,0.0
8412d37ffffffff,35.0,0.0,0.0,0.0
8412d39ffffffff,71.0,0.0,0.0,0.0
8412d3bffffffff,134.0,0.0,0.0,0.0
8412d3dffffffff,59.0,0.0,0.0,0.0
8412d41ffffffff,71.0,0.0,0.0,0.0
8412d43ffffffff,2.0,0.0,0.0,0.0
8412d45ffffffff,3.0,0.0,0.0,0.0
8412d49ffffffff,2.0,0.0,0.0,0.0
8412d4bffffffff,9.0,0.0,0.0,0.0
8412d4dffffffff,4.0,0.0,0.0,0.0
8412d53ffffffff,8.0,0.0,0.0,0.0
8412d57ffffffff,10.0,0.0,0.0,0.0
8412d5bffffffff,6.0,0.0,0.0,0.0
8412d5dffffffff,5.0,0.0,0.0,0.0
8412d61ffffffff,1.0,0.0,0.0,0.0
8412d63ffffffff,21.0,0.0,0.0,0.0
8412d67ffffffff,1.0,0.0,0.0,0.0
8412d69ffffffff,20.0,0.0,0.0,0.0
8412d6bffffffff,107.0,0.0,0.0,0.0
8412d81ffffffff,75.0,0.0,0.0,0.0
8412d83ffffffff,11.0,0.0,0.0,0.0
8412d85ffffffff,26.0,0.0,0.0,0.0
8412d87ffffffff,193.0,0.0,0.0,0.0
8412d89ffffffff,154.0,0.0,0.0,0.0
8412d8bffffffff,4.0,0.0,0.0,0.0
8412d8dffffffff,13.0,0.0,0.0,0.0
8412d91ffffffff,10.0,0.0,0.0,0.0
8412d93ffffffff,17.0,0.0,0.0,0.0
8412d95ffffffff,62.0,0.0,0.0,0.0
8412d97ffffffff,65.0,0.0,0.0,0.0
8412d99ffffffff,14.0,0.0,0.0,0.0
8412d9bffffffff,15.0,0.0,0.0,0.0
8412d9dffffffff,112.0,0.0,0.0,0.0
8412da1ffffffff,108.0,0.0,0.0,0.0
8412da3ffffffff,3.0,0.0,0.0,0.0
8412da5ffffffff,107.0,0.0,0.0,0.0
8412da7ffffffff,2.0,0.0,0.0,0.0
8412da9ffffffff,31.0,0.0,0.0,0.0
8412dabffffffff,19.0,0.0,0.0,0.0
8412dadffffffff,69.0,0.0,0.0,0.0
8412db1ffffffff,181.0,0.0,0.0,0.0
8412db3ffffffff,110.0,0.0,0.0,0.0
8412db5ffffffff,96.0,0.0,0.0,0.0
8412db7ffffffff,207.0,0.0,0.0,0.0
8412db9ffffffff,146.0,0.0,0.0,0.0
8412dbbffffffff,14.0,0.0,0.0,0.0
8412dbdffffffff,48.0,0.0,0.0,0.0
8412dc1ffffffff,12.0,0.0,0.0,0.0
8412dc3ffffffff,240.0,0.0,0.0,0.0
8412dc5ffffffff,26.0,0.0,0.0,0.0
8412dc7ffffffff,27.0,0.0,0.0,0.0
8412dc9ffffffff,233.0,0.0,0.0,0.0
8412dcbffffffff,34.0,0.0,0.0,0.0
8412dcdffffffff,4.0,0.0,0.0,0.0
8412dd1ffffffff,2.0,0.0,0.0,0.0
8412dd3ffffffff,28.0,0.0,0.0,0.0
8412dd5ffffffff,16.0,0.0,0.0,0.0
8412dd7ffffffff,179.0,0.0,0.0,0.0
8412dd9ffffffff,2.0,0.0,0.0,0.0
8412ddbffffffff,394.0,0.0,0.0,0.0
8412dddffffffff,22.0,0.0,0.0,0.0
8412de1ffffffff,27.0,0.0,0.0,0.0
8412de3ffffffff,34.0,0.0,0.0,0.0
8412de5ffffffff,1048.0,0.0,0.0,0.0
8412de7ffffffff,315.0,0.0,0.0,0.0
8412de9ffffffff,7.0,0.0,0.0,0.0
8412debffffffff,9.0,0.0,0.0,0.0
8412dedffffffff,22.0,0.0,0.0,0.0
8412e27ffffffff,3.0,0.0,0.0,0.0
8412ea5ffffffff,47.0,0.0,0.0,0.0
8412f01ffffffff,2.0,0.0,0.0,0.0
8412f05ffffffff,4.0,0.0,0.0,0.0
8412f11ffffffff,4.0,0.0,0.0,0.0
8412f13ffffffff,28.0,0.0,0.0,0.0
8412f15ffffffff,14.0,0.0,0.0,0.0
8412f21ffffffff,3.0,0.0,0.0,0.0
8412f25ffffffff,3.0,0.0,0.0,0.0
8412f27ffffffff,5.0,0.0,0.0,0.0
8412f29ffffffff,6.0,0.0,0.0,0.0
8412f2dffffffff,3.0,0.0,0.0,0.0
8412f37ffffffff,3.0,0.0,0.0,0.0
8412f63ffffffff,6.0,0.0,0.0,0.0
8412f6dffffffff,6.0,0.0,0.0,0.0
8426003ffffffff,2.0,0.0,0.0,0.0
8426007ffffffff,2.0,0.0,0.0,0.0
8426009ffffffff,10.0,0.0,0.0,0.0
842600bffffffff,25.0,0.0,0.0,0.0
842600dffffffff,6.0,0.0,0.0,0.0
8426013ffffffff,14.0,0.0,0.0,0.0
8426015ffffffff,19.0,0.0,0.0,0.0
8426017ffffffff,16.0,0.0,0.0,0.0
842601dffffffff,8.0,0.0,0.0,0.0
8426021ffffffff,2.0,0.0,0.0,0.0
842602bffffffff,11.0,0.0,0.0,0.0
8426031ffffffff,1.0,0.0,0.0,0.0
8426033ffffffff,9.0,0.0,0.0,0.0
8426039ffffffff,4.0,0.0,0.0,0.0
842603bffffffff,2.0,0.0,0.0,0.0
842603dffffffff,5.0,3.0,0.0,0.0
8426043ffffffff,2.0,0.0,0.0,0.0
842604bffffffff,6.0,0.0,0.0,0.0
8426051ffffffff,22.0,0.0,0.0,0.0
8426053ffffffff,7.0,0.0,0.0,0.0
8426055ffffffff,8.0,0.0,0.0,0.0
8426057ffffffff,2.0,0.0,0.0,0.0
8426059ffffffff,5.0,0.0,0.0,0.0
842605bffffffff,16.0,0.0,0.0,0.0
842605dffffffff,18.0,0.0,0.0,0.0
8426063ffffffff,1.0,0.0,0.0,0.0
8426067ffffffff,2.0,0.0,0.0,0.0
842606dffffffff,6.0,0.0,0.0,0.0
8426081ffffffff,2.0,0.0,0.0,0.0
8426085ffffffff,24.0,0.0,0.0,0.0
8426087ffffffff,8.0,0.0,0.0,0.0
842608dffffffff,2.0,0.0,0.0,0.0
8426091ffffffff,1.0,0.0,0.0,0.0
8426099ffffffff,89.0,0.0,0.0,0.0
842609bffffffff,2.0,0.0,0.0,0.0
842609dffffffff,2.0,0.0,0.0,0.0
84260a1ffffffff,105.0,0.0,0.0,0.0
84260a3ffffffff,3.0,0.0,0.0,0.0
84260a7ffffffff,1.0,0.0,0.0,0.0
84260a9ffffffff,40.0,1.0,0.0,0.0
84260abffffffff,2.0,0.0,0.0,0.0
84260adffffffff,31.0,0.0,0.0,0.0
84260b3ffffffff,6.0,0.0,0.0,0.0
84260b9ffffffff,33.0,0.0,0.0,0.0
84260bbffffffff,25.0,0.0,0.0,0.0
84260c1ffffffff,2.0,0.0,0.0,0.0
84260cbffffffff,3.0,0.0,0.0,0.0
84260d3ffffffff,4.0,0.0,0.0,0.0
84260d9ffffffff,26.0,0.0,0.0,0.0
84260ddffffffff,9.0,0.0,0.0,0.0
84260e1ffffffff,2.0,0.0,0.0,0.0
84260e3ffffffff,14.0,0.0,0.0,0.0
84260e7ffffffff,7.0,0.0,0.0,0.0
84260e9ffffffff,2.0,0.0,0.0,0.0
84260ebffffffff,18.0,0.0,0.0,0.0
