cell_id,Dumetia atriceps,Dumetia atriceps atriceps,Dumetia atriceps bourdilloni,Dumetia atriceps siccata,Dumetia atriceps nigrifrons
826007fffffffff,47.0,0.0,2.0,0.0,0.0
826017fffffffff,23.0,2.0,0.0,0.0,0.0
82601ffffffffff,1.0,1.0,0.0,0.0,0.0
826027fffffffff,6.0,0.0,0.0,0.0,0.0
826037fffffffff,134.0,0.0,2.0,0.0,0.0
82608ffffffffff,9.0,0.0,0.0,0.0,0.0
8260affffffffff,139.0,4.0,0.0,0.0,0.0
