cell_id,Apus affinis,Apus affinis [affinis Group],Apus affinis bannermani,Apus affinis singalensis
8419411ffffffff,1.0,0.0,0.0,0.0
8419435ffffffff,1.0,0.0,0.0,0.0
841946dffffffff,5.0,0.0,0.0,0.0
8419511ffffffff,2.0,0.0,0.0,0.0
841959bffffffff,2.0,0.0,0.0,0.0
841fa4dffffffff,2.0,0.0,0.0,0.0
842c123ffffffff,4.0,0.0,0.0,0.0
842c931ffffffff,2.0,0.0,0.0,0.0
842c93bffffffff,5.0,0.0,0.0,0.0
842d12dffffffff,2.0,0.0,0.0,0.0
842da17ffffffff,31.0,0.0,0.0,0.0
842da81ffffffff,2.0,0.0,0.0,0.0
842da8bffffffff,1.0,0.0,0.0,0.0
842da91ffffffff,5.0,0.0,0.0,0.0
842dacbffffffff,3.0,0.0,0.0,0.0
842db03ffffffff,11.0,0.0,0.0,0.0
842db0bffffffff,3.0,0.0,0.0,0.0
842db1dffffffff,10.0,3.0,0.0,0.0
842db29ffffffff,4.0,0.0,0.0,0.0
842db2bffffffff,1.0,0.0,0.0,0.0
842db63ffffffff,1.0,0.0,0.0,0.0
842db67ffffffff,1.0,0.0,0.0,0.0
8438429ffffffff,1.0,0.0,0.0,0.0
8438625ffffffff,1.0,0.0,0.0,0.0
8439001ffffffff,2.0,0.0,0.0,0.0
843903dffffffff,8.0,0.0,0.0,0.0
8439101ffffffff,4.0,0.0,0.0,0.0
8439103ffffffff,2.0,0.0,0.0,0.0
8439111ffffffff,2.0,0.0,0.0,0.0
8439115ffffffff,2.0,0.0,0.0,0.0
8439117ffffffff,2.0,0.0,0.0,0.0
843915dffffffff,11.0,0.0,0.0,0.0
84391c3ffffffff,11.0,0.0,0.0,0.0
84391e1ffffffff,22.0,1.0,0.0,0.0
8439221ffffffff,2.0,0.0,0.0,0.0
8439abbffffffff,2.0,0.0,0.0,0.0
8439abdffffffff,2.0,0.0,0.0,0.0
843c0a5ffffffff,3.0,0.0,0.0,0.0
843c191ffffffff,2.0,0.0,0.0,0.0
843c199ffffffff,16.0,0.0,0.0,0.0
843c1d3ffffffff,2.0,0.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0,0.0
843c1e9ffffffff,2.0,0.0,0.0,0.0
843c885ffffffff,6.0,0.0,0.0,0.0
843c8c7ffffffff,3.0,0.0,0.0,0.0
843c8c9ffffffff,1.0,0.0,0.0,0.0
843c8e5ffffffff,2.0,0.0,0.0,0.0
843c8edffffffff,3.0,0.0,0.0,0.0
843c921ffffffff,2.0,0.0,0.0,0.0
843c931ffffffff,7.0,0.0,0.0,0.0
843c967ffffffff,2.0,0.0,0.0,0.0
843c9d9ffffffff,3.0,0.0,0.0,0.0
843cab1ffffffff,3.0,0.0,0.0,0.0
843cab9ffffffff,2.0,0.0,0.0,0.0
843cb39ffffffff,3.0,0.0,0.0,0.0
843cb65ffffffff,2.0,0.0,0.0,0.0
843cf05ffffffff,2.0,0.0,0.0,0.0
843cf27ffffffff,5.0,0.0,0.0,0.0
843cf29ffffffff,9.0,0.0,0.0,3.0
843cf2dffffffff,45.0,0.0,0.0,3.0
843cf6dffffffff,2.0,0.0,0.0,0.0
