cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
8325a3fffffffff,2.0,0.0,0.0
8325a4fffffffff,8.0,0.0,0.0
8325a8fffffffff,3.0,0.0,0.0
8325aafffffffff,4.0,0.0,0.0
8325acfffffffff,40.0,1.0,0.0
8325adfffffffff,1.0,0.0,0.0
8325aefffffffff,4.0,0.0,0.0
8325b0fffffffff,11.0,0.0,0.0
8325b1fffffffff,2.0,0.0,0.0
8325b3fffffffff,2.0,0.0,0.0
8325b4fffffffff,11.0,0.0,0.0
832c00fffffffff,22.0,0.0,0.0
832c01fffffffff,8.0,0.0,0.0
832c04fffffffff,30.0,0.0,0.0
832c05fffffffff,71.0,0.0,0.0
832c06fffffffff,22.0,0.0,0.0
832c0bfffffffff,64.0,0.0,0.0
832c11fffffffff,2.0,0.0,0.0
832c13fffffffff,6.0,0.0,0.0
832c15fffffffff,4.0,0.0,0.0
832c18fffffffff,3.0,0.0,0.0
832c1bfffffffff,2.0,0.0,0.0
832c1efffffffff,3.0,0.0,0.0
832c20fffffffff,61.0,0.0,0.0
832c21fffffffff,37.0,0.0,0.0
832c22fffffffff,3.0,0.0,0.0
832c23fffffffff,6.0,0.0,0.0
832c26fffffffff,4.0,0.0,0.0
832c28fffffffff,8.0,0.0,0.0
832c2afffffffff,80.0,0.0,0.0
832c2efffffffff,15.0,0.0,0.0
832c31fffffffff,2.0,0.0,0.0
832c33fffffffff,2.0,0.0,0.0
832c36fffffffff,3.0,0.0,0.0
832c42fffffffff,2.0,0.0,0.0
832c4cfffffffff,3.0,0.0,0.0
832c6dfffffffff,2.0,0.0,0.0
832c72fffffffff,4.0,0.0,0.0
832c82fffffffff,1.0,0.0,0.0
832c83fffffffff,2.0,0.0,0.0
832c88fffffffff,1.0,0.0,0.0
832c8dfffffffff,8.0,0.0,0.0
832c90fffffffff,31.0,0.0,0.0
832c91fffffffff,2.0,0.0,0.0
832c93fffffffff,189.0,9.0,0.0
832c9cfffffffff,4.0,0.0,0.0
832c9dfffffffff,5.0,0.0,0.0
832ca8fffffffff,2.0,0.0,0.0
832ca9fffffffff,2.0,0.0,0.0
832cacfffffffff,5.0,0.0,0.0
832cc0fffffffff,29.0,0.0,0.0
832cc1fffffffff,2.0,0.0,0.0
832cc3fffffffff,10.0,0.0,0.0
832cc6fffffffff,15.0,0.0,0.0
832ccbfffffffff,7.0,0.0,0.0
832cd4fffffffff,39.0,0.0,0.0
832cd5fffffffff,40.0,0.0,0.0
832cd6fffffffff,2.0,0.0,0.0
832cd8fffffffff,2.0,0.0,0.0
832cdcfffffffff,4.0,0.0,0.0
832cddfffffffff,19.0,0.0,0.0
832ce5fffffffff,1.0,0.0,0.0
832cf0fffffffff,46.0,0.0,0.0
832cf2fffffffff,3.0,0.0,0.0
832cf3fffffffff,90.0,0.0,0.0
832cf5fffffffff,5.0,0.0,0.0
832d00fffffffff,2.0,0.0,0.0
832d01fffffffff,7.0,0.0,0.0
832d03fffffffff,11.0,0.0,0.0
832d05fffffffff,2.0,0.0,0.0
832d10fffffffff,35.0,0.0,0.0
832d14fffffffff,27.0,0.0,0.0
832d16fffffffff,3.0,0.0,0.0
832d18fffffffff,3.0,0.0,0.0
832d19fffffffff,2.0,0.0,0.0
832d22fffffffff,12.0,0.0,0.0
832d28fffffffff,1.0,0.0,0.0
832d29fffffffff,2.0,0.0,0.0
832d33fffffffff,26.0,0.0,0.0
832d5cfffffffff,11.0,0.0,0.0
832d64fffffffff,46.0,0.0,0.0
832d66fffffffff,2.0,0.0,0.0
832d71fffffffff,2.0,0.0,0.0
832da1fffffffff,56.0,0.0,0.0
832da5fffffffff,15.0,0.0,0.0
832da8fffffffff,15.0,0.0,0.0
832daefffffffff,11.0,0.0,0.0
832db0fffffffff,888.0,45.0,0.0
832db1fffffffff,151.0,0.0,0.0
832db2fffffffff,89.0,4.0,0.0
832db3fffffffff,1.0,0.0,0.0
832db6fffffffff,28.0,0.0,0.0
833011fffffffff,4.0,0.0,0.0
833019fffffffff,11.0,0.0,0.0
83302bfffffffff,6.0,0.0,0.0
83309dfffffffff,1.0,0.0,0.0
8330e2fffffffff,22.0,0.0,0.0
833110fffffffff,4.0,0.0,0.0
833126fffffffff,4.0,0.0,0.0
833134fffffffff,1.0,0.0,0.0
833185fffffffff,90.0,1.0,0.0
833188fffffffff,1.0,0.0,0.0
83318dfffffffff,24.0,0.0,0.0
8331aafffffffff,80.0,0.0,0.0
833c00fffffffff,2.0,0.0,0.0
833c02fffffffff,28.0,0.0,0.0
833c04fffffffff,2.0,0.0,0.0
833c0afffffffff,24.0,0.0,0.0
833c0bfffffffff,8.0,0.0,0.0
833c0cfffffffff,5.0,0.0,0.0
833c13fffffffff,1.0,0.0,0.0
833c15fffffffff,102.0,0.0,0.0
833c18fffffffff,9.0,0.0,0.0
833c19fffffffff,239.0,0.0,0.0
833c1afffffffff,9.0,0.0,0.0
833c1bfffffffff,173.0,0.0,0.0
833c1cfffffffff,93.0,0.0,0.0
833c1dfffffffff,8.0,0.0,0.0
833c1efffffffff,1.0,0.0,0.0
833c31fffffffff,9.0,0.0,0.0
833c33fffffffff,28.0,0.0,0.0
833c36fffffffff,29.0,0.0,0.0
833c42fffffffff,1.0,0.0,0.0
833c52fffffffff,8.0,0.0,0.0
833c58fffffffff,30.0,0.0,0.0
833c5afffffffff,720.0,0.0,0.0
833c5bfffffffff,2.0,0.0,0.0
833c5efffffffff,13.0,0.0,0.0
833c61fffffffff,2.0,0.0,0.0
833c68fffffffff,20.0,0.0,0.0
833c6afffffffff,3.0,0.0,0.0
833c6bfffffffff,4.0,0.0,0.0
833c72fffffffff,2.0,0.0,0.0
833c80fffffffff,12.0,0.0,0.0
833c83fffffffff,5.0,0.0,0.0
833c88fffffffff,13.0,0.0,0.0
833c89fffffffff,46.0,0.0,0.0
833c8afffffffff,2.0,0.0,0.0
833c8cfffffffff,5.0,0.0,0.0
833c8dfffffffff,35.0,0.0,0.0
833c8efffffffff,92.0,0.0,0.0
833c90fffffffff,4.0,0.0,0.0
833c91fffffffff,18.0,0.0,0.0
833c92fffffffff,33.0,0.0,0.0
833c93fffffffff,97.0,0.0,0.0
833c94fffffffff,49.0,0.0,0.0
833c95fffffffff,27.0,0.0,0.0
833c96fffffffff,3.0,0.0,0.0
833c9cfffffffff,3.0,0.0,0.0
833c9dfffffffff,280.0,0.0,0.0
833c9efffffffff,12.0,0.0,0.0
833ca2fffffffff,7.0,0.0,0.0
833ca3fffffffff,3.0,0.0,0.0
833ca4fffffffff,7.0,0.0,0.0
833ca8fffffffff,5.0,0.0,0.0
833ca9fffffffff,33.0,0.0,0.0
833cabfffffffff,6.0,0.0,0.0
833caefffffffff,2.0,0.0,0.0
833cb0fffffffff,12.0,0.0,0.0
833cb1fffffffff,411.0,0.0,0.0
833cb2fffffffff,6.0,0.0,0.0
833cb3fffffffff,21.0,0.0,0.0
833cb4fffffffff,11.0,0.0,0.0
833cb5fffffffff,17.0,0.0,0.0
833cb6fffffffff,4.0,0.0,0.0
833cc0fffffffff,6.0,0.0,0.0
833cc2fffffffff,14.0,0.0,0.0
833cc4fffffffff,55.0,0.0,0.0
833cc5fffffffff,12.0,0.0,0.0
833cc6fffffffff,73.0,0.0,0.0
833cc8fffffffff,2.0,0.0,0.0
833ccafffffffff,5.0,0.0,0.0
833ccdfffffffff,2.0,0.0,0.0
833cd1fffffffff,10.0,0.0,0.0
833cd4fffffffff,3.0,0.0,0.0
833cd5fffffffff,4.0,0.0,0.0
833cd9fffffffff,29.0,0.0,0.0
833cdbfffffffff,3.0,0.0,0.0
833cdcfffffffff,2.0,0.0,0.0
833ce0fffffffff,68.0,0.0,0.0
833ce1fffffffff,876.0,0.0,0.0
833ce2fffffffff,5.0,0.0,0.0
833ce3fffffffff,18.0,0.0,0.0
833ce4fffffffff,54.0,0.0,0.0
833ce5fffffffff,191.0,0.0,0.0
833ceafffffffff,75.0,0.0,0.0
833cebfffffffff,8.0,0.0,0.0
833cecfffffffff,892.0,0.0,0.0
833cedfffffffff,102.0,0.0,0.0
833cf0fffffffff,13.0,0.0,0.0
833cf1fffffffff,200.0,0.0,0.0
833cf2fffffffff,1492.0,38.0,2.0
833cf3fffffffff,10.0,0.0,0.0
833cf4fffffffff,128.0,0.0,0.0
833cf5fffffffff,3.0,0.0,0.0
833cf6fffffffff,120.0,0.0,0.0
833d00fffffffff,396.0,0.0,17.0
833d02fffffffff,4.0,0.0,0.0
833d04fffffffff,786.0,0.0,64.0
833d06fffffffff,298.0,0.0,11.0
833d10fffffffff,154.0,0.0,0.0
833d11fffffffff,6.0,0.0,0.0
833d12fffffffff,4.0,0.0,0.0
833d13fffffffff,170.0,0.0,0.0
833d14fffffffff,97.0,0.0,0.0
833d15fffffffff,34.0,0.0,0.0
833d16fffffffff,84.0,0.0,0.0
833d1afffffffff,3.0,0.0,0.0
833d22fffffffff,125.0,0.0,10.0
833d26fffffffff,3.0,0.0,0.0
833d30fffffffff,17.0,0.0,0.0
833d31fffffffff,11.0,0.0,0.0
833d32fffffffff,104.0,0.0,0.0
833d33fffffffff,121.0,0.0,0.0
833d34fffffffff,143.0,0.0,0.0
833d35fffffffff,94.0,0.0,4.0
833d36fffffffff,144.0,0.0,0.0
833d49fffffffff,2.0,0.0,0.0
833d80fffffffff,3.0,0.0,0.0
833d81fffffffff,2.0,0.0,0.0
833d84fffffffff,81.0,0.0,0.0
833d85fffffffff,241.0,0.0,0.0
833d86fffffffff,3.0,0.0,0.0
833d88fffffffff,2.0,0.0,0.0
833d89fffffffff,5.0,0.0,0.0
833d8bfffffffff,34.0,0.0,0.0
833d8cfffffffff,20.0,0.0,0.0
833d8dfffffffff,95.0,0.0,0.0
833d90fffffffff,6.0,0.0,0.0
833d91fffffffff,48.0,3.0,0.0
833d92fffffffff,29.0,0.0,0.0
833d93fffffffff,17.0,0.0,0.0
833d96fffffffff,108.0,3.0,0.0
833d98fffffffff,86.0,2.0,0.0
833d9afffffffff,26.0,0.0,0.0
833d9bfffffffff,61.0,0.0,0.0
833d9dfffffffff,14.0,0.0,0.0
833d9efffffffff,55.0,0.0,0.0
833da0fffffffff,9.0,0.0,0.0
833da1fffffffff,2985.0,0.0,0.0
833da2fffffffff,38.0,0.0,0.0
833da3fffffffff,764.0,0.0,0.0
833da5fffffffff,116.0,0.0,0.0
833da6fffffffff,16.0,0.0,0.0
833da8fffffffff,31.0,0.0,0.0
833da9fffffffff,69.0,0.0,0.0
833daafffffffff,45.0,0.0,0.0
833dabfffffffff,7.0,0.0,0.0
833dacfffffffff,153.0,0.0,0.0
833dadfffffffff,260.0,0.0,0.0
833daefffffffff,41.0,0.0,0.0
833db0fffffffff,5.0,0.0,0.0
833db1fffffffff,33.0,0.0,0.0
833db2fffffffff,103.0,0.0,0.0
833db3fffffffff,81.0,0.0,0.0
833db4fffffffff,6.0,0.0,0.0
833db5fffffffff,13.0,0.0,0.0
833db6fffffffff,101.0,0.0,0.0
833e68fffffffff,532.0,47.0,0.0
833e6cfffffffff,102.0,10.0,0.0
833f4dfffffffff,16.0,0.0,0.0
833f62fffffffff,2.0,0.0,0.0
833f68fffffffff,25.0,0.0,0.0
833f6efffffffff,2.0,0.0,0.0
834004fffffffff,1.0,0.0,0.0
834009fffffffff,5.0,0.0,0.0
83402dfffffffff,12.0,0.0,0.0
834040fffffffff,18.0,0.0,0.0
834041fffffffff,3.0,0.0,0.0
834043fffffffff,28.0,0.0,0.0
834049fffffffff,22.0,0.0,0.0
83404cfffffffff,112.0,0.0,2.0
83404dfffffffff,81.0,0.0,0.0
834058fffffffff,1.0,0.0,0.0
834061fffffffff,2.0,0.0,0.0
83406bfffffffff,11.0,0.0,0.0
834071fffffffff,7.0,0.0,0.0
834089fffffffff,3.0,0.0,0.0
834096fffffffff,1.0,0.0,0.0
8340c0fffffffff,4.0,0.0,0.0
8340c1fffffffff,7.0,0.0,0.0
8340c2fffffffff,12.0,0.0,2.0
8340c3fffffffff,18.0,0.0,7.0
8340c5fffffffff,7.0,0.0,0.0
8340c6fffffffff,6.0,0.0,2.0
8340dcfffffffff,23.0,0.0,2.0
8340e1fffffffff,4.0,0.0,0.0
8340e3fffffffff,4.0,0.0,0.0
83411cfffffffff,23.0,0.0,0.0
83411dfffffffff,4.0,0.0,0.0
83414dfffffffff,1.0,0.0,0.0
834158fffffffff,1.0,0.0,0.0
83415cfffffffff,2.0,0.0,0.0
834160fffffffff,1.0,0.0,0.0
83416bfffffffff,1.0,0.0,0.0
8341a5fffffffff,2.0,0.0,0.0
8341b4fffffffff,96.0,0.0,0.0
8341b5fffffffff,19.0,0.0,0.0
834206fffffffff,3.0,0.0,0.0
834222fffffffff,7.0,0.0,0.0
834225fffffffff,4.0,0.0,0.0
834231fffffffff,11.0,0.0,0.0
834233fffffffff,3.0,0.0,0.0
834248fffffffff,6.0,0.0,0.0
834249fffffffff,183.0,0.0,0.0
83424afffffffff,4.0,0.0,0.0
83424dfffffffff,2.0,0.0,0.0
834251fffffffff,39.0,0.0,0.0
834253fffffffff,20.0,0.0,0.0
834254fffffffff,8.0,0.0,0.0
834258fffffffff,1.0,0.0,0.0
834259fffffffff,7.0,0.0,0.0
83425afffffffff,17.0,0.0,0.0
83425dfffffffff,9.0,0.0,0.0
83425efffffffff,2.0,0.0,0.0
834269fffffffff,223.0,0.0,0.0
8342c0fffffffff,247.0,0.0,0.0
8342c1fffffffff,232.0,0.0,0.0
8342c2fffffffff,100.0,0.0,0.0
8342c3fffffffff,65.0,0.0,0.0
8342c4fffffffff,223.0,0.0,0.0
8342c5fffffffff,41.0,0.0,0.0
8342c6fffffffff,39.0,0.0,0.0
8342c8fffffffff,4.0,0.0,0.0
8342c9fffffffff,10.0,0.0,0.0
8342cafffffffff,102.0,0.0,0.0
8342cbfffffffff,23.0,0.0,0.0
8342ccfffffffff,207.0,0.0,0.0
8342cdfffffffff,62.0,0.0,0.0
8342cefffffffff,734.0,0.0,0.0
8342d1fffffffff,21.0,0.0,0.0
8342d9fffffffff,32.0,0.0,0.0
8342dbfffffffff,46.0,0.0,0.0
8342dcfffffffff,105.0,0.0,0.0
8342ddfffffffff,104.0,0.0,0.0
8342e0fffffffff,5.0,0.0,0.0
8342e2fffffffff,7.0,0.0,0.0
8342e3fffffffff,3.0,0.0,0.0
8342e4fffffffff,25.0,0.0,0.0
8342eafffffffff,10.0,0.0,0.0
8342ebfffffffff,29.0,0.0,0.0
8342edfffffffff,2.0,0.0,0.0
8342eefffffffff,1.0,0.0,0.0
834313fffffffff,2.0,0.0,0.0
834315fffffffff,3.0,0.0,0.0
834318fffffffff,2.0,0.0,0.0
83431afffffffff,2.0,0.0,0.0
83431efffffffff,68.0,0.0,0.0
834324fffffffff,4.0,0.0,0.0
834325fffffffff,9.0,0.0,0.0
83432efffffffff,2.0,0.0,0.0
834331fffffffff,1.0,0.0,0.0
834350fffffffff,5.0,0.0,0.0
834360fffffffff,69.0,0.0,0.0
834361fffffffff,12.0,0.0,0.0
834363fffffffff,2.0,0.0,0.0
834372fffffffff,2.0,0.0,0.0
834388fffffffff,5.0,0.0,0.0
83438cfffffffff,54.0,18.0,0.0
834396fffffffff,37.0,12.0,0.0
834398fffffffff,28.0,6.0,0.0
8343a0fffffffff,57.0,0.0,0.0
8343a1fffffffff,176.0,4.0,0.0
8343a2fffffffff,1.0,0.0,0.0
8343a3fffffffff,85.0,8.0,0.0
8343a6fffffffff,6.0,1.0,0.0
8343a8fffffffff,22.0,0.0,0.0
8343a9fffffffff,3.0,0.0,0.0
8343aafffffffff,20.0,1.0,0.0
8343acfffffffff,283.0,25.0,0.0
8343aefffffffff,518.0,12.0,0.0
8343b5fffffffff,1.0,0.0,0.0
834b86fffffffff,5.0,0.0,0.0
834ba0fffffffff,33.0,0.0,0.0
834ba1fffffffff,20.0,0.0,0.0
834ba2fffffffff,1.0,0.0,0.0
834ba3fffffffff,2.0,0.0,0.0
834ba5fffffffff,6.0,0.0,0.0
834bb1fffffffff,11.0,0.0,0.0
834bb5fffffffff,1.0,0.0,0.0
835211fffffffff,3.0,0.0,0.0
83521cfffffffff,2.0,0.0,0.0
83521efffffffff,3.0,0.0,0.0
83524cfffffffff,1.0,0.0,0.0
83524dfffffffff,108.0,28.0,0.0
835269fffffffff,5.0,5.0,0.0
835312fffffffff,2.0,0.0,0.0
835326fffffffff,3.0,0.0,0.0
835345fffffffff,2.0,0.0,0.0
83534dfffffffff,45.0,3.0,0.0
835355fffffffff,2.0,0.0,0.0
835363fffffffff,6.0,0.0,0.0
83536afffffffff,9.0,0.0,0.0
83536bfffffffff,6.0,0.0,0.0
83536efffffffff,1.0,0.0,0.0
8353adfffffffff,1.0,0.0,0.0
836026fffffffff,3.0,0.0,0.0
836032fffffffff,20.0,0.0,0.0
836034fffffffff,11.0,0.0,0.0
836035fffffffff,3.0,0.0,0.0
836036fffffffff,30.0,0.0,0.0
836080fffffffff,4.0,0.0,0.0
836081fffffffff,4.0,0.0,0.0
836085fffffffff,3.0,0.0,0.0
836086fffffffff,9.0,0.0,0.0
836088fffffffff,59.0,0.0,0.0
83608afffffffff,3.0,0.0,0.0
83608bfffffffff,179.0,0.0,0.0
83608efffffffff,104.0,0.0,0.0
836090fffffffff,48.0,0.0,0.0
836091fffffffff,15.0,0.0,0.0
836092fffffffff,24.0,0.0,0.0
836093fffffffff,22.0,0.0,0.0
836094fffffffff,5.0,0.0,0.0
836096fffffffff,109.0,0.0,0.0
836098fffffffff,16.0,0.0,0.0
836099fffffffff,87.0,0.0,0.0
83609afffffffff,2.0,0.0,0.0
83609bfffffffff,8.0,0.0,0.0
83609efffffffff,130.0,0.0,0.0
8360a2fffffffff,34.0,0.0,0.0
8360a6fffffffff,3.0,0.0,0.0
8360a9fffffffff,6.0,0.0,0.0
8360aafffffffff,9.0,0.0,0.0
8360abfffffffff,15.0,0.0,0.0
8360b0fffffffff,4.0,0.0,0.0
8360b1fffffffff,155.0,0.0,0.0
8360b2fffffffff,3.0,0.0,0.0
8360b4fffffffff,4.0,0.0,0.0
8360b6fffffffff,11.0,0.0,0.0
836102fffffffff,5.0,0.0,0.0
836106fffffffff,2.0,2.0,0.0
83611cfffffffff,137.0,0.0,0.0
836188fffffffff,124.0,0.0,0.0
83618cfffffffff,655.0,0.0,0.0
83618efffffffff,14.0,0.0,0.0
836198fffffffff,20.0,0.0,0.0
83619afffffffff,61.0,0.0,0.0
8361abfffffffff,11.0,0.0,0.0
836326fffffffff,5.0,0.0,0.0
836330fffffffff,7.0,0.0,0.0
836332fffffffff,305.0,44.0,0.0
836336fffffffff,4.0,0.0,0.0
836412fffffffff,2.0,0.0,0.0
836480fffffffff,11.0,0.0,0.0
836482fffffffff,201.0,34.0,0.0
836484fffffffff,4.0,0.0,0.0
836486fffffffff,3.0,2.0,0.0
83648cfffffffff,4.0,0.0,0.0
83648dfffffffff,1.0,0.0,0.0
836490fffffffff,122.0,15.0,0.0
