cell_id,Empidonax difficilis,Empidonax difficilis [difficilis Group],Empidonax difficilis occidentalis/hellmayri,Empidonax difficilis difficilis x hellmayri
8326b6fffffffff,1.0,0.0,1.0,0.0
8326d0fffffffff,1.0,0.0,0.0,0.0
8326d2fffffffff,1.0,0.0,0.0,0.0
8326d3fffffffff,4.0,0.0,0.0,0.0
8326d4fffffffff,5.0,0.0,2.0,0.0
8326d5fffffffff,2.0,0.0,0.0,0.0
8326d6fffffffff,5.0,0.0,0.0,0.0
8326defffffffff,6.0,0.0,4.0,0.0
8326f2fffffffff,39.0,0.0,33.0,0.0
8326f3fffffffff,3.0,0.0,3.0,0.0
83278bfffffffff,8.0,0.0,8.0,0.0
832790fffffffff,2.0,0.0,2.0,0.0
832792fffffffff,6.0,0.0,6.0,0.0
832793fffffffff,4.0,0.0,4.0,0.0
832795fffffffff,7.0,0.0,7.0,0.0
832799fffffffff,1.0,0.0,1.0,0.0
83279dfffffffff,2.0,0.0,2.0,0.0
8327b2fffffffff,33.0,0.0,31.0,0.0
832802fffffffff,71.0,62.0,0.0,0.0
832806fffffffff,9.0,9.0,0.0,0.0
832810fffffffff,30.0,26.0,0.0,0.0
832811fffffffff,6.0,6.0,0.0,0.0
832812fffffffff,1.0,1.0,0.0,0.0
832813fffffffff,4.0,4.0,0.0,0.0
832814fffffffff,14.0,8.0,6.0,0.0
832815fffffffff,55.0,54.0,0.0,0.0
832818fffffffff,21.0,11.0,0.0,0.0
83281bfffffffff,7.0,7.0,0.0,0.0
83281cfffffffff,31.0,25.0,0.0,0.0
83281dfffffffff,13.0,9.0,0.0,0.0
83281efffffffff,86.0,70.0,1.0,0.0
832830fffffffff,332.0,299.0,0.0,0.0
832831fffffffff,4.0,4.0,0.0,0.0
832832fffffffff,67.0,64.0,0.0,0.0
832833fffffffff,7.0,6.0,0.0,0.0
832834fffffffff,150.0,129.0,0.0,0.0
832835fffffffff,66.0,54.0,0.0,0.0
832836fffffffff,588.0,582.0,0.0,0.0
832880fffffffff,18.0,0.0,15.0,3.0
832881fffffffff,8.0,2.0,0.0,0.0
832884fffffffff,142.0,7.0,62.0,0.0
832886fffffffff,11.0,0.0,8.0,0.0
832888fffffffff,4.0,1.0,2.0,0.0
83288bfffffffff,2.0,2.0,0.0,0.0
83288cfffffffff,51.0,51.0,0.0,0.0
83288dfffffffff,2.0,2.0,0.0,0.0
83288efffffffff,18.0,14.0,1.0,0.0
832893fffffffff,10.0,0.0,10.0,0.0
832894fffffffff,13.0,0.0,6.0,0.0
832895fffffffff,3.0,0.0,3.0,0.0
832899fffffffff,2.0,0.0,0.0,0.0
83289afffffffff,6.0,0.0,6.0,0.0
83289bfffffffff,2.0,0.0,2.0,0.0
83289dfffffffff,4.0,0.0,2.0,2.0
8328a0fffffffff,2.0,0.0,2.0,0.0
8328a1fffffffff,8.0,2.0,2.0,0.0
8328a3fffffffff,4.0,0.0,4.0,0.0
8328a5fffffffff,2.0,0.0,2.0,0.0
8328a6fffffffff,5.0,0.0,5.0,0.0
8328a9fffffffff,2.0,2.0,0.0,0.0
8328aafffffffff,10.0,10.0,0.0,0.0
8328abfffffffff,2.0,2.0,0.0,0.0
8328adfffffffff,4.0,2.0,0.0,0.0
8328aefffffffff,16.0,5.0,0.0,0.0
8328b0fffffffff,1.0,0.0,1.0,0.0
8328b2fffffffff,4.0,0.0,2.0,0.0
8328b5fffffffff,23.0,0.0,23.0,0.0
8328b6fffffffff,5.0,0.0,3.0,0.0
8328c2fffffffff,13.0,13.0,0.0,0.0
8328c6fffffffff,5.0,5.0,0.0,0.0
8328d1fffffffff,78.0,78.0,0.0,0.0
8328d3fffffffff,3.0,3.0,0.0,0.0
8328d4fffffffff,9.0,9.0,0.0,0.0
8328d5fffffffff,134.0,131.0,0.0,0.0
8328d8fffffffff,6.0,6.0,0.0,0.0
8328dcfffffffff,31.0,31.0,0.0,0.0
8328defffffffff,94.0,94.0,0.0,0.0
8328f0fffffffff,26.0,26.0,0.0,0.0
8328f1fffffffff,6.0,6.0,0.0,0.0
8328f2fffffffff,7.0,7.0,0.0,0.0
8328f3fffffffff,9.0,9.0,0.0,0.0
8328f4fffffffff,35.0,16.0,0.0,0.0
8328f5fffffffff,13.0,12.0,0.0,0.0
8328f6fffffffff,4.0,4.0,0.0,0.0
832912fffffffff,26.0,18.0,0.0,0.0
832913fffffffff,4.0,4.0,0.0,0.0
83291afffffffff,22.0,20.0,0.0,0.0
832980fffffffff,17.0,0.0,0.0,0.0
832981fffffffff,24.0,18.0,0.0,0.0
832984fffffffff,21.0,0.0,0.0,0.0
832985fffffffff,5.0,4.0,0.0,0.0
832986fffffffff,17.0,4.0,2.0,0.0
832989fffffffff,18.0,8.0,0.0,0.0
83298afffffffff,1.0,0.0,1.0,0.0
83298cfffffffff,46.0,13.0,29.0,0.0
83298dfffffffff,84.0,5.0,79.0,0.0
83298efffffffff,2.0,0.0,0.0,0.0
832990fffffffff,3.0,0.0,2.0,0.0
832992fffffffff,2.0,0.0,2.0,0.0
832995fffffffff,10.0,0.0,4.0,0.0
832998fffffffff,3.0,0.0,3.0,0.0
832999fffffffff,1.0,0.0,1.0,0.0
83299bfffffffff,334.0,0.0,334.0,0.0
83299efffffffff,36.0,0.0,36.0,0.0
8329a0fffffffff,268.0,226.0,0.0,0.0
8329a1fffffffff,103.0,83.0,0.0,0.0
8329a2fffffffff,20.0,9.0,0.0,0.0
8329a3fffffffff,32.0,2.0,2.0,0.0
8329a4fffffffff,189.0,166.0,0.0,0.0
8329a5fffffffff,218.0,203.0,0.0,0.0
8329a6fffffffff,68.0,52.0,0.0,0.0
8329a8fffffffff,13.0,13.0,0.0,0.0
8329a9fffffffff,15.0,13.0,0.0,0.0
8329aafffffffff,163.0,162.0,0.0,0.0
8329abfffffffff,2.0,0.0,0.0,0.0
8329acfffffffff,24.0,21.0,0.0,0.0
8329adfffffffff,25.0,14.0,0.0,0.0
8329aefffffffff,105.0,99.0,0.0,0.0
8329b0fffffffff,30.0,13.0,0.0,0.0
8329b1fffffffff,9.0,0.0,0.0,0.0
8329b2fffffffff,12.0,2.0,9.0,0.0
8329b5fffffffff,31.0,18.0,0.0,0.0
8329b6fffffffff,67.0,33.0,0.0,0.0
832a10fffffffff,46.0,33.0,0.0,0.0
832a13fffffffff,27.0,27.0,0.0,0.0
832a14fffffffff,14.0,10.0,0.0,0.0
832a30fffffffff,35.0,35.0,0.0,0.0
832a32fffffffff,89.0,89.0,0.0,0.0
832a33fffffffff,8.0,0.0,0.0,0.0
832a82fffffffff,4.0,0.0,0.0,0.0
832a89fffffffff,3.0,0.0,0.0,0.0
832a8cfffffffff,15.0,4.0,0.0,0.0
832a95fffffffff,8.0,0.0,0.0,0.0
832aa8fffffffff,9.0,0.0,0.0,0.0
832aacfffffffff,46.0,39.0,0.0,0.0
832aadfffffffff,43.0,32.0,0.0,0.0
832aaefffffffff,32.0,13.0,0.0,0.0
832ab0fffffffff,1.0,0.0,0.0,0.0
832ad4fffffffff,49.0,0.0,0.0,0.0
832b1bfffffffff,2.0,0.0,0.0,0.0
832b2afffffffff,4.0,0.0,0.0,0.0
83441afffffffff,13.0,1.0,0.0,0.0
834440fffffffff,14.0,10.0,0.0,0.0
834444fffffffff,1.0,0.0,0.0,0.0
834445fffffffff,7.0,5.0,0.0,0.0
834446fffffffff,15.0,0.0,0.0,0.0
834455fffffffff,4.0,0.0,0.0,0.0
834456fffffffff,2.0,0.0,0.0,0.0
83446cfffffffff,38.0,36.0,2.0,0.0
83446efffffffff,10.0,3.0,7.0,0.0
834473fffffffff,19.0,4.0,2.0,0.0
8344a1fffffffff,4.0,0.0,0.0,0.0
8344cafffffffff,43.0,41.0,0.0,0.0
8344f0fffffffff,43.0,37.0,3.0,0.0
8344f4fffffffff,8.0,0.0,0.0,0.0
83480afffffffff,22.0,14.0,0.0,0.0
834814fffffffff,5.0,0.0,2.0,0.0
834815fffffffff,4.0,0.0,4.0,0.0
834823fffffffff,2.0,1.0,0.0,0.0
83482efffffffff,5.0,4.0,0.0,0.0
834833fffffffff,50.0,5.0,10.0,0.0
834836fffffffff,26.0,11.0,0.0,0.0
834843fffffffff,2.0,0.0,0.0,0.0
83484afffffffff,67.0,55.0,0.0,0.0
834854fffffffff,2.0,0.0,0.0,0.0
834859fffffffff,17.0,17.0,0.0,0.0
83485afffffffff,18.0,9.0,0.0,0.0
83485bfffffffff,62.0,44.0,0.0,0.0
83485cfffffffff,1.0,1.0,0.0,0.0
83485dfffffffff,44.0,44.0,0.0,0.0
834871fffffffff,3.0,0.0,0.0,0.0
834873fffffffff,8.0,0.0,0.0,0.0
834882fffffffff,1.0,0.0,0.0,0.0
834883fffffffff,11.0,0.0,11.0,0.0
834891fffffffff,36.0,36.0,0.0,0.0
834892fffffffff,9.0,9.0,0.0,0.0
834893fffffffff,13.0,12.0,0.0,0.0
83489cfffffffff,30.0,20.0,0.0,0.0
8348abfffffffff,2.0,2.0,0.0,0.0
8348b1fffffffff,14.0,4.0,0.0,0.0
8348b2fffffffff,60.0,43.0,0.0,0.0
8348b3fffffffff,143.0,124.0,0.0,0.0
8348c0fffffffff,18.0,0.0,2.0,0.0
8348c1fffffffff,5.0,0.0,5.0,0.0
8348c3fffffffff,3.0,0.0,3.0,0.0
8348c4fffffffff,1.0,0.0,0.0,0.0
8348c5fffffffff,39.0,4.0,29.0,0.0
8348c6fffffffff,5.0,0.0,0.0,0.0
8348c8fffffffff,31.0,31.0,0.0,0.0
8348c9fffffffff,6.0,1.0,5.0,0.0
8348ccfffffffff,4.0,0.0,4.0,0.0
8348cdfffffffff,24.0,15.0,7.0,0.0
8348cefffffffff,2.0,2.0,0.0,0.0
8348d0fffffffff,4.0,0.0,0.0,0.0
8348d1fffffffff,6.0,0.0,3.0,0.0
8348d3fffffffff,11.0,0.0,4.0,0.0
8348d4fffffffff,13.0,0.0,3.0,0.0
8348d6fffffffff,3.0,0.0,0.0,0.0
8348d8fffffffff,58.0,0.0,32.0,0.0
8348dafffffffff,4.0,0.0,0.0,0.0
8348dbfffffffff,1.0,0.0,0.0,0.0
8348dcfffffffff,22.0,0.0,5.0,0.0
8348ddfffffffff,2.0,0.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0,0.0
8348e3fffffffff,13.0,0.0,0.0,0.0
8348e4fffffffff,2.0,0.0,0.0,0.0
8348e5fffffffff,3.0,3.0,0.0,0.0
8348e8fffffffff,313.0,87.0,90.0,0.0
8348e9fffffffff,48.0,40.0,0.0,0.0
8348eafffffffff,39.0,5.0,26.0,0.0
8348ebfffffffff,54.0,22.0,13.0,0.0
8348ecfffffffff,226.0,148.0,0.0,0.0
8348edfffffffff,16.0,14.0,0.0,0.0
8348eefffffffff,185.0,37.0,79.0,0.0
8348f2fffffffff,107.0,0.0,107.0,0.0
8348f6fffffffff,2.0,0.0,2.0,0.0
834983fffffffff,1.0,0.0,0.0,0.0
834986fffffffff,3.0,0.0,2.0,0.0
834996fffffffff,29.0,0.0,29.0,0.0
834998fffffffff,2.0,0.0,0.0,0.0
83499cfffffffff,3.0,0.0,0.0,0.0
8349a3fffffffff,3.0,0.0,0.0,0.0
8349a8fffffffff,7.0,1.0,0.0,0.0
8349a9fffffffff,6.0,4.0,0.0,0.0
8349adfffffffff,2.0,2.0,0.0,0.0
8349b2fffffffff,2.0,0.0,2.0,0.0
8349b3fffffffff,9.0,0.0,6.0,0.0
8349b5fffffffff,3.0,0.0,0.0,0.0
8349b6fffffffff,7.0,3.0,4.0,0.0
836d14fffffffff,2.0,2.0,0.0,0.0
836d15fffffffff,102.0,102.0,0.0,0.0
836d30fffffffff,260.0,0.0,260.0,0.0
836d31fffffffff,2.0,0.0,2.0,0.0
836d32fffffffff,446.0,0.0,418.0,0.0
836d33fffffffff,565.0,99.0,462.0,0.0
836d36fffffffff,9.0,0.0,9.0,0.0
