cell_id,Larus glaucoides,Larus glaucoides thayeri,Larus glaucoides kumlieni,Larus glaucoides glaucoides,Larus glaucoides thayeri/kumlieni,Larus glaucoides kumlieni/glaucoides,Larus glaucoides thayeri x glaucoides/kumlieni
84002c9ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
840130bffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
840153bffffffff,6.0,0.0,0.0,3.0,0.0,3.0,0.0
84025cbffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8406893ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
840689bffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
84068d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d07ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8406d1dffffffff,4.0,0.0,0.0,1.0,0.0,3.0,0.0
8406d45ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8406d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406dc1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406dd1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8407425ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840745dffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84074edffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8407581ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84075d1ffffffff,10.0,0.0,2.0,1.0,1.0,2.0,0.0
84075d9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
84075e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407635ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8407731ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8407733ffffffff,5.0,0.0,0.0,3.0,0.0,2.0,0.0
840773bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840880bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840882dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408861ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8408867ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8409937ffffffff,8.0,0.0,0.0,2.0,0.0,4.0,0.0
8409991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,4.0,0.0,0.0,2.0,0.0,2.0,0.0
840c143ffffffff,14.0,11.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
840c309ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,16.0,11.0,3.0,0.0,0.0,2.0,0.0
840c455ffffffff,5.0,2.0,0.0,3.0,0.0,0.0,0.0
840c503ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,12.0,4.0,0.0,3.0,0.0,1.0,0.0
840c5a1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,36.0,36.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,58.0,53.0,0.0,0.0,0.0,0.0,0.0
840c68bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840c699ffffffff,4.0,3.0,0.0,0.0,0.0,0.0,0.0
840c69dffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,28.0,24.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,76.0,75.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,46.0,39.0,0.0,0.0,0.0,5.0,0.0
840e039ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840e491ffffffff,48.0,0.0,0.0,0.0,0.0,46.0,0.0
840e493ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,30.0,0.0,0.0,0.0,0.0,30.0,0.0
840e49bffffffff,31.0,1.0,0.0,0.0,0.0,28.0,0.0
840e4dbffffffff,35.0,0.0,0.0,0.0,0.0,7.0,0.0
840e5b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,19.0,9.0,7.0,0.0,0.0,2.0,0.0
840eca7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,8.0,5.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
84106d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841106dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,8.0,6.0,1.0,0.0,0.0,1.0,0.0
8412549ffffffff,3.0,2.0,0.0,0.0,1.0,0.0,0.0
8412591ffffffff,18.0,13.0,0.0,0.0,0.0,1.0,0.0
84125dbffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
84129b9ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
84129c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,11.0,3.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,15.0,8.0,2.0,0.0,0.0,1.0,0.0
8412c87ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,16.0,12.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,213.0,126.0,24.0,0.0,0.0,4.0,0.0
8412d11ffffffff,12.0,6.0,2.0,0.0,0.0,2.0,0.0
8412d17ffffffff,37.0,4.0,24.0,0.0,0.0,9.0,0.0
8412d3bffffffff,3.0,0.0,2.0,0.0,0.0,1.0,0.0
8412d89ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,23.0,21.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,26.0,22.0,2.0,0.0,0.0,2.0,0.0
8412dc1ffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,6.0,4.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,9.0,0.0,6.0,0.0,0.0,3.0,0.0
8412e13ffffffff,11.0,10.0,0.0,0.0,0.0,1.0,0.0
8412e1bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412ea7ffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,11.0,2.0,0.0,0.0,0.0,3.0,0.0
8412ec3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412ecdffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412f6dffffffff,7.0,2.0,0.0,0.0,0.0,5.0,0.0
8413529ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8413805ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8413807ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8413839ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
841383dffffffff,594.0,593.0,1.0,0.0,0.0,0.0,0.0
8413861ffffffff,17.0,16.0,1.0,0.0,0.0,0.0,0.0
8413867ffffffff,30.0,27.0,0.0,0.0,0.0,0.0,0.0
84138c7ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
841391dffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
8413931ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841395dffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
841396dffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8413b23ffffffff,23.0,21.0,2.0,0.0,0.0,0.0,0.0
8413b63ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8418011ffffffff,9.0,0.0,6.0,1.0,0.0,0.0,0.0
8418019ffffffff,17.0,0.0,2.0,15.0,0.0,0.0,0.0
841801bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841801dffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
8418053ffffffff,3.0,0.0,1.0,2.0,0.0,0.0,0.0
8418059ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
8418209ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841820bffffffff,21.0,0.0,2.0,19.0,0.0,0.0,0.0
8418215ffffffff,5.0,0.0,2.0,3.0,0.0,0.0,0.0
8418235ffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8418237ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841823dffffffff,11.0,0.0,1.0,10.0,0.0,0.0,0.0
8418259ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8418281ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a3ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
84182c1ffffffff,17.0,0.0,1.0,0.0,0.0,0.0,0.0
84182c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84182cbffffffff,15.0,0.0,2.0,3.0,0.0,0.0,0.0
84182e5ffffffff,15.0,0.0,2.0,11.0,0.0,0.0,0.0
84182e7ffffffff,4.0,0.0,2.0,2.0,0.0,0.0,0.0
8418495ffffffff,23.0,0.0,0.0,2.0,0.0,2.0,0.0
841849dffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84184b5ffffffff,23.0,0.0,0.0,1.0,0.0,1.0,0.0
84184b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84184ddffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
84185b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b5ffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0
84185bbffffffff,24.0,0.0,0.0,0.0,0.0,2.0,0.0
841870dffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
8418729ffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0
8419013ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8419097ffffffff,4.0,0.0,3.0,0.0,0.0,0.0,0.0
84190e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8419411ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8419413ffffffff,3.0,2.0,0.0,0.0,0.0,1.0,0.0
841941bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8419421ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8419429ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419437ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419483ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8419485ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84194abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84194d5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84194dbffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
84194ddffffffff,4.0,0.0,2.0,2.0,0.0,0.0,0.0
84194e5ffffffff,11.0,0.0,11.0,0.0,0.0,0.0,0.0
84194edffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8419527ffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
8419545ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
841954dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419563ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841956bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419591ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
84195bbffffffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0
84195c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84195c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84195c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419683ffffffff,7.0,0.0,0.0,0.0,0.0,4.0,0.0
8419689ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8419695ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419699ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841969dffffffff,11.0,0.0,0.0,0.0,0.0,2.0,0.0
84196b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84196b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8419733ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8419739ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841973bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841a849ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa01ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
841aa07ffffffff,74.0,9.0,19.0,10.0,0.0,14.0,0.0
841aa23ffffffff,47.0,0.0,0.0,0.0,0.0,42.0,0.0
841aa35ffffffff,26.0,0.0,0.0,0.0,0.0,24.0,0.0
841aa3dffffffff,7.0,0.0,0.0,0.0,0.0,7.0,0.0
841aa47ffffffff,22.0,0.0,19.0,0.0,0.0,2.0,0.0
841aa4dffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0
841aa6bffffffff,12.0,0.0,4.0,0.0,0.0,6.0,0.0
841b803ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b823ffffffff,9.0,0.0,6.0,0.0,0.0,1.0,0.0
841b82bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
841b83dffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
841b8a7ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
841b98bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b98dffffffff,15.0,0.0,0.0,0.0,0.0,5.0,0.0
841b999ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
841b9a5ffffffff,6.0,0.0,1.0,0.0,0.0,5.0,0.0
841b9a9ffffffff,6.0,0.0,0.0,0.0,0.0,4.0,0.0
841b9adffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
841b9c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e1ffffffff,28.0,0.0,2.0,0.0,0.0,3.0,0.0
841b9e7ffffffff,15.0,0.0,2.0,0.0,0.0,7.0,0.0
841b9ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
