cell_id,Myzomela cardinalis,Myzomela cardinalis lifuensis,Myzomela cardinalis [cardinalis Group]
839e06fffffffff,1.0,0.0,0.0
839e10fffffffff,5.0,0.0,0.0
839e11fffffffff,2.0,0.0,0.0
839e13fffffffff,1.0,0.0,0.0
839ec0fffffffff,3.0,0.0,0.0
