cell_id,Psittacella picta,Psittacella picta lorentzi,Psittacella picta picta/excelsa
8472883ffffffff,3.0,1.0,0.0
8472895ffffffff,1.0,1.0,0.0
84728b9ffffffff,102.0,33.0,0.0
84728e1ffffffff,1.0,1.0,0.0
8472da1ffffffff,27.0,0.0,0.0
8472da3ffffffff,2.0,0.0,0.0
8472da9ffffffff,2.0,0.0,0.0
8472db7ffffffff,23.0,0.0,0.0
849c851ffffffff,2.0,0.0,0.0
849c853ffffffff,2.0,0.0,0.0
849c8a7ffffffff,1.0,0.0,0.0
849c8bdffffffff,1.0,0.0,0.0
849cd25ffffffff,1.0,0.0,0.0
849cd2dffffffff,7.0,0.0,1.0
