cell_id,Fulica americana,Fulica americana (Red-shielded),Fulica americana (White-shielded)
8348a0fffffffff,1.0,1.0,0.0
8348b1fffffffff,3.0,2.0,0.0
8348b2fffffffff,10.0,4.0,0.0
8348b3fffffffff,144.0,49.0,0.0
8348c0fffffffff,2.0,2.0,0.0
8348c1fffffffff,10.0,8.0,0.0
8348c2fffffffff,3.0,3.0,0.0
8348c3fffffffff,6.0,4.0,0.0
8348c5fffffffff,7.0,7.0,0.0
8348c6fffffffff,2.0,0.0,0.0
8348c8fffffffff,1.0,1.0,0.0
8348cafffffffff,4.0,0.0,0.0
8348cbfffffffff,9.0,5.0,0.0
8348ccfffffffff,14.0,12.0,0.0
8348cdfffffffff,33.0,10.0,2.0
8348cefffffffff,7.0,5.0,0.0
8348d0fffffffff,2.0,0.0,0.0
8348d2fffffffff,10.0,4.0,0.0
8348d3fffffffff,1.0,0.0,0.0
8348d8fffffffff,44.0,2.0,0.0
8348dafffffffff,13.0,0.0,0.0
8348dcfffffffff,5.0,3.0,0.0
8348ddfffffffff,1.0,0.0,0.0
8348e8fffffffff,128.0,45.0,0.0
8348e9fffffffff,186.0,160.0,0.0
8348eafffffffff,145.0,64.0,0.0
8348ebfffffffff,615.0,584.0,0.0
8348ecfffffffff,2.0,1.0,0.0
8348edfffffffff,3.0,0.0,0.0
8348eefffffffff,38.0,12.0,0.0
8348f2fffffffff,16.0,6.0,0.0
8348f6fffffffff,14.0,0.0,0.0
834982fffffffff,6.0,4.0,0.0
834986fffffffff,3.0,0.0,0.0
834988fffffffff,9.0,2.0,0.0
834990fffffffff,2.0,2.0,0.0
834992fffffffff,10.0,8.0,0.0
834993fffffffff,8.0,8.0,0.0
834994fffffffff,6.0,2.0,0.0
834995fffffffff,41.0,10.0,0.0
834996fffffffff,249.0,187.0,0.0
83499bfffffffff,2.0,0.0,0.0
83499efffffffff,2.0,2.0,0.0
8349b2fffffffff,2.0,2.0,0.0
8349b6fffffffff,2.0,2.0,0.0
834c81fffffffff,14.0,14.0,0.0
834c83fffffffff,1.0,0.0,0.0
834c88fffffffff,10.0,1.0,0.0
834c89fffffffff,4.0,0.0,0.0
834caafffffffff,15.0,14.0,0.0
834cabfffffffff,5.0,5.0,0.0
834cb3fffffffff,4.0,2.0,2.0
834cc0fffffffff,143.0,9.0,125.0
834cc5fffffffff,65.0,4.0,54.0
834cc6fffffffff,1.0,1.0,0.0
834ce8fffffffff,40.0,1.0,24.0
834ce9fffffffff,3.0,0.0,0.0
834ceafffffffff,14.0,0.0,11.0
834cebfffffffff,1.0,0.0,0.0
834ceefffffffff,9.0,0.0,7.0
834cf2fffffffff,4.0,4.0,0.0
834cf3fffffffff,2.0,0.0,2.0
834d49fffffffff,1.0,0.0,1.0
834d4bfffffffff,3.0,0.0,0.0
835d11fffffffff,2.0,0.0,0.0
835e4bfffffffff,4.0,0.0,2.0
835e5dfffffffff,8.0,0.0,0.0
835e66fffffffff,18.0,0.0,11.0
835e70fffffffff,11.0,4.0,4.0
835e71fffffffff,7.0,0.0,7.0
835e72fffffffff,89.0,10.0,54.0
835f4bfffffffff,4.0,0.0,4.0
835f58fffffffff,2.0,2.0,0.0
835f5bfffffffff,11.0,10.0,0.0
83660bfffffffff,13.0,0.0,0.0
836622fffffffff,1.0,0.0,1.0
836631fffffffff,2.0,0.0,2.0
836675fffffffff,2.0,0.0,2.0
8366a0fffffffff,1.0,1.0,0.0
8366a1fffffffff,6.0,6.0,0.0
8366a5fffffffff,16.0,16.0,0.0
8366b0fffffffff,5.0,5.0,0.0
8366b4fffffffff,48.0,43.0,0.0
8366b5fffffffff,42.0,7.0,0.0
8366b6fffffffff,1.0,1.0,0.0
8366c2fffffffff,2.0,2.0,0.0
8366d1fffffffff,4.0,0.0,0.0
8366e0fffffffff,1.0,1.0,0.0
8366e4fffffffff,6.0,1.0,0.0
8366e6fffffffff,3.0,0.0,0.0
8366f1fffffffff,37.0,8.0,0.0
8366f5fffffffff,8.0,2.0,0.0
836720fffffffff,2.0,2.0,0.0
836725fffffffff,13.0,4.0,7.0
836736fffffffff,24.0,5.0,19.0
836742fffffffff,3.0,0.0,0.0
836744fffffffff,16.0,0.0,15.0
836746fffffffff,16.0,2.0,0.0
836752fffffffff,8.0,0.0,0.0
836755fffffffff,2.0,0.0,0.0
83675cfffffffff,8.0,0.0,0.0
836769fffffffff,2.0,0.0,2.0
836773fffffffff,2.0,2.0,0.0
836783fffffffff,1.0,0.0,1.0
83679afffffffff,9.0,9.0,0.0
83679bfffffffff,18.0,12.0,0.0
836c59fffffffff,1.0,0.0,0.0
836c5bfffffffff,22.0,12.0,0.0
836c61fffffffff,16.0,0.0,0.0
836d04fffffffff,48.0,34.0,0.0
836d06fffffffff,44.0,44.0,0.0
836d14fffffffff,12.0,12.0,0.0
836d15fffffffff,57.0,57.0,0.0
836d20fffffffff,8.0,4.0,0.0
836d21fffffffff,2.0,2.0,0.0
836d23fffffffff,34.0,34.0,0.0
836d24fffffffff,5.0,4.0,0.0
836d25fffffffff,14.0,14.0,0.0
836d26fffffffff,3.0,3.0,0.0
836d28fffffffff,19.0,10.0,6.0
836d29fffffffff,4.0,0.0,4.0
836d2afffffffff,15.0,13.0,0.0
836d2bfffffffff,2.0,2.0,0.0
836d2dfffffffff,53.0,51.0,0.0
836d2efffffffff,22.0,22.0,0.0
836d30fffffffff,11.0,9.0,0.0
836d31fffffffff,151.0,151.0,0.0
836d32fffffffff,181.0,178.0,0.0
836d33fffffffff,8.0,8.0,0.0
836d34fffffffff,67.0,62.0,0.0
836d35fffffffff,1347.0,1338.0,0.0
836d36fffffffff,7.0,7.0,0.0
836d61fffffffff,4.0,4.0,0.0
836d65fffffffff,2.0,2.0,0.0
836d68fffffffff,31.0,31.0,0.0
836d69fffffffff,18.0,18.0,0.0
836d6dfffffffff,2.0,2.0,0.0
836d74fffffffff,7.0,2.0,0.0
838f2efffffffff,2.0,2.0,0.0
838fa4fffffffff,2.0,2.0,0.0
