cell_id,Chaetura vauxi,Chaetura vauxi vauxi,Chaetura vauxi gaumeri,Chaetura vauxi [richmondi Group],Chaetura vauxi aphanes
842696bffffffff,5.0,0.0,0.0,0.0,0.0
8426987ffffffff,2.0,0.0,0.0,0.0,0.0
8428023ffffffff,9.0,0.0,0.0,0.0,0.0
842802bffffffff,9.0,0.0,0.0,0.0,0.0
8428035ffffffff,4.0,0.0,0.0,0.0,0.0
8428063ffffffff,2.0,0.0,0.0,0.0,0.0
8428069ffffffff,1.0,0.0,0.0,0.0,0.0
8428103ffffffff,2.0,0.0,0.0,0.0,0.0
8428109ffffffff,18.0,0.0,0.0,0.0,0.0
842810bffffffff,58.0,0.0,0.0,0.0,0.0
8428113ffffffff,2.0,0.0,0.0,0.0,0.0
8428123ffffffff,6.0,0.0,0.0,0.0,0.0
8428133ffffffff,11.0,0.0,0.0,0.0,0.0
842813bffffffff,1.0,0.0,0.0,0.0,0.0
8428141ffffffff,3.0,0.0,0.0,0.0,0.0
842814bffffffff,2.0,0.0,0.0,0.0,0.0
8428151ffffffff,8.0,0.0,0.0,0.0,0.0
8428153ffffffff,7.0,0.0,0.0,0.0,0.0
8428155ffffffff,45.0,3.0,0.0,0.0,0.0
8428157ffffffff,5.0,0.0,0.0,0.0,0.0
8428183ffffffff,3.0,0.0,0.0,0.0,0.0
8428187ffffffff,2.0,0.0,0.0,0.0,0.0
84281a5ffffffff,9.0,0.0,0.0,0.0,0.0
84281b3ffffffff,4.0,0.0,0.0,0.0,0.0
84281b7ffffffff,1.0,0.0,0.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0,0.0,0.0
84281c9ffffffff,3.0,0.0,0.0,0.0,0.0
84281cbffffffff,14.0,0.0,0.0,0.0,0.0
84281d5ffffffff,2.0,0.0,0.0,0.0,0.0
84281e5ffffffff,21.0,0.0,0.0,0.0,0.0
84281e9ffffffff,3.0,0.0,0.0,0.0,0.0
84281ebffffffff,13.0,0.0,0.0,0.0,0.0
84281edffffffff,14.0,0.0,0.0,0.0,0.0
8428301ffffffff,42.0,0.0,0.0,0.0,0.0
8428303ffffffff,2.0,0.0,0.0,0.0,0.0
8428305ffffffff,8.0,0.0,0.0,0.0,0.0
8428307ffffffff,6.0,0.0,0.0,0.0,0.0
8428309ffffffff,144.0,1.0,0.0,0.0,0.0
842830bffffffff,26.0,0.0,0.0,0.0,0.0
842830dffffffff,3.0,0.0,0.0,0.0,0.0
8428315ffffffff,3.0,0.0,0.0,0.0,0.0
842831dffffffff,2.0,0.0,0.0,0.0,0.0
8428321ffffffff,2.0,0.0,0.0,0.0,0.0
8428323ffffffff,4.0,0.0,0.0,0.0,0.0
8428325ffffffff,1.0,0.0,0.0,0.0,0.0
8428329ffffffff,6.0,0.0,0.0,0.0,0.0
842832bffffffff,10.0,3.0,0.0,0.0,0.0
842832dffffffff,2.0,0.0,0.0,0.0,0.0
8428341ffffffff,55.0,0.0,0.0,0.0,0.0
8428343ffffffff,28.0,0.0,0.0,0.0,0.0
8428345ffffffff,28.0,0.0,0.0,0.0,0.0
8428347ffffffff,12.0,0.0,0.0,0.0,0.0
8428349ffffffff,3.0,0.0,0.0,0.0,0.0
842834dffffffff,9.0,0.0,0.0,0.0,0.0
8428355ffffffff,46.0,0.0,0.0,0.0,0.0
8428357ffffffff,3.0,0.0,0.0,0.0,0.0
8428361ffffffff,11.0,0.0,0.0,0.0,0.0
8428363ffffffff,31.0,0.0,0.0,0.0,0.0
8428367ffffffff,14.0,0.0,0.0,0.0,0.0
8428369ffffffff,1.0,1.0,0.0,0.0,0.0
842836bffffffff,6.0,0.0,0.0,0.0,0.0
8428801ffffffff,2.0,0.0,0.0,0.0,0.0
8428807ffffffff,2.0,0.0,0.0,0.0,0.0
842880dffffffff,3.0,0.0,0.0,0.0,0.0
842881dffffffff,2.0,0.0,0.0,0.0,0.0
8428825ffffffff,2.0,0.0,0.0,0.0,0.0
8428839ffffffff,4.0,0.0,0.0,0.0,0.0
8428841ffffffff,7.0,0.0,0.0,0.0,0.0
8428847ffffffff,7.0,0.0,0.0,0.0,0.0
842885bffffffff,2.0,0.0,0.0,0.0,0.0
8428885ffffffff,1.0,0.0,0.0,0.0,0.0
842889bffffffff,2.0,0.0,0.0,0.0,0.0
84288a9ffffffff,1.0,0.0,0.0,0.0,0.0
84288dbffffffff,2.0,0.0,0.0,0.0,0.0
84288e7ffffffff,5.0,0.0,0.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0,0.0,0.0
8428987ffffffff,2.0,0.0,0.0,0.0,0.0
842898dffffffff,11.0,0.0,0.0,0.0,0.0
84289b5ffffffff,1.0,1.0,0.0,0.0,0.0
84289b7ffffffff,2.0,0.0,0.0,0.0,0.0
84289b9ffffffff,6.0,0.0,0.0,0.0,0.0
84289c5ffffffff,4.0,0.0,0.0,0.0,0.0
84289e7ffffffff,2.0,0.0,0.0,0.0,0.0
84289ebffffffff,13.0,0.0,0.0,0.0,0.0
8428a17ffffffff,1.0,0.0,0.0,0.0,0.0
8428a85ffffffff,11.0,0.0,0.0,0.0,0.0
8428a91ffffffff,18.0,0.0,0.0,0.0,0.0
8428a97ffffffff,2.0,0.0,0.0,0.0,0.0
8428aa3ffffffff,3.0,0.0,0.0,0.0,0.0
8428aa9ffffffff,5.0,2.0,0.0,0.0,0.0
8428aadffffffff,2.0,0.0,0.0,0.0,0.0
8428acbffffffff,1.0,0.0,0.0,0.0,0.0
8428ad3ffffffff,4.0,0.0,0.0,0.0,0.0
8428ad9ffffffff,3.0,0.0,0.0,0.0,0.0
8428adbffffffff,4.0,0.0,0.0,0.0,0.0
8428addffffffff,6.0,0.0,0.0,0.0,0.0
8428ae1ffffffff,9.0,0.0,0.0,0.0,0.0
8428ae3ffffffff,7.0,0.0,0.0,0.0,0.0
8428ae9ffffffff,4.0,0.0,0.0,0.0,0.0
8428b1dffffffff,1.0,0.0,0.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0,0.0,0.0
8428b61ffffffff,5.0,0.0,0.0,0.0,0.0
8428b6dffffffff,5.0,0.0,0.0,0.0,0.0
8428c21ffffffff,1.0,0.0,0.0,0.0,0.0
8428c25ffffffff,12.0,0.0,0.0,0.0,0.0
8428c27ffffffff,5.0,1.0,0.0,0.0,0.0
8428c61ffffffff,2.0,0.0,0.0,0.0,0.0
8428d0bffffffff,4.0,1.0,0.0,0.0,0.0
8428d11ffffffff,2.0,0.0,0.0,0.0,0.0
8428d19ffffffff,14.0,0.0,0.0,0.0,0.0
8428d1bffffffff,60.0,0.0,0.0,0.0,0.0
8428d31ffffffff,1.0,1.0,0.0,0.0,0.0
8428d33ffffffff,1.0,0.0,0.0,0.0,0.0
8428d37ffffffff,2.0,0.0,0.0,0.0,0.0
8428d43ffffffff,34.0,0.0,0.0,0.0,0.0
8428d55ffffffff,7.0,2.0,0.0,0.0,0.0
8428d61ffffffff,1.0,0.0,0.0,0.0,0.0
8428d69ffffffff,2.0,0.0,0.0,0.0,0.0
8428d6bffffffff,2.0,0.0,0.0,0.0,0.0
8428d81ffffffff,2.0,0.0,0.0,0.0,0.0
8428d8bffffffff,24.0,0.0,0.0,0.0,0.0
8428dadffffffff,2.0,2.0,0.0,0.0,0.0
8428dc5ffffffff,2.0,0.0,0.0,0.0,0.0
8428dc7ffffffff,4.0,0.0,0.0,0.0,0.0
8428dc9ffffffff,5.0,0.0,0.0,0.0,0.0
8428dd1ffffffff,1.0,1.0,0.0,0.0,0.0
8428de9ffffffff,2.0,0.0,0.0,0.0,0.0
8428debffffffff,1.0,1.0,0.0,0.0,0.0
8428dedffffffff,2.0,0.0,0.0,0.0,0.0
8428f01ffffffff,38.0,0.0,0.0,0.0,0.0
8428f07ffffffff,2.0,0.0,0.0,0.0,0.0
8428f0bffffffff,4.0,0.0,0.0,0.0,0.0
8428f19ffffffff,2.0,0.0,0.0,0.0,0.0
8428f2dffffffff,2.0,0.0,0.0,0.0,0.0
8428f37ffffffff,26.0,0.0,0.0,0.0,0.0
8428f39ffffffff,4.0,0.0,0.0,0.0,0.0
8428f4bffffffff,15.0,0.0,0.0,0.0,0.0
8428f57ffffffff,4.0,0.0,0.0,0.0,0.0
8428f59ffffffff,2.0,0.0,0.0,0.0,0.0
8428f5dffffffff,2.0,0.0,0.0,0.0,0.0
8429125ffffffff,20.0,0.0,0.0,0.0,0.0
8429127ffffffff,9.0,0.0,0.0,0.0,0.0
842912dffffffff,5.0,0.0,0.0,0.0,0.0
84291a7ffffffff,10.0,0.0,0.0,0.0,0.0
8429849ffffffff,3.0,0.0,0.0,0.0,0.0
842984dffffffff,1.0,0.0,0.0,0.0,0.0
8429863ffffffff,2.0,0.0,0.0,0.0,0.0
8429869ffffffff,2.0,0.0,0.0,0.0,0.0
8429891ffffffff,7.0,0.0,0.0,0.0,0.0
8429895ffffffff,2.0,0.0,0.0,0.0,0.0
842989bffffffff,9.0,0.0,0.0,0.0,0.0
84298c9ffffffff,6.0,0.0,0.0,0.0,0.0
84298cbffffffff,2.0,0.0,0.0,0.0,0.0
84298d1ffffffff,2.0,0.0,0.0,0.0,0.0
84298d5ffffffff,1.0,0.0,0.0,0.0,0.0
842990bffffffff,2.0,0.0,0.0,0.0,0.0
8429951ffffffff,1.0,0.0,0.0,0.0,0.0
8429953ffffffff,1.0,0.0,0.0,0.0,0.0
842996bffffffff,1.0,0.0,0.0,0.0,0.0
84299bdffffffff,1.0,0.0,0.0,0.0,0.0
8429a01ffffffff,24.0,0.0,0.0,0.0,0.0
8429a03ffffffff,3.0,0.0,0.0,0.0,0.0
8429a05ffffffff,6.0,0.0,0.0,0.0,0.0
8429a07ffffffff,3.0,0.0,0.0,0.0,0.0
8429a09ffffffff,2.0,0.0,0.0,0.0,0.0
8429a0bffffffff,5.0,0.0,0.0,0.0,0.0
8429a0dffffffff,10.0,0.0,0.0,0.0,0.0
8429a11ffffffff,2.0,0.0,0.0,0.0,0.0
8429a13ffffffff,1.0,0.0,0.0,0.0,0.0
8429a19ffffffff,7.0,0.0,0.0,0.0,0.0
8429a1dffffffff,45.0,0.0,0.0,0.0,0.0
8429a27ffffffff,1.0,0.0,0.0,0.0,0.0
8429a29ffffffff,2.0,0.0,0.0,0.0,0.0
8429a31ffffffff,2.0,0.0,0.0,0.0,0.0
8429a41ffffffff,16.0,0.0,0.0,0.0,0.0
8429a43ffffffff,2.0,0.0,0.0,0.0,0.0
8429a47ffffffff,3.0,0.0,0.0,0.0,0.0
8429a4dffffffff,6.0,0.0,0.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0,0.0,0.0
8429a55ffffffff,12.0,0.0,0.0,0.0,0.0
8429a57ffffffff,10.0,0.0,0.0,0.0,0.0
8429a59ffffffff,4.0,0.0,0.0,0.0,0.0
8429a61ffffffff,3.0,0.0,0.0,0.0,0.0
8429a63ffffffff,12.0,0.0,0.0,0.0,0.0
8429a65ffffffff,1.0,0.0,0.0,0.0,0.0
8429a69ffffffff,6.0,0.0,0.0,0.0,0.0
8429a6dffffffff,8.0,0.0,0.0,0.0,0.0
8429a93ffffffff,1.0,0.0,0.0,0.0,0.0
8429a9bffffffff,4.0,0.0,0.0,0.0,0.0
8429aabffffffff,2.0,0.0,0.0,0.0,0.0
8429ab7ffffffff,7.0,0.0,0.0,0.0,0.0
8429ac5ffffffff,3.0,0.0,0.0,0.0,0.0
8429ac9ffffffff,10.0,0.0,0.0,0.0,0.0
8429acdffffffff,2.0,0.0,0.0,0.0,0.0
8429ad1ffffffff,39.0,0.0,0.0,0.0,0.0
8429addffffffff,7.0,0.0,0.0,0.0,0.0
8429ae1ffffffff,2.0,0.0,0.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0,0.0,0.0
8429aebffffffff,2.0,0.0,0.0,0.0,0.0
8429b09ffffffff,9.0,0.0,0.0,0.0,0.0
8429b0bffffffff,5.0,0.0,0.0,0.0,0.0
8429b0dffffffff,4.0,0.0,0.0,0.0,0.0
8429b1bffffffff,2.0,0.0,0.0,0.0,0.0
8429b29ffffffff,3.0,0.0,0.0,0.0,0.0
8429b2dffffffff,5.0,0.0,0.0,0.0,0.0
8429b55ffffffff,2.0,0.0,0.0,0.0,0.0
8429b5bffffffff,10.0,0.0,0.0,0.0,0.0
8429b5dffffffff,14.0,0.0,0.0,0.0,0.0
8429b65ffffffff,2.0,0.0,0.0,0.0,0.0
8429b6dffffffff,4.0,0.0,0.0,0.0,0.0
844440dffffffff,129.0,0.0,0.0,0.0,0.0
8444461ffffffff,4.0,0.0,0.0,0.0,0.0
8444731ffffffff,3.0,0.0,0.0,0.0,0.0
8444a91ffffffff,2.0,0.0,0.0,0.0,0.0
8444e05ffffffff,20.0,0.0,0.0,0.0,0.0
8444f43ffffffff,301.0,0.0,0.0,0.0,0.0
8445053ffffffff,2.0,0.0,0.0,0.0,0.0
8445083ffffffff,3.0,0.0,0.0,0.0,0.0
8445085ffffffff,2.0,0.0,0.0,0.0,0.0
844509bffffffff,2.0,0.0,0.0,0.0,0.0
84450ebffffffff,2.0,0.0,2.0,0.0,0.0
8445201ffffffff,2.0,0.0,0.0,0.0,0.0
8445217ffffffff,1.0,0.0,0.0,0.0,0.0
8445233ffffffff,2.0,0.0,0.0,0.0,0.0
8445249ffffffff,3.0,0.0,0.0,0.0,0.0
8445289ffffffff,2.0,0.0,0.0,0.0,0.0
84452a5ffffffff,3.0,0.0,0.0,0.0,0.0
84452a9ffffffff,1.0,0.0,0.0,1.0,0.0
84452adffffffff,4.0,0.0,0.0,0.0,0.0
84452dbffffffff,3.0,0.0,0.0,0.0,0.0
84452e1ffffffff,8.0,0.0,0.0,0.0,0.0
84452e5ffffffff,3.0,0.0,0.0,3.0,0.0
84452ebffffffff,2.0,0.0,0.0,0.0,0.0
8445727ffffffff,3.0,0.0,0.0,0.0,0.0
8448059ffffffff,3.0,0.0,0.0,0.0,0.0
8448233ffffffff,12.0,0.0,0.0,0.0,0.0
844823bffffffff,5.0,0.0,0.0,0.0,0.0
84482e5ffffffff,4.0,0.0,0.0,0.0,0.0
8448361ffffffff,4.0,4.0,0.0,0.0,0.0
8448363ffffffff,4.0,4.0,0.0,0.0,0.0
8448427ffffffff,7.0,0.0,0.0,0.0,0.0
8448435ffffffff,8.0,0.0,0.0,0.0,0.0
8448437ffffffff,2.0,0.0,0.0,0.0,0.0
84484a5ffffffff,17.0,0.0,0.0,0.0,0.0
84484a7ffffffff,11.0,0.0,0.0,0.0,0.0
8448583ffffffff,1.0,0.0,0.0,0.0,0.0
8448589ffffffff,2.0,0.0,0.0,0.0,0.0
8448595ffffffff,2.0,0.0,0.0,0.0,0.0
8448597ffffffff,5.0,0.0,0.0,0.0,0.0
84485a7ffffffff,2.0,0.0,0.0,0.0,0.0
84485b1ffffffff,2.0,0.0,0.0,0.0,0.0
84485b5ffffffff,5.0,0.0,0.0,0.0,0.0
84485b9ffffffff,2.0,0.0,0.0,0.0,0.0
84485bbffffffff,2.0,0.0,0.0,0.0,0.0
84485bdffffffff,8.0,0.0,0.0,0.0,0.0
84485c7ffffffff,2.0,0.0,0.0,0.0,0.0
84485c9ffffffff,4.0,0.0,0.0,0.0,0.0
84485d3ffffffff,1.0,0.0,0.0,0.0,0.0
8448715ffffffff,2.0,0.0,0.0,0.0,0.0
8448723ffffffff,2.0,0.0,0.0,0.0,0.0
8448b5bffffffff,18.0,0.0,0.0,0.0,0.0
8448c0bffffffff,1.0,0.0,0.0,0.0,0.0
8448c53ffffffff,4.0,0.0,0.0,0.0,0.0
8448c59ffffffff,2.0,0.0,0.0,0.0,0.0
8448c5dffffffff,1.0,0.0,0.0,0.0,0.0
8448c61ffffffff,1.0,0.0,0.0,0.0,0.0
8448d89ffffffff,1.0,0.0,0.0,0.0,0.0
8448e37ffffffff,1.0,0.0,0.0,0.0,0.0
8448e85ffffffff,27.0,0.0,0.0,0.0,0.0
8448e8dffffffff,11.0,0.0,0.0,0.0,0.0
8448e93ffffffff,2.0,0.0,0.0,0.0,0.0
8448e95ffffffff,2.0,0.0,0.0,0.0,0.0
8448ea1ffffffff,2.0,0.0,0.0,0.0,0.0
8448ea5ffffffff,9.0,2.0,0.0,0.0,0.0
8448eadffffffff,3.0,0.0,0.0,0.0,0.0
8448eb9ffffffff,5.0,0.0,0.0,0.0,0.0
8448ebbffffffff,5.0,0.0,0.0,0.0,0.0
8448ec5ffffffff,2.0,0.0,0.0,0.0,0.0
8448ec7ffffffff,7.0,0.0,0.0,0.0,0.0
8448ed3ffffffff,8.0,0.0,0.0,0.0,0.0
8448ee1ffffffff,15.0,0.0,0.0,0.0,0.0
8448ee5ffffffff,2.0,0.0,0.0,0.0,0.0
8448ee7ffffffff,2.0,0.0,0.0,0.0,0.0
8448ee9ffffffff,1.0,0.0,0.0,0.0,0.0
8448eebffffffff,7.0,0.0,0.0,0.0,0.0
8449823ffffffff,3.0,0.0,0.0,0.0,0.0
8449835ffffffff,3.0,0.0,0.0,0.0,0.0
8449845ffffffff,2.0,2.0,0.0,0.0,0.0
8449861ffffffff,11.0,10.0,0.0,0.0,0.0
8449867ffffffff,2.0,2.0,0.0,0.0,0.0
844986dffffffff,7.0,7.0,0.0,0.0,0.0
844990dffffffff,2.0,0.0,0.0,0.0,0.0
8449941ffffffff,4.0,0.0,0.0,0.0,0.0
8449953ffffffff,6.0,3.0,0.0,0.0,0.0
8449959ffffffff,2.0,2.0,0.0,0.0,0.0
844995bffffffff,31.0,20.0,0.0,0.0,0.0
8449961ffffffff,9.0,0.0,0.0,0.0,0.0
8449963ffffffff,11.0,0.0,0.0,0.0,0.0
8449965ffffffff,6.0,0.0,0.0,0.0,0.0
8449969ffffffff,7.0,0.0,0.0,0.0,0.0
844996bffffffff,2.0,0.0,0.0,0.0,0.0
8449987ffffffff,16.0,0.0,0.0,16.0,0.0
84499cdffffffff,2.0,0.0,0.0,0.0,0.0
8449b33ffffffff,1.0,0.0,0.0,0.0,0.0
8449b37ffffffff,2.0,2.0,0.0,0.0,0.0
845f4bdffffffff,3.0,0.0,0.0,0.0,0.0
8466105ffffffff,3.0,0.0,0.0,0.0,0.0
8466107ffffffff,8.0,0.0,0.0,0.0,0.0
8466129ffffffff,2.0,0.0,0.0,0.0,0.0
8466139ffffffff,1.0,0.0,0.0,0.0,0.0
8466163ffffffff,4.0,0.0,0.0,0.0,0.0
8466213ffffffff,5.0,0.0,0.0,0.0,0.0
8466293ffffffff,3.0,0.0,0.0,0.0,0.0
8466a05ffffffff,1.0,0.0,0.0,0.0,0.0
8466a0bffffffff,12.0,0.0,0.0,0.0,0.0
8466a51ffffffff,10.0,0.0,0.0,0.0,0.0
8466a55ffffffff,4.0,0.0,0.0,0.0,0.0
8466a57ffffffff,11.0,0.0,0.0,0.0,0.0
8466a5dffffffff,2.0,0.0,0.0,0.0,0.0
8466a65ffffffff,4.0,0.0,0.0,0.0,0.0
8466b47ffffffff,1.0,0.0,0.0,0.0,0.0
8466b49ffffffff,2.0,0.0,0.0,0.0,0.0
8466b4dffffffff,1.0,0.0,0.0,1.0,0.0
8466b51ffffffff,15.0,0.0,0.0,6.0,0.0
8466b53ffffffff,5.0,0.0,0.0,2.0,0.0
8466b55ffffffff,6.0,0.0,0.0,0.0,0.0
8466b57ffffffff,1.0,0.0,0.0,0.0,0.0
8466b5bffffffff,6.0,0.0,0.0,1.0,0.0
8467413ffffffff,2.0,0.0,0.0,0.0,0.0
8467417ffffffff,2.0,0.0,0.0,0.0,0.0
84674c1ffffffff,1.0,0.0,0.0,0.0,0.0
84674c5ffffffff,4.0,0.0,0.0,0.0,4.0
84674c9ffffffff,4.0,0.0,0.0,0.0,0.0
84674cdffffffff,5.0,0.0,0.0,0.0,0.0
84674e9ffffffff,7.0,0.0,0.0,0.0,7.0
84674edffffffff,2.0,0.0,0.0,0.0,2.0
8467553ffffffff,2.0,0.0,0.0,0.0,0.0
84675a5ffffffff,7.0,0.0,0.0,0.0,0.0
84679a1ffffffff,7.0,0.0,0.0,0.0,0.0
84679a5ffffffff,2.0,0.0,0.0,0.0,0.0
84679b3ffffffff,8.0,0.0,0.0,0.0,0.0
84679b5ffffffff,1.0,0.0,0.0,0.0,0.0
84679b7ffffffff,7.0,0.0,0.0,0.0,0.0
846d059ffffffff,4.0,0.0,0.0,0.0,0.0
846d203ffffffff,4.0,0.0,0.0,0.0,0.0
846d21dffffffff,2.0,0.0,0.0,0.0,0.0
846d231ffffffff,4.0,0.0,0.0,0.0,0.0
846d239ffffffff,8.0,0.0,0.0,0.0,0.0
846d23bffffffff,2.0,0.0,0.0,0.0,0.0
846d291ffffffff,1.0,0.0,0.0,0.0,0.0
846d295ffffffff,6.0,0.0,0.0,0.0,0.0
846d2adffffffff,1.0,0.0,0.0,0.0,0.0
846d2b9ffffffff,11.0,0.0,0.0,0.0,0.0
846d2d7ffffffff,2.0,0.0,0.0,0.0,0.0
846d32bffffffff,7.0,0.0,0.0,0.0,0.0
846d337ffffffff,4.0,0.0,0.0,0.0,0.0
846d34dffffffff,1.0,0.0,0.0,0.0,0.0
846d35dffffffff,2.0,0.0,0.0,0.0,0.0
846d613ffffffff,9.0,0.0,0.0,0.0,0.0
846d617ffffffff,2.0,0.0,0.0,0.0,0.0
846d68dffffffff,3.0,0.0,0.0,0.0,0.0
846d69bffffffff,2.0,0.0,0.0,2.0,0.0
846d69dffffffff,4.0,0.0,0.0,4.0,0.0
846d75dffffffff,3.0,0.0,0.0,0.0,0.0
