cell_id,Thryothorus ludovicianus,Thryothorus ludovicianus [ludovicianus Group],Thryothorus ludovicianus [berlandieri Group],Thryothorus ludovicianus albinucha/subfulvus
8326e8fffffffff,996.0,0.0,0.0,0.0
8326e9fffffffff,1569.0,0.0,0.0,0.0
8326eafffffffff,497.0,0.0,0.0,0.0
8326ebfffffffff,138.0,0.0,0.0,0.0
8326ecfffffffff,2378.0,0.0,0.0,0.0
8326edfffffffff,5528.0,0.0,0.0,0.0
8326eefffffffff,1304.0,0.0,0.0,0.0
8326f0fffffffff,18.0,0.0,0.0,0.0
8326f1fffffffff,227.0,0.0,0.0,0.0
8326f2fffffffff,167.0,0.0,0.0,0.0
8326f3fffffffff,1.0,0.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0,0.0
8326f5fffffffff,40.0,0.0,0.0,0.0
832741fffffffff,32.0,0.0,0.0,0.0
832745fffffffff,5.0,0.0,0.0,0.0
832748fffffffff,2703.0,0.0,0.0,0.0
832749fffffffff,6868.0,0.0,0.0,0.0
83274afffffffff,107.0,0.0,0.0,0.0
83274bfffffffff,2893.0,0.0,0.0,0.0
83274cfffffffff,78.0,0.0,0.0,0.0
83274dfffffffff,2679.0,0.0,0.0,0.0
83274efffffffff,66.0,0.0,0.0,0.0
832758fffffffff,646.0,0.0,0.0,0.0
832759fffffffff,813.0,0.0,0.0,0.0
83275afffffffff,128.0,0.0,0.0,0.0
83275bfffffffff,436.0,0.0,0.0,0.0
83275cfffffffff,36.0,0.0,0.0,0.0
83275dfffffffff,209.0,0.0,0.0,0.0
83275efffffffff,21.0,0.0,0.0,0.0
832769fffffffff,17.0,0.0,0.0,0.0
83276bfffffffff,37.0,0.0,0.0,0.0
83276dfffffffff,1.0,0.0,0.0,0.0
832a06fffffffff,904.0,5.0,0.0,0.0
832a10fffffffff,55671.0,421.0,0.0,0.0
832a12fffffffff,11700.0,731.0,0.0,0.0
832a13fffffffff,34239.0,547.0,0.0,0.0
832a14fffffffff,27720.0,0.0,0.0,0.0
832a15fffffffff,18598.0,29.0,0.0,0.0
832a16fffffffff,7724.0,9.0,0.0,0.0
832a1afffffffff,187.0,27.0,0.0,0.0
832a30fffffffff,29865.0,0.0,0.0,0.0
832a31fffffffff,24842.0,122.0,0.0,0.0
832a32fffffffff,8115.0,0.0,0.0,0.0
832a33fffffffff,27311.0,292.0,0.0,0.0
832a34fffffffff,3717.0,0.0,0.0,0.0
832a36fffffffff,3719.0,0.0,0.0,0.0
832a80fffffffff,2178.0,49.0,0.0,0.0
832a81fffffffff,5315.0,47.0,0.0,0.0
832a82fffffffff,3935.0,12.0,0.0,0.0
832a83fffffffff,275.0,5.0,0.0,0.0
832a84fffffffff,20256.0,0.0,0.0,0.0
832a85fffffffff,5110.0,133.0,0.0,0.0
832a86fffffffff,4031.0,9.0,0.0,0.0
832a88fffffffff,5043.0,0.0,0.0,0.0
832a89fffffffff,13173.0,73.0,0.0,0.0
832a8afffffffff,12502.0,0.0,0.0,0.0
832a8bfffffffff,29179.0,154.0,0.0,0.0
832a8cfffffffff,20918.0,0.0,0.0,0.0
832a8dfffffffff,9151.0,0.0,0.0,0.0
832a8efffffffff,7108.0,24.0,0.0,0.0
832a90fffffffff,7838.0,0.0,0.0,0.0
832a91fffffffff,3923.0,0.0,0.0,0.0
832a92fffffffff,3365.0,0.0,0.0,0.0
832a93fffffffff,12711.0,0.0,0.0,0.0
832a94fffffffff,5671.0,0.0,0.0,0.0
832a95fffffffff,18659.0,0.0,0.0,0.0
832a96fffffffff,1020.0,0.0,0.0,0.0
832a98fffffffff,399.0,0.0,0.0,0.0
832a99fffffffff,4260.0,2.0,0.0,0.0
832a9afffffffff,3695.0,0.0,0.0,0.0
832a9bfffffffff,4174.0,0.0,0.0,0.0
832a9cfffffffff,1570.0,8.0,0.0,0.0
832a9dfffffffff,1278.0,77.0,0.0,0.0
832a9efffffffff,1933.0,0.0,0.0,0.0
832aa0fffffffff,1593.0,0.0,0.0,0.0
832aa1fffffffff,13459.0,2.0,0.0,0.0
832aa2fffffffff,639.0,0.0,0.0,0.0
832aa3fffffffff,10702.0,0.0,0.0,0.0
832aa4fffffffff,16881.0,0.0,0.0,0.0
832aa5fffffffff,2384.0,0.0,0.0,0.0
832aa6fffffffff,989.0,3.0,0.0,0.0
832aa8fffffffff,103280.0,2283.0,0.0,0.0
832aa9fffffffff,27053.0,903.0,0.0,0.0
832aaafffffffff,45889.0,652.0,0.0,0.0
832aabfffffffff,11803.0,81.0,0.0,0.0
832aacfffffffff,59678.0,165.0,0.0,0.0
832aadfffffffff,74469.0,4482.0,0.0,0.0
832aaefffffffff,23720.0,369.0,0.0,0.0
832ab0fffffffff,5472.0,0.0,0.0,0.0
832ab1fffffffff,4044.0,0.0,0.0,0.0
832ab2fffffffff,25771.0,2.0,0.0,0.0
832ab3fffffffff,15807.0,0.0,0.0,0.0
832ab4fffffffff,3116.0,0.0,0.0,0.0
832ab5fffffffff,3672.0,0.0,0.0,0.0
832ab6fffffffff,922.0,0.0,0.0,0.0
832ac6fffffffff,557.0,0.0,0.0,0.0
832ad0fffffffff,2085.0,0.0,0.0,0.0
832ad1fffffffff,1216.0,0.0,0.0,0.0
832ad2fffffffff,1094.0,0.0,0.0,0.0
832ad3fffffffff,6969.0,0.0,0.0,0.0
832ad4fffffffff,1769.0,0.0,0.0,0.0
832ad5fffffffff,4122.0,0.0,0.0,0.0
832ad6fffffffff,19825.0,182.0,0.0,0.0
832af0fffffffff,7637.0,0.0,0.0,0.0
832af1fffffffff,3980.0,0.0,0.0,0.0
832af2fffffffff,2479.0,0.0,0.0,0.0
832af3fffffffff,6401.0,0.0,0.0,0.0
832af4fffffffff,7.0,0.0,0.0,0.0
832af6fffffffff,30026.0,0.0,0.0,0.0
832b06fffffffff,17.0,0.0,0.0,0.0
832b13fffffffff,1.0,0.0,0.0,0.0
832b18fffffffff,72.0,0.0,0.0,0.0
832b1afffffffff,232.0,0.0,0.0,0.0
832b1bfffffffff,50.0,0.0,0.0,0.0
832b1cfffffffff,4.0,0.0,0.0,0.0
832b1dfffffffff,2.0,0.0,0.0,0.0
832b1efffffffff,2.0,0.0,0.0,0.0
832b81fffffffff,22.0,0.0,0.0,0.0
832b83fffffffff,64.0,0.0,0.0,0.0
832b88fffffffff,30.0,0.0,0.0,0.0
832b89fffffffff,7940.0,0.0,0.0,0.0
832b8afffffffff,528.0,0.0,0.0,0.0
832b8bfffffffff,382.0,0.0,0.0,0.0
832b8cfffffffff,1553.0,0.0,0.0,0.0
832b8dfffffffff,3479.0,0.0,0.0,0.0
832b8efffffffff,25.0,0.0,0.0,0.0
832b98fffffffff,166.0,7.0,0.0,0.0
832b99fffffffff,3823.0,0.0,0.0,0.0
832b9afffffffff,3.0,0.0,0.0,0.0
832b9bfffffffff,13865.0,439.0,0.0,0.0
832b9dfffffffff,189.0,0.0,0.0,0.0
832ba8fffffffff,132.0,0.0,0.0,0.0
832ba9fffffffff,13.0,0.0,0.0,0.0
832baafffffffff,1775.0,0.0,0.0,0.0
832babfffffffff,230.0,0.0,0.0,0.0
832badfffffffff,5.0,0.0,0.0,0.0
832baefffffffff,31.0,0.0,0.0,0.0
834412fffffffff,1171.0,14.0,0.0,0.0
834413fffffffff,11609.0,109.0,0.0,0.0
834416fffffffff,3.0,0.0,0.0,0.0
83441afffffffff,15379.0,375.0,0.0,0.0
83441bfffffffff,908.0,3.0,0.0,0.0
83441efffffffff,11461.0,239.0,0.0,0.0
834424fffffffff,8.0,0.0,0.0,0.0
834440fffffffff,9932.0,0.0,0.0,0.0
834441fffffffff,1177.0,0.0,0.0,0.0
834442fffffffff,1346.0,0.0,0.0,0.0
834443fffffffff,1028.0,0.0,0.0,0.0
834444fffffffff,1810.0,0.0,0.0,0.0
834445fffffffff,3280.0,0.0,0.0,0.0
834446fffffffff,10193.0,0.0,0.0,0.0
834448fffffffff,660.0,0.0,0.0,0.0
834449fffffffff,1111.0,0.0,0.0,0.0
83444afffffffff,693.0,0.0,0.0,0.0
83444bfffffffff,1857.0,0.0,0.0,0.0
83444cfffffffff,2832.0,0.0,0.0,0.0
83444dfffffffff,3393.0,0.0,0.0,0.0
83444efffffffff,1964.0,0.0,0.0,0.0
834450fffffffff,12020.0,0.0,0.0,0.0
834451fffffffff,806.0,0.0,0.0,0.0
834452fffffffff,2725.0,0.0,0.0,0.0
834453fffffffff,134.0,0.0,0.0,0.0
834455fffffffff,8344.0,0.0,0.0,0.0
834456fffffffff,1756.0,0.0,0.0,0.0
834458fffffffff,298.0,0.0,0.0,0.0
834459fffffffff,676.0,0.0,0.0,0.0
83445afffffffff,1517.0,0.0,0.0,0.0
83445bfffffffff,4065.0,0.0,0.0,0.0
83445cfffffffff,745.0,0.0,0.0,0.0
83445dfffffffff,526.0,0.0,0.0,0.0
83445efffffffff,191.0,0.0,0.0,0.0
834463fffffffff,295.0,0.0,0.0,0.0
834468fffffffff,2163.0,0.0,0.0,0.0
834469fffffffff,2029.0,0.0,0.0,0.0
83446afffffffff,2790.0,0.0,0.0,0.0
83446bfffffffff,1939.0,0.0,0.0,0.0
83446cfffffffff,21975.0,0.0,0.0,0.0
83446dfffffffff,13494.0,0.0,0.0,0.0
83446efffffffff,2030.0,0.0,0.0,0.0
834471fffffffff,239.0,0.0,0.0,0.0
834473fffffffff,1075.0,0.0,0.0,0.0
8344a1fffffffff,125.0,0.0,0.0,0.0
8344a5fffffffff,322.0,0.0,0.0,0.0
8344a8fffffffff,4131.0,78.0,0.0,0.0
8344a9fffffffff,17481.0,628.0,0.0,0.0
8344abfffffffff,2862.0,141.0,0.0,0.0
8344acfffffffff,1036.0,37.0,0.0,0.0
8344adfffffffff,3282.0,148.0,0.0,0.0
8344aefffffffff,2286.0,4.0,0.0,0.0
8344c0fffffffff,7479.0,0.0,0.0,0.0
8344c1fffffffff,26399.0,0.0,0.0,0.0
8344c2fffffffff,4732.0,0.0,0.0,0.0
8344c3fffffffff,7955.0,0.0,0.0,0.0
8344c4fffffffff,1491.0,0.0,0.0,0.0
8344c5fffffffff,2866.0,0.0,0.0,0.0
8344c6fffffffff,731.0,0.0,0.0,0.0
8344c8fffffffff,5252.0,0.0,0.0,0.0
8344c9fffffffff,1521.0,0.0,0.0,0.0
8344cafffffffff,13962.0,11.0,0.0,0.0
8344cbfffffffff,3657.0,0.0,0.0,0.0
8344ccfffffffff,6836.0,0.0,0.0,0.0
8344cdfffffffff,4056.0,0.0,0.0,0.0
8344cefffffffff,4785.0,1.0,0.0,0.0
8344d0fffffffff,23797.0,0.0,0.0,0.0
8344d1fffffffff,6609.0,0.0,0.0,0.0
8344d2fffffffff,2016.0,0.0,0.0,0.0
8344d3fffffffff,3021.0,0.0,0.0,0.0
8344d5fffffffff,12497.0,0.0,0.0,0.0
8344d8fffffffff,10018.0,49.0,0.0,0.0
8344d9fffffffff,15337.0,364.0,0.0,0.0
8344dafffffffff,7291.0,70.0,0.0,0.0
8344dbfffffffff,10148.0,135.0,0.0,0.0
8344dcfffffffff,2220.0,0.0,0.0,0.0
8344ddfffffffff,15105.0,63.0,0.0,0.0
8344defffffffff,5171.0,1.0,0.0,0.0
8344e0fffffffff,5273.0,220.0,0.0,0.0
8344e1fffffffff,458.0,0.0,0.0,0.0
8344e2fffffffff,5041.0,170.0,0.0,0.0
8344e3fffffffff,2358.0,0.0,0.0,0.0
8344e4fffffffff,1135.0,40.0,0.0,0.0
8344e5fffffffff,1771.0,0.0,0.0,0.0
8344e6fffffffff,4486.0,280.0,0.0,0.0
8344e8fffffffff,2232.0,0.0,0.0,0.0
8344e9fffffffff,758.0,0.0,0.0,0.0
8344eafffffffff,1807.0,0.0,0.0,0.0
8344ebfffffffff,917.0,0.0,0.0,0.0
8344ecfffffffff,639.0,0.0,0.0,0.0
8344edfffffffff,2705.0,0.0,0.0,0.0
8344eefffffffff,3617.0,0.0,0.0,0.0
8344f0fffffffff,12586.0,83.0,0.0,0.0
8344f1fffffffff,666.0,0.0,0.0,0.0
8344f3fffffffff,11823.0,0.0,0.0,0.0
8344f4fffffffff,25323.0,302.0,0.0,0.0
8344f5fffffffff,4165.0,48.0,0.0,0.0
8344f6fffffffff,4363.0,11.0,0.0,0.0
834501fffffffff,4.0,0.0,0.0,2.0
834508fffffffff,794.0,0.0,0.0,447.0
834509fffffffff,1413.0,0.0,0.0,528.0
83450afffffffff,294.0,0.0,0.0,121.0
83450bfffffffff,196.0,0.0,0.0,93.0
83450cfffffffff,63.0,0.0,0.0,23.0
83450dfffffffff,483.0,0.0,0.0,327.0
83450efffffffff,271.0,0.0,0.0,117.0
834521fffffffff,5.0,0.0,0.0,0.0
834528fffffffff,614.0,0.0,0.0,175.0
834529fffffffff,2.0,0.0,0.0,0.0
83452afffffffff,291.0,0.0,0.0,77.0
83452bfffffffff,251.0,0.0,0.0,121.0
83452cfffffffff,725.0,0.0,0.0,128.0
83452dfffffffff,26.0,0.0,0.0,0.0
83452efffffffff,1400.0,0.0,0.0,585.0
834572fffffffff,161.0,0.0,0.0,97.0
834576fffffffff,7.0,0.0,0.0,4.0
834880fffffffff,131.0,0.0,0.0,0.0
834881fffffffff,50.0,0.0,0.0,0.0
834882fffffffff,473.0,0.0,0.0,0.0
834883fffffffff,2192.0,0.0,0.0,0.0
834884fffffffff,70.0,0.0,0.0,0.0
834885fffffffff,8.0,0.0,0.0,0.0
834886fffffffff,45.0,0.0,0.0,0.0
834888fffffffff,27.0,0.0,0.0,0.0
83488afffffffff,263.0,0.0,0.0,0.0
83488bfffffffff,270.0,0.0,0.0,0.0
83488cfffffffff,22.0,0.0,0.0,0.0
83488efffffffff,898.0,0.0,0.0,0.0
834890fffffffff,3306.0,0.0,0.0,0.0
834891fffffffff,2791.0,0.0,0.0,0.0
834892fffffffff,1681.0,0.0,0.0,0.0
834893fffffffff,4494.0,0.0,0.0,0.0
834895fffffffff,1957.0,0.0,0.0,0.0
834898fffffffff,12879.0,0.0,0.0,0.0
834899fffffffff,514.0,0.0,0.0,0.0
83489afffffffff,5149.0,0.0,0.0,0.0
83489bfffffffff,806.0,0.0,0.0,0.0
83489cfffffffff,24536.0,0.0,0.0,0.0
83489dfffffffff,4114.0,0.0,0.0,0.0
83489efffffffff,19147.0,0.0,0.0,0.0
8348a2fffffffff,1969.0,0.0,0.0,0.0
8348a6fffffffff,7.0,0.0,0.0,0.0
8348abfffffffff,76.0,0.0,0.0,0.0
8348b1fffffffff,458.0,0.0,2.0,0.0
8348b2fffffffff,2971.0,0.0,243.0,0.0
8348b3fffffffff,16074.0,0.0,502.0,0.0
8348b4fffffffff,4.0,0.0,0.0,0.0
8348b5fffffffff,230.0,0.0,0.0,0.0
8348c3fffffffff,1.0,0.0,0.0,0.0
8348f6fffffffff,3.0,0.0,0.0,0.0
834998fffffffff,36.0,0.0,3.0,0.0
83499bfffffffff,17.0,0.0,6.0,0.0
836d26fffffffff,2.0,0.0,0.0,0.0
836d2cfffffffff,2.0,0.0,0.0,2.0
