cell_id,Tyto alba,Tyto alba [alba Group],Tyto alba schmitzi,Tyto alba gracilirostris,Tyto alba poensis,Tyto alba detorta,Tyto alba thomensis
821807fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,9.0,4.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,7.0,6.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
823817fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,13.0,5.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,10.0,4.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,18.0,2.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,14.0,2.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,37.0,4.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
823e67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82526ffffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8254affffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8254c7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82750ffffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
827a47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827a4ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
827a67fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
827a6ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
827b4ffffffffff,7.0,0.0,0.0,0.0,1.0,0.0,0.0
82951ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82bceffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
