cell_id,Myiarchus tuberculifer,Myiarchus tuberculifer olivascens,Myiarchus tuberculifer [lawrenceii Group],Myiarchus tuberculifer tuberculifer/pallidus,Myiarchus tuberculifer nigriceps/atriceps
824427fffffffff,4.0,0.0,1.0,0.0,0.0
824507fffffffff,1002.0,0.0,8.0,0.0,0.0
82450ffffffffff,5759.0,0.0,1133.0,0.0,0.0
82451ffffffffff,62.0,0.0,17.0,0.0,0.0
824527fffffffff,8182.0,0.0,73.0,0.0,0.0
82452ffffffffff,18172.0,0.0,517.0,0.0,0.0
824537fffffffff,1396.0,0.0,0.0,0.0,0.0
824577fffffffff,583.0,0.0,193.0,0.0,0.0
824807fffffffff,186.0,0.0,0.0,0.0,0.0
82480ffffffffff,1404.0,0.0,0.0,0.0,0.0
824817fffffffff,191.0,0.0,0.0,0.0,0.0
82481ffffffffff,51.0,0.0,0.0,0.0,0.0
824837fffffffff,3890.0,0.0,0.0,0.0,0.0
82485ffffffffff,1.0,0.0,0.0,0.0,0.0
824887fffffffff,14.0,0.0,0.0,0.0,0.0
8248a7fffffffff,969.0,0.0,75.0,0.0,0.0
8248b7fffffffff,34.0,0.0,1.0,0.0,0.0
8248c7fffffffff,6968.0,1247.0,0.0,0.0,0.0
8248e7fffffffff,587.0,11.0,0.0,0.0,0.0
8248effffffffff,26923.0,3874.0,0.0,0.0,0.0
8248f7fffffffff,2.0,0.0,0.0,0.0,0.0
824987fffffffff,554.0,0.0,13.0,0.0,0.0
82498ffffffffff,36.0,0.0,0.0,0.0,0.0
824997fffffffff,3458.0,0.0,592.0,0.0,0.0
82499ffffffffff,630.0,0.0,37.0,0.0,0.0
8249a7fffffffff,70.0,0.0,0.0,0.0,0.0
8249affffffffff,2537.0,45.0,0.0,0.0,0.0
8249b7fffffffff,941.0,0.0,0.0,0.0,0.0
825f07fffffffff,25.0,0.0,0.0,0.0,0.0
825f0ffffffffff,13.0,0.0,0.0,0.0,0.0
825f17fffffffff,32.0,0.0,0.0,0.0,0.0
825f1ffffffffff,16.0,0.0,0.0,0.0,0.0
825f2ffffffffff,43.0,0.0,0.0,0.0,0.0
825f47fffffffff,44.0,0.0,0.0,0.0,0.0
825f4ffffffffff,66.0,0.0,0.0,0.0,0.0
825f57fffffffff,12.0,0.0,0.0,0.0,0.0
825f5ffffffffff,134.0,0.0,0.0,0.0,0.0
825f6ffffffffff,6.0,0.0,0.0,0.0,0.0
825f77fffffffff,63.0,0.0,0.0,1.0,0.0
826607fffffffff,236.0,0.0,0.0,0.0,0.0
82660ffffffffff,738.0,0.0,0.0,0.0,0.0
826617fffffffff,1756.0,0.0,0.0,0.0,0.0
82661ffffffffff,2422.0,0.0,0.0,0.0,44.0
826627fffffffff,1659.0,0.0,0.0,0.0,0.0
82662ffffffffff,237.0,0.0,0.0,0.0,0.0
826637fffffffff,41.0,0.0,0.0,0.0,0.0
826647fffffffff,88.0,0.0,0.0,0.0,0.0
826657fffffffff,242.0,0.0,0.0,0.0,0.0
82665ffffffffff,363.0,0.0,0.0,0.0,0.0
826667fffffffff,32.0,0.0,0.0,0.0,0.0
82666ffffffffff,15.0,0.0,0.0,0.0,0.0
826677fffffffff,118.0,0.0,0.0,0.0,0.0
826687fffffffff,3.0,0.0,0.0,0.0,0.0
8266a7fffffffff,7608.0,0.0,0.0,0.0,0.0
8266b7fffffffff,11446.0,0.0,0.0,0.0,0.0
8266c7fffffffff,1029.0,0.0,0.0,0.0,0.0
8266cffffffffff,67.0,0.0,0.0,0.0,0.0
8266d7fffffffff,4433.0,0.0,0.0,0.0,273.0
8266dffffffffff,1448.0,0.0,0.0,29.0,17.0
8266e7fffffffff,2285.0,0.0,0.0,0.0,0.0
8266effffffffff,379.0,0.0,0.0,0.0,0.0
8266f7fffffffff,927.0,0.0,0.0,0.0,0.0
826747fffffffff,303.0,0.0,0.0,0.0,0.0
82674ffffffffff,445.0,0.0,0.0,1.0,0.0
826757fffffffff,272.0,0.0,0.0,0.0,0.0
82675ffffffffff,239.0,0.0,0.0,0.0,0.0
82676ffffffffff,2.0,0.0,0.0,0.0,0.0
826797fffffffff,352.0,0.0,0.0,0.0,0.0
82679ffffffffff,1667.0,0.0,0.0,0.0,0.0
8267b7fffffffff,17.0,0.0,0.0,0.0,0.0
826d07fffffffff,372.0,0.0,61.0,0.0,0.0
826d17fffffffff,937.0,0.0,0.0,0.0,0.0
826d27fffffffff,1987.0,0.0,326.0,0.0,0.0
826d2ffffffffff,9867.0,0.0,1760.0,0.0,0.0
826d37fffffffff,3375.0,0.0,176.0,0.0,0.0
826d67fffffffff,7882.0,0.0,0.0,0.0,0.0
826d6ffffffffff,25698.0,0.0,0.0,0.0,0.0
826d77fffffffff,1658.0,0.0,0.0,0.0,0.0
828047fffffffff,82.0,0.0,0.0,0.0,0.0
82804ffffffffff,6.0,0.0,0.0,0.0,0.0
828067fffffffff,10.0,0.0,0.0,0.0,0.0
82806ffffffffff,5.0,0.0,0.0,0.0,0.0
828107fffffffff,2.0,0.0,0.0,0.0,0.0
828117fffffffff,2.0,0.0,0.0,0.0,0.0
82811ffffffffff,1.0,0.0,0.0,0.0,0.0
828137fffffffff,57.0,0.0,0.0,0.0,0.0
828147fffffffff,11.0,0.0,0.0,0.0,0.0
82814ffffffffff,74.0,0.0,0.0,0.0,0.0
82815ffffffffff,9.0,0.0,0.0,0.0,0.0
828177fffffffff,5.0,0.0,0.0,0.0,0.0
8281affffffffff,3.0,0.0,0.0,0.0,0.0
828a07fffffffff,8.0,0.0,0.0,0.0,0.0
828a17fffffffff,5.0,0.0,0.0,0.0,0.0
828a1ffffffffff,3.0,0.0,0.0,0.0,0.0
828a27fffffffff,1.0,0.0,0.0,0.0,0.0
828a37fffffffff,3.0,0.0,0.0,0.0,0.0
828a47fffffffff,130.0,0.0,0.0,0.0,0.0
828a6ffffffffff,168.0,0.0,0.0,0.0,0.0
828a87fffffffff,29.0,0.0,0.0,0.0,0.0
828a97fffffffff,18.0,0.0,0.0,0.0,0.0
828a9ffffffffff,25.0,0.0,0.0,0.0,0.0
828aaffffffffff,30.0,0.0,0.0,0.0,0.0
828adffffffffff,18.0,0.0,0.0,0.0,0.0
828ae7fffffffff,2.0,0.0,0.0,0.0,0.0
828af7fffffffff,169.0,0.0,0.0,0.0,0.0
828b07fffffffff,2.0,0.0,0.0,0.0,0.0
828b0ffffffffff,21.0,0.0,0.0,0.0,0.0
828b27fffffffff,183.0,0.0,0.0,0.0,0.0
828b2ffffffffff,69.0,0.0,0.0,0.0,0.0
828b37fffffffff,1.0,0.0,0.0,0.0,0.0
828b47fffffffff,270.0,0.0,0.0,0.0,2.0
828b4ffffffffff,7.0,0.0,0.0,0.0,0.0
828b57fffffffff,19.0,0.0,0.0,0.0,0.0
828b5ffffffffff,29.0,0.0,0.0,0.0,0.0
828b67fffffffff,536.0,0.0,0.0,0.0,7.0
828b6ffffffffff,65.0,0.0,0.0,0.0,0.0
828b77fffffffff,55.0,0.0,0.0,0.0,0.0
828b87fffffffff,10.0,0.0,0.0,0.0,0.0
828b8ffffffffff,8.0,0.0,0.0,0.0,0.0
828b9ffffffffff,234.0,0.0,0.0,0.0,0.0
828ba7fffffffff,27.0,0.0,0.0,0.0,0.0
828bb7fffffffff,39.0,0.0,0.0,0.0,0.0
828e67fffffffff,265.0,0.0,0.0,0.0,0.0
828e6ffffffffff,43.0,0.0,0.0,0.0,2.0
828f0ffffffffff,596.0,0.0,0.0,0.0,40.0
828f27fffffffff,2.0,0.0,0.0,0.0,0.0
828f2ffffffffff,725.0,0.0,0.0,0.0,14.0
828f47fffffffff,252.0,0.0,0.0,0.0,3.0
828f4ffffffffff,122.0,0.0,0.0,0.0,0.0
828f57fffffffff,446.0,0.0,0.0,0.0,3.0
828f5ffffffffff,108.0,0.0,0.0,0.0,0.0
828f67fffffffff,27.0,0.0,0.0,0.0,0.0
828f6ffffffffff,13.0,0.0,0.0,0.0,0.0
828f77fffffffff,675.0,0.0,0.0,0.0,17.0
82a597fffffffff,114.0,0.0,0.0,0.0,0.0
82a847fffffffff,2.0,0.0,0.0,0.0,0.0
82a84ffffffffff,1.0,0.0,0.0,0.0,0.0
82a85ffffffffff,66.0,0.0,0.0,0.0,0.0
82a887fffffffff,23.0,0.0,0.0,0.0,0.0
82a897fffffffff,238.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,124.0,0.0,0.0,0.0,0.0
82a8b7fffffffff,3.0,0.0,0.0,0.0,0.0
82a8cffffffffff,1.0,0.0,0.0,0.0,0.0
82b277fffffffff,39.0,0.0,0.0,0.0,0.0
82b327fffffffff,68.0,0.0,0.0,0.0,0.0
82b32ffffffffff,2.0,0.0,0.0,0.0,0.0
82b347fffffffff,435.0,0.0,0.0,0.0,0.0
82b357fffffffff,166.0,0.0,0.0,0.0,0.0
82b35ffffffffff,279.0,0.0,0.0,0.0,0.0
82b367fffffffff,22.0,0.0,0.0,0.0,0.0
82b377fffffffff,9.0,0.0,0.0,0.0,0.0
