cell_id,Limosa limosa,Limosa limosa islandica,Limosa limosa limosa,Limosa limosa melanuroides,Limosa limosa bohaii
821e1ffffffffff,222.0,0.0,7.0,0.0,0.0
821e27fffffffff,69.0,0.0,0.0,0.0,0.0
821e2ffffffffff,85.0,0.0,0.0,0.0,0.0
821e37fffffffff,20.0,0.0,0.0,0.0,0.0
821e47fffffffff,5.0,0.0,0.0,0.0,0.0
821e4ffffffffff,12.0,0.0,0.0,0.0,0.0
821e57fffffffff,37.0,0.0,0.0,0.0,0.0
821e5ffffffffff,224.0,0.0,0.0,0.0,0.0
821e67fffffffff,25.0,0.0,0.0,0.0,0.0
821e6ffffffffff,11.0,0.0,0.0,0.0,0.0
821e77fffffffff,7.0,0.0,0.0,0.0,0.0
821e87fffffffff,32.0,0.0,0.0,0.0,0.0
821e8ffffffffff,4.0,0.0,0.0,0.0,0.0
821e97fffffffff,2.0,0.0,0.0,0.0,0.0
821ea7fffffffff,83.0,0.0,0.0,0.0,0.0
821eaffffffffff,13.0,0.0,0.0,0.0,0.0
821eb7fffffffff,6.0,0.0,0.0,0.0,0.0
821ec7fffffffff,138.0,0.0,0.0,0.0,0.0
821ecffffffffff,193.0,0.0,0.0,0.0,0.0
821ed7fffffffff,56.0,0.0,0.0,0.0,0.0
821edffffffffff,113.0,0.0,0.0,0.0,0.0
821ee7fffffffff,8.0,0.0,0.0,0.0,0.0
821eeffffffffff,194.0,0.0,0.0,0.0,0.0
821ef7fffffffff,21.0,0.0,0.0,0.0,0.0
821f07fffffffff,115.0,4.0,2.0,0.0,0.0
821f0ffffffffff,5.0,0.0,0.0,0.0,0.0
821f17fffffffff,109.0,3.0,2.0,0.0,0.0
821f1ffffffffff,22.0,0.0,0.0,0.0,0.0
821f27fffffffff,53.0,2.0,0.0,0.0,0.0
821f2ffffffffff,79.0,0.0,0.0,0.0,0.0
821f37fffffffff,263.0,8.0,17.0,0.0,0.0
821f47fffffffff,16.0,0.0,0.0,0.0,0.0
821f4ffffffffff,43.0,0.0,0.0,0.0,0.0
821f57fffffffff,144.0,0.0,0.0,0.0,0.0
821f5ffffffffff,79.0,0.0,0.0,0.0,0.0
821f67fffffffff,19.0,0.0,3.0,0.0,0.0
821f6ffffffffff,7.0,0.0,0.0,0.0,0.0
821f77fffffffff,76.0,0.0,0.0,0.0,0.0
821f87fffffffff,22.0,0.0,0.0,0.0,0.0
821f8ffffffffff,44.0,0.0,14.0,0.0,0.0
821f97fffffffff,4.0,0.0,0.0,0.0,0.0
821f9ffffffffff,17.0,0.0,0.0,0.0,0.0
821fa7fffffffff,78.0,0.0,0.0,0.0,0.0
821faffffffffff,27.0,0.0,0.0,0.0,0.0
821fb7fffffffff,15.0,0.0,0.0,0.0,0.0
82200ffffffffff,2.0,0.0,0.0,0.0,0.0
82201ffffffffff,4.0,0.0,0.0,0.0,0.0
82204ffffffffff,17.0,0.0,0.0,0.0,0.0
822057fffffffff,1.0,0.0,0.0,0.0,0.0
8220a7fffffffff,3.0,0.0,0.0,0.0,0.0
8220b7fffffffff,2.0,0.0,0.0,0.0,0.0
8220e7fffffffff,30.0,0.0,6.0,0.0,0.0
8220f7fffffffff,3.0,0.0,0.0,0.0,0.0
822127fffffffff,8.0,0.0,2.0,0.0,0.0
82214ffffffffff,19.0,0.0,0.0,0.0,0.0
822157fffffffff,60.0,0.0,5.0,0.0,0.0
822177fffffffff,2.0,0.0,0.0,0.0,0.0
82219ffffffffff,7.0,0.0,0.0,0.0,0.0
822407fffffffff,27.0,0.0,0.0,5.0,0.0
822427fffffffff,4.0,0.0,0.0,0.0,0.0
82242ffffffffff,90.0,0.0,0.0,9.0,0.0
822437fffffffff,6.0,0.0,0.0,3.0,0.0
82244ffffffffff,41.0,0.0,0.0,14.0,0.0
82245ffffffffff,2.0,0.0,0.0,0.0,0.0
822467fffffffff,89.0,0.0,0.0,26.0,0.0
82246ffffffffff,7.0,0.0,0.0,1.0,0.0
822477fffffffff,76.0,0.0,0.0,19.0,0.0
822487fffffffff,9.0,0.0,0.0,2.0,0.0
82248ffffffffff,11.0,0.0,0.0,2.0,0.0
82249ffffffffff,1.0,0.0,0.0,0.0,0.0
8224effffffffff,4.0,0.0,0.0,0.0,0.0
82250ffffffffff,2.0,0.0,0.0,0.0,0.0
822517fffffffff,18.0,0.0,0.0,3.0,0.0
822547fffffffff,7.0,0.0,0.0,0.0,0.0
82255ffffffffff,5.0,0.0,0.0,0.0,0.0
822577fffffffff,2.0,0.0,0.0,0.0,0.0
8225a7fffffffff,10.0,0.0,0.0,0.0,0.0
8225affffffffff,4.0,0.0,0.0,0.0,0.0
8225b7fffffffff,4.0,0.0,0.0,0.0,0.0
822c07fffffffff,148.0,0.0,0.0,0.0,0.0
822c0ffffffffff,47.0,0.0,0.0,0.0,0.0
822c17fffffffff,18.0,0.0,0.0,0.0,0.0
822c1ffffffffff,8.0,0.0,0.0,0.0,0.0
822c27fffffffff,17.0,0.0,0.0,0.0,0.0
822c2ffffffffff,52.0,0.0,0.0,0.0,0.0
822c77fffffffff,10.0,0.0,0.0,0.0,0.0
822c87fffffffff,37.0,0.0,0.0,0.0,0.0
822c8ffffffffff,10.0,0.0,0.0,0.0,0.0
822c97fffffffff,241.0,0.0,3.0,0.0,0.0
822c9ffffffffff,11.0,0.0,0.0,0.0,0.0
822caffffffffff,1.0,0.0,0.0,0.0,0.0
822cc7fffffffff,286.0,0.0,0.0,0.0,0.0
822cd7fffffffff,22.0,0.0,0.0,0.0,0.0
822ce7fffffffff,125.0,0.0,0.0,0.0,0.0
822cf7fffffffff,104.0,0.0,0.0,0.0,0.0
822d07fffffffff,64.0,0.0,0.0,0.0,0.0
822d17fffffffff,90.0,0.0,0.0,0.0,0.0
822d1ffffffffff,2.0,0.0,0.0,0.0,0.0
822d27fffffffff,16.0,0.0,0.0,0.0,0.0
822d2ffffffffff,2.0,0.0,0.0,0.0,0.0
822d37fffffffff,125.0,0.0,0.0,0.0,0.0
822d5ffffffffff,28.0,0.0,0.0,0.0,0.0
822d67fffffffff,18.0,0.0,0.0,0.0,0.0
822d77fffffffff,15.0,0.0,0.0,0.0,0.0
822d97fffffffff,2.0,0.0,0.0,0.0,0.0
822da7fffffffff,201.0,0.0,0.0,0.0,0.0
822daffffffffff,33.0,0.0,0.0,0.0,0.0
822db7fffffffff,796.0,0.0,16.0,0.0,0.0
822e1ffffffffff,3.0,0.0,0.0,0.0,0.0
822e2ffffffffff,2.0,0.0,0.0,0.0,0.0
822e67fffffffff,4.0,0.0,0.0,0.0,0.0
822eaffffffffff,1.0,0.0,0.0,0.0,0.0
822edffffffffff,2.0,0.0,0.0,0.0,0.0
822f5ffffffffff,21.0,0.0,0.0,8.0,0.0
823017fffffffff,4.0,0.0,0.0,0.0,0.0
82301ffffffffff,6.0,0.0,0.0,4.0,0.0
823027fffffffff,3.0,0.0,0.0,0.0,0.0
823037fffffffff,28.0,0.0,0.0,12.0,0.0
823087fffffffff,142.0,0.0,0.0,24.0,0.0
82309ffffffffff,297.0,0.0,0.0,48.0,0.0
8230a7fffffffff,9.0,0.0,0.0,4.0,0.0
8230c7fffffffff,47.0,0.0,0.0,0.0,0.0
8230dffffffffff,32.0,0.0,0.0,2.0,0.0
8230e7fffffffff,74.0,0.0,0.0,2.0,0.0
823107fffffffff,2.0,0.0,0.0,1.0,0.0
823117fffffffff,3.0,0.0,0.0,3.0,0.0
82312ffffffffff,3.0,0.0,0.0,0.0,0.0
82316ffffffffff,5.0,0.0,0.0,0.0,0.0
823187fffffffff,74.0,0.0,0.0,1.0,0.0
82318ffffffffff,369.0,0.0,0.0,2.0,1.0
8231affffffffff,37.0,0.0,0.0,11.0,0.0
823427fffffffff,57.0,0.0,0.0,0.0,0.0
82344ffffffffff,27.0,0.0,0.0,0.0,0.0
82346ffffffffff,19.0,0.0,2.0,0.0,0.0
82351ffffffffff,686.0,0.0,0.0,0.0,0.0
8235affffffffff,10.0,0.0,0.0,0.0,0.0
823817fffffffff,5.0,0.0,2.0,0.0,0.0
823827fffffffff,346.0,0.0,2.0,0.0,0.0
82384ffffffffff,9.0,0.0,0.0,0.0,0.0
82386ffffffffff,13.0,0.0,0.0,0.0,0.0
823907fffffffff,344.0,0.0,8.0,0.0,0.0
82390ffffffffff,473.0,0.0,0.0,0.0,0.0
823917fffffffff,4131.0,0.0,0.0,0.0,0.0
82391ffffffffff,2641.0,0.0,75.0,0.0,0.0
823927fffffffff,1298.0,0.0,0.0,0.0,0.0
82392ffffffffff,1605.0,47.0,10.0,0.0,0.0
823937fffffffff,2887.0,2.0,2.0,0.0,0.0
823947fffffffff,192.0,0.0,0.0,0.0,0.0
823957fffffffff,1463.0,0.0,0.0,0.0,0.0
82395ffffffffff,10.0,0.0,0.0,0.0,0.0
823967fffffffff,2.0,0.0,0.0,0.0,0.0
82396ffffffffff,140.0,0.0,4.0,0.0,0.0
823977fffffffff,1072.0,0.0,0.0,0.0,0.0
823987fffffffff,138.0,0.0,15.0,0.0,0.0
82398ffffffffff,16.0,0.0,2.0,0.0,0.0
823997fffffffff,50.0,0.0,9.0,0.0,0.0
8239affffffffff,132.0,0.0,2.0,0.0,0.0
823c1ffffffffff,14.0,0.0,0.0,0.0,0.0
823c6ffffffffff,2.0,0.0,0.0,0.0,0.0
823c8ffffffffff,28.0,0.0,0.0,0.0,0.0
823c97fffffffff,73.0,0.0,0.0,0.0,0.0
823c9ffffffffff,322.0,0.0,0.0,0.0,0.0
823ca7fffffffff,5.0,0.0,0.0,0.0,0.0
823cb7fffffffff,4.0,0.0,0.0,0.0,0.0
823cc7fffffffff,4.0,0.0,0.0,0.0,0.0
823ccffffffffff,1.0,0.0,0.0,0.0,0.0
823cd7fffffffff,23.0,0.0,0.0,0.0,0.0
823ce7fffffffff,26.0,0.0,0.0,0.0,0.0
823ceffffffffff,24.0,0.0,0.0,0.0,0.0
823cf7fffffffff,22.0,0.0,1.0,0.0,0.0
823d07fffffffff,29.0,0.0,0.0,0.0,0.0
823d17fffffffff,95.0,0.0,0.0,0.0,0.0
823d37fffffffff,7.0,0.0,0.0,0.0,0.0
823d67fffffffff,2.0,0.0,0.0,0.0,0.0
823d87fffffffff,526.0,0.0,0.0,0.0,0.0
823d8ffffffffff,18.0,0.0,0.0,0.0,0.0
823d97fffffffff,53.0,0.0,0.0,0.0,0.0
823d9ffffffffff,62.0,0.0,0.0,0.0,0.0
823da7fffffffff,1525.0,0.0,0.0,0.0,0.0
823daffffffffff,59.0,0.0,0.0,0.0,0.0
823db7fffffffff,399.0,0.0,0.0,0.0,0.0
823e5ffffffffff,84.0,0.0,4.0,0.0,0.0
823e6ffffffffff,554.0,0.0,30.0,0.0,0.0
823e77fffffffff,7.0,0.0,0.0,0.0,0.0
823f2ffffffffff,39.0,0.0,0.0,0.0,0.0
823f37fffffffff,4.0,0.0,0.0,0.0,0.0
823f47fffffffff,4.0,0.0,0.0,0.0,0.0
823f4ffffffffff,11.0,0.0,0.0,0.0,0.0
823f67fffffffff,76.0,0.0,0.0,0.0,0.0
823f6ffffffffff,68.0,0.0,0.0,0.0,0.0
823f77fffffffff,36.0,0.0,0.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0,0.0,0.0
8240dffffffffff,2.0,0.0,0.0,0.0,0.0
8240e7fffffffff,4.0,0.0,0.0,0.0,0.0
824107fffffffff,1.0,0.0,0.0,0.0,0.0
82410ffffffffff,14.0,0.0,0.0,0.0,0.0
82411ffffffffff,476.0,0.0,0.0,54.0,2.0
824137fffffffff,5.0,0.0,0.0,0.0,0.0
824147fffffffff,19.0,0.0,0.0,3.0,0.0
824157fffffffff,8.0,0.0,0.0,0.0,0.0
824167fffffffff,2.0,0.0,0.0,0.0,0.0
824177fffffffff,18.0,0.0,0.0,4.0,0.0
824187fffffffff,1.0,0.0,0.0,1.0,0.0
824197fffffffff,2.0,0.0,0.0,0.0,0.0
82419ffffffffff,22.0,0.0,0.0,6.0,0.0
8241a7fffffffff,43.0,0.0,0.0,4.0,0.0
8241b7fffffffff,47.0,0.0,0.0,0.0,0.0
824207fffffffff,3.0,0.0,0.0,0.0,0.0
824237fffffffff,6.0,0.0,0.0,0.0,0.0
82424ffffffffff,76.0,0.0,0.0,0.0,0.0
824257fffffffff,4.0,0.0,0.0,0.0,0.0
82425ffffffffff,16.0,0.0,0.0,0.0,0.0
8242c7fffffffff,2405.0,0.0,0.0,0.0,0.0
8242cffffffffff,1868.0,0.0,0.0,0.0,0.0
8242d7fffffffff,3.0,0.0,0.0,0.0,0.0
8242dffffffffff,608.0,0.0,0.0,0.0,0.0
8242e7fffffffff,44.0,0.0,0.0,0.0,0.0
8242effffffffff,85.0,0.0,0.0,0.0,0.0
824317fffffffff,6.0,0.0,0.0,0.0,0.0
82431ffffffffff,128.0,0.0,0.0,0.0,0.0
824337fffffffff,14.0,0.0,0.0,0.0,0.0
824367fffffffff,20.0,0.0,0.0,0.0,0.0
82438ffffffffff,54.0,0.0,19.0,0.0,0.0
82439ffffffffff,26.0,0.0,11.0,0.0,0.0
8243a7fffffffff,216.0,0.0,11.0,0.0,0.0
8243affffffffff,364.0,0.0,44.0,0.0,0.0
824a27fffffffff,5.0,0.0,0.0,0.0,0.0
824b37fffffffff,6.0,0.0,0.0,0.0,0.0
824b67fffffffff,1.0,0.0,0.0,0.0,0.0
824b87fffffffff,23.0,0.0,0.0,6.0,0.0
824ba7fffffffff,753.0,0.0,0.0,44.0,0.0
824bb7fffffffff,1902.0,0.0,0.0,165.0,0.0
825217fffffffff,10.0,0.0,0.0,0.0,0.0
82521ffffffffff,58.0,0.0,0.0,0.0,0.0
825237fffffffff,2.0,0.0,0.0,0.0,0.0
82524ffffffffff,86.0,0.0,34.0,0.0,0.0
825287fffffffff,2.0,0.0,0.0,0.0,0.0
825297fffffffff,2.0,0.0,0.0,0.0,0.0
82529ffffffffff,29.0,0.0,2.0,0.0,0.0
8252d7fffffffff,10.0,0.0,0.0,0.0,0.0
825317fffffffff,8.0,0.0,0.0,0.0,0.0
825367fffffffff,8.0,0.0,0.0,0.0,0.0
82536ffffffffff,25.0,0.0,0.0,0.0,0.0
8253affffffffff,19.0,0.0,0.0,0.0,0.0
8253b7fffffffff,3.0,0.0,2.0,0.0,0.0
825417fffffffff,206.0,0.0,0.0,0.0,0.0
82541ffffffffff,37.0,0.0,0.0,0.0,0.0
825437fffffffff,1.0,0.0,0.0,0.0,0.0
825497fffffffff,3.0,0.0,0.0,0.0,0.0
8254affffffffff,93.0,0.0,2.0,0.0,0.0
8254b7fffffffff,4.0,0.0,0.0,0.0,0.0
8254f7fffffffff,38.0,0.0,1.0,0.0,0.0
825537fffffffff,10.0,0.0,2.0,0.0,0.0
82574ffffffffff,3.0,0.0,0.0,0.0,0.0
82585ffffffffff,2.0,0.0,0.0,0.0,0.0
8259a7fffffffff,1.0,0.0,0.0,0.0,0.0
826007fffffffff,620.0,0.0,0.0,0.0,0.0
826017fffffffff,476.0,0.0,0.0,0.0,0.0
826027fffffffff,1064.0,0.0,0.0,0.0,0.0
826037fffffffff,412.0,0.0,0.0,0.0,0.0
826087fffffffff,51.0,0.0,0.0,0.0,0.0
82608ffffffffff,1549.0,0.0,0.0,0.0,0.0
826097fffffffff,118.0,0.0,0.0,0.0,0.0
82609ffffffffff,106.0,0.0,0.0,0.0,0.0
8260a7fffffffff,75.0,0.0,0.0,0.0,0.0
8260affffffffff,361.0,0.0,0.0,0.0,0.0
8260b7fffffffff,608.0,0.0,0.0,0.0,0.0
826107fffffffff,451.0,0.0,35.0,0.0,0.0
826117fffffffff,13.0,0.0,0.0,0.0,0.0
82611ffffffffff,294.0,0.0,1.0,0.0,0.0
82618ffffffffff,1251.0,0.0,0.0,0.0,0.0
82619ffffffffff,28.0,0.0,0.0,0.0,0.0
8261affffffffff,178.0,0.0,4.0,0.0,0.0
826327fffffffff,21.0,0.0,7.0,0.0,0.0
826337fffffffff,155.0,0.0,41.0,0.0,0.0
82640ffffffffff,53.0,0.0,0.0,0.0,0.0
826417fffffffff,4.0,0.0,0.0,0.0,0.0
826427fffffffff,2.0,0.0,0.0,0.0,0.0
826437fffffffff,6.0,0.0,0.0,3.0,0.0
826487fffffffff,12.0,0.0,0.0,0.0,0.0
82648ffffffffff,4.0,0.0,0.0,0.0,0.0
826497fffffffff,2.0,0.0,0.0,0.0,0.0
8264a7fffffffff,68.0,0.0,0.0,8.0,0.0
8264b7fffffffff,9.0,0.0,0.0,0.0,0.0
8264e7fffffffff,35.0,0.0,0.0,0.0,0.0
826507fffffffff,35.0,0.0,0.0,3.0,0.0
82650ffffffffff,2.0,0.0,0.0,0.0,0.0
82651ffffffffff,53.0,0.0,0.0,0.0,0.0
826527fffffffff,53.0,0.0,0.0,3.0,0.0
826587fffffffff,76.0,0.0,0.0,0.0,0.0
82658ffffffffff,2715.0,0.0,0.0,378.0,4.0
82659ffffffffff,51.0,0.0,0.0,0.0,0.0
8265b7fffffffff,4.0,0.0,0.0,2.0,0.0
826817fffffffff,20.0,0.0,0.0,2.0,0.0
82681ffffffffff,1.0,0.0,0.0,0.0,0.0
82682ffffffffff,4.0,0.0,0.0,0.0,0.0
82685ffffffffff,35.0,0.0,0.0,0.0,0.0
826877fffffffff,8.0,0.0,0.0,0.0,0.0
8268a7fffffffff,12.0,0.0,0.0,10.0,0.0
8268c7fffffffff,6.0,0.0,0.0,0.0,0.0
826947fffffffff,160.0,0.0,0.0,0.0,5.0
82694ffffffffff,4.0,0.0,0.0,0.0,0.0
826a4ffffffffff,1.0,0.0,0.0,0.0,0.0
826ac7fffffffff,55.0,0.0,0.0,0.0,0.0
826acffffffffff,22.0,0.0,0.0,0.0,0.0
826aeffffffffff,6.0,0.0,0.0,0.0,0.0
826b6ffffffffff,2.0,0.0,0.0,0.0,0.0
82731ffffffffff,12.0,0.0,0.0,0.0,0.0
82752ffffffffff,1.0,0.0,0.0,0.0,0.0
827577fffffffff,32.0,0.0,0.0,0.0,0.0
827a4ffffffffff,4.0,0.0,0.0,0.0,0.0
827a67fffffffff,31.0,0.0,0.0,0.0,0.0
827a6ffffffffff,161.0,0.0,21.0,0.0,0.0
827acffffffffff,213.0,0.0,22.0,0.0,0.0
827adffffffffff,2.0,0.0,0.0,0.0,0.0
827b6ffffffffff,2.0,0.0,0.0,0.0,0.0
8282f7fffffffff,2.0,0.0,0.0,0.0,0.0
828c17fffffffff,4.0,0.0,0.0,0.0,0.0
828c8ffffffffff,3.0,0.0,0.0,0.0,0.0
828c97fffffffff,10.0,0.0,0.0,0.0,0.0
828d8ffffffffff,5.0,0.0,0.0,2.0,0.0
828db7fffffffff,1.0,0.0,0.0,1.0,0.0
829407fffffffff,1.0,0.0,0.0,0.0,0.0
829417fffffffff,21.0,0.0,0.0,0.0,0.0
82942ffffffffff,14.0,0.0,0.0,0.0,0.0
829457fffffffff,316.0,0.0,0.0,0.0,0.0
82945ffffffffff,9.0,0.0,0.0,0.0,0.0
829467fffffffff,4.0,0.0,0.0,0.0,0.0
829487fffffffff,688.0,0.0,0.0,151.0,0.0
829497fffffffff,34.0,0.0,0.0,14.0,0.0
8294affffffffff,25.0,0.0,0.0,0.0,0.0
8294e7fffffffff,2.0,0.0,0.0,0.0,0.0
8294effffffffff,34.0,0.0,0.0,0.0,0.0
8295a7fffffffff,45.0,0.0,0.0,8.0,0.0
829697fffffffff,34.0,0.0,0.0,0.0,0.0
829c07fffffffff,3.0,0.0,0.0,0.0,0.0
829c27fffffffff,518.0,0.0,0.0,50.0,0.0
829c2ffffffffff,4.0,0.0,0.0,0.0,0.0
829c47fffffffff,6.0,0.0,0.0,0.0,0.0
829c4ffffffffff,3.0,0.0,0.0,0.0,0.0
829c5ffffffffff,18.0,0.0,0.0,0.0,0.0
829c67fffffffff,2.0,0.0,0.0,0.0,0.0
829c77fffffffff,23.0,0.0,0.0,0.0,0.0
829c97fffffffff,3.0,0.0,0.0,0.0,0.0
829cc7fffffffff,3.0,0.0,0.0,0.0,0.0
829ce7fffffffff,10.0,0.0,0.0,0.0,0.0
829d07fffffffff,1.0,0.0,0.0,0.0,0.0
829d0ffffffffff,8.0,0.0,0.0,0.0,0.0
829d27fffffffff,78.0,0.0,0.0,0.0,0.0
829d4ffffffffff,1.0,0.0,0.0,0.0,0.0
829d6ffffffffff,2.0,0.0,0.0,0.0,0.0
82a617fffffffff,6.0,0.0,0.0,0.0,0.0
82a627fffffffff,3.0,0.0,0.0,0.0,0.0
82a727fffffffff,30.0,0.0,0.0,0.0,0.0
82a79ffffffffff,11.0,0.0,0.0,0.0,0.0
82b887fffffffff,46.0,0.0,0.0,0.0,0.0
82b89ffffffffff,10.0,0.0,0.0,0.0,0.0
82b917fffffffff,14.0,0.0,0.0,0.0,0.0
82bb57fffffffff,42.0,0.0,0.0,0.0,0.0
82bb77fffffffff,3.0,0.0,0.0,0.0,0.0
82be0ffffffffff,87.0,0.0,0.0,0.0,0.0
82be1ffffffffff,284.0,0.0,0.0,7.0,0.0
82be47fffffffff,14.0,0.0,0.0,0.0,0.0
82be4ffffffffff,6.0,0.0,0.0,0.0,0.0
82be67fffffffff,580.0,0.0,0.0,21.0,0.0
82be6ffffffffff,2.0,0.0,0.0,0.0,0.0
82be77fffffffff,12.0,0.0,0.0,0.0,0.0
82be8ffffffffff,458.0,0.0,0.0,3.0,0.0
82beaffffffffff,13.0,0.0,0.0,0.0,0.0
82bef7fffffffff,34.0,0.0,0.0,0.0,0.0
82c987fffffffff,8.0,0.0,0.0,0.0,0.0
82c997fffffffff,121.0,0.0,0.0,0.0,0.0
82c9b7fffffffff,2.0,0.0,0.0,0.0,0.0
82da97fffffffff,2.0,0.0,0.0,0.0,0.0
