cell_id,Spilornis cheela,Spilornis cheela [cheela Group],Spilornis cheela davisoni,Spilornis cheela minimus,Spilornis cheela perplexus,Spilornis cheela natunensis,Spilornis cheela abbotti,Spilornis cheela asturinus,Spilornis cheela sipora,Spilornis cheela baweanus
824067fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824157fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824167fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b87fffffffff,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,508.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,105.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,125.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8261affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82640ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826417fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82642ffffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826437fffffffff,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264e7fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826507fffffffff,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82650ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826587fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8265b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82681ffffffffff,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828c97fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
