cell_id,Phapitreron amethystinus,Phapitreron amethystinus amethystinus/imeldae,Phapitreron amethystinus maculipectus,Phapitreron amethystinus frontalis
826847fffffffff,8.0,0.0,8.0,0.0
826877fffffffff,11.0,0.0,11.0,0.0
82694ffffffffff,2.0,0.0,0.0,0.0
