cell_id,Pachyglossa agilis,Pachyglossa agilis agilis/zeylonica,Pachyglossa agilis [obsoleta Group],Pachyglossa agilis [aeruginosa Group]
823c07fffffffff,1.0,0.0,0.0,0.0
823c1ffffffffff,4.0,0.0,0.0,0.0
823c37fffffffff,2.0,0.0,0.0,0.0
823c87fffffffff,5.0,0.0,0.0,0.0
823c8ffffffffff,32.0,3.0,0.0,0.0
823c97fffffffff,2.0,0.0,0.0,0.0
823caffffffffff,50.0,0.0,0.0,0.0
823cb7fffffffff,3.0,0.0,0.0,0.0
823cf7fffffffff,5.0,0.0,0.0,0.0
823d17fffffffff,15.0,0.0,0.0,0.0
823d87fffffffff,3.0,0.0,0.0,0.0
823da7fffffffff,6.0,0.0,0.0,0.0
823daffffffffff,4.0,0.0,0.0,0.0
823db7fffffffff,37.0,0.0,0.0,0.0
82416ffffffffff,3.0,0.0,0.0,0.0
8242c7fffffffff,3.0,0.0,0.0,0.0
8242cffffffffff,10.0,0.0,0.0,0.0
8242dffffffffff,14.0,2.0,0.0,0.0
8242effffffffff,8.0,0.0,0.0,0.0
826007fffffffff,76.0,0.0,0.0,0.0
826017fffffffff,279.0,12.0,0.0,0.0
82601ffffffffff,9.0,2.0,0.0,0.0
826027fffffffff,6.0,0.0,0.0,0.0
826037fffffffff,664.0,4.0,0.0,0.0
826087fffffffff,2.0,0.0,0.0,0.0
82608ffffffffff,8.0,1.0,0.0,0.0
82609ffffffffff,2.0,2.0,0.0,0.0
8260a7fffffffff,38.0,0.0,0.0,0.0
8260affffffffff,86.0,4.0,0.0,0.0
82618ffffffffff,11.0,0.0,0.0,0.0
826437fffffffff,21.0,0.0,7.0,0.0
8264a7fffffffff,2.0,0.0,2.0,0.0
826507fffffffff,10.0,0.0,0.0,0.0
82650ffffffffff,1.0,0.0,0.0,0.0
82651ffffffffff,26.0,0.0,3.0,0.0
826527fffffffff,15.0,0.0,0.0,0.0
8265b7fffffffff,2.0,0.0,0.0,0.0
826807fffffffff,3.0,0.0,0.0,0.0
82681ffffffffff,3.0,0.0,0.0,0.0
82684ffffffffff,1.0,0.0,0.0,1.0
82694ffffffffff,4.0,0.0,0.0,4.0
828db7fffffffff,1.0,0.0,0.0,0.0
829557fffffffff,2.0,0.0,0.0,0.0
