cell_id,Tyto tenebricosa,Tyto tenebricosa tenebricosa/arfaki,Tyto tenebricosa multipunctata
829c27fffffffff,4.0,0.0,3.0
829c87fffffffff,1.0,1.0,0.0
829c8ffffffffff,5.0,1.0,0.0
82be0ffffffffff,8.0,2.0,0.0
82be1ffffffffff,4.0,0.0,0.0
82be2ffffffffff,6.0,1.0,0.0
82be67fffffffff,37.0,13.0,0.0
82be77fffffffff,2.0,0.0,0.0
82be8ffffffffff,1.0,1.0,0.0
82beaffffffffff,1.0,0.0,0.0
82bef7fffffffff,9.0,6.0,0.0
