cell_id,Amazona leucocephala,Amazona leucocephala leucocephala,Amazona leucocephala bahamensis,Amazona leucocephala caymanensis/hesterna
824487fffffffff,10.0,0.0,8.0,0.0
8244b7fffffffff,6.0,0.0,2.0,0.0
824587fffffffff,2.0,0.0,0.0,2.0
82458ffffffffff,3.0,0.0,0.0,0.0
8245a7fffffffff,9.0,0.0,0.0,8.0
