cell_id,Treron formosae,Treron formosae permagnus/medioximus,Treron formosae formosae/filipinus
824b57fffffffff,23.0,23.0,0.0
824b87fffffffff,17.0,0.0,2.0
824ba7fffffffff,8.0,0.0,0.0
824baffffffffff,1.0,1.0,0.0
824bb7fffffffff,10.0,0.0,1.0
