cell_id,Turdus chiguanco,Turdus chiguanco chiguanco/conradi,Turdus chiguanco anthracinus
8466d31ffffffff,4.0,0.0,0.0
848b20bffffffff,2.0,0.0,2.0
848b211ffffffff,1.0,0.0,0.0
848b21dffffffff,8.0,0.0,8.0
848b251ffffffff,2.0,0.0,2.0
848b259ffffffff,27.0,0.0,27.0
848b25dffffffff,2.0,0.0,2.0
848b2c9ffffffff,1.0,0.0,0.0
848b611ffffffff,2.0,2.0,0.0
848b617ffffffff,4.0,4.0,0.0
848b61dffffffff,21.0,11.0,0.0
848e607ffffffff,6.0,0.0,0.0
848e61dffffffff,2.0,2.0,0.0
848e621ffffffff,2.0,0.0,0.0
848e629ffffffff,2.0,2.0,0.0
848e651ffffffff,2.0,2.0,0.0
848e655ffffffff,2.0,2.0,0.0
848e657ffffffff,2.0,2.0,0.0
848e663ffffffff,16.0,16.0,0.0
848e665ffffffff,1.0,1.0,0.0
848e66bffffffff,2.0,2.0,0.0
848f50dffffffff,2.0,0.0,0.0
848f547ffffffff,7.0,0.0,0.0
84b2435ffffffff,2.0,0.0,2.0
84b25c1ffffffff,3.0,0.0,2.0
84b25cbffffffff,5.0,0.0,1.0
84b25d1ffffffff,6.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0
84b2743ffffffff,5.0,0.0,0.0
84b2749ffffffff,2.0,0.0,0.0
84b275dffffffff,2.0,0.0,0.0
84b2c17ffffffff,1.0,0.0,0.0
84b2ddbffffffff,9.0,0.0,2.0
84b2e0dffffffff,5.0,0.0,0.0
84b2e33ffffffff,4.0,0.0,0.0
84b2e41ffffffff,2.0,0.0,0.0
84b2e49ffffffff,7.0,0.0,0.0
84b2e4dffffffff,2.0,0.0,0.0
84b2e91ffffffff,1.0,0.0,0.0
84b2ee9ffffffff,2.0,0.0,0.0
84b300bffffffff,5.0,5.0,0.0
84b3047ffffffff,4.0,0.0,4.0
84b3055ffffffff,8.0,8.0,0.0
84b305dffffffff,104.0,93.0,4.0
84b30b3ffffffff,7.0,0.0,5.0
84b30bbffffffff,4.0,0.0,4.0
84b3201ffffffff,2.0,0.0,0.0
84b334bffffffff,2.0,0.0,0.0
84b342dffffffff,13.0,0.0,0.0
84b3519ffffffff,2.0,2.0,0.0
84b35e1ffffffff,4.0,0.0,4.0
84c21b3ffffffff,2.0,0.0,0.0
84c3203ffffffff,3.0,0.0,3.0
84c32adffffffff,2.0,0.0,2.0
84c32e1ffffffff,10.0,0.0,6.0
84c3539ffffffff,2.0,0.0,0.0
84c3663ffffffff,1.0,0.0,0.0
84ce855ffffffff,2.0,0.0,0.0
84ce9d7ffffffff,2.0,0.0,0.0
84cf943ffffffff,2.0,0.0,0.0
