cell_id,Monticola brevipes,Monticola brevipes brevipes,Monticola brevipes pretoriae
82aca7fffffffff,1.0,0.0,0.0
82adb7fffffffff,1.0,1.0,0.0
82bc47fffffffff,1.0,0.0,0.0
82bcc7fffffffff,4.0,0.0,2.0
82bcdffffffffff,7.0,0.0,5.0
82bceffffffffff,7.0,5.0,0.0
