cell_id,Anous minutus,Anous minutus americanus,Anous minutus melanogenys,Anous minutus [minutus Group]
833c89fffffffff,1.0,0.0,0.0,0.0
834414fffffffff,385.0,0.0,0.0,0.0
83446cfffffffff,4.0,0.0,0.0,0.0
834501fffffffff,2.0,0.0,0.0,0.0
834519fffffffff,5.0,0.0,0.0,0.0
834643fffffffff,2.0,0.0,0.0,0.0
83464efffffffff,51.0,0.0,22.0,0.0
834890fffffffff,7.0,1.0,0.0,0.0
834a48fffffffff,1.0,0.0,0.0,0.0
834b84fffffffff,8.0,0.0,0.0,0.0
834b86fffffffff,3.0,0.0,0.0,0.0
834ba1fffffffff,5.0,0.0,0.0,0.0
834bb1fffffffff,66.0,0.0,0.0,0.0
834bb5fffffffff,2.0,0.0,0.0,0.0
835d10fffffffff,49.0,0.0,25.0,0.0
835d11fffffffff,11.0,0.0,7.0,0.0
835d12fffffffff,29.0,0.0,29.0,0.0
835d13fffffffff,51.0,0.0,14.0,0.0
835d14fffffffff,23.0,0.0,6.0,0.0
835e41fffffffff,1.0,0.0,0.0,0.0
835e75fffffffff,2.0,0.0,0.0,0.0
836620fffffffff,1.0,0.0,0.0,0.0
836684fffffffff,3.0,0.0,0.0,0.0
83668efffffffff,1.0,0.0,0.0,0.0
8366a3fffffffff,5.0,0.0,0.0,0.0
8366a6fffffffff,5.0,0.0,0.0,0.0
8366aefffffffff,2.0,0.0,0.0,0.0
8366b6fffffffff,1.0,0.0,0.0,0.0
836743fffffffff,1.0,0.0,0.0,0.0
836744fffffffff,2.0,0.0,0.0,0.0
836746fffffffff,1.0,0.0,0.0,0.0
836773fffffffff,11.0,0.0,0.0,0.0
83679bfffffffff,4.0,0.0,0.0,0.0
8367b0fffffffff,1.0,0.0,0.0,0.0
83682bfffffffff,14.0,0.0,0.0,0.0
836858fffffffff,2.0,0.0,0.0,0.0
836876fffffffff,2.0,0.0,0.0,0.0
836c61fffffffff,20.0,0.0,0.0,0.0
836c65fffffffff,2.0,0.0,0.0,0.0
8372aefffffffff,1.0,0.0,0.0,0.0
8372c9fffffffff,2.0,0.0,0.0,0.0
83738efffffffff,6.0,0.0,0.0,0.0
8373a8fffffffff,5.0,0.0,0.0,0.0
837683fffffffff,2.0,0.0,0.0,0.0
83768afffffffff,2.0,0.0,0.0,0.0
837699fffffffff,3.0,0.0,0.0,0.0
837795fffffffff,2.0,0.0,0.0,0.0
83779afffffffff,1.0,0.0,0.0,0.0
837899fffffffff,2.0,0.0,0.0,0.0
837d80fffffffff,1.0,0.0,0.0,0.0
8382c0fffffffff,1.0,0.0,0.0,0.0
8382c4fffffffff,1.0,0.0,0.0,0.0
8382e3fffffffff,2.0,0.0,0.0,0.0
838f2afffffffff,4.0,0.0,0.0,0.0
839413fffffffff,4.0,0.0,0.0,0.0
839450fffffffff,5.0,0.0,0.0,0.0
8394acfffffffff,3.0,0.0,0.0,0.0
8399a4fffffffff,6.0,0.0,0.0,0.0
839a14fffffffff,1.0,0.0,0.0,0.0
839a15fffffffff,4.0,0.0,0.0,0.0
839a16fffffffff,9.0,0.0,0.0,0.0
839b0afffffffff,2.0,0.0,0.0,0.0
839b19fffffffff,1.0,0.0,0.0,0.0
839c5efffffffff,2.0,0.0,0.0,0.0
839c90fffffffff,5.0,0.0,0.0,0.0
839cb5fffffffff,1.0,0.0,0.0,0.0
839d0bfffffffff,2.0,0.0,0.0,0.0
839d20fffffffff,5.0,0.0,0.0,0.0
839d24fffffffff,6.0,0.0,0.0,0.0
839d9bfffffffff,2.0,0.0,0.0,0.0
839edefffffffff,2.0,0.0,0.0,0.0
83a049fffffffff,1.0,0.0,0.0,0.0
83a0dcfffffffff,3.0,0.0,0.0,1.0
83a116fffffffff,1.0,0.0,0.0,0.0
83b4cefffffffff,2.0,0.0,0.0,0.0
83bb53fffffffff,3.0,0.0,0.0,0.0
83bb58fffffffff,2.0,0.0,0.0,0.0
83bb59fffffffff,5.0,0.0,0.0,0.0
83be0cfffffffff,1.0,0.0,0.0,0.0
83be0efffffffff,4.0,0.0,0.0,0.0
83be61fffffffff,2.0,0.0,0.0,0.0
83be63fffffffff,2.0,0.0,0.0,0.0
83be88fffffffff,2.0,0.0,0.0,0.0
83be8dfffffffff,1.0,0.0,0.0,0.0
83beabfffffffff,1.0,0.0,0.0,0.0
83bf8bfffffffff,1.0,0.0,0.0,0.0
