cell_id,Calidris alpina,Calidris alpina pacifica/arcticola,Calidris alpina hudsonia,Calidris alpina arctica,Calidris alpina schinzii,Calidris alpina alpina/centralis,Calidris alpina [sakhalina Group]
8401265ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840126bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840130bffffffff,181.0,0.0,0.0,0.0,0.0,0.0,0.0
8401319ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840131dffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8401351ffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0
8401353ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
8401355ffffffff,122.0,0.0,0.0,0.0,0.0,0.0,0.0
8401357ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840135bffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
840153bffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
84015abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84015e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8401b31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402c99ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8402ca7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8402cabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402cd3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8402ce7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84041abffffffff,172.0,0.0,0.0,0.0,0.0,0.0,0.0
8404ccbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8404cddffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8404eb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84058c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84058cbffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8407043ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407411ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8407417ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8407419ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840741dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8407421ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8407425ffffffff,51.0,0.0,0.0,0.0,1.0,0.0,0.0
8407427ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
840742bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
840742dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8407431ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8407433ffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0
8407437ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
840743bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840743dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407445ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840744bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8407451ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8407455ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840745dffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8407461ffffffff,89.0,0.0,0.0,0.0,4.0,0.0,0.0
8407465ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
8407467ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
840746bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840746dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84074e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84074edffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8407513ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8407517ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8407519ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840751bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
840753bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8407551ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8407553ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407559ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840755bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840755dffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
8407581ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8407589ffffffff,78.0,0.0,0.0,0.0,3.0,0.0,0.0
