cell_id,Coua cristata,Coua cristata cristata/dumonti,Coua cristata pyropyga/maxima
82a227fffffffff,14.0,3.0,0.0
82a237fffffffff,1.0,0.0,0.0
82a2a7fffffffff,300.0,4.0,31.0
82a2affffffffff,15.0,0.0,0.0
82a30ffffffffff,22.0,2.0,0.0
82a31ffffffffff,314.0,38.0,0.0
82a357fffffffff,17.0,0.0,0.0
82a377fffffffff,17.0,1.0,0.0
82a38ffffffffff,58.0,2.0,0.0
82a39ffffffffff,339.0,2.0,41.0
82a3affffffffff,16.0,0.0,0.0
