cell_id,Molothrus aeneus,Molothrus aeneus [aeneus Group],Molothrus aeneus armenti
844990dffffffff,29.0,9.0,0.0
8449911ffffffff,24.0,0.0,0.0
8449913ffffffff,8.0,0.0,0.0
8449917ffffffff,2.0,0.0,0.0
8449919ffffffff,17.0,0.0,0.0
844991dffffffff,28.0,0.0,0.0
8449929ffffffff,21.0,3.0,0.0
844992bffffffff,25.0,7.0,0.0
844993bffffffff,2.0,0.0,0.0
844993dffffffff,17.0,0.0,0.0
8449941ffffffff,17.0,0.0,0.0
8449943ffffffff,57.0,0.0,0.0
8449945ffffffff,3.0,2.0,0.0
8449947ffffffff,7.0,0.0,0.0
8449949ffffffff,3.0,0.0,0.0
844994bffffffff,346.0,6.0,0.0
844994dffffffff,17.0,6.0,0.0
8449951ffffffff,235.0,32.0,0.0
8449953ffffffff,179.0,6.0,0.0
8449955ffffffff,6.0,0.0,0.0
8449957ffffffff,142.0,2.0,0.0
8449959ffffffff,2191.0,192.0,0.0
844995bffffffff,945.0,74.0,0.0
844995dffffffff,39.0,2.0,0.0
8449961ffffffff,582.0,102.0,0.0
8449963ffffffff,437.0,102.0,0.0
8449965ffffffff,2745.0,72.0,0.0
8449967ffffffff,174.0,4.0,0.0
8449969ffffffff,257.0,4.0,0.0
844996bffffffff,46.0,8.0,0.0
844996dffffffff,82.0,0.0,0.0
8449981ffffffff,31.0,2.0,0.0
8449983ffffffff,2.0,0.0,0.0
8449985ffffffff,2.0,0.0,0.0
8449987ffffffff,275.0,7.0,0.0
844998dffffffff,5.0,0.0,0.0
8449993ffffffff,4.0,2.0,0.0
84499a3ffffffff,4.0,0.0,0.0
84499abffffffff,17.0,0.0,0.0
84499b1ffffffff,54.0,2.0,0.0
84499b3ffffffff,1.0,0.0,0.0
84499b5ffffffff,6.0,0.0,0.0
84499b7ffffffff,2.0,0.0,0.0
84499bdffffffff,3.0,0.0,0.0
84499c1ffffffff,9.0,0.0,0.0
84499c5ffffffff,28.0,1.0,0.0
84499c7ffffffff,13.0,0.0,0.0
84499cbffffffff,5.0,0.0,0.0
84499cdffffffff,22.0,0.0,0.0
84499d1ffffffff,9.0,0.0,0.0
84499dbffffffff,2.0,0.0,0.0
84499e3ffffffff,4.0,0.0,0.0
84499e9ffffffff,6.0,0.0,0.0
84499ebffffffff,17.0,0.0,0.0
84499edffffffff,2.0,0.0,0.0
8449a21ffffffff,6.0,0.0,0.0
8449a23ffffffff,6.0,0.0,0.0
8449a2bffffffff,21.0,0.0,0.0
8449a31ffffffff,5.0,0.0,0.0
8449a35ffffffff,2.0,0.0,0.0
8449a39ffffffff,2.0,0.0,0.0
8449a3dffffffff,10.0,0.0,0.0
8449a81ffffffff,26.0,0.0,0.0
8449a83ffffffff,28.0,0.0,0.0
8449a85ffffffff,116.0,2.0,0.0
8449a87ffffffff,18.0,0.0,0.0
8449a89ffffffff,33.0,2.0,0.0
8449a8bffffffff,18.0,0.0,0.0
8449a8dffffffff,316.0,6.0,0.0
8449a91ffffffff,205.0,16.0,0.0
8449a93ffffffff,126.0,6.0,0.0
8449a95ffffffff,5.0,0.0,0.0
8449a97ffffffff,255.0,3.0,0.0
8449a99ffffffff,10.0,0.0,0.0
8449a9bffffffff,16.0,0.0,0.0
8449aa1ffffffff,85.0,2.0,0.0
8449aa3ffffffff,492.0,15.0,0.0
8449aa5ffffffff,10.0,0.0,0.0
8449aa7ffffffff,14.0,0.0,0.0
8449aa9ffffffff,21.0,0.0,0.0
8449aabffffffff,91.0,1.0,0.0
8449aadffffffff,2.0,0.0,0.0
8449ab1ffffffff,126.0,4.0,0.0
8449ab3ffffffff,9.0,0.0,0.0
8449ab5ffffffff,157.0,0.0,0.0
8449ab7ffffffff,2.0,0.0,0.0
8449ab9ffffffff,7.0,0.0,0.0
8449abbffffffff,9.0,0.0,0.0
8449abdffffffff,49.0,4.0,0.0
8449ac7ffffffff,11.0,3.0,0.0
8449ad5ffffffff,31.0,6.0,0.0
8449ad7ffffffff,10.0,4.0,0.0
8449ae3ffffffff,35.0,0.0,0.0
8449ae7ffffffff,2.0,0.0,0.0
8449aebffffffff,5.0,0.0,0.0
8449b03ffffffff,31.0,1.0,0.0
8449b0bffffffff,6.0,0.0,0.0
8449b15ffffffff,20.0,0.0,0.0
8449b19ffffffff,7.0,2.0,0.0
8449b1dffffffff,6.0,0.0,0.0
8449b21ffffffff,12.0,0.0,0.0
8449b23ffffffff,4.0,0.0,0.0
8449b25ffffffff,5.0,0.0,0.0
8449b2bffffffff,14.0,0.0,0.0
8449b2dffffffff,140.0,0.0,0.0
8449b31ffffffff,115.0,0.0,0.0
8449b33ffffffff,507.0,4.0,0.0
8449b35ffffffff,46.0,2.0,0.0
8449b37ffffffff,163.0,12.0,0.0
8449b39ffffffff,4.0,0.0,0.0
8449b3bffffffff,55.0,0.0,0.0
8449b47ffffffff,10.0,0.0,0.0
8449b51ffffffff,7.0,0.0,0.0
8449b53ffffffff,9.0,0.0,0.0
8449b55ffffffff,23.0,0.0,0.0
8449b57ffffffff,46.0,3.0,0.0
8449b65ffffffff,2.0,0.0,0.0
8449b67ffffffff,1.0,1.0,0.0
8449b6dffffffff,4.0,0.0,0.0
8466069ffffffff,4.0,0.0,0.0
846606bffffffff,3.0,0.0,0.0
8466167ffffffff,1.0,0.0,0.0
8466201ffffffff,2.0,0.0,2.0
8466205ffffffff,10.0,0.0,2.0
8466221ffffffff,254.0,0.0,103.0
8466223ffffffff,3.0,0.0,0.0
8466225ffffffff,25.0,0.0,2.0
8466227ffffffff,8.0,0.0,4.0
846622bffffffff,15.0,0.0,1.0
8466311ffffffff,1.0,0.0,0.0
8466313ffffffff,2.0,0.0,0.0
8466317ffffffff,2.0,0.0,0.0
8466a01ffffffff,8.0,0.0,0.0
8466a03ffffffff,2.0,0.0,0.0
8466a05ffffffff,5.0,1.0,0.0
8466a0bffffffff,8.0,0.0,0.0
8466a17ffffffff,2.0,0.0,0.0
8466a1dffffffff,34.0,0.0,0.0
8466a21ffffffff,2.0,0.0,0.0
8466a25ffffffff,1.0,0.0,0.0
8466a2dffffffff,6.0,0.0,0.0
8466a31ffffffff,5.0,0.0,0.0
8466a33ffffffff,42.0,0.0,0.0
8466a37ffffffff,4.0,0.0,0.0
8466a39ffffffff,6.0,0.0,0.0
8466a3bffffffff,27.0,0.0,0.0
8466a3dffffffff,6.0,0.0,0.0
8466a51ffffffff,115.0,8.0,0.0
8466a55ffffffff,9.0,2.0,0.0
8466a57ffffffff,14.0,0.0,0.0
8466a59ffffffff,5.0,0.0,0.0
8466a5bffffffff,13.0,2.0,0.0
8466a5dffffffff,6.0,0.0,0.0
8466a65ffffffff,16.0,1.0,0.0
8466aedffffffff,2.0,0.0,0.0
8466b01ffffffff,26.0,0.0,0.0
8466b09ffffffff,418.0,0.0,0.0
8466b0bffffffff,342.0,0.0,0.0
8466b19ffffffff,108.0,6.0,0.0
8466b1dffffffff,4.0,4.0,0.0
8466b41ffffffff,385.0,0.0,0.0
8466b43ffffffff,109.0,0.0,0.0
8466b45ffffffff,425.0,0.0,0.0
8466b47ffffffff,132.0,0.0,0.0
8466b49ffffffff,272.0,0.0,0.0
8466b4bffffffff,5.0,0.0,0.0
8466b4dffffffff,1139.0,0.0,0.0
8466b51ffffffff,525.0,24.0,0.0
8466b53ffffffff,236.0,17.0,0.0
8466b55ffffffff,887.0,0.0,0.0
8466b57ffffffff,614.0,2.0,0.0
8466b59ffffffff,59.0,0.0,0.0
8466b5bffffffff,196.0,20.0,0.0
8466b5dffffffff,58.0,0.0,0.0
8466b69ffffffff,44.0,0.0,0.0
8467921ffffffff,2.0,0.0,0.0
8467925ffffffff,3.0,0.0,0.0
846792dffffffff,3.0,0.0,0.0
8467969ffffffff,3.0,0.0,0.0
846796bffffffff,5.0,0.0,0.0
84679a1ffffffff,52.0,0.0,0.0
84679a3ffffffff,28.0,0.0,0.0
84679a5ffffffff,832.0,0.0,0.0
84679a7ffffffff,144.0,0.0,0.0
84679adffffffff,17.0,0.0,0.0
84679b3ffffffff,11.0,0.0,0.0
84679b5ffffffff,92.0,0.0,0.0
84679b7ffffffff,105.0,0.0,0.0
846d041ffffffff,15.0,4.0,0.0
846d043ffffffff,85.0,11.0,0.0
846d045ffffffff,8.0,0.0,0.0
846d049ffffffff,10.0,3.0,0.0
846d04bffffffff,53.0,1.0,0.0
846d04dffffffff,5.0,3.0,0.0
846d051ffffffff,31.0,2.0,0.0
846d053ffffffff,95.0,51.0,0.0
846d059ffffffff,33.0,0.0,0.0
846d05bffffffff,199.0,80.0,0.0
846d05dffffffff,35.0,12.0,0.0
846d069ffffffff,37.0,6.0,0.0
846d06dffffffff,14.0,0.0,0.0
846d141ffffffff,18.0,0.0,0.0
846d143ffffffff,13.0,0.0,0.0
846d145ffffffff,4.0,0.0,0.0
846d14bffffffff,2.0,0.0,0.0
846d159ffffffff,115.0,14.0,0.0
846d15dffffffff,40.0,6.0,0.0
846d207ffffffff,16.0,0.0,0.0
846d209ffffffff,4.0,0.0,0.0
846d20dffffffff,3.0,0.0,0.0
846d211ffffffff,2.0,0.0,0.0
846d217ffffffff,9.0,2.0,0.0
846d219ffffffff,3.0,1.0,0.0
846d21bffffffff,81.0,22.0,0.0
846d21dffffffff,8.0,0.0,0.0
846d223ffffffff,9.0,2.0,0.0
846d22bffffffff,3.0,0.0,0.0
846d231ffffffff,260.0,20.0,0.0
846d233ffffffff,24.0,8.0,0.0
846d235ffffffff,8.0,0.0,0.0
846d237ffffffff,4.0,0.0,0.0
846d239ffffffff,74.0,14.0,0.0
846d23bffffffff,273.0,39.0,0.0
846d23dffffffff,199.0,24.0,0.0
846d247ffffffff,4.0,0.0,0.0
846d24bffffffff,1.0,0.0,0.0
846d251ffffffff,62.0,15.0,0.0
846d253ffffffff,24.0,0.0,0.0
846d255ffffffff,11.0,0.0,0.0
846d257ffffffff,12.0,0.0,0.0
846d25bffffffff,7.0,0.0,0.0
846d25dffffffff,3.0,0.0,0.0
846d281ffffffff,46.0,13.0,0.0
846d283ffffffff,1007.0,56.0,0.0
846d285ffffffff,9.0,2.0,0.0
846d287ffffffff,110.0,5.0,0.0
846d289ffffffff,11.0,3.0,0.0
846d28bffffffff,16.0,2.0,0.0
846d28dffffffff,130.0,38.0,0.0
846d291ffffffff,467.0,44.0,0.0
846d293ffffffff,22.0,9.0,0.0
846d295ffffffff,762.0,39.0,0.0
846d297ffffffff,111.0,10.0,0.0
846d299ffffffff,46.0,11.0,0.0
846d29bffffffff,24.0,14.0,0.0
846d29dffffffff,5.0,0.0,0.0
846d2a1ffffffff,45.0,1.0,0.0
846d2a3ffffffff,67.0,0.0,0.0
846d2a9ffffffff,71.0,10.0,0.0
846d2abffffffff,38.0,3.0,0.0
846d2adffffffff,6.0,0.0,0.0
846d2b1ffffffff,4.0,0.0,0.0
846d2b3ffffffff,25.0,7.0,0.0
846d2b5ffffffff,3.0,0.0,0.0
846d2b9ffffffff,1042.0,43.0,0.0
846d2bbffffffff,21.0,2.0,0.0
846d2bdffffffff,9.0,0.0,0.0
846d2c1ffffffff,11.0,5.0,0.0
846d2c3ffffffff,5.0,0.0,0.0
846d2c5ffffffff,7.0,5.0,0.0
846d2c7ffffffff,14.0,0.0,0.0
846d2c9ffffffff,213.0,24.0,0.0
846d2cbffffffff,26.0,0.0,0.0
846d2cdffffffff,8.0,0.0,0.0
846d2d1ffffffff,227.0,41.0,0.0
846d2d3ffffffff,106.0,63.0,0.0
846d2d5ffffffff,3.0,0.0,0.0
846d2d7ffffffff,504.0,208.0,0.0
846d2d9ffffffff,3.0,3.0,0.0
846d2dbffffffff,4.0,2.0,0.0
846d2ddffffffff,4.0,0.0,0.0
846d2e3ffffffff,22.0,6.0,0.0
846d2e5ffffffff,170.0,68.0,0.0
846d2e9ffffffff,25.0,9.0,0.0
846d2ebffffffff,56.0,5.0,0.0
846d2edffffffff,4.0,0.0,0.0
846d303ffffffff,15.0,0.0,0.0
846d305ffffffff,88.0,7.0,0.0
846d307ffffffff,10.0,0.0,0.0
846d30dffffffff,114.0,2.0,0.0
846d311ffffffff,51.0,4.0,0.0
846d313ffffffff,356.0,31.0,0.0
846d315ffffffff,5.0,0.0,0.0
846d317ffffffff,53.0,0.0,0.0
846d319ffffffff,64.0,32.0,0.0
846d31bffffffff,34.0,0.0,0.0
846d323ffffffff,29.0,2.0,0.0
846d325ffffffff,1.0,0.0,0.0
846d32bffffffff,1050.0,116.0,0.0
846d32dffffffff,2.0,0.0,0.0
846d331ffffffff,7.0,0.0,0.0
846d333ffffffff,12.0,2.0,0.0
846d335ffffffff,16.0,6.0,0.0
846d337ffffffff,82.0,11.0,0.0
846d339ffffffff,10.0,0.0,0.0
846d33bffffffff,3.0,0.0,0.0
846d33dffffffff,81.0,10.0,0.0
846d341ffffffff,58.0,10.0,0.0
846d343ffffffff,2.0,0.0,0.0
846d347ffffffff,7.0,2.0,0.0
846d34bffffffff,39.0,10.0,0.0
846d34dffffffff,561.0,46.0,0.0
846d35bffffffff,22.0,0.0,0.0
846d35dffffffff,151.0,11.0,0.0
846d361ffffffff,7.0,0.0,0.0
846d363ffffffff,10.0,0.0,0.0
846d365ffffffff,8.0,2.0,0.0
846d367ffffffff,16.0,0.0,0.0
846d369ffffffff,10.0,3.0,0.0
846d36bffffffff,5.0,0.0,0.0
846d36dffffffff,41.0,9.0,0.0
846d601ffffffff,20.0,0.0,0.0
846d603ffffffff,7.0,0.0,0.0
846d605ffffffff,42.0,0.0,0.0
846d607ffffffff,19.0,0.0,0.0
846d609ffffffff,54.0,0.0,0.0
846d60dffffffff,91.0,0.0,0.0
846d611ffffffff,19.0,0.0,0.0
846d613ffffffff,203.0,0.0,0.0
846d615ffffffff,28.0,0.0,0.0
846d617ffffffff,245.0,0.0,0.0
846d619ffffffff,19.0,0.0,0.0
846d61bffffffff,9.0,0.0,0.0
846d61dffffffff,4.0,0.0,0.0
846d639ffffffff,85.0,0.0,0.0
846d63bffffffff,4.0,0.0,0.0
846d641ffffffff,1153.0,0.0,0.0
846d643ffffffff,29.0,0.0,0.0
846d645ffffffff,656.0,0.0,0.0
846d647ffffffff,1.0,0.0,0.0
846d649ffffffff,10.0,0.0,0.0
846d64bffffffff,19.0,0.0,0.0
846d64dffffffff,10.0,0.0,0.0
846d651ffffffff,234.0,0.0,0.0
846d653ffffffff,92.0,0.0,0.0
846d655ffffffff,166.0,0.0,0.0
846d657ffffffff,123.0,0.0,0.0
846d659ffffffff,3.0,0.0,0.0
846d65bffffffff,8.0,0.0,0.0
846d65dffffffff,10.0,0.0,0.0
846d661ffffffff,7.0,0.0,0.0
846d663ffffffff,32.0,0.0,0.0
846d665ffffffff,53.0,0.0,0.0
846d667ffffffff,51.0,0.0,0.0
846d669ffffffff,2.0,0.0,0.0
846d66bffffffff,46.0,0.0,0.0
846d66dffffffff,153.0,0.0,0.0
846d681ffffffff,153.0,0.0,0.0
846d683ffffffff,196.0,0.0,0.0
846d685ffffffff,7.0,0.0,0.0
846d687ffffffff,42.0,0.0,0.0
846d689ffffffff,36.0,0.0,0.0
846d68bffffffff,643.0,0.0,0.0
846d68dffffffff,5.0,0.0,0.0
846d691ffffffff,809.0,0.0,0.0
846d693ffffffff,406.0,0.0,0.0
846d695ffffffff,129.0,0.0,0.0
846d697ffffffff,641.0,0.0,0.0
846d699ffffffff,266.0,0.0,0.0
846d69bffffffff,804.0,0.0,0.0
846d69dffffffff,1472.0,0.0,0.0
846d6abffffffff,2.0,0.0,0.0
846d6b1ffffffff,2.0,0.0,0.0
846d6b9ffffffff,17.0,0.0,0.0
846d6bbffffffff,132.0,0.0,0.0
846d6c3ffffffff,9.0,0.0,0.0
846d6c7ffffffff,2.0,0.0,0.0
846d6c9ffffffff,2.0,0.0,0.0
846d6cdffffffff,4.0,0.0,0.0
846d6d1ffffffff,8.0,0.0,0.0
846d6d3ffffffff,89.0,0.0,0.0
846d6d5ffffffff,167.0,0.0,0.0
846d6d7ffffffff,19.0,0.0,0.0
846d6e9ffffffff,74.0,0.0,0.0
846d6ebffffffff,7.0,0.0,0.0
846d6edffffffff,15.0,0.0,0.0
846d741ffffffff,238.0,0.0,0.0
846d743ffffffff,31.0,0.0,0.0
846d745ffffffff,43.0,4.0,0.0
846d747ffffffff,26.0,0.0,0.0
846d749ffffffff,50.0,0.0,0.0
846d74bffffffff,326.0,0.0,0.0
846d74dffffffff,6.0,0.0,0.0
846d751ffffffff,17.0,0.0,0.0
846d759ffffffff,29.0,0.0,0.0
846d75bffffffff,47.0,0.0,0.0
846d75dffffffff,118.0,0.0,0.0
846d769ffffffff,60.0,6.0,0.0
846d76dffffffff,50.0,10.0,0.0
