cell_id,Vireo chivi,Vireo chivi [agilis Group],Vireo chivi chivi/diversus
84660ddffffffff,1.0,0.0,0.0
846615bffffffff,2.0,0.0,0.0
8466181ffffffff,2.0,0.0,0.0
8466183ffffffff,163.0,0.0,1.0
846618bffffffff,19.0,0.0,0.0
8466191ffffffff,2.0,0.0,0.0
8466193ffffffff,23.0,0.0,0.0
8466195ffffffff,26.0,0.0,0.0
846619bffffffff,32.0,0.0,0.0
846619dffffffff,9.0,0.0,0.0
84661a5ffffffff,1.0,0.0,0.0
84661b1ffffffff,23.0,0.0,0.0
84661b3ffffffff,156.0,0.0,20.0
84661b9ffffffff,44.0,0.0,0.0
84661bbffffffff,72.0,0.0,0.0
84661c3ffffffff,3.0,0.0,0.0
84661cdffffffff,1.0,0.0,0.0
84661dbffffffff,1.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0
8466201ffffffff,7.0,0.0,0.0
8466203ffffffff,47.0,0.0,0.0
8466205ffffffff,7.0,0.0,0.0
846620bffffffff,4.0,0.0,0.0
8466213ffffffff,4.0,0.0,0.0
8466217ffffffff,26.0,0.0,0.0
846622bffffffff,106.0,0.0,0.0
8466231ffffffff,1.0,0.0,0.0
846623bffffffff,13.0,0.0,0.0
846629bffffffff,2.0,0.0,0.0
84662b5ffffffff,1.0,0.0,0.0
84662b7ffffffff,3.0,0.0,0.0
84662c9ffffffff,6.0,0.0,0.0
84662cdffffffff,1.0,0.0,0.0
84662e5ffffffff,2.0,0.0,0.0
8466313ffffffff,1.0,0.0,0.0
8466411ffffffff,11.0,0.0,0.0
8466415ffffffff,22.0,0.0,0.0
8466417ffffffff,24.0,0.0,0.0
846641dffffffff,22.0,0.0,0.0
846645dffffffff,1.0,0.0,0.0
8466481ffffffff,2.0,0.0,0.0
8466487ffffffff,2.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0
8466505ffffffff,7.0,0.0,0.0
8466507ffffffff,2.0,0.0,0.0
8466529ffffffff,13.0,0.0,0.0
846652dffffffff,6.0,0.0,0.0
8466545ffffffff,33.0,0.0,0.0
8466547ffffffff,1.0,0.0,0.0
846654bffffffff,23.0,0.0,0.0
8466561ffffffff,2.0,0.0,0.0
8466565ffffffff,16.0,0.0,0.0
846656bffffffff,3.0,0.0,0.0
846656dffffffff,24.0,0.0,0.0
84665abffffffff,83.0,0.0,0.0
84665bdffffffff,38.0,0.0,0.0
84665e9ffffffff,2.0,0.0,0.0
8466631ffffffff,3.0,0.0,0.0
8466637ffffffff,1.0,0.0,0.0
8466639ffffffff,1.0,0.0,0.0
846663dffffffff,4.0,0.0,0.0
846664dffffffff,2.0,0.0,0.0
8466727ffffffff,5.0,0.0,0.0
8466735ffffffff,4.0,0.0,0.0
8466737ffffffff,10.0,0.0,0.0
8466c01ffffffff,4.0,0.0,0.0
8466c0dffffffff,4.0,0.0,0.0
8466c17ffffffff,4.0,0.0,0.0
8466c19ffffffff,4.0,0.0,0.0
8466c21ffffffff,14.0,0.0,0.0
8466c23ffffffff,8.0,0.0,0.0
8466c27ffffffff,4.0,0.0,0.0
8466c29ffffffff,3.0,0.0,0.0
8466c2dffffffff,3.0,0.0,0.0
8466c41ffffffff,1.0,0.0,0.0
8466c45ffffffff,1.0,0.0,0.0
8466c47ffffffff,2.0,0.0,0.0
8466c53ffffffff,5.0,0.0,0.0
8466c57ffffffff,3.0,0.0,0.0
8466c5dffffffff,2.0,0.0,0.0
8466c63ffffffff,2.0,0.0,0.0
8466c65ffffffff,23.0,0.0,0.0
8466c6bffffffff,3.0,0.0,0.0
8466c6dffffffff,8.0,0.0,0.0
8466ce1ffffffff,10.0,0.0,0.0
8466ce9ffffffff,4.0,0.0,0.0
8466d01ffffffff,19.0,0.0,0.0
8466d03ffffffff,8.0,3.0,0.0
8466d05ffffffff,29.0,8.0,0.0
8466d07ffffffff,43.0,8.0,0.0
8466d0bffffffff,35.0,0.0,0.0
8466d0dffffffff,85.0,0.0,0.0
8466d15ffffffff,8.0,2.0,0.0
8466d1bffffffff,16.0,0.0,0.0
8466d21ffffffff,3.0,0.0,0.0
8466d23ffffffff,89.0,8.0,0.0
8466d25ffffffff,6.0,0.0,0.0
8466d27ffffffff,43.0,20.0,0.0
8466d31ffffffff,2055.0,292.0,0.0
8466d33ffffffff,6.0,0.0,0.0
8466d35ffffffff,1227.0,220.0,0.0
8466d37ffffffff,62.0,10.0,0.0
8466d39ffffffff,6.0,0.0,0.0
8466d3bffffffff,2.0,0.0,0.0
8466d3dffffffff,49.0,0.0,0.0
8466d47ffffffff,3.0,0.0,0.0
8466d51ffffffff,5.0,0.0,0.0
8466d55ffffffff,5.0,0.0,0.0
8466da7ffffffff,2.0,0.0,0.0
8466dadffffffff,6.0,0.0,0.0
8466dc3ffffffff,37.0,0.0,3.0
8466dc9ffffffff,6.0,0.0,0.0
8466dcbffffffff,2.0,0.0,0.0
8466de1ffffffff,14.0,0.0,0.0
8466de3ffffffff,7.0,0.0,0.0
8466de7ffffffff,8.0,0.0,2.0
8466debffffffff,2.0,0.0,0.0
8466e03ffffffff,6.0,0.0,0.0
8466e09ffffffff,8.0,0.0,0.0
8466e0bffffffff,9.0,0.0,0.0
8466e0dffffffff,4.0,0.0,0.0
8466e11ffffffff,5.0,0.0,0.0
8466e15ffffffff,22.0,0.0,0.0
8466e17ffffffff,5.0,0.0,0.0
8466e1dffffffff,36.0,0.0,0.0
8466e31ffffffff,3.0,0.0,0.0
8466e39ffffffff,6.0,0.0,0.0
8466e3bffffffff,4.0,0.0,0.0
8466e41ffffffff,5.0,0.0,0.0
8466e43ffffffff,23.0,0.0,0.0
8466e45ffffffff,2.0,0.0,0.0
8466e47ffffffff,9.0,0.0,0.0
8466e53ffffffff,27.0,0.0,0.0
8466e57ffffffff,182.0,0.0,0.0
8466e59ffffffff,9.0,0.0,0.0
8466e5bffffffff,6.0,0.0,0.0
8466e63ffffffff,2.0,0.0,0.0
8466e65ffffffff,249.0,0.0,3.0
8466e67ffffffff,2.0,0.0,0.0
8466e69ffffffff,4.0,0.0,0.0
8466e6dffffffff,491.0,0.0,34.0
8466e9dffffffff,2.0,0.0,0.0
8466ec1ffffffff,2.0,0.0,0.0
8466ec3ffffffff,3.0,0.0,0.0
8466ec5ffffffff,19.0,0.0,0.0
8466ec7ffffffff,53.0,0.0,0.0
8466ec9ffffffff,7.0,0.0,0.0
8466ecbffffffff,13.0,0.0,0.0
8466ee5ffffffff,56.0,0.0,0.0
8466eebffffffff,2.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0
8466f01ffffffff,6.0,0.0,0.0
8466f03ffffffff,7.0,0.0,0.0
8466f0bffffffff,16.0,0.0,0.0
8466f11ffffffff,47.0,0.0,0.0
8466f15ffffffff,56.0,0.0,0.0
8466f17ffffffff,47.0,0.0,0.0
8466f19ffffffff,58.0,0.0,0.0
8466f1dffffffff,334.0,0.0,2.0
8466f51ffffffff,10.0,0.0,0.0
8466f53ffffffff,137.0,0.0,0.0
8466f57ffffffff,423.0,0.0,6.0
8466f59ffffffff,31.0,0.0,0.0
8466f5bffffffff,120.0,0.0,3.0
8467413ffffffff,193.0,0.0,0.0
8467425ffffffff,12.0,1.0,0.0
8467431ffffffff,4.0,0.0,0.0
8467433ffffffff,16.0,0.0,0.0
8467437ffffffff,7.0,0.0,0.0
846743bffffffff,9.0,0.0,0.0
846743dffffffff,10.0,0.0,0.0
8467461ffffffff,2.0,0.0,0.0
84674a7ffffffff,3.0,0.0,0.0
84674c5ffffffff,376.0,0.0,0.0
84674c7ffffffff,2.0,0.0,0.0
84674c9ffffffff,9.0,0.0,0.0
84674cdffffffff,126.0,0.0,0.0
84674e1ffffffff,4.0,0.0,0.0
84674e5ffffffff,3.0,0.0,0.0
84674e9ffffffff,11.0,0.0,0.0
84674ebffffffff,3.0,0.0,0.0
84674edffffffff,14.0,0.0,0.0
8467519ffffffff,9.0,0.0,0.0
8467531ffffffff,13.0,0.0,0.0
8467535ffffffff,22.0,0.0,0.0
8467537ffffffff,5.0,0.0,0.0
8467539ffffffff,89.0,0.0,0.0
8467551ffffffff,25.0,0.0,0.0
846756bffffffff,4.0,0.0,0.0
84675c5ffffffff,6.0,0.0,0.0
84675c7ffffffff,11.0,0.0,0.0
84675cbffffffff,27.0,0.0,0.0
84675ddffffffff,4.0,0.0,0.0
84675ebffffffff,3.0,0.0,0.0
8480007ffffffff,2.0,0.0,0.0
8480053ffffffff,16.0,0.0,1.0
8480061ffffffff,2.0,0.0,0.0
8480089ffffffff,5.0,0.0,0.0
84800c5ffffffff,3.0,0.0,0.0
84800c7ffffffff,5.0,0.0,0.0
84800cbffffffff,6.0,0.0,0.0
84800e1ffffffff,2.0,0.0,0.0
8480101ffffffff,18.0,0.0,0.0
8480105ffffffff,6.0,0.0,0.0
8480107ffffffff,13.0,0.0,0.0
8480109ffffffff,65.0,0.0,0.0
848010dffffffff,2.0,0.0,0.0
8480115ffffffff,1.0,0.0,0.0
848011bffffffff,21.0,0.0,0.0
8480139ffffffff,11.0,0.0,0.0
8480141ffffffff,28.0,0.0,0.0
8480145ffffffff,2.0,0.0,0.0
8480147ffffffff,3.0,0.0,0.0
8480165ffffffff,3.0,0.0,0.0
848016bffffffff,6.0,0.0,0.0
84801c9ffffffff,4.0,0.0,0.0
8480207ffffffff,2.0,0.0,0.0
8480245ffffffff,2.0,0.0,0.0
8480301ffffffff,2.0,0.0,0.0
8480305ffffffff,2.0,0.0,0.0
8480309ffffffff,21.0,0.0,0.0
848030dffffffff,15.0,0.0,0.0
848031dffffffff,1.0,0.0,0.0
848032dffffffff,1.0,0.0,0.0
8480363ffffffff,73.0,0.0,0.0
848040bffffffff,3.0,0.0,0.0
8480445ffffffff,5.0,0.0,0.0
8480469ffffffff,22.0,0.0,0.0
848046bffffffff,2.0,0.0,0.0
84804cbffffffff,3.0,0.0,0.0
8480643ffffffff,4.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0
84806a7ffffffff,2.0,0.0,0.0
84806b3ffffffff,2.0,0.0,0.0
84806b7ffffffff,25.0,0.0,0.0
8480713ffffffff,4.0,0.0,0.0
8480737ffffffff,9.0,0.0,0.0
8480b45ffffffff,7.0,0.0,0.0
8481005ffffffff,47.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0
8481027ffffffff,3.0,0.0,0.0
8481029ffffffff,26.0,0.0,0.0
848102bffffffff,1.0,0.0,0.0
8481049ffffffff,6.0,0.0,0.0
8481063ffffffff,6.0,0.0,0.0
8481113ffffffff,6.0,0.0,0.0
8481125ffffffff,24.0,0.0,0.0
848112dffffffff,12.0,0.0,0.0
8481143ffffffff,4.0,0.0,0.0
8481149ffffffff,6.0,0.0,0.0
8481161ffffffff,12.0,0.0,0.0
8481163ffffffff,11.0,0.0,0.0
8481167ffffffff,58.0,0.0,0.0
848116bffffffff,2.0,0.0,0.0
8481189ffffffff,6.0,0.0,0.0
8481193ffffffff,7.0,0.0,0.0
84811a5ffffffff,2.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0
84811c9ffffffff,2.0,0.0,0.0
84811e1ffffffff,9.0,0.0,0.0
84811e9ffffffff,10.0,0.0,0.0
8481211ffffffff,23.0,0.0,11.0
8481215ffffffff,18.0,0.0,7.0
8481219ffffffff,1.0,0.0,0.0
848121dffffffff,3.0,0.0,0.0
848123bffffffff,8.0,0.0,0.0
8481245ffffffff,17.0,0.0,4.0
848124bffffffff,57.0,0.0,19.0
848124dffffffff,7.0,0.0,3.0
84812d7ffffffff,1.0,0.0,0.0
8481303ffffffff,6.0,0.0,0.0
8481321ffffffff,42.0,0.0,0.0
8481323ffffffff,2.0,0.0,0.0
8481327ffffffff,61.0,0.0,0.0
8481329ffffffff,2.0,0.0,0.0
848132dffffffff,3.0,0.0,0.0
8481339ffffffff,41.0,0.0,0.0
848133dffffffff,6.0,0.0,0.0
8481363ffffffff,23.0,0.0,0.0
8481367ffffffff,2.0,0.0,0.0
8481423ffffffff,3.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481431ffffffff,7.0,0.0,0.0
8481445ffffffff,10.0,0.0,0.0
848145dffffffff,2.0,0.0,0.0
8481469ffffffff,2.0,0.0,0.0
848146bffffffff,2.0,0.0,0.0
84814a1ffffffff,5.0,0.0,0.0
84814a9ffffffff,11.0,0.0,0.0
84814adffffffff,4.0,0.0,0.0
84814d5ffffffff,35.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0
84814e3ffffffff,10.0,0.0,0.0
84814e5ffffffff,4.0,0.0,0.0
84814e7ffffffff,66.0,0.0,0.0
8481507ffffffff,5.0,0.0,0.0
8481513ffffffff,5.0,0.0,0.0
848151bffffffff,3.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,5.0,0.0,0.0
84815c9ffffffff,3.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0
84815dbffffffff,9.0,0.0,0.0
84815e9ffffffff,4.0,0.0,0.0
848162bffffffff,4.0,0.0,0.0
8481635ffffffff,13.0,0.0,0.0
8481637ffffffff,3.0,0.0,0.0
8481639ffffffff,1.0,0.0,0.0
8481663ffffffff,2.0,0.0,0.0
8481705ffffffff,2.0,0.0,0.0
8481711ffffffff,120.0,0.0,0.0
8481713ffffffff,65.0,0.0,0.0
8481715ffffffff,2.0,0.0,0.0
848172bffffffff,4.0,0.0,0.0
848173dffffffff,2.0,0.0,0.0
848175dffffffff,7.0,0.0,0.0
8481801ffffffff,15.0,0.0,0.0
8481803ffffffff,5.0,0.0,0.0
8481807ffffffff,2.0,0.0,0.0
8481809ffffffff,4.0,0.0,0.0
848180bffffffff,42.0,0.0,0.0
848181dffffffff,13.0,0.0,0.0
8481831ffffffff,1.0,0.0,0.0
8481833ffffffff,10.0,0.0,0.0
8481837ffffffff,26.0,0.0,0.0
8481839ffffffff,49.0,0.0,0.0
8481851ffffffff,96.0,0.0,0.0
8481853ffffffff,2.0,0.0,0.0
8481855ffffffff,11.0,0.0,0.0
8481857ffffffff,475.0,0.0,0.0
8481859ffffffff,20.0,0.0,0.0
848185bffffffff,8.0,0.0,0.0
848185dffffffff,50.0,0.0,0.0
8481885ffffffff,6.0,0.0,0.0
84818a7ffffffff,2.0,0.0,0.0
84818abffffffff,2.0,0.0,0.0
84818b3ffffffff,1.0,0.0,0.0
84818c3ffffffff,5.0,0.0,0.0
84818e1ffffffff,30.0,0.0,0.0
84818e3ffffffff,2.0,0.0,0.0
8481999ffffffff,2.0,0.0,0.0
848199bffffffff,2.0,0.0,0.0
84819d3ffffffff,5.0,0.0,0.0
84819d9ffffffff,60.0,0.0,0.0
8481a13ffffffff,2.0,0.0,0.0
8481a17ffffffff,4.0,0.0,0.0
8481a1bffffffff,3.0,0.0,0.0
8481a93ffffffff,2.0,0.0,0.0
8481aadffffffff,3.0,0.0,0.0
8481ac3ffffffff,3.0,0.0,0.0
8481ad1ffffffff,1.0,0.0,0.0
8481ad5ffffffff,8.0,0.0,0.0
8481ad9ffffffff,2.0,0.0,0.0
848a003ffffffff,9.0,0.0,0.0
848a00bffffffff,4.0,0.0,0.0
848a051ffffffff,4.0,0.0,0.0
848a055ffffffff,1.0,0.0,0.0
848a059ffffffff,6.0,0.0,0.0
848a05bffffffff,5.0,0.0,0.0
848a05dffffffff,3.0,0.0,0.0
848a069ffffffff,33.0,0.0,0.0
848a109ffffffff,5.0,0.0,0.0
848a155ffffffff,32.0,0.0,0.0
848a157ffffffff,4.0,0.0,0.0
848a1b1ffffffff,1.0,0.0,0.0
848a213ffffffff,3.0,0.0,0.0
848a233ffffffff,3.0,0.0,0.0
848a249ffffffff,6.0,0.0,0.0
848a313ffffffff,3.0,0.0,0.0
848a317ffffffff,11.0,0.0,0.0
848a337ffffffff,3.0,0.0,0.0
848a451ffffffff,25.0,3.0,0.0
848a459ffffffff,21.0,3.0,0.0
848a45bffffffff,87.0,4.0,0.0
848a45dffffffff,103.0,3.0,0.0
848a565ffffffff,3.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0
848a68bffffffff,26.0,0.0,0.0
848a699ffffffff,69.0,0.0,0.0
848a69dffffffff,2.0,0.0,2.0
848a6d1ffffffff,1.0,0.0,0.0
848a6d3ffffffff,251.0,18.0,2.0
848a6d7ffffffff,120.0,41.0,0.0
848a6d9ffffffff,68.0,10.0,0.0
848a6dbffffffff,86.0,11.0,0.0
848a6e5ffffffff,2.0,0.0,0.0
848a703ffffffff,14.0,0.0,0.0
848a707ffffffff,4.0,0.0,0.0
848a70bffffffff,3.0,0.0,0.0
848a73dffffffff,4.0,0.0,0.0
848a809ffffffff,30.0,0.0,0.0
848a81bffffffff,12.0,0.0,0.0
848a857ffffffff,4.0,0.0,0.0
848a8cdffffffff,5.0,0.0,0.0
848a8d9ffffffff,2.0,0.0,0.0
848a9c1ffffffff,1.0,0.0,0.0
848a9c9ffffffff,3.0,0.0,0.0
848a9cdffffffff,5.0,0.0,0.0
848aa87ffffffff,5.0,0.0,0.0
848aa8bffffffff,10.0,0.0,0.0
848aa93ffffffff,6.0,0.0,0.0
848aa9dffffffff,25.0,0.0,0.0
848aaa5ffffffff,22.0,0.0,0.0
848aaadffffffff,14.0,0.0,0.0
848aab5ffffffff,8.0,0.0,0.0
848aab7ffffffff,1.0,0.0,0.0
848aab9ffffffff,9.0,0.0,0.0
848aabdffffffff,5.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aaddffffffff,4.0,0.0,0.0
848ad13ffffffff,1.0,0.0,0.0
848ada3ffffffff,5.0,0.0,0.0
848ada9ffffffff,30.0,0.0,0.0
848adb1ffffffff,5.0,0.0,0.0
848adbbffffffff,10.0,0.0,0.0
848adc5ffffffff,2.0,0.0,0.0
848ae5bffffffff,2.0,0.0,0.0
848af09ffffffff,88.0,0.0,0.0
848af0bffffffff,2.0,0.0,0.0
848af17ffffffff,1.0,0.0,0.0
848af1dffffffff,8.0,0.0,0.0
848af29ffffffff,151.0,0.0,0.0
848af2dffffffff,19.0,0.0,0.0
848af41ffffffff,35.0,0.0,0.0
848af43ffffffff,2.0,0.0,0.0
848af45ffffffff,48.0,0.0,0.0
848af49ffffffff,1.0,0.0,0.0
848af4bffffffff,4.0,0.0,0.0
848af4dffffffff,1.0,0.0,0.0
848af61ffffffff,114.0,0.0,0.0
848af63ffffffff,74.0,0.0,0.0
848af67ffffffff,51.0,0.0,0.0
848af69ffffffff,125.0,0.0,0.0
848af6bffffffff,84.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0
848b045ffffffff,2.0,0.0,0.0
848b065ffffffff,2.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0
848b09dffffffff,1.0,0.0,0.0
848b0a5ffffffff,2.0,0.0,0.0
848b0c1ffffffff,3.0,0.0,0.0
848b0c9ffffffff,20.0,0.0,0.0
848b0d1ffffffff,7.0,0.0,0.0
848b10dffffffff,4.0,0.0,0.0
848b11bffffffff,7.0,0.0,0.0
848b11dffffffff,4.0,0.0,0.0
848b1dbffffffff,6.0,0.0,0.0
848b1edffffffff,1.0,0.0,0.0
848b201ffffffff,17.0,0.0,0.0
848b203ffffffff,30.0,0.0,0.0
848b205ffffffff,19.0,0.0,0.0
848b207ffffffff,2.0,0.0,0.0
848b20bffffffff,35.0,0.0,0.0
848b20dffffffff,12.0,0.0,0.0
848b211ffffffff,3.0,0.0,0.0
848b213ffffffff,16.0,0.0,0.0
848b21dffffffff,5.0,0.0,0.0
848b221ffffffff,9.0,0.0,0.0
848b223ffffffff,79.0,0.0,0.0
848b225ffffffff,5.0,0.0,0.0
848b229ffffffff,23.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0
848b22dffffffff,55.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0
848b23dffffffff,2.0,0.0,0.0
848b247ffffffff,4.0,0.0,0.0
848b251ffffffff,11.0,0.0,0.0
848b269ffffffff,17.0,0.0,0.0
848b26bffffffff,2.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0
848b2a5ffffffff,10.0,0.0,0.0
848b2a7ffffffff,5.0,0.0,0.0
848b2c5ffffffff,9.0,0.0,0.0
848b2c7ffffffff,4.0,0.0,0.0
848b2c9ffffffff,1.0,0.0,0.0
848b2cdffffffff,4.0,0.0,0.0
848b2d9ffffffff,2.0,0.0,0.0
848b2e9ffffffff,15.0,0.0,0.0
848b2ebffffffff,2.0,0.0,0.0
848b315ffffffff,23.0,0.0,0.0
848b31bffffffff,2.0,0.0,0.0
848b345ffffffff,12.0,0.0,0.0
848b363ffffffff,4.0,0.0,0.0
848b365ffffffff,2.0,0.0,0.0
848b401ffffffff,23.0,0.0,0.0
848b40bffffffff,10.0,0.0,0.0
848b40dffffffff,14.0,0.0,3.0
848b429ffffffff,1.0,0.0,0.0
848b445ffffffff,6.0,0.0,0.0
848b447ffffffff,10.0,0.0,0.0
848b44bffffffff,169.0,0.0,11.0
848b44dffffffff,142.0,0.0,3.0
848b459ffffffff,17.0,0.0,0.0
848b463ffffffff,1.0,0.0,0.0
848b469ffffffff,3.0,0.0,0.0
848b46bffffffff,10.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,8.0,0.0,0.0
848b511ffffffff,5.0,0.0,0.0
848b513ffffffff,2.0,0.0,0.0
848b529ffffffff,1.0,0.0,0.0
848b52dffffffff,4.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848b563ffffffff,6.0,0.0,0.0
848b567ffffffff,12.0,0.0,0.0
848b5cdffffffff,15.0,0.0,0.0
848b613ffffffff,8.0,0.0,0.0
848b617ffffffff,371.0,0.0,0.0
848b619ffffffff,14.0,0.0,0.0
848b61bffffffff,6.0,0.0,0.0
848b623ffffffff,6.0,0.0,4.0
848b627ffffffff,25.0,0.0,2.0
848b631ffffffff,2.0,0.0,1.0
848b633ffffffff,6.0,0.0,0.0
848b637ffffffff,92.0,0.0,2.0
848b639ffffffff,9.0,0.0,0.0
848b63bffffffff,210.0,0.0,3.0
848b63dffffffff,7.0,0.0,0.0
848b653ffffffff,2.0,0.0,0.0
848b68bffffffff,3.0,0.0,0.0
848b691ffffffff,1.0,0.0,0.0
848b693ffffffff,7.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b6c1ffffffff,28.0,0.0,0.0
848b6c5ffffffff,6.0,0.0,0.0
848b6c9ffffffff,5.0,0.0,0.0
848b6cbffffffff,12.0,0.0,0.0
848b6cdffffffff,528.0,0.0,0.0
848b6e5ffffffff,10.0,0.0,0.0
848b6e7ffffffff,5.0,0.0,0.0
848b6edffffffff,58.0,0.0,0.0
848b709ffffffff,58.0,0.0,0.0
848b713ffffffff,212.0,0.0,3.0
848b717ffffffff,2.0,0.0,0.0
848b71bffffffff,23.0,0.0,1.0
848b743ffffffff,3.0,0.0,0.0
848b745ffffffff,4.0,0.0,0.0
848b747ffffffff,15.0,0.0,0.0
848b74bffffffff,31.0,0.0,0.0
848b751ffffffff,7.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0
848b757ffffffff,4.0,0.0,0.0
848b75bffffffff,10.0,6.0,0.0
848b75dffffffff,31.0,0.0,0.0
848b829ffffffff,2.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0
848b835ffffffff,1.0,0.0,0.0
848b849ffffffff,25.0,0.0,0.0
848b881ffffffff,6.0,0.0,0.0
848b93dffffffff,1.0,0.0,0.0
848b999ffffffff,29.0,0.0,0.0
848b99dffffffff,13.0,0.0,0.0
848b9c9ffffffff,1.0,0.0,0.0
848b9d1ffffffff,7.0,0.0,0.0
848b9d5ffffffff,69.0,0.0,0.0
848ba09ffffffff,10.0,0.0,0.0
848ba45ffffffff,3.0,0.0,0.0
848ba47ffffffff,5.0,0.0,0.0
848ba63ffffffff,5.0,0.0,0.0
848ba65ffffffff,32.0,0.0,0.0
848bb59ffffffff,122.0,0.0,0.0
848e613ffffffff,1.0,0.0,0.0
848e619ffffffff,2.0,2.0,0.0
848e641ffffffff,6.0,0.0,0.0
