cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
834523fffffffff,4.0,0.0,0.0,0.0
834525fffffffff,11.0,0.0,0.0,0.0
83452afffffffff,2.0,0.0,0.0,0.0
83452cfffffffff,42.0,0.0,0.0,0.0
83452efffffffff,1.0,0.0,0.0,0.0
834531fffffffff,5.0,0.0,0.0,0.0
834569fffffffff,9.0,0.0,0.0,0.0
834572fffffffff,2.0,2.0,0.0,0.0
83458afffffffff,3.0,0.0,0.0,0.0
834598fffffffff,4.0,0.0,0.0,0.0
8345a3fffffffff,1.0,0.0,0.0,0.0
83482afffffffff,46.0,1.0,0.0,0.0
834836fffffffff,1.0,1.0,0.0,0.0
834843fffffffff,8.0,0.0,0.0,0.0
83484afffffffff,7.0,0.0,0.0,0.0
834855fffffffff,1.0,0.0,0.0,0.0
83485bfffffffff,2.0,0.0,0.0,0.0
83485cfffffffff,46.0,0.0,0.0,0.0
834873fffffffff,12.0,0.0,0.0,0.0
834890fffffffff,68.0,1.0,0.0,0.0
834892fffffffff,2.0,0.0,0.0,0.0
834893fffffffff,2.0,0.0,0.0,0.0
834895fffffffff,124.0,0.0,0.0,0.0
834898fffffffff,2.0,0.0,0.0,0.0
83489cfffffffff,8.0,0.0,0.0,0.0
8348b1fffffffff,43.0,0.0,0.0,0.0
8348b2fffffffff,180.0,0.0,0.0,0.0
8348b3fffffffff,40.0,0.0,0.0,0.0
8348b5fffffffff,6.0,0.0,0.0,0.0
8348e8fffffffff,1.0,0.0,0.0,0.0
8348e9fffffffff,13.0,3.0,0.0,0.0
8348eafffffffff,2.0,0.0,0.0,0.0
83498efffffffff,2.0,0.0,0.0,0.0
834992fffffffff,2.0,1.0,0.0,0.0
834993fffffffff,2.0,0.0,0.0,0.0
834995fffffffff,14.0,12.0,0.0,0.0
834996fffffffff,58.0,20.0,0.0,0.0
8349a2fffffffff,5.0,0.0,0.0,0.0
8349acfffffffff,3.0,0.0,0.0,0.0
8349b5fffffffff,1.0,0.0,0.0,0.0
834cc0fffffffff,2.0,0.0,0.0,0.0
834cc5fffffffff,49.0,2.0,0.0,0.0
834ceafffffffff,3.0,0.0,0.0,0.0
834ceefffffffff,26.0,0.0,0.0,0.0
834cf3fffffffff,3.0,3.0,0.0,0.0
835e4afffffffff,2.0,0.0,0.0,0.0
835e66fffffffff,7.0,0.0,0.0,0.0
835f13fffffffff,1.0,0.0,0.0,0.0
835f1efffffffff,2.0,0.0,0.0,0.0
835f43fffffffff,3.0,0.0,0.0,0.0
835f58fffffffff,21.0,0.0,2.0,0.0
835f5bfffffffff,35.0,0.0,0.0,0.0
836611fffffffff,5.0,0.0,0.0,0.0
836619fffffffff,2.0,0.0,0.0,0.0
836620fffffffff,3.0,0.0,3.0,0.0
83662cfffffffff,6.0,0.0,0.0,0.0
836673fffffffff,2.0,0.0,0.0,0.0
836675fffffffff,2.0,0.0,0.0,0.0
8366a0fffffffff,38.0,0.0,0.0,0.0
8366a3fffffffff,11.0,0.0,1.0,0.0
8366a5fffffffff,37.0,0.0,5.0,0.0
8366d0fffffffff,24.0,1.0,0.0,0.0
8366d2fffffffff,5.0,0.0,0.0,0.0
8366e4fffffffff,2.0,0.0,0.0,0.0
8366f0fffffffff,3.0,0.0,0.0,0.0
8366f1fffffffff,7.0,0.0,0.0,0.0
8366f5fffffffff,9.0,0.0,0.0,0.0
836732fffffffff,2.0,0.0,0.0,0.0
836741fffffffff,2.0,0.0,0.0,0.0
836743fffffffff,3.0,0.0,0.0,0.0
836744fffffffff,5.0,0.0,0.0,0.0
836746fffffffff,93.0,0.0,0.0,0.0
836752fffffffff,3.0,0.0,3.0,0.0
83675cfffffffff,2.0,0.0,0.0,0.0
836773fffffffff,19.0,0.0,0.0,0.0
83679afffffffff,4.0,0.0,0.0,0.0
83679bfffffffff,21.0,2.0,0.0,0.0
836d04fffffffff,10.0,3.0,0.0,0.0
836d15fffffffff,1.0,1.0,0.0,0.0
836d24fffffffff,4.0,0.0,0.0,0.0
836d25fffffffff,14.0,4.0,0.0,0.0
836d2afffffffff,5.0,0.0,0.0,0.0
836d2bfffffffff,8.0,0.0,0.0,0.0
836d31fffffffff,6.0,0.0,0.0,0.0
836d34fffffffff,24.0,0.0,0.0,0.0
836d35fffffffff,4.0,0.0,0.0,0.0
836d60fffffffff,30.0,0.0,0.0,0.0
836d61fffffffff,6.0,0.0,0.0,0.0
836d63fffffffff,3.0,0.0,0.0,0.0
836d66fffffffff,6.0,0.0,0.0,0.0
836d68fffffffff,8.0,0.0,0.0,0.0
836d69fffffffff,16.0,0.0,1.0,0.0
836d6bfffffffff,7.0,0.0,0.0,0.0
836d6dfffffffff,29.0,0.0,0.0,0.0
836d74fffffffff,15.0,0.0,0.0,0.0
836d76fffffffff,21.0,0.0,0.0,0.0
838008fffffffff,2.0,0.0,0.0,0.0
838121fffffffff,15.0,0.0,0.0,0.0
838a2efffffffff,1.0,0.0,0.0,0.0
838af6fffffffff,1.0,0.0,1.0,0.0
838b0cfffffffff,3.0,0.0,0.0,0.0
838b61fffffffff,6.0,1.0,0.0,0.0
838b63fffffffff,1.0,0.0,0.0,0.0
838e45fffffffff,33.0,0.0,0.0,0.0
838e62fffffffff,79.0,0.0,19.0,0.0
838e63fffffffff,2.0,0.0,0.0,0.0
838e75fffffffff,4.0,0.0,0.0,0.0
838f0bfffffffff,4.0,0.0,4.0,0.0
838f0dfffffffff,10.0,0.0,0.0,0.0
838f2efffffffff,2.0,0.0,0.0,0.0
838f40fffffffff,2.0,0.0,2.0,0.0
838f50fffffffff,18.0,0.0,7.0,0.0
838f5efffffffff,7.0,0.0,0.0,0.0
83a811fffffffff,4.0,0.0,0.0,2.0
83a81dfffffffff,2.0,0.0,0.0,0.0
83a85dfffffffff,16.0,0.0,0.0,16.0
83a88cfffffffff,4.0,0.0,0.0,0.0
83a918fffffffff,16.0,0.0,0.0,0.0
83a91bfffffffff,4.0,0.0,0.0,0.0
83a945fffffffff,9.0,0.0,0.0,0.0
83a94cfffffffff,2.0,0.0,0.0,0.0
83a94efffffffff,16.0,0.0,14.0,2.0
83a953fffffffff,6.0,0.0,0.0,0.0
83a961fffffffff,21.0,0.0,0.0,0.0
83a965fffffffff,8.0,0.0,0.0,0.0
83a96afffffffff,7.0,0.0,0.0,0.0
83ad36fffffffff,2.0,0.0,0.0,0.0
83b200fffffffff,4.0,0.0,0.0,0.0
83b219fffffffff,15.0,0.0,0.0,10.0
83b226fffffffff,2.0,0.0,0.0,0.0
83b249fffffffff,5.0,0.0,0.0,0.0
83b24dfffffffff,45.0,0.0,0.0,1.0
83b258fffffffff,3.0,0.0,0.0,0.0
83b25dfffffffff,6.0,0.0,0.0,0.0
83b268fffffffff,12.0,0.0,0.0,0.0
83b269fffffffff,8.0,0.0,0.0,0.0
83b26dfffffffff,2.0,0.0,0.0,0.0
83b2c0fffffffff,397.0,0.0,27.0,36.0
83b2c2fffffffff,4.0,0.0,0.0,0.0
83b2c3fffffffff,42.0,0.0,0.0,0.0
83b2c4fffffffff,47.0,0.0,0.0,6.0
83b2c5fffffffff,7.0,0.0,1.0,0.0
83b2d8fffffffff,23.0,0.0,1.0,2.0
83b2dafffffffff,45.0,0.0,0.0,0.0
83b2dcfffffffff,25.0,0.0,0.0,0.0
83b2e2fffffffff,21.0,0.0,0.0,10.0
83b2ecfffffffff,11.0,0.0,0.0,0.0
83b303fffffffff,2.0,0.0,0.0,0.0
83b304fffffffff,8.0,0.0,2.0,5.0
83b319fffffffff,2.0,0.0,0.0,0.0
83b31dfffffffff,2.0,0.0,0.0,0.0
83b330fffffffff,12.0,0.0,0.0,0.0
83b342fffffffff,2.0,0.0,0.0,0.0
83b34dfffffffff,2.0,0.0,0.0,0.0
83b351fffffffff,10.0,0.0,0.0,0.0
83b358fffffffff,10.0,0.0,0.0,0.0
83b35cfffffffff,4.0,0.0,0.0,0.0
83b35efffffffff,5.0,0.0,0.0,0.0
83b362fffffffff,2.0,0.0,0.0,0.0
83c21bfffffffff,6.0,0.0,4.0,2.0
83c21dfffffffff,4.0,0.0,0.0,0.0
83c2c6fffffffff,1.0,0.0,0.0,0.0
83c2c9fffffffff,18.0,0.0,0.0,0.0
83c2cafffffffff,2.0,0.0,0.0,0.0
83c2ccfffffffff,2.0,0.0,0.0,0.0
83c2cdfffffffff,23.0,0.0,0.0,0.0
83c2d4fffffffff,3.0,0.0,0.0,0.0
83c2f1fffffffff,48.0,0.0,6.0,18.0
83c2f2fffffffff,37.0,0.0,3.0,4.0
83c2f3fffffffff,10.0,0.0,8.0,0.0
83c32bfffffffff,1.0,1.0,0.0,0.0
83c376fffffffff,5.0,0.0,0.0,0.0
83ce88fffffffff,7.0,0.0,0.0,0.0
83ce8cfffffffff,19.0,0.0,0.0,0.0
83ce93fffffffff,3.0,3.0,0.0,0.0
83cea8fffffffff,8.0,0.0,0.0,8.0
83ceaefffffffff,6.0,0.0,0.0,6.0
83cf94fffffffff,7.0,0.0,1.0,0.0
83cf9efffffffff,3.0,0.0,0.0,1.0
83cfa2fffffffff,6.0,0.0,0.0,0.0
83cfa4fffffffff,55.0,0.0,0.0,2.0
83df69fffffffff,3.0,0.0,0.0,0.0
83df6dfffffffff,15.0,0.0,8.0,3.0
