cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
8481803ffffffff,18.0,0.0,0.0
8481839ffffffff,5.0,0.0,0.0
8481851ffffffff,1.0,0.0,0.0
848185dffffffff,1.0,0.0,0.0
8481885ffffffff,2.0,0.0,0.0
848188dffffffff,2.0,0.0,0.0
84818a7ffffffff,3.0,0.0,0.0
84818a9ffffffff,1.0,0.0,0.0
84818b1ffffffff,4.0,0.0,0.0
84818b3ffffffff,2.0,0.0,0.0
84818b5ffffffff,10.0,0.0,0.0
84818e3ffffffff,2.0,0.0,0.0
84819d1ffffffff,6.0,0.0,0.0
8481a17ffffffff,4.0,4.0,0.0
8481a99ffffffff,6.0,0.0,0.0
8481a9bffffffff,30.0,0.0,0.0
8481ae3ffffffff,2.0,0.0,0.0
848b201ffffffff,25.0,0.0,0.0
848b203ffffffff,3.0,0.0,0.0
848b20bffffffff,7.0,0.0,0.0
848b20dffffffff,1.0,0.0,0.0
848b211ffffffff,2.0,0.0,0.0
848b21bffffffff,4.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0
848b22dffffffff,68.0,0.0,0.0
848b243ffffffff,2.0,0.0,0.0
848b261ffffffff,1.0,0.0,0.0
848b269ffffffff,35.0,0.0,0.0
848b2c1ffffffff,1.0,0.0,0.0
848b2c9ffffffff,226.0,0.0,0.0
848b2cdffffffff,15.0,0.0,0.0
848b31bffffffff,1.0,0.0,0.0
848b617ffffffff,12.0,0.0,0.0
848b619ffffffff,1.0,0.0,0.0
848b61bffffffff,17.0,0.0,0.0
848b647ffffffff,2.0,0.0,0.0
848b649ffffffff,1.0,0.0,0.0
848e455ffffffff,2.0,0.0,0.0
848e45bffffffff,9.0,0.0,0.0
848e45dffffffff,244.0,0.0,0.0
848e609ffffffff,1.0,0.0,0.0
848e621ffffffff,357.0,0.0,0.0
848e623ffffffff,28.0,0.0,0.0
848e62dffffffff,2073.0,0.0,0.0
848e637ffffffff,12.0,0.0,0.0
848e66bffffffff,6.0,0.0,0.0
848e687ffffffff,3.0,0.0,0.0
848e6a1ffffffff,2.0,0.0,0.0
848e6a5ffffffff,1.0,0.0,0.0
848e6abffffffff,2.0,0.0,0.0
848e6b5ffffffff,20.0,0.0,0.0
848e759ffffffff,123.0,0.0,0.0
848e75bffffffff,93.0,0.0,0.0
848f081ffffffff,13.0,0.0,0.0
848f087ffffffff,15.0,0.0,0.0
848f089ffffffff,4.0,0.0,0.0
848f095ffffffff,202.0,0.0,0.0
848f09dffffffff,2.0,0.0,0.0
848f0b3ffffffff,11.0,0.0,0.0
848f0b9ffffffff,22.0,0.0,0.0
848f0bbffffffff,95.0,0.0,0.0
848f0c3ffffffff,5.0,0.0,0.0
848f0d5ffffffff,2.0,0.0,0.0
848f0d9ffffffff,107.0,3.0,0.0
848f0ddffffffff,48.0,0.0,0.0
848f213ffffffff,5.0,0.0,0.0
848f21bffffffff,3.0,0.0,0.0
848f287ffffffff,16.0,0.0,0.0
848f28dffffffff,5.0,0.0,0.0
848f299ffffffff,3.0,0.0,0.0
848f2a1ffffffff,149.0,1.0,0.0
848f2a3ffffffff,19.0,1.0,0.0
848f2a7ffffffff,320.0,10.0,0.0
848f2a9ffffffff,31.0,1.0,0.0
848f2abffffffff,4.0,0.0,0.0
848f2b1ffffffff,4.0,0.0,0.0
848f2b3ffffffff,4.0,0.0,0.0
848f2b5ffffffff,51.0,2.0,0.0
848f2b9ffffffff,64.0,2.0,0.0
848f2bbffffffff,172.0,20.0,0.0
848f2bdffffffff,6.0,0.0,0.0
848f2c7ffffffff,5.0,0.0,0.0
848f2cdffffffff,5.0,0.0,0.0
848f2d1ffffffff,8.0,0.0,0.0
848f2e1ffffffff,19.0,0.0,0.0
848f2e3ffffffff,38.0,0.0,0.0
848f2ebffffffff,233.0,6.0,0.0
848f501ffffffff,144.0,0.0,0.0
848f505ffffffff,755.0,0.0,0.0
848f507ffffffff,16.0,0.0,0.0
848f50dffffffff,42.0,0.0,0.0
848f519ffffffff,3.0,0.0,0.0
848f539ffffffff,12.0,0.0,0.0
848f53bffffffff,3.0,0.0,0.0
848f559ffffffff,50.0,0.0,0.0
848f56bffffffff,2.0,0.0,0.0
848f56dffffffff,5.0,0.0,0.0
848f5a3ffffffff,6.0,0.0,0.0
848f5a9ffffffff,5.0,0.0,0.0
848f5b1ffffffff,2.0,0.0,0.0
848f5b7ffffffff,76.0,0.0,0.0
848f5b9ffffffff,7.0,0.0,0.0
848f5e5ffffffff,27.0,0.0,0.0
848f5e7ffffffff,31.0,0.0,0.0
848f5edffffffff,53.0,0.0,0.0
848f769ffffffff,107.0,2.0,0.0
848f76dffffffff,20.0,0.0,0.0
848fa45ffffffff,34.0,0.0,15.0
848fa4dffffffff,3.0,0.0,1.0
848fa65ffffffff,69.0,0.0,38.0
848fa6bffffffff,4.0,0.0,3.0
848fa6dffffffff,216.0,0.0,122.0
84a801bffffffff,1.0,0.0,0.0
84a80cdffffffff,6.0,0.0,0.0
84a8101ffffffff,766.0,8.0,0.0
84a8103ffffffff,3.0,0.0,0.0
84a8105ffffffff,136.0,0.0,0.0
84a8107ffffffff,40.0,0.0,0.0
84a810bffffffff,3.0,0.0,0.0
84a810dffffffff,64.0,0.0,0.0
84a8113ffffffff,63.0,2.0,0.0
84a8115ffffffff,4.0,0.0,0.0
84a8117ffffffff,1.0,0.0,0.0
84a8127ffffffff,39.0,5.0,0.0
84a812bffffffff,2.0,0.0,0.0
84a8133ffffffff,2.0,0.0,0.0
84a8139ffffffff,9.0,0.0,0.0
84a8143ffffffff,1.0,0.0,0.0
84a8153ffffffff,2.0,0.0,0.0
84a815dffffffff,2.0,0.0,0.0
84a8163ffffffff,8.0,0.0,0.0
84a8187ffffffff,4.0,0.0,0.0
84a8191ffffffff,8.0,2.0,0.0
84a81e1ffffffff,7.0,0.0,0.0
84a81e3ffffffff,5.0,0.0,0.0
84a8315ffffffff,5.0,0.0,0.0
84a8317ffffffff,1.0,0.0,0.0
84a831bffffffff,70.0,0.0,0.0
84a8337ffffffff,10.0,0.0,0.0
84a833bffffffff,1.0,0.0,0.0
84a8357ffffffff,53.0,2.0,0.0
84a8559ffffffff,5.0,0.0,0.0
84a865bffffffff,35.0,0.0,0.0
84a870bffffffff,2.0,2.0,0.0
84a870dffffffff,1.0,0.0,0.0
84a8763ffffffff,1.0,0.0,0.0
84a8835ffffffff,2.0,0.0,0.0
84a884bffffffff,2.0,0.0,0.0
84a8869ffffffff,2.0,0.0,0.0
84a88cdffffffff,5.0,0.0,0.0
84a88e9ffffffff,1.0,0.0,0.0
84a8911ffffffff,1.0,1.0,0.0
84a8915ffffffff,3.0,0.0,0.0
84a893bffffffff,5.0,0.0,0.0
84a8953ffffffff,5.0,0.0,0.0
84a8a03ffffffff,215.0,0.0,0.0
84a8a07ffffffff,145.0,1.0,0.0
84a8a1bffffffff,1.0,0.0,0.0
84a8a21ffffffff,103.0,1.0,0.0
84a8a25ffffffff,34.0,1.0,0.0
84a8a2bffffffff,168.0,0.0,0.0
84a8a2dffffffff,1.0,0.0,0.0
84a8a3dffffffff,8.0,0.0,0.0
84a8ab9ffffffff,2.0,0.0,0.0
84a8abbffffffff,2.0,0.0,0.0
84a8ac5ffffffff,1.0,0.0,0.0
84a8ac7ffffffff,2.0,0.0,0.0
84a8b11ffffffff,4.0,0.0,0.0
84a8b13ffffffff,2.0,0.0,0.0
84a8b17ffffffff,18.0,0.0,0.0
84a8b1bffffffff,1.0,0.0,0.0
84a901dffffffff,2.0,0.0,0.0
84a9051ffffffff,1.0,1.0,0.0
84a9057ffffffff,1.0,0.0,0.0
84a9181ffffffff,12.0,0.0,0.0
84a9187ffffffff,13.0,0.0,0.0
84a91b5ffffffff,11.0,0.0,0.0
84a91b7ffffffff,67.0,2.0,0.0
84a91dbffffffff,1.0,0.0,0.0
84a9405ffffffff,7.0,0.0,0.0
84a9407ffffffff,1.0,0.0,0.0
84a9429ffffffff,3.0,0.0,0.0
84a942bffffffff,5.0,0.0,0.0
84a9433ffffffff,6.0,0.0,0.0
84a945bffffffff,2.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a94b3ffffffff,2.0,0.0,0.0
84a94d9ffffffff,2.0,0.0,0.0
84a94e5ffffffff,5.0,0.0,0.0
84a9587ffffffff,1.0,0.0,0.0
84a95edffffffff,1.0,0.0,0.0
84a9695ffffffff,2.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0
84a96d3ffffffff,4.0,0.0,0.0
84a96d9ffffffff,5.0,0.0,0.0
84b2007ffffffff,2.0,0.0,0.0
84b2191ffffffff,4.0,0.0,0.0
84b2197ffffffff,11.0,0.0,0.0
84b21bbffffffff,176.0,0.0,0.0
84b21d7ffffffff,22.0,0.0,0.0
84b2411ffffffff,3.0,0.0,0.0
84b2413ffffffff,428.0,6.0,0.0
84b2417ffffffff,4.0,0.0,0.0
84b2419ffffffff,4.0,0.0,0.0
84b241bffffffff,2.0,2.0,0.0
84b241dffffffff,1.0,0.0,0.0
84b242bffffffff,23.0,0.0,0.0
84b2431ffffffff,5.0,0.0,0.0
84b2435ffffffff,7.0,0.0,0.0
84b2437ffffffff,4.0,0.0,0.0
84b243dffffffff,4.0,0.0,0.0
84b244dffffffff,6.0,0.0,0.0
84b2453ffffffff,9.0,0.0,0.0
84b2457ffffffff,8.0,0.0,0.0
84b245dffffffff,4.0,0.0,0.0
84b2463ffffffff,1.0,0.0,0.0
84b2467ffffffff,4.0,0.0,0.0
84b248dffffffff,7.0,0.0,0.0
84b24a1ffffffff,21.0,0.0,0.0
84b24a3ffffffff,8.0,0.0,0.0
84b24a5ffffffff,3.0,0.0,0.0
84b24a7ffffffff,8.0,0.0,0.0
84b24a9ffffffff,51.0,0.0,0.0
84b24abffffffff,3.0,0.0,0.0
84b24adffffffff,56.0,0.0,0.0
84b24b1ffffffff,2.0,0.0,0.0
84b24b5ffffffff,16.0,0.0,0.0
84b24b7ffffffff,7.0,0.0,0.0
84b24bdffffffff,6.0,0.0,0.0
84b24c1ffffffff,45.0,0.0,0.0
84b24c5ffffffff,32.0,0.0,0.0
84b24c7ffffffff,9.0,0.0,0.0
84b24c9ffffffff,4.0,0.0,0.0
84b24cdffffffff,39.0,0.0,0.0
84b24d7ffffffff,1.0,0.0,0.0
84b24e3ffffffff,19.0,0.0,0.0
84b24e5ffffffff,52.0,1.0,0.0
84b24e9ffffffff,2.0,0.0,0.0
84b24ebffffffff,4.0,0.0,0.0
84b251bffffffff,7.0,0.0,0.0
84b2525ffffffff,2.0,0.0,0.0
84b2527ffffffff,1.0,0.0,0.0
84b2533ffffffff,3.0,0.0,0.0
84b2537ffffffff,4.0,0.0,0.0
84b2557ffffffff,4.0,0.0,0.0
84b2581ffffffff,6.0,0.0,0.0
84b2583ffffffff,31.0,0.0,0.0
84b2585ffffffff,7.0,0.0,0.0
84b2589ffffffff,2.0,0.0,0.0
84b258dffffffff,8.0,0.0,0.0
84b2591ffffffff,58.0,0.0,0.0
84b2593ffffffff,19.0,0.0,0.0
84b2595ffffffff,21.0,0.0,0.0
84b2599ffffffff,15.0,0.0,0.0
84b259bffffffff,30.0,0.0,0.0
84b259dffffffff,31.0,0.0,0.0
84b25a1ffffffff,3.0,0.0,0.0
84b25abffffffff,8.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0
84b25b1ffffffff,6.0,0.0,0.0
84b25b3ffffffff,2.0,0.0,0.0
84b25b7ffffffff,1.0,0.0,0.0
84b25b9ffffffff,31.0,0.0,0.0
84b25bbffffffff,6.0,0.0,0.0
84b25bdffffffff,7.0,0.0,0.0
84b25cdffffffff,32.0,0.0,0.0
84b25d1ffffffff,26.0,0.0,0.0
84b25d3ffffffff,7.0,0.0,0.0
84b25d5ffffffff,19.0,3.0,0.0
84b25d7ffffffff,2.0,0.0,0.0
84b25d9ffffffff,36.0,0.0,0.0
84b25dbffffffff,10.0,0.0,0.0
84b25ddffffffff,7.0,0.0,0.0
84b25e1ffffffff,15.0,0.0,0.0
84b25e3ffffffff,4.0,0.0,0.0
84b25e7ffffffff,14.0,0.0,0.0
84b2611ffffffff,10.0,0.0,0.0
84b2627ffffffff,1.0,0.0,0.0
84b262dffffffff,8.0,0.0,0.0
84b2633ffffffff,4.0,0.0,0.0
84b2635ffffffff,4.0,0.0,0.0
84b265dffffffff,1.0,0.0,0.0
84b2661ffffffff,6.0,0.0,0.0
84b2667ffffffff,4.0,0.0,0.0
84b268bffffffff,40.0,0.0,0.0
84b2691ffffffff,5.0,0.0,0.0
84b2693ffffffff,3.0,0.0,0.0
84b26a5ffffffff,3.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0
84b26cdffffffff,6.0,0.0,0.0
84b26d7ffffffff,4.0,0.0,0.0
84b26ddffffffff,2.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0
84b26e7ffffffff,5.0,0.0,0.0
84b26edffffffff,3.0,0.0,0.0
84b2703ffffffff,2.0,0.0,0.0
84b2709ffffffff,22.0,0.0,0.0
84b2731ffffffff,2.0,0.0,0.0
84b2749ffffffff,1.0,0.0,0.0
84b275bffffffff,92.0,0.0,0.0
84b275dffffffff,13.0,0.0,0.0
84b2c05ffffffff,2.0,0.0,0.0
84b2c09ffffffff,8.0,0.0,0.0
84b2c0bffffffff,7.0,0.0,0.0
84b2c0dffffffff,478.0,0.0,0.0
84b2c15ffffffff,72.0,0.0,0.0
84b2c2bffffffff,90.0,0.0,0.0
84b2c31ffffffff,1.0,0.0,0.0
84b2c35ffffffff,41.0,0.0,0.0
84b2c3bffffffff,4.0,0.0,0.0
84b2c3dffffffff,165.0,0.0,0.0
84b2c41ffffffff,52.0,0.0,0.0
84b2c45ffffffff,5.0,0.0,0.0
84b2c47ffffffff,3.0,0.0,0.0
84b2c4dffffffff,7.0,0.0,0.0
84b2c55ffffffff,88.0,5.0,0.0
84b2c57ffffffff,1.0,0.0,0.0
84b2c5dffffffff,963.0,24.0,0.0
84b2ca9ffffffff,1.0,0.0,0.0
84b2cddffffffff,9.0,0.0,0.0
84b2d87ffffffff,183.0,0.0,0.0
84b2d97ffffffff,3.0,0.0,0.0
84b2da3ffffffff,43.0,0.0,0.0
84b2dabffffffff,42.0,0.0,0.0
84b2dc3ffffffff,3.0,0.0,0.0
84b2dcbffffffff,25.0,0.0,0.0
84b2dd5ffffffff,5.0,0.0,0.0
84b2ddbffffffff,2.0,0.0,0.0
84b2e21ffffffff,26.0,0.0,0.0
84b2e27ffffffff,18.0,0.0,0.0
84b2e2dffffffff,104.0,0.0,0.0
84b2e6dffffffff,18.0,0.0,0.0
84b2e85ffffffff,15.0,0.0,0.0
84b2e91ffffffff,2.0,0.0,0.0
84b2e99ffffffff,20.0,0.0,0.0
84b2eb9ffffffff,2.0,0.0,0.0
84b2ebbffffffff,1.0,0.0,0.0
84b2ec5ffffffff,17.0,0.0,0.0
84b2ec7ffffffff,166.0,0.0,0.0
84b2ec9ffffffff,2.0,0.0,0.0
84b2ecbffffffff,3.0,0.0,0.0
84b2ecdffffffff,1.0,0.0,0.0
84b2ed7ffffffff,45.0,0.0,0.0
84b2ed9ffffffff,4.0,0.0,0.0
84b2ee1ffffffff,4.0,0.0,0.0
84b2eebffffffff,57.0,0.0,0.0
84b3001ffffffff,11.0,0.0,0.0
84b3009ffffffff,86.0,0.0,0.0
84b300dffffffff,2.0,0.0,0.0
84b3015ffffffff,4.0,0.0,0.0
84b3041ffffffff,2.0,0.0,0.0
84b3043ffffffff,3.0,0.0,0.0
84b3047ffffffff,634.0,0.0,0.0
84b305dffffffff,6.0,0.0,0.0
84b30edffffffff,4.0,0.0,0.0
84b31dbffffffff,7.0,0.0,0.0
84b3203ffffffff,2.0,0.0,0.0
84b3209ffffffff,2.0,0.0,0.0
84b320bffffffff,3.0,0.0,0.0
84b320dffffffff,3.0,0.0,0.0
84b322dffffffff,1.0,0.0,0.0
84b3261ffffffff,8.0,0.0,0.0
84b32d9ffffffff,7.0,0.0,0.0
84b3301ffffffff,11.0,0.0,0.0
84b3303ffffffff,282.0,0.0,0.0
84b3305ffffffff,15.0,0.0,0.0
84b330dffffffff,1.0,0.0,0.0
84b3313ffffffff,100.0,0.0,0.0
84b3317ffffffff,9.0,0.0,0.0
84b331bffffffff,2.0,0.0,0.0
84b3355ffffffff,1.0,0.0,0.0
84b3357ffffffff,2.0,0.0,0.0
84b3359ffffffff,1.0,0.0,0.0
84b3363ffffffff,21.0,0.0,0.0
84b3407ffffffff,2.0,0.0,0.0
84b340dffffffff,4.0,0.0,0.0
84b3423ffffffff,5.0,0.0,0.0
84b343bffffffff,6.0,0.0,0.0
84b343dffffffff,4.0,0.0,0.0
84b3445ffffffff,1.0,0.0,0.0
84b3511ffffffff,7.0,0.0,0.0
84b3513ffffffff,140.0,0.0,0.0
84b3519ffffffff,9.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0
84b3545ffffffff,1.0,0.0,0.0
84b354bffffffff,29.0,0.0,0.0
84b355dffffffff,31.0,0.0,0.0
84b3589ffffffff,21.0,0.0,0.0
84b35a3ffffffff,5.0,0.0,0.0
84b35adffffffff,3.0,0.0,0.0
84b35b3ffffffff,2.0,0.0,0.0
84b35c1ffffffff,18.0,0.0,0.0
84b35c3ffffffff,6.0,0.0,0.0
84b35c5ffffffff,45.0,0.0,0.0
84b35c7ffffffff,4.0,0.0,0.0
84b35cbffffffff,2.0,0.0,0.0
84b35cdffffffff,36.0,0.0,0.0
84b35d5ffffffff,16.0,0.0,0.0
84b35d7ffffffff,2.0,0.0,0.0
84b35d9ffffffff,2.0,0.0,0.0
84b35e1ffffffff,18.0,0.0,0.0
84b35e9ffffffff,309.0,0.0,0.0
84b35ebffffffff,24.0,0.0,0.0
84b3629ffffffff,38.0,0.0,0.0
84b3633ffffffff,2.0,0.0,0.0
84b366dffffffff,42.0,0.0,0.0
84b3699ffffffff,109.0,0.0,0.0
84b369bffffffff,5.0,0.0,0.0
84b36d3ffffffff,20.0,0.0,0.0
84b36d7ffffffff,15.0,0.0,0.0
84c2031ffffffff,1.0,0.0,0.0
84c203bffffffff,5.0,0.0,0.0
84c2053ffffffff,73.0,0.0,0.0
84c205bffffffff,137.0,0.0,0.0
84c2183ffffffff,2.0,0.0,0.0
84c2197ffffffff,2.0,0.0,0.0
84c219bffffffff,1.0,0.0,0.0
84c219dffffffff,2.0,0.0,0.0
84c21b1ffffffff,4.0,0.0,0.0
