cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
841f91bffffffff,3.0,0.0,0.0
8443a13ffffffff,9.0,0.0,0.0
8444363ffffffff,32.0,0.0,0.0
844436bffffffff,5.0,0.0,0.0
8444845ffffffff,2.0,0.0,0.0
844484bffffffff,10.0,0.0,0.0
8444859ffffffff,5.0,0.0,0.0
8444861ffffffff,7.0,0.0,0.0
8444869ffffffff,7.0,0.0,0.0
844486bffffffff,96.0,0.0,0.0
8444a37ffffffff,723.0,0.0,0.0
8444b05ffffffff,2.0,0.0,0.0
8444b07ffffffff,5.0,0.0,0.0
8444b0bffffffff,2.0,0.0,0.0
8444b13ffffffff,22.0,0.0,0.0
8444b17ffffffff,72.0,0.0,0.0
8444b2bffffffff,11.0,0.0,0.0
8444b2dffffffff,2.0,0.0,0.0
8444b47ffffffff,2.0,0.0,0.0
8444b51ffffffff,2.0,0.0,0.0
8444b57ffffffff,759.0,0.0,0.0
8444b5bffffffff,5.0,0.0,0.0
8444b5dffffffff,8.0,0.0,0.0
8444b63ffffffff,6.0,0.0,0.0
8444b67ffffffff,5.0,0.0,0.0
8444b69ffffffff,2.0,0.0,0.0
8444b6bffffffff,8.0,0.0,0.0
8445833ffffffff,2.0,0.0,0.0
8445883ffffffff,20.0,0.0,0.0
84458adffffffff,5.0,0.0,0.0
84458c3ffffffff,10.0,2.0,0.0
84458e1ffffffff,4.0,1.0,0.0
84458edffffffff,3.0,0.0,0.0
8445981ffffffff,3.0,0.0,0.0
8445989ffffffff,31.0,4.0,0.0
844598bffffffff,52.0,6.0,0.0
84459d7ffffffff,17.0,5.0,0.0
844c811ffffffff,7.0,0.0,0.0
844c819ffffffff,31.0,0.0,0.0
844c833ffffffff,1.0,0.0,0.0
844c837ffffffff,170.0,0.0,0.0
844c883ffffffff,216.0,0.0,0.0
844c887ffffffff,6.0,0.0,0.0
844c88bffffffff,4.0,0.0,0.0
844c895ffffffff,11.0,0.0,0.0
844c8c9ffffffff,1.0,0.0,0.0
844c933ffffffff,25.0,0.0,0.0
844c941ffffffff,5.0,0.0,0.0
844c943ffffffff,1.0,0.0,0.0
844c945ffffffff,7.0,0.0,0.0
844c94bffffffff,4.0,0.0,0.0
844c95dffffffff,8.0,0.0,0.0
844c969ffffffff,2.0,0.0,0.0
844c985ffffffff,21.0,2.0,0.0
844caa1ffffffff,18.0,0.0,0.0
844caa3ffffffff,2.0,0.0,0.0
844caa5ffffffff,73.0,0.0,0.0
844cabdffffffff,63.0,0.0,0.0
844cb3dffffffff,169.0,0.0,0.0
844cc0bffffffff,1481.0,0.0,0.0
844cc2dffffffff,1.0,0.0,0.0
844cc43ffffffff,2.0,0.0,0.0
844cc51ffffffff,163.0,0.0,0.0
844cc53ffffffff,33.0,0.0,0.0
844cc55ffffffff,5.0,0.0,0.0
844cc57ffffffff,395.0,0.0,0.0
844cc59ffffffff,343.0,0.0,0.0
844cc5bffffffff,1.0,0.0,0.0
844cc5dffffffff,615.0,0.0,0.0
844cc61ffffffff,230.0,0.0,0.0
844cc6dffffffff,11.0,0.0,0.0
844cd09ffffffff,41.0,0.0,0.0
844cd0dffffffff,100.0,0.0,0.0
844cd21ffffffff,65.0,0.0,0.0
844cd43ffffffff,1.0,0.0,0.0
844cd45ffffffff,2.0,0.0,0.0
844cd4bffffffff,6.0,0.0,0.0
844cd4dffffffff,5.0,0.0,0.0
844cd5bffffffff,6.0,0.0,0.0
844cd63ffffffff,4.0,0.0,0.0
844cd67ffffffff,10.0,0.0,0.0
844ce81ffffffff,49.0,0.0,0.0
844ce85ffffffff,99.0,0.0,0.0
844ce8bffffffff,225.0,0.0,0.0
844ce95ffffffff,148.0,4.0,0.0
844cea9ffffffff,354.0,0.0,0.0
844ceadffffffff,156.0,0.0,0.0
844ceb9ffffffff,54.0,0.0,0.0
844ced5ffffffff,12.0,0.0,0.0
844ced7ffffffff,2.0,0.0,0.0
844cee3ffffffff,59.0,0.0,0.0
844cee5ffffffff,29.0,0.0,0.0
844cee7ffffffff,37.0,0.0,0.0
844cf23ffffffff,26.0,0.0,0.0
844cf27ffffffff,3.0,0.0,0.0
844cf35ffffffff,22.0,0.0,0.0
844d497ffffffff,323.0,0.0,0.0
844d4bbffffffff,690.0,0.0,0.0
845e437ffffffff,2.0,0.0,0.0
845e4a1ffffffff,24.0,0.0,0.0
845e4a3ffffffff,19.0,0.0,0.0
845e4b7ffffffff,203.0,0.0,0.0
845e599ffffffff,2.0,0.0,0.0
845e59bffffffff,14.0,0.0,0.0
845e5cbffffffff,87.0,0.0,0.0
845e5d3ffffffff,143.0,0.0,0.0
845e5ddffffffff,2.0,0.0,0.0
845f083ffffffff,2.0,0.0,0.0
845f085ffffffff,2.0,0.0,0.0
845f095ffffffff,35.0,0.0,0.0
845f0e3ffffffff,11.0,0.0,0.0
845f0e7ffffffff,1.0,0.0,0.0
845f1c3ffffffff,2.0,0.0,0.0
845f1e9ffffffff,5.0,0.0,0.0
845f1edffffffff,9.0,0.0,0.0
845f491ffffffff,14.0,0.0,0.0
845f49bffffffff,2.0,0.0,0.0
845f4b3ffffffff,196.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0
845f583ffffffff,11.0,0.0,0.0
845f5b5ffffffff,2.0,0.0,0.0
845f5bdffffffff,171.0,0.0,0.0
8466045ffffffff,2.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0
8466201ffffffff,1.0,0.0,0.0
846620bffffffff,75.0,0.0,0.0
8466221ffffffff,144.0,6.0,0.0
8466223ffffffff,3.0,0.0,0.0
8466225ffffffff,20.0,0.0,0.0
846622bffffffff,33.0,9.0,0.0
84662c1ffffffff,13.0,0.0,0.0
8466311ffffffff,25.0,0.0,0.0
8466313ffffffff,24.0,0.0,0.0
846631bffffffff,10.0,0.0,0.0
8466d05ffffffff,79.0,3.0,0.0
8466d0dffffffff,212.0,0.0,0.0
8466d25ffffffff,8.0,0.0,0.0
8466d27ffffffff,2.0,0.0,0.0
8466d29ffffffff,2.0,0.0,0.0
8466d33ffffffff,4.0,0.0,0.0
8466d47ffffffff,1.0,0.0,0.0
8466e43ffffffff,2.0,0.0,0.0
8466f01ffffffff,3.0,0.0,0.0
8467209ffffffff,4.0,0.0,0.0
8467251ffffffff,5.0,0.0,0.0
8467253ffffffff,78.0,0.0,0.0
846725bffffffff,10.0,0.0,0.0
846725dffffffff,2.0,0.0,0.0
8467261ffffffff,6.0,0.0,0.0
8467263ffffffff,24.0,0.0,0.0
846735bffffffff,8.0,0.0,0.0
846742bffffffff,2.0,0.0,0.0
8467431ffffffff,9.0,0.0,0.0
8467433ffffffff,5.0,0.0,0.0
846743dffffffff,23.0,2.0,0.0
8467447ffffffff,209.0,0.0,0.0
8467461ffffffff,1499.0,0.0,0.0
846746bffffffff,134.0,0.0,0.0
846746dffffffff,23.0,0.0,0.0
84674c9ffffffff,8.0,0.0,0.0
84674d9ffffffff,89.0,0.0,0.0
8467521ffffffff,3.0,0.0,0.0
8467523ffffffff,258.0,0.0,0.0
8467531ffffffff,2.0,0.0,0.0
8467551ffffffff,14.0,0.0,0.0
8467553ffffffff,125.0,0.0,0.0
8467693ffffffff,13.0,0.0,0.0
846769bffffffff,1.0,0.0,0.0
84676b3ffffffff,2.0,0.0,0.0
8467737ffffffff,1282.0,0.0,0.0
846c583ffffffff,2.0,0.0,2.0
846c587ffffffff,8.0,0.0,0.0
846c593ffffffff,85.0,0.0,35.0
846c595ffffffff,92.0,0.0,39.0
846c597ffffffff,34.0,0.0,14.0
846c5abffffffff,25.0,0.0,13.0
846c5b1ffffffff,412.0,0.0,207.0
846c5b3ffffffff,16.0,0.0,4.0
846c5b5ffffffff,116.0,0.0,65.0
846c5b9ffffffff,216.0,0.0,83.0
846c5bbffffffff,592.0,0.0,262.0
846c5bdffffffff,5.0,0.0,2.0
8480025ffffffff,1.0,0.0,0.0
8480101ffffffff,2.0,0.0,0.0
8480105ffffffff,4.0,0.0,0.0
848011bffffffff,4.0,0.0,0.0
8480141ffffffff,6.0,0.0,0.0
8480161ffffffff,1.0,0.0,0.0
848016bffffffff,2.0,0.0,0.0
84801c5ffffffff,5.0,0.0,0.0
8480301ffffffff,1.0,0.0,0.0
848030dffffffff,3.0,0.0,0.0
848032bffffffff,7.0,0.0,0.0
8480a4dffffffff,2.0,2.0,0.0
8481005ffffffff,1.0,0.0,0.0
8481029ffffffff,2.0,0.0,0.0
848102dffffffff,16.0,0.0,0.0
84810a9ffffffff,1.0,0.0,0.0
8481101ffffffff,4.0,0.0,0.0
8481107ffffffff,4.0,0.0,0.0
848110bffffffff,6.0,0.0,0.0
8481117ffffffff,8.0,0.0,0.0
8481119ffffffff,9.0,0.0,0.0
8481125ffffffff,3.0,0.0,0.0
8481133ffffffff,5.0,0.0,0.0
8481153ffffffff,5.0,0.0,0.0
8481157ffffffff,2.0,0.0,0.0
84811a3ffffffff,2.0,0.0,0.0
84811abffffffff,8.0,0.0,0.0
84811adffffffff,2.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0
84811edffffffff,3.0,0.0,0.0
848132dffffffff,4.0,0.0,0.0
8481333ffffffff,1.0,0.0,0.0
8481339ffffffff,24.0,2.0,0.0
848134bffffffff,1.0,0.0,0.0
