cell_id,Cichlopsis leucogenys,Cichlopsis leucogenys chubbi,Cichlopsis leucogenys peruviana,Cichlopsis leucogenys gularis,Cichlopsis leucogenys leucogenys
825f07fffffffff,4.0,0.0,0.0,0.0,0.0
825f77fffffffff,69.0,0.0,0.0,6.0,0.0
8266d7fffffffff,358.0,0.0,0.0,0.0,0.0
828137fffffffff,233.0,0.0,0.0,0.0,26.0
8281affffffffff,3.0,0.0,0.0,0.0,0.0
82a597fffffffff,1.0,0.0,0.0,0.0,0.0
82a897fffffffff,24.0,0.0,0.0,0.0,0.0
