cell_id,Numenius phaeopus,Numenius phaeopus hudsonicus,Numenius phaeopus phaeopus,Numenius phaeopus alboaxillaris,Numenius phaeopus variegatus/rogachevae,Numenius phaeopus [phaeopus Group]
84015abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8409a09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
840c143ffffffff,72.0,41.0,0.0,0.0,0.0,0.0
840c145ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c147ffffffff,38.0,34.0,0.0,0.0,0.0,0.0
840c149ffffffff,28.0,28.0,0.0,0.0,0.0,0.0
840c14bffffffff,4.0,4.0,0.0,0.0,0.0,0.0
840c15dffffffff,4.0,4.0,0.0,0.0,0.0,0.0
840c16bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,51.0,42.0,0.0,0.0,9.0,0.0
840c42dffffffff,4.0,2.0,0.0,0.0,0.0,0.0
840c455ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c501ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c503ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840c507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,27.0,3.0,0.0,0.0,2.0,0.0
840c54bffffffff,47.0,2.0,0.0,0.0,0.0,0.0
840c555ffffffff,18.0,3.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,4.0,2.0,0.0,0.0,2.0,0.0
840c6adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,42.0,6.0,0.0,0.0,0.0,0.0
840c735ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,42.0,1.0,0.0,0.0,30.0,0.0
840cd8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ce33ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
