cell_id,Botaurus minutus,Botaurus minutus minutus,Botaurus minutus payesii,Botaurus minutus podiceps
8310d2fffffffff,1.0,0.0,0.0,0.0
831106fffffffff,3.0,0.0,0.0,0.0
831181fffffffff,6.0,0.0,0.0,0.0
831185fffffffff,1.0,0.0,0.0,0.0
83118cfffffffff,20.0,0.0,0.0,0.0
83118efffffffff,2.0,0.0,0.0,0.0
831191fffffffff,2.0,0.0,0.0,0.0
8311aafffffffff,18.0,0.0,0.0,0.0
8311aefffffffff,11.0,0.0,0.0,0.0
831849fffffffff,61.0,0.0,0.0,0.0
83184bfffffffff,2.0,0.0,0.0,0.0
83186cfffffffff,9.0,0.0,0.0,0.0
83186dfffffffff,3.0,0.0,0.0,0.0
83194dfffffffff,3.0,0.0,0.0,0.0
831e02fffffffff,93.0,9.0,0.0,0.0
831e03fffffffff,18.0,0.0,0.0,0.0
831e04fffffffff,66.0,0.0,0.0,0.0
831e05fffffffff,54.0,0.0,0.0,0.0
831e06fffffffff,74.0,0.0,0.0,0.0
831e08fffffffff,25.0,0.0,0.0,0.0
831e0afffffffff,208.0,2.0,0.0,0.0
831e0cfffffffff,37.0,0.0,0.0,0.0
831e0efffffffff,130.0,0.0,0.0,0.0
831e10fffffffff,3.0,0.0,0.0,0.0
831e11fffffffff,7.0,0.0,0.0,0.0
831e12fffffffff,25.0,0.0,0.0,0.0
831e13fffffffff,45.0,0.0,0.0,0.0
831e16fffffffff,6.0,0.0,0.0,0.0
831e18fffffffff,1.0,0.0,0.0,0.0
831e19fffffffff,9.0,2.0,0.0,0.0
831e1afffffffff,3.0,0.0,0.0,0.0
831e1bfffffffff,63.0,0.0,0.0,0.0
831e1cfffffffff,42.0,0.0,0.0,0.0
831e1dfffffffff,34.0,0.0,0.0,0.0
831e20fffffffff,12.0,0.0,0.0,0.0
831e21fffffffff,2.0,0.0,0.0,0.0
831e22fffffffff,5.0,0.0,0.0,0.0
831e23fffffffff,5.0,0.0,0.0,0.0
831e24fffffffff,12.0,0.0,0.0,0.0
831e26fffffffff,5.0,0.0,0.0,0.0
831e28fffffffff,8.0,0.0,0.0,0.0
831e29fffffffff,4.0,0.0,0.0,0.0
831e2afffffffff,7.0,0.0,0.0,0.0
831e2bfffffffff,3.0,0.0,0.0,0.0
831e2dfffffffff,1.0,0.0,0.0,0.0
