cell_id,Upupa epops,Upupa epops [epops Group],Upupa epops senegalensis/waibeli,Upupa epops africana
84075d9ffffffff,2.0,0.0,0.0,0.0
840771bffffffff,2.0,0.0,0.0,0.0
840880dffffffff,2.0,0.0,0.0,0.0
840885dffffffff,2.0,2.0,0.0,0.0
8408867ffffffff,4.0,0.0,0.0,0.0
84089d1ffffffff,1.0,0.0,0.0,0.0
8408b13ffffffff,2.0,0.0,0.0,0.0
84099e9ffffffff,1.0,0.0,0.0,0.0
8409a47ffffffff,4.0,0.0,0.0,0.0
8411249ffffffff,1.0,0.0,0.0,0.0
841126dffffffff,5.0,0.0,0.0,0.0
8415923ffffffff,2.0,0.0,0.0,0.0
84180cdffffffff,4.0,0.0,0.0,0.0
8418281ffffffff,2.0,2.0,0.0,0.0
841828bffffffff,3.0,1.0,0.0,0.0
8418299ffffffff,1.0,0.0,0.0,0.0
84182d5ffffffff,1.0,0.0,0.0,0.0
8418495ffffffff,4.0,0.0,0.0,0.0
84184b7ffffffff,2.0,0.0,0.0,0.0
8418597ffffffff,1.0,0.0,0.0,0.0
84185b5ffffffff,6.0,0.0,0.0,0.0
84186c1ffffffff,2.0,0.0,0.0,0.0
841870dffffffff,4.0,0.0,0.0,0.0
841873bffffffff,2.0,0.0,0.0,0.0
841908dffffffff,2.0,0.0,0.0,0.0
84190b9ffffffff,2.0,0.0,0.0,0.0
8419265ffffffff,2.0,0.0,0.0,0.0
84192b7ffffffff,1.0,1.0,0.0,0.0
8419405ffffffff,1.0,1.0,0.0,0.0
841940dffffffff,3.0,0.0,0.0,0.0
8419411ffffffff,7.0,5.0,0.0,0.0
8419413ffffffff,1.0,1.0,0.0,0.0
8419415ffffffff,10.0,2.0,0.0,0.0
841941bffffffff,6.0,0.0,0.0,0.0
8419423ffffffff,4.0,0.0,0.0,0.0
8419427ffffffff,3.0,0.0,0.0,0.0
841942dffffffff,3.0,0.0,0.0,0.0
8419485ffffffff,4.0,1.0,0.0,0.0
841948dffffffff,2.0,2.0,0.0,0.0
84194a1ffffffff,2.0,0.0,0.0,0.0
84194abffffffff,4.0,1.0,0.0,0.0
84194adffffffff,4.0,0.0,0.0,0.0
84194d1ffffffff,2.0,2.0,0.0,0.0
84194d5ffffffff,2.0,2.0,0.0,0.0
84194dbffffffff,2.0,2.0,0.0,0.0
84194ddffffffff,5.0,2.0,0.0,0.0
84194e5ffffffff,2.0,0.0,0.0,0.0
84194e7ffffffff,1.0,1.0,0.0,0.0
84194ebffffffff,3.0,0.0,0.0,0.0
84194edffffffff,1.0,0.0,0.0,0.0
8419591ffffffff,4.0,0.0,0.0,0.0
8419595ffffffff,2.0,0.0,0.0,0.0
8419597ffffffff,4.0,0.0,0.0,0.0
84195a3ffffffff,2.0,0.0,0.0,0.0
84195bbffffffff,1.0,0.0,0.0,0.0
84195c1ffffffff,1.0,0.0,0.0,0.0
84195c3ffffffff,2.0,0.0,0.0,0.0
84195d9ffffffff,4.0,2.0,0.0,0.0
84195dbffffffff,2.0,0.0,0.0,0.0
8419683ffffffff,2.0,2.0,0.0,0.0
8419689ffffffff,4.0,0.0,0.0,0.0
84196b9ffffffff,2.0,0.0,0.0,0.0
84196c3ffffffff,1.0,0.0,0.0,0.0
84196d5ffffffff,2.0,0.0,0.0,0.0
84196ddffffffff,9.0,5.0,0.0,0.0
841972bffffffff,2.0,0.0,0.0,0.0
8419733ffffffff,1.0,0.0,0.0,0.0
841e023ffffffff,2.0,0.0,0.0,0.0
841e085ffffffff,3.0,0.0,0.0,0.0
841e0a9ffffffff,8.0,0.0,0.0,0.0
841e0e7ffffffff,1.0,0.0,0.0,0.0
841e101ffffffff,3.0,0.0,0.0,0.0
841e125ffffffff,3.0,0.0,0.0,0.0
841e1b1ffffffff,2.0,0.0,0.0,0.0
841e1c9ffffffff,1.0,1.0,0.0,0.0
841e225ffffffff,1.0,0.0,0.0,0.0
841e2e5ffffffff,1.0,0.0,0.0,0.0
841e349ffffffff,1.0,0.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0,0.0
841e351ffffffff,2.0,0.0,0.0,0.0
841e5a5ffffffff,3.0,0.0,0.0,0.0
841e5a9ffffffff,3.0,0.0,0.0,0.0
841e5cdffffffff,2.0,0.0,0.0,0.0
841e5e9ffffffff,6.0,0.0,0.0,0.0
841e5edffffffff,3.0,0.0,0.0,0.0
841e697ffffffff,2.0,0.0,0.0,0.0
841e6bbffffffff,2.0,0.0,0.0,0.0
841ea0bffffffff,5.0,4.0,0.0,0.0
841ea55ffffffff,2.0,2.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0
841ec17ffffffff,5.0,0.0,0.0,0.0
841ec6bffffffff,2.0,0.0,0.0,0.0
841ec99ffffffff,6.0,0.0,0.0,0.0
841ec9bffffffff,3.0,0.0,0.0,0.0
841eca5ffffffff,3.0,0.0,0.0,0.0
841ece9ffffffff,1.0,0.0,0.0,0.0
841ee09ffffffff,1.0,1.0,0.0,0.0
841ee29ffffffff,2.0,0.0,0.0,0.0
841ee95ffffffff,1.0,0.0,0.0,0.0
841eea3ffffffff,2.0,0.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0,0.0
841ef01ffffffff,2.0,0.0,0.0,0.0
841ef21ffffffff,5.0,0.0,0.0,0.0
841ef27ffffffff,2.0,2.0,0.0,0.0
841f001ffffffff,1.0,1.0,0.0,0.0
841f041ffffffff,2.0,1.0,0.0,0.0
841f051ffffffff,3.0,1.0,0.0,0.0
841f05bffffffff,4.0,0.0,0.0,0.0
841f1d5ffffffff,2.0,0.0,0.0,0.0
841f217ffffffff,4.0,0.0,0.0,0.0
841f283ffffffff,4.0,0.0,0.0,0.0
