cell_id,Turdus fumigatus,Turdus fumigatus personus,Turdus fumigatus [fumigatus Group]
825e77fffffffff,3.0,1.0,0.0
825f5ffffffffff,19.0,0.0,15.0
82661ffffffffff,225.0,0.0,0.0
8266c7fffffffff,114.0,0.0,2.0
8266e7fffffffff,10.0,0.0,0.0
8266f7fffffffff,18.0,0.0,2.0
82674ffffffffff,7.0,0.0,0.0
82675ffffffffff,5.0,0.0,0.0
82a957fffffffff,3.0,0.0,0.0
