cell_id,Rallus crepitans,Rallus crepitans crepitans/waynei,Rallus crepitans saturatus/scottii,Rallus crepitans [caribaeus Group],Rallus crepitans [pallidus Group]
841aa07ffffffff,8.0,0.0,0.0,0.0,0.0
84266d5ffffffff,1.0,0.0,0.0,0.0,0.0
842a069ffffffff,3.0,3.0,0.0,0.0,0.0
842a101ffffffff,52.0,0.0,0.0,0.0,0.0
842a103ffffffff,41.0,4.0,0.0,0.0,0.0
842a107ffffffff,238.0,11.0,0.0,0.0,0.0
842a109ffffffff,38.0,19.0,0.0,0.0,0.0
842a127ffffffff,8.0,0.0,0.0,0.0,0.0
842a133ffffffff,33.0,0.0,0.0,0.0,0.0
842a143ffffffff,25.0,4.0,0.0,0.0,0.0
842a151ffffffff,35.0,4.0,0.0,0.0,0.0
842a155ffffffff,6.0,0.0,0.0,0.0,0.0
842a157ffffffff,41.0,4.0,0.0,0.0,0.0
842a159ffffffff,7.0,2.0,0.0,0.0,0.0
842a15dffffffff,3.0,1.0,0.0,0.0,0.0
842a169ffffffff,3.0,0.0,0.0,0.0,0.0
842a1a5ffffffff,5.0,2.0,0.0,0.0,0.0
842a301ffffffff,15.0,2.0,0.0,0.0,0.0
842a307ffffffff,12.0,1.0,0.0,0.0,0.0
842a30dffffffff,2.0,0.0,0.0,0.0,0.0
842a311ffffffff,88.0,2.0,0.0,0.0,0.0
842a313ffffffff,4.0,0.0,0.0,0.0,0.0
842a315ffffffff,26.0,5.0,0.0,0.0,0.0
842a317ffffffff,13.0,0.0,0.0,0.0,0.0
842a31dffffffff,1.0,0.0,0.0,0.0,0.0
842a331ffffffff,4.0,0.0,0.0,0.0,0.0
842a333ffffffff,54.0,0.0,0.0,0.0,0.0
842a33bffffffff,286.0,50.0,0.0,0.0,0.0
842a347ffffffff,4.0,0.0,0.0,0.0,0.0
842a89dffffffff,4.0,0.0,0.0,0.0,0.0
842a8bbffffffff,2.0,2.0,0.0,0.0,0.0
842a8c9ffffffff,6.0,0.0,0.0,0.0,0.0
842a8d9ffffffff,1.0,0.0,0.0,0.0,0.0
842aa81ffffffff,7.0,0.0,0.0,0.0,0.0
842aa83ffffffff,67.0,17.0,0.0,0.0,0.0
842aa87ffffffff,103.0,2.0,0.0,0.0,0.0
842aa8bffffffff,1.0,0.0,0.0,0.0,0.0
842aa8dffffffff,10.0,1.0,0.0,0.0,0.0
842aa91ffffffff,4.0,2.0,0.0,0.0,0.0
842aa93ffffffff,4.0,0.0,0.0,0.0,0.0
842aa95ffffffff,19.0,4.0,0.0,0.0,0.0
842aa97ffffffff,2.0,0.0,0.0,0.0,0.0
842aa9bffffffff,2.0,2.0,0.0,0.0,0.0
842aa9dffffffff,1.0,0.0,0.0,0.0,0.0
842aab3ffffffff,2.0,0.0,0.0,0.0,0.0
842aac3ffffffff,72.0,0.0,0.0,0.0,0.0
842aac7ffffffff,7.0,1.0,0.0,0.0,0.0
842aac9ffffffff,2.0,0.0,0.0,0.0,0.0
842aad1ffffffff,96.0,18.0,0.0,0.0,0.0
842aad3ffffffff,12.0,6.0,0.0,0.0,0.0
842aad5ffffffff,36.0,4.0,0.0,0.0,0.0
842aad9ffffffff,35.0,6.0,0.0,0.0,0.0
842aadbffffffff,20.0,0.0,0.0,0.0,0.0
842aaddffffffff,22.0,1.0,0.0,0.0,0.0
842ad15ffffffff,4.0,0.0,0.0,0.0,0.0
842ad37ffffffff,4.0,4.0,0.0,0.0,0.0
842ad55ffffffff,2.0,2.0,0.0,0.0,0.0
842ad59ffffffff,9.0,0.0,0.0,0.0,0.0
842ad6dffffffff,4.0,0.0,0.0,0.0,0.0
842af03ffffffff,4.0,2.0,0.0,0.0,0.0
842af0dffffffff,4.0,0.0,0.0,0.0,0.0
842af15ffffffff,4.0,4.0,0.0,0.0,0.0
842af31ffffffff,3.0,2.0,0.0,0.0,0.0
842af39ffffffff,1.0,0.0,0.0,0.0,0.0
842af61ffffffff,4.0,2.0,0.0,0.0,0.0
842af63ffffffff,4.0,0.0,0.0,0.0,0.0
842af65ffffffff,2.0,0.0,0.0,0.0,0.0
842af67ffffffff,25.0,0.0,0.0,0.0,0.0
842af69ffffffff,2.0,0.0,0.0,0.0,0.0
842af6bffffffff,1.0,0.0,0.0,0.0,0.0
842af6dffffffff,5.0,0.0,0.0,0.0,0.0
842b0a7ffffffff,2.0,0.0,0.0,0.0,0.0
842b0c5ffffffff,1.0,0.0,0.0,0.0,0.0
842b303ffffffff,5.0,3.0,0.0,0.0,0.0
842b337ffffffff,1.0,0.0,0.0,0.0,0.0
8444121ffffffff,1.0,0.0,0.0,0.0,0.0
844412dffffffff,68.0,0.0,0.0,0.0,0.0
8444131ffffffff,22.0,0.0,0.0,0.0,0.0
8444133ffffffff,1.0,0.0,0.0,0.0,0.0
8444161ffffffff,30.0,0.0,0.0,1.0,0.0
8444163ffffffff,2.0,0.0,0.0,0.0,0.0
8444165ffffffff,2.0,0.0,0.0,0.0,0.0
8444167ffffffff,2.0,0.0,0.0,0.0,0.0
844416bffffffff,22.0,0.0,0.0,3.0,0.0
84441a3ffffffff,2.0,0.0,2.0,0.0,0.0
84441a9ffffffff,5.0,0.0,0.0,0.0,0.0
84441abffffffff,23.0,0.0,2.0,0.0,0.0
84441adffffffff,5.0,0.0,0.0,0.0,0.0
84441b3ffffffff,2.0,0.0,2.0,0.0,0.0
84441b7ffffffff,4.0,0.0,2.0,0.0,0.0
84441e1ffffffff,8.0,0.0,0.0,0.0,0.0
84441e5ffffffff,109.0,0.0,13.0,0.0,0.0
84441e7ffffffff,8.0,0.0,1.0,0.0,0.0
8444465ffffffff,1.0,0.0,0.0,0.0,0.0
8444509ffffffff,5.0,0.0,5.0,0.0,0.0
844450dffffffff,4.0,0.0,0.0,0.0,0.0
8444555ffffffff,6.0,0.0,0.0,0.0,0.0
844455bffffffff,13.0,0.0,0.0,0.0,0.0
8444633ffffffff,11.0,0.0,2.0,0.0,0.0
8444637ffffffff,2.0,0.0,0.0,0.0,0.0
84446c1ffffffff,7.0,0.0,0.0,0.0,0.0
84446c5ffffffff,2.0,0.0,0.0,0.0,0.0
84446cdffffffff,3.0,0.0,0.0,0.0,0.0
84446e5ffffffff,2.0,0.0,0.0,0.0,0.0
84446e9ffffffff,5.0,0.0,5.0,0.0,0.0
84446edffffffff,3.0,0.0,1.0,0.0,0.0
844473bffffffff,9.0,0.0,0.0,0.0,0.0
8444a19ffffffff,17.0,0.0,0.0,0.0,0.0
8444a53ffffffff,3.0,0.0,0.0,0.0,0.0
8444a57ffffffff,3.0,0.0,0.0,0.0,0.0
8444a5bffffffff,11.0,0.0,0.0,0.0,0.0
8444abbffffffff,18.0,2.0,0.0,0.0,0.0
8444ae9ffffffff,9.0,1.0,0.0,0.0,0.0
8444aebffffffff,19.0,9.0,0.0,0.0,0.0
8444b13ffffffff,1.0,0.0,0.0,0.0,0.0
8444d01ffffffff,1.0,0.0,0.0,0.0,0.0
8444d03ffffffff,18.0,0.0,0.0,0.0,0.0
8444d21ffffffff,1.0,0.0,0.0,0.0,0.0
8444d2bffffffff,2.0,0.0,0.0,0.0,0.0
8444d5dffffffff,6.0,0.0,0.0,0.0,0.0
8444e47ffffffff,4.0,0.0,0.0,0.0,0.0
8444e53ffffffff,2.0,0.0,0.0,0.0,0.0
8444e63ffffffff,40.0,0.0,24.0,0.0,0.0
8444e67ffffffff,4.0,0.0,0.0,0.0,0.0
8444f05ffffffff,3.0,3.0,0.0,0.0,0.0
8444f07ffffffff,2.0,2.0,0.0,0.0,0.0
8444f31ffffffff,6.0,0.0,0.0,0.0,0.0
8444f37ffffffff,8.0,0.0,0.0,0.0,0.0
8444f63ffffffff,5.0,5.0,0.0,0.0,0.0
8445051ffffffff,3.0,0.0,0.0,0.0,0.0
844509bffffffff,2.0,0.0,0.0,0.0,0.0
84450b1ffffffff,2.0,0.0,0.0,0.0,2.0
8445215ffffffff,28.0,0.0,0.0,0.0,0.0
8445233ffffffff,17.0,0.0,0.0,0.0,0.0
844523bffffffff,4.0,0.0,0.0,0.0,0.0
8445721ffffffff,3.0,0.0,0.0,0.0,3.0
84458b5ffffffff,2.0,0.0,0.0,0.0,0.0
8445b27ffffffff,2.0,0.0,0.0,0.0,0.0
8448903ffffffff,2.0,0.0,2.0,0.0,0.0
8448923ffffffff,1.0,0.0,1.0,0.0,0.0
8448939ffffffff,13.0,0.0,1.0,0.0,0.0
8448955ffffffff,3.0,0.0,1.0,0.0,0.0
8448b23ffffffff,1.0,0.0,0.0,0.0,0.0
8448c35ffffffff,4.0,0.0,4.0,0.0,0.0
844c819ffffffff,2.0,0.0,0.0,0.0,0.0
844c883ffffffff,26.0,0.0,0.0,0.0,0.0
844c895ffffffff,4.0,0.0,0.0,0.0,0.0
844c933ffffffff,2.0,0.0,0.0,0.0,0.0
844cc0bffffffff,383.0,0.0,0.0,45.0,0.0
844cc53ffffffff,14.0,0.0,0.0,2.0,0.0
844cc57ffffffff,111.0,0.0,0.0,13.0,0.0
844cc59ffffffff,14.0,0.0,0.0,0.0,0.0
844cc5dffffffff,20.0,0.0,0.0,0.0,0.0
844ce85ffffffff,35.0,0.0,0.0,1.0,0.0
844ce8bffffffff,32.0,0.0,0.0,0.0,0.0
844cea9ffffffff,36.0,0.0,0.0,0.0,0.0
844ceadffffffff,84.0,0.0,0.0,11.0,0.0
844cee3ffffffff,14.0,0.0,0.0,2.0,0.0
844cee5ffffffff,2.0,0.0,0.0,0.0,0.0
844cee7ffffffff,18.0,0.0,0.0,0.0,0.0
845e437ffffffff,2.0,0.0,0.0,0.0,0.0
845e5ddffffffff,16.0,0.0,0.0,0.0,0.0
8467325ffffffff,4.0,0.0,0.0,0.0,0.0
846732dffffffff,4.0,0.0,0.0,0.0,0.0
