cell_id,Otus rutilus,Otus rutilus rutilus,Otus rutilus madagascariensis
82a217fffffffff,28.0,25.0,2.0
82a227fffffffff,97.0,90.0,0.0
82a237fffffffff,339.0,296.0,6.0
82a2a7fffffffff,175.0,0.0,168.0
82a2affffffffff,5.0,4.0,1.0
82a30ffffffffff,67.0,35.0,27.0
82a31ffffffffff,114.0,2.0,107.0
82a357fffffffff,73.0,73.0,0.0
82a377fffffffff,22.0,19.0,0.0
82a38ffffffffff,119.0,0.0,112.0
82a39ffffffffff,43.0,0.0,32.0
82a3affffffffff,4.0,0.0,4.0
