cell_id,Melospiza melodia,Melospiza melodia melodia/atlantica,Melospiza melodia sanaka/maxima,Melospiza melodia [rufina Group],Melospiza melodia montana/merrilli,Melospiza melodia [heermanni Group],Melospiza melodia samuelsis,Melospiza melodia pusillula,Melospiza melodia [fallax Group],Melospiza melodia [mexicana Group]
820c47fffffffff,1566.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
820c57fffffffff,1361.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,935.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,235.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
820ccffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,2313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,1049.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ed7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ef7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82120ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821227fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82122ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,1926.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821267fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,476.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,1841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212a7fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,2316.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,3867.0,55.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,11123.0,37.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,10791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,20428.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,720.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,4612.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,512.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,2176.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821657fffffffff,423.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82165ffffffffff,224.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,299.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,286.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8222effffffffff,1164.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,2891.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,5657.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,706.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,1503.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,14536.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,19046.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,19517.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82264ffffffffff,14666.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,16792.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,7401.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,68368.0,1775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82266ffffffffff,34153.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822677fffffffff,7082.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,25430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,39021.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
822697fffffffff,26460.0,0.0,0.0,0.0,9015.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,13937.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
8226a7fffffffff,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,11025.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226b7fffffffff,2758.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8226c7fffffffff,2962.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,8440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,1417.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,2404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,7740.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,3297.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,1588.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822707fffffffff,6778.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,5569.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822717fffffffff,3503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,4849.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822727fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82272ffffffffff,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822737fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,20562.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,89348.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,26824.0,2665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82275ffffffffff,75199.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,5165.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,20828.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,4056.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,3912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,965.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,23021.0,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0
822817fffffffff,15282.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0
82281ffffffffff,34298.0,0.0,0.0,2797.0,105.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,176655.0,0.0,0.0,24.0,6.0,10615.0,167.0,12.0,0.0,0.0
822887fffffffff,23080.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,24183.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,8451.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,9832.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,962.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,14354.0,0.0,0.0,2.0,295.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,10968.0,0.0,0.0,0.0,968.0,0.0,0.0,0.0,0.0,0.0
8228c7fffffffff,13901.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8228cffffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,155401.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,67464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,126596.0,0.0,0.0,1706.0,14.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,15692.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0
82291ffffffffff,9597.0,0.0,0.0,0.0,0.0,4965.0,0.0,0.0,0.0,0.0
822987fffffffff,4983.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
