cell_id,Melospiza melodia,Melospiza melodia melodia/atlantica,Melospiza melodia sanaka/maxima,Melospiza melodia [rufina Group],Melospiza melodia montana/merrilli,Melospiza melodia [heermanni Group],Melospiza melodia samuelsis,Melospiza melodia pusillula,Melospiza melodia [fallax Group],Melospiza melodia [mexicana Group]
82298ffffffffff,14814.0,0.0,0.0,0.0,198.0,26.0,0.0,0.0,0.0,0.0
822997fffffffff,3509.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0
82299ffffffffff,585.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,137331.0,0.0,0.0,0.0,1.0,3488.0,0.0,0.0,65.0,0.0
8229affffffffff,26365.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0,0.0,0.0
8229b7fffffffff,11977.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1225.0,0.0
822a07fffffffff,6467.0,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,273519.0,10058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a1ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,251694.0,21608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a4ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,62656.0,2562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,63091.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,78723.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,17389.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,111116.0,18924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,250233.0,8936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ab7fffffffff,152439.0,3366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,8862.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,28691.0,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,21357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,27163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,33030.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,48708.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,2987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,7489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,65753.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,106877.0,9612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b97fffffffff,8865.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,143753.0,11714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,16179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,157817.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822bb7fffffffff,2261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,156.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,5529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,3370.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,3702.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,1993.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,6543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,271.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,22851.0,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,26760.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,14535.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,37570.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,3852.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244effffffffff,3514.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,4658.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
824817fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82481ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82484ffffffffff,305.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
824857fffffffff,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
82485ffffffffff,4722.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,43.0,0.0
824877fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,1829.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,12853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,5725.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,112.0,0.0
8248cffffffffff,2002.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,3.0,0.0
8248d7fffffffff,1524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,12726.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
8248e7fffffffff,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
8248effffffffff,60286.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,8632.0,0.0
8248f7fffffffff,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
824997fffffffff,6695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0
8249affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
