cell_id,Poecile gambeli,Poecile gambeli [gambeli Group],Poecile gambeli [baileyae Group]
84288e3ffffffff,274.0,0.0,0.0
84288e5ffffffff,63.0,0.0,0.0
84288e7ffffffff,171.0,0.0,0.0
84288e9ffffffff,59.0,0.0,0.0
84288ebffffffff,206.0,0.0,0.0
84288edffffffff,113.0,0.0,0.0
8428901ffffffff,13.0,0.0,0.0
8428903ffffffff,13.0,0.0,0.0
8428905ffffffff,23.0,0.0,0.0
8428907ffffffff,191.0,0.0,0.0
8428909ffffffff,9.0,0.0,0.0
842890dffffffff,159.0,0.0,0.0
8428911ffffffff,10.0,0.0,0.0
8428913ffffffff,115.0,0.0,0.0
8428915ffffffff,25.0,0.0,0.0
8428917ffffffff,6.0,0.0,0.0
8428919ffffffff,22.0,0.0,0.0
842891bffffffff,4.0,0.0,0.0
842891dffffffff,48.0,0.0,0.0
8428921ffffffff,207.0,0.0,0.0
8428923ffffffff,1818.0,0.0,0.0
8428925ffffffff,22.0,0.0,0.0
8428927ffffffff,35.0,0.0,0.0
8428929ffffffff,450.0,16.0,0.0
842892bffffffff,363.0,0.0,0.0
842892dffffffff,8.0,0.0,0.0
8428931ffffffff,224.0,1.0,0.0
8428933ffffffff,37.0,2.0,0.0
8428935ffffffff,111.0,0.0,0.0
8428937ffffffff,406.0,2.0,0.0
8428939ffffffff,138.0,0.0,0.0
842893bffffffff,193.0,0.0,0.0
842893dffffffff,178.0,0.0,0.0
8428941ffffffff,69.0,0.0,0.0
8428943ffffffff,2.0,0.0,0.0
8428945ffffffff,40.0,0.0,0.0
8428947ffffffff,8.0,0.0,0.0
8428949ffffffff,59.0,0.0,0.0
842894bffffffff,9.0,0.0,0.0
842894dffffffff,27.0,0.0,0.0
8428951ffffffff,3.0,0.0,0.0
8428953ffffffff,2.0,0.0,0.0
8428955ffffffff,8.0,0.0,0.0
8428957ffffffff,24.0,0.0,0.0
8428959ffffffff,9.0,0.0,0.0
842895dffffffff,5.0,0.0,0.0
8428961ffffffff,559.0,42.0,0.0
8428963ffffffff,183.0,6.0,0.0
8428965ffffffff,184.0,24.0,0.0
8428967ffffffff,754.0,50.0,0.0
8428969ffffffff,114.0,3.0,0.0
842896bffffffff,204.0,0.0,0.0
842896dffffffff,4.0,0.0,0.0
8428981ffffffff,73.0,0.0,0.0
8428983ffffffff,14.0,0.0,0.0
8428985ffffffff,339.0,1.0,0.0
8428987ffffffff,51.0,0.0,0.0
8428989ffffffff,37.0,0.0,0.0
842898bffffffff,3.0,0.0,0.0
842898dffffffff,608.0,0.0,0.0
8428991ffffffff,4.0,0.0,0.0
8428993ffffffff,23.0,0.0,0.0
8428995ffffffff,17.0,0.0,0.0
8428997ffffffff,3.0,0.0,0.0
8428999ffffffff,6.0,0.0,0.0
842899bffffffff,44.0,0.0,0.0
842899dffffffff,2.0,0.0,0.0
84289a1ffffffff,8.0,0.0,0.0
84289a3ffffffff,42.0,0.0,0.0
84289a5ffffffff,13.0,0.0,0.0
84289a7ffffffff,4.0,0.0,0.0
84289a9ffffffff,249.0,0.0,0.0
84289abffffffff,262.0,0.0,0.0
84289adffffffff,9.0,0.0,0.0
84289b1ffffffff,142.0,1.0,0.0
84289b3ffffffff,9.0,0.0,0.0
84289b5ffffffff,494.0,0.0,0.0
84289b7ffffffff,579.0,0.0,0.0
84289b9ffffffff,10.0,0.0,0.0
84289bbffffffff,8.0,0.0,0.0
84289bdffffffff,150.0,1.0,0.0
84289c1ffffffff,2.0,0.0,0.0
84289c3ffffffff,5.0,0.0,0.0
84289c5ffffffff,47.0,0.0,0.0
84289c7ffffffff,54.0,0.0,0.0
84289c9ffffffff,18.0,0.0,0.0
84289cbffffffff,3.0,0.0,0.0
84289cdffffffff,12.0,0.0,0.0
84289d3ffffffff,72.0,0.0,0.0
84289d9ffffffff,23.0,0.0,0.0
84289dbffffffff,41.0,0.0,0.0
84289e1ffffffff,20.0,0.0,0.0
84289e3ffffffff,327.0,0.0,0.0
84289e5ffffffff,35.0,0.0,0.0
84289e7ffffffff,91.0,0.0,0.0
84289e9ffffffff,197.0,0.0,0.0
84289ebffffffff,151.0,0.0,0.0
84289edffffffff,158.0,0.0,0.0
8428a01ffffffff,2.0,0.0,0.0
8428a11ffffffff,11.0,0.0,0.0
8428a17ffffffff,39.0,0.0,0.0
8428a1dffffffff,3.0,0.0,0.0
8428a23ffffffff,2.0,0.0,0.0
8428a31ffffffff,1.0,0.0,0.0
8428a35ffffffff,94.0,0.0,0.0
8428a37ffffffff,2.0,0.0,0.0
8428a39ffffffff,1.0,0.0,0.0
8428a3dffffffff,2.0,0.0,0.0
8428a43ffffffff,1.0,0.0,0.0
8428a67ffffffff,1.0,0.0,0.0
8428a69ffffffff,2.0,0.0,0.0
8428a6dffffffff,5.0,0.0,0.0
8428a81ffffffff,6.0,0.0,0.0
8428a83ffffffff,30.0,0.0,0.0
8428a85ffffffff,98.0,4.0,0.0
8428a87ffffffff,28.0,0.0,0.0
8428a89ffffffff,2.0,0.0,0.0
8428a8dffffffff,4.0,0.0,0.0
8428a91ffffffff,3649.0,0.0,0.0
8428a93ffffffff,4881.0,0.0,0.0
8428a95ffffffff,186.0,0.0,0.0
8428a97ffffffff,500.0,0.0,0.0
8428a99ffffffff,1567.0,0.0,0.0
8428a9bffffffff,562.0,0.0,0.0
8428a9dffffffff,141.0,0.0,0.0
8428aa1ffffffff,173.0,0.0,0.0
8428aa3ffffffff,54.0,0.0,0.0
8428aa5ffffffff,53.0,0.0,0.0
8428aa7ffffffff,102.0,0.0,0.0
8428aa9ffffffff,481.0,9.0,0.0
8428aabffffffff,221.0,0.0,0.0
8428aadffffffff,14.0,0.0,0.0
8428ab1ffffffff,55.0,0.0,0.0
8428ab3ffffffff,65.0,0.0,0.0
8428ab5ffffffff,20.0,0.0,0.0
8428ab7ffffffff,127.0,0.0,0.0
8428ab9ffffffff,238.0,0.0,0.0
8428abbffffffff,283.0,0.0,0.0
8428abdffffffff,67.0,0.0,0.0
8428ac1ffffffff,2.0,0.0,0.0
8428ac9ffffffff,195.0,0.0,0.0
8428acbffffffff,51.0,0.0,0.0
8428acdffffffff,18.0,0.0,0.0
8428ad1ffffffff,101.0,0.0,0.0
8428ad3ffffffff,161.0,0.0,0.0
8428ad5ffffffff,8.0,0.0,0.0
8428ad7ffffffff,343.0,0.0,0.0
8428ad9ffffffff,62.0,0.0,0.0
8428adbffffffff,431.0,0.0,0.0
8428addffffffff,225.0,0.0,0.0
8428ae1ffffffff,102.0,0.0,0.0
8428ae3ffffffff,359.0,0.0,0.0
8428ae7ffffffff,1.0,0.0,0.0
8428ae9ffffffff,64.0,0.0,0.0
8428aebffffffff,12.0,0.0,0.0
8428b01ffffffff,174.0,0.0,0.0
8428b03ffffffff,11.0,0.0,0.0
8428b05ffffffff,11.0,0.0,0.0
8428b07ffffffff,14.0,0.0,0.0
8428b09ffffffff,298.0,0.0,0.0
8428b0bffffffff,398.0,0.0,0.0
8428b0dffffffff,23.0,0.0,0.0
8428b11ffffffff,13.0,0.0,0.0
8428b13ffffffff,5.0,0.0,0.0
8428b17ffffffff,2.0,0.0,0.0
8428b1dffffffff,35.0,0.0,0.0
8428b21ffffffff,18.0,0.0,0.0
8428b25ffffffff,17.0,0.0,0.0
8428b27ffffffff,13.0,0.0,0.0
8428b29ffffffff,53.0,0.0,0.0
8428b2bffffffff,102.0,0.0,0.0
8428b2dffffffff,11.0,0.0,0.0
8428b31ffffffff,52.0,0.0,0.0
8428b37ffffffff,6.0,0.0,0.0
8428b39ffffffff,1.0,0.0,0.0
8428b3bffffffff,45.0,0.0,0.0
8428b53ffffffff,2.0,0.0,0.0
8428b57ffffffff,1234.0,6.0,0.0
8428b5bffffffff,1.0,0.0,0.0
8428b5dffffffff,3.0,0.0,0.0
8428b61ffffffff,114.0,0.0,0.0
8428b63ffffffff,3.0,0.0,0.0
8428b65ffffffff,308.0,0.0,0.0
8428b67ffffffff,1.0,0.0,0.0
8428b69ffffffff,4.0,0.0,0.0
8428b6dffffffff,475.0,0.0,0.0
8428d05ffffffff,22.0,0.0,0.0
8428d07ffffffff,6.0,0.0,0.0
8428d0dffffffff,100.0,0.0,0.0
8428d21ffffffff,270.0,0.0,0.0
8428d23ffffffff,373.0,0.0,0.0
8428d25ffffffff,203.0,0.0,0.0
8428d27ffffffff,69.0,0.0,0.0
8428d29ffffffff,259.0,0.0,0.0
8428d2bffffffff,342.0,0.0,0.0
8428d2dffffffff,418.0,0.0,0.0
8428d31ffffffff,3.0,0.0,0.0
8428d35ffffffff,86.0,0.0,0.0
8428d41ffffffff,43.0,0.0,0.0
8428d45ffffffff,1546.0,0.0,0.0
8428d47ffffffff,26.0,0.0,0.0
8428d49ffffffff,830.0,0.0,0.0
8428d4bffffffff,9.0,0.0,0.0
8428d4dffffffff,529.0,0.0,0.0
8428d61ffffffff,179.0,0.0,0.0
8428d63ffffffff,70.0,0.0,0.0
8428d65ffffffff,20.0,0.0,0.0
8428d67ffffffff,229.0,0.0,0.0
8428d69ffffffff,289.0,0.0,0.0
8428d6bffffffff,1102.0,0.0,0.0
8428d6dffffffff,3.0,0.0,0.0
8428da5ffffffff,13.0,0.0,0.0
8428da7ffffffff,4.0,0.0,0.0
8428dadffffffff,32.0,0.0,0.0
8428de7ffffffff,5.0,0.0,0.0
8428f05ffffffff,10.0,0.0,0.0
8428f21ffffffff,325.0,0.0,0.0
8428f23ffffffff,8.0,0.0,0.0
8428f25ffffffff,8.0,0.0,0.0
8428f27ffffffff,703.0,0.0,0.0
8428f29ffffffff,71.0,0.0,0.0
8428f2dffffffff,139.0,0.0,0.0
8428f3dffffffff,3.0,0.0,0.0
8428f41ffffffff,2.0,0.0,0.0
8428f43ffffffff,3.0,0.0,0.0
8428f45ffffffff,15.0,0.0,0.0
8428f47ffffffff,2.0,0.0,0.0
8428f4dffffffff,8.0,0.0,0.0
8428f61ffffffff,429.0,0.0,0.0
8428f63ffffffff,320.0,0.0,0.0
8428f67ffffffff,170.0,0.0,0.0
8428f69ffffffff,46.0,0.0,0.0
8428f6bffffffff,22.0,0.0,0.0
8428f6dffffffff,12.0,0.0,0.0
8429125ffffffff,1.0,0.0,0.0
8429127ffffffff,34.0,0.0,0.0
842980dffffffff,569.0,0.0,0.0
8429813ffffffff,2.0,0.0,0.0
8429819ffffffff,2.0,0.0,0.0
842981bffffffff,33.0,0.0,0.0
842981dffffffff,2.0,0.0,0.0
8429825ffffffff,15.0,0.0,0.0
842982bffffffff,7.0,0.0,0.0
8429835ffffffff,1.0,0.0,0.0
8429847ffffffff,118.0,0.0,0.0
842984dffffffff,30.0,0.0,0.0
8429851ffffffff,31.0,0.0,0.0
8429853ffffffff,50.0,0.0,0.0
8429855ffffffff,3.0,0.0,0.0
842985bffffffff,16.0,0.0,0.0
8429863ffffffff,23.0,0.0,0.0
842986bffffffff,207.0,0.0,0.0
8429881ffffffff,1.0,0.0,0.0
8429883ffffffff,6.0,0.0,0.0
8429889ffffffff,34.0,0.0,0.0
842988bffffffff,2.0,0.0,0.0
8429891ffffffff,2622.0,0.0,221.0
8429893ffffffff,561.0,0.0,0.0
8429895ffffffff,2.0,0.0,0.0
8429897ffffffff,2.0,0.0,0.0
8429899ffffffff,2620.0,0.0,302.0
842989bffffffff,2135.0,0.0,0.0
842989dffffffff,80.0,0.0,1.0
84298a1ffffffff,10.0,0.0,0.0
84298a5ffffffff,7.0,0.0,0.0
84298a9ffffffff,3.0,0.0,0.0
84298abffffffff,34.0,0.0,0.0
84298adffffffff,28.0,0.0,0.0
84298b9ffffffff,4.0,0.0,1.0
84298c1ffffffff,303.0,0.0,8.0
84298c3ffffffff,133.0,0.0,3.0
84298c9ffffffff,1688.0,0.0,23.0
84298cbffffffff,3836.0,0.0,262.0
84298cdffffffff,464.0,0.0,15.0
84298d1ffffffff,861.0,0.0,59.0
84298d3ffffffff,1765.0,0.0,150.0
84298d5ffffffff,156.0,0.0,21.0
84298d7ffffffff,706.0,0.0,107.0
84298d9ffffffff,497.0,0.0,41.0
84298dbffffffff,767.0,0.0,18.0
84298ddffffffff,2100.0,0.0,87.0
84298e1ffffffff,11.0,0.0,0.0
84298e3ffffffff,1.0,0.0,0.0
84298e5ffffffff,2.0,0.0,0.0
84298e7ffffffff,12.0,0.0,0.0
84298e9ffffffff,31.0,0.0,0.0
84298edffffffff,4.0,0.0,0.0
8429901ffffffff,179.0,0.0,0.0
8429903ffffffff,273.0,0.0,0.0
8429905ffffffff,7.0,0.0,0.0
8429907ffffffff,529.0,0.0,0.0
8429909ffffffff,12.0,0.0,0.0
842990bffffffff,627.0,0.0,0.0
842990dffffffff,3.0,0.0,0.0
8429915ffffffff,1.0,0.0,0.0
8429919ffffffff,10.0,0.0,0.0
842991bffffffff,1.0,0.0,0.0
842991dffffffff,83.0,0.0,0.0
8429921ffffffff,10.0,0.0,0.0
8429923ffffffff,159.0,0.0,0.0
8429929ffffffff,11.0,0.0,0.0
842992bffffffff,273.0,0.0,0.0
8429931ffffffff,21.0,0.0,0.0
8429933ffffffff,7.0,0.0,0.0
8429935ffffffff,25.0,0.0,0.0
8429937ffffffff,3.0,0.0,0.0
8429939ffffffff,32.0,0.0,0.0
842993bffffffff,5.0,0.0,0.0
842993dffffffff,4.0,0.0,0.0
8429941ffffffff,112.0,1.0,0.0
8429945ffffffff,305.0,4.0,0.0
8429947ffffffff,124.0,0.0,0.0
842994bffffffff,4.0,0.0,0.0
842994dffffffff,1832.0,4.0,0.0
8429951ffffffff,50.0,0.0,0.0
8429953ffffffff,13.0,0.0,0.0
8429955ffffffff,12.0,0.0,0.0
8429957ffffffff,211.0,0.0,0.0
842995bffffffff,2.0,0.0,0.0
842995dffffffff,10.0,0.0,0.0
8429963ffffffff,3.0,0.0,0.0
8429965ffffffff,28.0,11.0,0.0
842996bffffffff,6.0,0.0,0.0
8429981ffffffff,3.0,0.0,0.0
8429989ffffffff,25.0,0.0,0.0
842998dffffffff,8.0,0.0,0.0
8429995ffffffff,17.0,0.0,0.0
8429997ffffffff,6.0,0.0,0.0
84299a9ffffffff,6.0,0.0,0.0
84299b3ffffffff,15.0,0.0,0.0
84299b7ffffffff,28.0,0.0,0.0
84299bbffffffff,378.0,0.0,0.0
84299bdffffffff,444.0,0.0,0.0
84299c7ffffffff,2.0,0.0,0.0
84299d3ffffffff,5.0,0.0,0.0
84299dbffffffff,4.0,0.0,0.0
84299ddffffffff,2.0,0.0,0.0
84299e1ffffffff,2.0,0.0,0.0
84299ebffffffff,400.0,0.0,0.0
8429a01ffffffff,329.0,0.0,0.0
8429a03ffffffff,4212.0,0.0,0.0
8429a05ffffffff,2007.0,0.0,0.0
8429a07ffffffff,2128.0,0.0,0.0
8429a09ffffffff,962.0,0.0,0.0
8429a0bffffffff,1181.0,0.0,0.0
8429a0dffffffff,2131.0,0.0,0.0
8429a11ffffffff,212.0,0.0,0.0
8429a13ffffffff,314.0,0.0,0.0
8429a15ffffffff,773.0,0.0,0.0
8429a17ffffffff,20.0,0.0,0.0
8429a19ffffffff,31.0,0.0,0.0
8429a1bffffffff,7.0,0.0,0.0
8429a1dffffffff,5497.0,0.0,0.0
8429a25ffffffff,2.0,0.0,0.0
8429a29ffffffff,42.0,0.0,0.0
8429a31ffffffff,1.0,0.0,0.0
8429a39ffffffff,50.0,0.0,0.0
8429a3bffffffff,25.0,0.0,0.0
8429a41ffffffff,46.0,0.0,0.0
8429a43ffffffff,153.0,0.0,0.0
8429a45ffffffff,2400.0,0.0,0.0
8429a47ffffffff,1227.0,0.0,0.0
8429a55ffffffff,137.0,0.0,0.0
8429a57ffffffff,24.0,0.0,0.0
8429a63ffffffff,241.0,0.0,0.0
8429a69ffffffff,1288.0,0.0,0.0
8429a6bffffffff,177.0,0.0,0.0
8429a85ffffffff,3.0,0.0,0.0
8429a8dffffffff,6.0,0.0,0.0
8429aa1ffffffff,265.0,0.0,6.0
8429aa3ffffffff,483.0,0.0,2.0
8429aa5ffffffff,5.0,0.0,0.0
8429aa7ffffffff,2250.0,0.0,22.0
8429aa9ffffffff,329.0,0.0,0.0
8429aabffffffff,753.0,0.0,19.0
8429aadffffffff,310.0,0.0,0.0
8429ab1ffffffff,53.0,0.0,4.0
8429ab3ffffffff,6.0,0.0,0.0
8429ab5ffffffff,377.0,0.0,4.0
8429ab7ffffffff,2028.0,0.0,193.0
8429ab9ffffffff,1.0,0.0,0.0
8429abdffffffff,380.0,0.0,0.0
8429ac1ffffffff,2.0,0.0,0.0
8429ac5ffffffff,2.0,0.0,0.0
8429ac7ffffffff,2.0,0.0,0.0
8429ac9ffffffff,220.0,0.0,0.0
8429acbffffffff,1.0,0.0,0.0
8429acdffffffff,1477.0,0.0,0.0
8429ae1ffffffff,682.0,0.0,0.0
8429ae3ffffffff,294.0,0.0,0.0
8429ae5ffffffff,89.0,0.0,0.0
8429ae7ffffffff,496.0,0.0,0.0
8429ae9ffffffff,131.0,0.0,0.0
8429aebffffffff,2.0,0.0,0.0
8429aedffffffff,67.0,0.0,0.0
8429b03ffffffff,91.0,0.0,0.0
8429b11ffffffff,1.0,0.0,0.0
8429b1bffffffff,37.0,0.0,0.0
8429b21ffffffff,96.0,3.0,0.0
8429b25ffffffff,3274.0,254.0,0.0
8429b27ffffffff,11.0,0.0,0.0
8429b29ffffffff,335.0,14.0,0.0
8429b2bffffffff,7.0,1.0,0.0
8429b2dffffffff,728.0,55.0,0.0
8429b61ffffffff,22.0,2.0,0.0
8429b63ffffffff,5.0,0.0,0.0
8429b67ffffffff,674.0,47.0,0.0
8448591ffffffff,57.0,0.0,0.0
8448593ffffffff,69.0,0.0,0.0
8448599ffffffff,5.0,0.0,0.0
844859dffffffff,230.0,0.0,0.0
84485c3ffffffff,50.0,0.0,0.0
84485d5ffffffff,211.0,0.0,0.0
84485ddffffffff,14.0,0.0,0.0
8448c01ffffffff,13.0,1.0,0.0
8448c03ffffffff,496.0,63.0,0.0
8448c05ffffffff,8.0,0.0,0.0
8448c07ffffffff,9.0,0.0,0.0
8448c09ffffffff,10.0,0.0,0.0
8448c0bffffffff,107.0,16.0,0.0
8448c11ffffffff,51.0,3.0,0.0
8448c13ffffffff,122.0,18.0,0.0
8448c15ffffffff,40.0,1.0,0.0
8448c17ffffffff,25.0,4.0,0.0
8448c19ffffffff,13.0,0.0,0.0
8448c1bffffffff,23.0,8.0,0.0
8448c1dffffffff,143.0,6.0,0.0
8448c25ffffffff,157.0,4.0,0.0
8448c27ffffffff,3.0,0.0,0.0
8448c2bffffffff,7.0,1.0,0.0
8448c2dffffffff,35.0,0.0,0.0
8448c31ffffffff,91.0,1.0,0.0
8448c33ffffffff,49.0,0.0,0.0
8448c35ffffffff,913.0,71.0,0.0
8448c37ffffffff,2.0,0.0,0.0
8448c39ffffffff,12.0,0.0,0.0
8448c3bffffffff,17.0,0.0,0.0
8448c3dffffffff,22.0,7.0,0.0
8448c57ffffffff,1.0,0.0,0.0
8448c63ffffffff,4.0,0.0,0.0
8448c65ffffffff,1.0,0.0,0.0
8448c67ffffffff,18.0,6.0,0.0
8448c81ffffffff,6.0,0.0,0.0
8448c89ffffffff,4.0,1.0,0.0
8448c93ffffffff,5.0,0.0,0.0
8448c97ffffffff,2.0,0.0,0.0
8448c99ffffffff,3010.0,64.0,0.0
8448c9bffffffff,28.0,3.0,0.0
8448ca1ffffffff,9.0,0.0,0.0
8448ca3ffffffff,10.0,1.0,0.0
8448ca9ffffffff,49.0,3.0,0.0
8448cabffffffff,4.0,2.0,0.0
8448cadffffffff,173.0,7.0,0.0
8448cb5ffffffff,105.0,58.0,0.0
8448cbdffffffff,1.0,0.0,0.0
8448cc1ffffffff,287.0,40.0,0.0
8448cc3ffffffff,101.0,9.0,0.0
8448cc5ffffffff,763.0,90.0,0.0
8448cc7ffffffff,133.0,18.0,0.0
8448ccbffffffff,6.0,5.0,0.0
8448ccdffffffff,11.0,6.0,0.0
8448cd1ffffffff,205.0,15.0,0.0
8448cd3ffffffff,1360.0,101.0,0.0
8448cd5ffffffff,9.0,0.0,0.0
8448cd7ffffffff,6.0,0.0,0.0
8448cd9ffffffff,43.0,4.0,0.0
8448cdbffffffff,87.0,7.0,0.0
8448cddffffffff,235.0,10.0,0.0
8448ce7ffffffff,21.0,0.0,0.0
8448ce9ffffffff,60.0,0.0,0.0
8448cebffffffff,1.0,0.0,0.0
8448cedffffffff,44.0,3.0,0.0
8448d11ffffffff,1.0,0.0,0.0
8448d19ffffffff,10.0,0.0,0.0
8448d1bffffffff,91.0,2.0,0.0
8448d33ffffffff,7.0,2.0,0.0
8448d37ffffffff,1.0,0.0,0.0
8448d43ffffffff,66.0,0.0,0.0
8448d4bffffffff,446.0,0.0,0.0
8448d53ffffffff,490.0,49.0,0.0
8448d57ffffffff,2.0,0.0,0.0
8448d5bffffffff,6.0,2.0,0.0
8448d5dffffffff,89.0,0.0,0.0
8448d81ffffffff,233.0,22.0,0.0
8448d83ffffffff,6237.0,133.0,0.0
8448d85ffffffff,491.0,44.0,0.0
8448d87ffffffff,3842.0,290.0,0.0
8448d89ffffffff,6885.0,671.0,0.0
8448d8bffffffff,87.0,6.0,0.0
8448d8dffffffff,5.0,0.0,0.0
8448d95ffffffff,60.0,2.0,0.0
8448d97ffffffff,5.0,1.0,0.0
8448d9bffffffff,3.0,0.0,0.0
8448d9dffffffff,4.0,0.0,0.0
8448da1ffffffff,21.0,0.0,0.0
8448da3ffffffff,130.0,7.0,0.0
8448da5ffffffff,2.0,0.0,0.0
8448da7ffffffff,4.0,0.0,0.0
8448da9ffffffff,138.0,4.0,0.0
8448dabffffffff,364.0,32.0,0.0
8448db1ffffffff,48.0,4.0,0.0
8448db3ffffffff,231.0,22.0,0.0
8448db5ffffffff,339.0,25.0,0.0
8448db7ffffffff,18.0,2.0,0.0
8448db9ffffffff,72.0,10.0,0.0
8448dbbffffffff,59.0,2.0,0.0
8448dbdffffffff,172.0,7.0,0.0
8448dc1ffffffff,4.0,2.0,0.0
8448dc3ffffffff,464.0,9.0,0.0
8448dc5ffffffff,24.0,0.0,0.0
8448dc7ffffffff,83.0,14.0,0.0
8448dcbffffffff,19.0,0.0,0.0
8448dd1ffffffff,2.0,0.0,0.0
8448dd3ffffffff,66.0,20.0,0.0
8448dd5ffffffff,19.0,4.0,0.0
8448dd7ffffffff,32.0,16.0,0.0
8448dd9ffffffff,9.0,0.0,0.0
8448ddbffffffff,209.0,2.0,0.0
8448de3ffffffff,10.0,0.0,0.0
8448de5ffffffff,11.0,2.0,0.0
8448debffffffff,2.0,0.0,0.0
8448e85ffffffff,5601.0,0.0,0.0
8448ea1ffffffff,271.0,0.0,0.0
8448ea3ffffffff,4.0,0.0,0.0
8448ea7ffffffff,10.0,0.0,0.0
8448ea9ffffffff,17.0,0.0,0.0
8448eadffffffff,207.0,0.0,0.0
8448eb3ffffffff,11.0,4.0,0.0
8448eb5ffffffff,238.0,1.0,0.0
8448eb7ffffffff,103.0,25.0,0.0
8448ee3ffffffff,2.0,0.0,0.0
8448f21ffffffff,271.0,0.0,0.0
8448f25ffffffff,13.0,0.0,0.0
8448f2dffffffff,2.0,0.0,0.0
8448f3dffffffff,2.0,0.0,0.0
