cell_id,Swynnertonia swynnertoni,Swynnertonia swynnertoni rodgersi,Swynnertonia swynnertoni swynnertoni
8396b0fffffffff,8.0,0.0,0.0
8396b5fffffffff,2.0,0.0,0.0
839711fffffffff,3.0,0.0,1.0
