cell_id,Sicalis flaveola,Sicalis flaveola [flaveola Group],Sicalis flaveola pelzelni
838100fffffffff,5.0,0.0,0.0
838102fffffffff,23.0,1.0,0.0
838106fffffffff,36.0,4.0,0.0
838110fffffffff,2.0,0.0,0.0
838113fffffffff,2.0,0.0,0.0
838114fffffffff,10.0,1.0,0.0
838115fffffffff,4.0,0.0,0.0
838116fffffffff,36.0,1.0,0.0
83811afffffffff,7.0,1.0,0.0
838121fffffffff,36.0,0.0,0.0
838122fffffffff,2.0,0.0,0.0
838124fffffffff,114.0,3.0,0.0
838125fffffffff,9.0,0.0,0.0
83812dfffffffff,60.0,9.0,0.0
838130fffffffff,58.0,4.0,0.0
838131fffffffff,3.0,0.0,0.0
838132fffffffff,120.0,9.0,0.0
838133fffffffff,367.0,16.0,0.0
838134fffffffff,21.0,0.0,0.0
838136fffffffff,86.0,5.0,0.0
838140fffffffff,11.0,0.0,0.0
838141fffffffff,2.0,0.0,0.0
838142fffffffff,14.0,0.0,0.0
838143fffffffff,9.0,0.0,0.0
838144fffffffff,2.0,0.0,0.0
838146fffffffff,10.0,0.0,0.0
83814afffffffff,40.0,0.0,0.0
83814cfffffffff,5.0,0.0,0.0
83814dfffffffff,89.0,0.0,0.0
83814efffffffff,54.0,0.0,0.0
83815afffffffff,2.0,2.0,0.0
83815cfffffffff,5.0,0.0,0.0
83815dfffffffff,100.0,0.0,0.0
838162fffffffff,12.0,0.0,0.0
838164fffffffff,2.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0
838171fffffffff,115.0,0.0,0.0
838174fffffffff,2.0,0.0,0.0
838175fffffffff,1.0,0.0,0.0
838180fffffffff,6.0,0.0,0.0
838181fffffffff,23.0,0.0,0.0
838183fffffffff,47.0,0.0,0.0
838185fffffffff,39.0,0.0,0.0
838188fffffffff,2.0,0.0,0.0
83818bfffffffff,4.0,0.0,0.0
83818cfffffffff,1.0,0.0,0.0
83818efffffffff,29.0,0.0,0.0
83819dfffffffff,11.0,0.0,0.0
8381a1fffffffff,2.0,0.0,0.0
8381adfffffffff,6.0,0.0,0.0
838a25fffffffff,2.0,0.0,0.0
838a35fffffffff,3.0,0.0,0.0
838a45fffffffff,113.0,0.0,0.0
838a9cfffffffff,2.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838adafffffffff,114.0,0.0,0.0
838adbfffffffff,2.0,0.0,0.0
838adcfffffffff,12.0,0.0,0.0
838adefffffffff,6.0,0.0,0.0
838b00fffffffff,5.0,0.0,0.0
838b01fffffffff,4.0,0.0,0.0
838b04fffffffff,14.0,0.0,0.0
838b06fffffffff,7.0,0.0,0.0
838b08fffffffff,11.0,0.0,0.0
838b0afffffffff,1.0,0.0,0.0
838b0cfffffffff,108.0,0.0,0.0
838b0dfffffffff,98.0,0.0,0.0
838b0efffffffff,17.0,0.0,0.0
838b10fffffffff,2.0,0.0,0.0
838b14fffffffff,2.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0
838b20fffffffff,433.0,0.0,0.0
838b21fffffffff,78.0,0.0,0.0
838b22fffffffff,879.0,0.0,0.0
838b23fffffffff,50.0,0.0,0.0
838b24fffffffff,23.0,0.0,0.0
838b25fffffffff,113.0,0.0,0.0
838b26fffffffff,39.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0
838b2afffffffff,123.0,0.0,0.0
838b2bfffffffff,2.0,0.0,0.0
838b2cfffffffff,390.0,0.0,0.0
838b2dfffffffff,18.0,0.0,0.0
838b2efffffffff,16.0,0.0,0.0
838b31fffffffff,62.0,0.0,0.0
838b36fffffffff,15.0,0.0,0.0
838b44fffffffff,207.0,0.0,0.0
838b62fffffffff,1.0,0.0,0.0
838b63fffffffff,3.0,0.0,0.0
838b71fffffffff,228.0,0.0,0.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,7.0,0.0,0.0
838b76fffffffff,62.0,0.0,0.0
838b84fffffffff,4.0,0.0,0.0
838b88fffffffff,1.0,0.0,0.0
838b9dfffffffff,8.0,0.0,0.0
838ba0fffffffff,13.0,0.0,0.0
838ba2fffffffff,2.0,0.0,0.0
838ba4fffffffff,5.0,0.0,0.0
838ba6fffffffff,83.0,0.0,1.0
838bb5fffffffff,680.0,0.0,38.0
838e45fffffffff,12.0,0.0,0.0
838e62fffffffff,3282.0,0.0,0.0
838e6afffffffff,4.0,0.0,0.0
838e75fffffffff,8.0,0.0,0.0
838f08fffffffff,45.0,0.0,0.0
838f09fffffffff,251.0,0.0,0.0
838f0bfffffffff,21.0,0.0,0.0
838f0cfffffffff,5.0,0.0,0.0
838f0dfffffffff,1398.0,167.0,0.0
838f28fffffffff,116.0,7.0,0.0
838f29fffffffff,138.0,1.0,0.0
838f2afffffffff,773.0,18.0,0.0
838f2bfffffffff,1363.0,123.0,0.0
838f2cfffffffff,213.0,6.0,0.0
838f2dfffffffff,7.0,0.0,0.0
838f2efffffffff,324.0,34.0,0.0
838f40fffffffff,369.0,15.0,0.0
838f43fffffffff,5.0,0.0,0.0
838f46fffffffff,28.0,5.0,0.0
838f50fffffffff,1665.0,0.0,0.0
838f51fffffffff,31.0,0.0,0.0
838f53fffffffff,57.0,0.0,0.0
838f54fffffffff,519.0,0.0,0.0
838f55fffffffff,87.0,0.0,0.0
838f56fffffffff,133.0,0.0,0.0
838f5dfffffffff,6.0,0.0,0.0
838f5efffffffff,15.0,0.0,0.0
838f70fffffffff,9.0,0.0,0.0
838f72fffffffff,533.0,70.0,0.0
838f73fffffffff,62.0,0.0,0.0
838f74fffffffff,35.0,0.0,0.0
838f76fffffffff,133.0,5.0,0.0
83a596fffffffff,284.0,3.0,0.0
83a800fffffffff,33.0,0.0,0.0
83a801fffffffff,144.0,0.0,0.0
83a802fffffffff,73.0,13.0,0.0
83a803fffffffff,21.0,0.0,0.0
83a804fffffffff,199.0,0.0,0.0
83a805fffffffff,31.0,0.0,2.0
83a806fffffffff,914.0,118.0,3.0
83a808fffffffff,12.0,0.0,0.0
83a80afffffffff,8.0,0.0,0.0
83a80bfffffffff,17.0,0.0,0.0
83a80cfffffffff,33.0,0.0,0.0
83a80dfffffffff,19.0,0.0,0.0
83a80efffffffff,38.0,0.0,0.0
83a810fffffffff,3567.0,47.0,0.0
83a811fffffffff,264.0,19.0,0.0
83a812fffffffff,2320.0,191.0,0.0
83a813fffffffff,902.0,127.0,0.0
83a814fffffffff,1201.0,27.0,0.0
83a815fffffffff,1001.0,51.0,0.0
83a816fffffffff,102.0,2.0,0.0
83a818fffffffff,229.0,3.0,0.0
83a819fffffffff,218.0,22.0,0.0
83a81afffffffff,86.0,0.0,0.0
83a81bfffffffff,188.0,16.0,0.0
83a81cfffffffff,512.0,2.0,0.0
83a81dfffffffff,85.0,4.0,0.0
83a81efffffffff,2866.0,12.0,0.0
83a820fffffffff,8.0,0.0,0.0
83a821fffffffff,45.0,0.0,0.0
83a822fffffffff,36.0,0.0,1.0
83a823fffffffff,34.0,0.0,2.0
83a824fffffffff,157.0,0.0,94.0
83a825fffffffff,70.0,0.0,1.0
83a826fffffffff,101.0,0.0,7.0
83a828fffffffff,18.0,0.0,0.0
83a829fffffffff,70.0,0.0,0.0
83a82afffffffff,26.0,0.0,0.0
83a82bfffffffff,33.0,0.0,0.0
83a82cfffffffff,39.0,0.0,0.0
83a82dfffffffff,21.0,0.0,0.0
83a82efffffffff,28.0,0.0,0.0
83a831fffffffff,787.0,0.0,21.0
83a833fffffffff,402.0,14.0,0.0
83a835fffffffff,618.0,0.0,30.0
83a840fffffffff,444.0,0.0,0.0
83a841fffffffff,54.0,0.0,0.0
83a842fffffffff,22.0,0.0,0.0
83a843fffffffff,5.0,0.0,0.0
83a844fffffffff,85.0,0.0,0.0
83a845fffffffff,43.0,0.0,0.0
83a846fffffffff,481.0,0.0,16.0
83a84afffffffff,9.0,0.0,1.0
83a84bfffffffff,2.0,0.0,0.0
83a84dfffffffff,4.0,0.0,0.0
83a84efffffffff,8.0,0.0,0.0
83a850fffffffff,6.0,0.0,0.0
83a851fffffffff,4.0,0.0,0.0
83a852fffffffff,4.0,0.0,0.0
83a853fffffffff,3.0,0.0,0.0
83a855fffffffff,273.0,0.0,76.0
83a856fffffffff,2.0,0.0,0.0
83a859fffffffff,2654.0,0.0,120.0
83a85afffffffff,14.0,0.0,0.0
83a85bfffffffff,47.0,0.0,2.0
83a85cfffffffff,3.0,0.0,0.0
83a85dfffffffff,445.0,0.0,32.0
83a860fffffffff,73.0,0.0,0.0
83a861fffffffff,5.0,0.0,0.0
83a862fffffffff,37.0,0.0,0.0
83a863fffffffff,17.0,0.0,0.0
83a864fffffffff,9.0,0.0,0.0
83a865fffffffff,69.0,0.0,0.0
83a866fffffffff,21.0,0.0,0.0
83a869fffffffff,8.0,0.0,0.0
83a86bfffffffff,5.0,0.0,0.0
83a86cfffffffff,3.0,0.0,0.0
83a86dfffffffff,3.0,0.0,0.0
83a86efffffffff,13.0,0.0,0.0
83a870fffffffff,31.0,0.0,0.0
83a871fffffffff,14.0,0.0,0.0
83a872fffffffff,8.0,0.0,0.0
83a873fffffffff,120.0,0.0,61.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,27.0,0.0,0.0
83a876fffffffff,38.0,0.0,5.0
83a880fffffffff,331.0,21.0,0.0
83a881fffffffff,566.0,17.0,0.0
83a882fffffffff,186.0,29.0,0.0
83a883fffffffff,57.0,4.0,0.0
83a884fffffffff,520.0,18.0,0.0
83a885fffffffff,44.0,0.0,0.0
83a886fffffffff,213.0,4.0,0.0
83a888fffffffff,12.0,0.0,0.0
83a889fffffffff,3.0,0.0,0.0
83a88afffffffff,20.0,0.0,0.0
83a88bfffffffff,30.0,0.0,0.0
83a88cfffffffff,140.0,10.0,0.0
83a88dfffffffff,307.0,9.0,0.0
83a88efffffffff,318.0,13.0,0.0
83a891fffffffff,438.0,45.0,0.0
83a893fffffffff,12.0,0.0,0.0
83a895fffffffff,239.0,20.0,0.0
83a899fffffffff,4.0,0.0,0.0
83a89afffffffff,8.0,0.0,0.0
83a89bfffffffff,7.0,0.0,0.0
83a89cfffffffff,3.0,0.0,0.0
83a89dfffffffff,6.0,0.0,0.0
83a89efffffffff,28.0,0.0,0.0
83a8a0fffffffff,922.0,7.0,0.0
83a8a1fffffffff,2408.0,89.0,0.0
83a8a2fffffffff,1338.0,41.0,0.0
83a8a3fffffffff,467.0,0.0,0.0
83a8a5fffffffff,174.0,12.0,0.0
83a8a8fffffffff,94.0,0.0,0.0
83a8a9fffffffff,724.0,41.0,0.0
83a8aafffffffff,163.0,0.0,0.0
83a8abfffffffff,44.0,0.0,0.0
83a8acfffffffff,515.0,21.0,0.0
83a8adfffffffff,138.0,4.0,0.0
83a8aefffffffff,412.0,0.0,0.0
83a8b1fffffffff,76.0,0.0,0.0
83a8c0fffffffff,238.0,1.0,0.0
83a8c1fffffffff,6.0,0.0,0.0
83a8c2fffffffff,300.0,100.0,0.0
83a8c3fffffffff,5.0,0.0,0.0
83a8c4fffffffff,27.0,0.0,0.0
83a8c5fffffffff,4.0,0.0,0.0
83a8c6fffffffff,19.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0
83a8c9fffffffff,2.0,0.0,0.0
83a8cafffffffff,4.0,0.0,0.0
83a8ccfffffffff,13.0,7.0,0.0
83a8cefffffffff,3.0,2.0,0.0
83a8d0fffffffff,14.0,0.0,0.0
83a8d1fffffffff,445.0,12.0,0.0
83a8d2fffffffff,1.0,0.0,0.0
83a8d3fffffffff,58.0,0.0,0.0
83a8d4fffffffff,38.0,0.0,0.0
83a8d5fffffffff,24.0,3.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8d9fffffffff,6.0,0.0,0.0
83a8dafffffffff,22.0,7.0,0.0
83a8dbfffffffff,3.0,0.0,0.0
83a8dcfffffffff,5.0,0.0,0.0
83a8ddfffffffff,3.0,0.0,0.0
83a8defffffffff,201.0,15.0,0.0
83a8e0fffffffff,5.0,0.0,0.0
83a8e1fffffffff,6.0,0.0,0.0
83a8e4fffffffff,26.0,0.0,0.0
83a8e5fffffffff,2.0,0.0,0.0
83a8e6fffffffff,88.0,0.0,0.0
83a8eafffffffff,3.0,0.0,0.0
83a8ebfffffffff,3.0,0.0,0.0
83a8ecfffffffff,108.0,1.0,0.0
83a8edfffffffff,2.0,0.0,0.0
83a8eefffffffff,6.0,0.0,0.0
83a8f0fffffffff,6.0,0.0,0.0
83a8f1fffffffff,11.0,0.0,0.0
83a8f2fffffffff,2.0,0.0,0.0
83a8f4fffffffff,107.0,0.0,0.0
83a8f5fffffffff,34.0,0.0,0.0
83a8f6fffffffff,18.0,0.0,0.0
83a901fffffffff,286.0,0.0,0.0
83a903fffffffff,63.0,0.0,0.0
83a905fffffffff,287.0,0.0,0.0
83a908fffffffff,17.0,0.0,0.0
83a909fffffffff,70.0,0.0,0.0
83a90afffffffff,32.0,0.0,3.0
83a90bfffffffff,16.0,0.0,0.0
83a90cfffffffff,57.0,0.0,0.0
83a90dfffffffff,29.0,0.0,0.0
83a90efffffffff,297.0,0.0,0.0
83a918fffffffff,130.0,0.0,21.0
83a919fffffffff,263.0,0.0,26.0
83a91bfffffffff,650.0,0.0,255.0
83a91dfffffffff,285.0,0.0,5.0
83a921fffffffff,128.0,0.0,0.0
83a928fffffffff,2.0,0.0,0.0
83a929fffffffff,32.0,0.0,0.0
83a92afffffffff,16.0,0.0,0.0
83a92bfffffffff,6.0,0.0,0.0
83a92cfffffffff,711.0,0.0,1.0
83a92dfffffffff,130.0,0.0,0.0
83a92efffffffff,353.0,0.0,0.0
83a940fffffffff,64.0,0.0,0.0
83a941fffffffff,767.0,0.0,0.0
83a942fffffffff,211.0,0.0,0.0
83a943fffffffff,109.0,0.0,0.0
83a944fffffffff,475.0,0.0,3.0
83a945fffffffff,293.0,0.0,0.0
83a946fffffffff,1355.0,0.0,0.0
83a948fffffffff,8.0,0.0,0.0
83a949fffffffff,4.0,0.0,0.0
83a94afffffffff,10.0,0.0,0.0
83a94bfffffffff,16.0,0.0,0.0
83a94cfffffffff,100.0,0.0,0.0
83a94dfffffffff,30.0,0.0,0.0
83a94efffffffff,2493.0,0.0,0.0
83a950fffffffff,230.0,0.0,1.0
83a951fffffffff,92.0,0.0,0.0
83a952fffffffff,156.0,0.0,12.0
83a953fffffffff,1733.0,0.0,4.0
83a954fffffffff,11.0,0.0,0.0
83a955fffffffff,210.0,0.0,0.0
83a956fffffffff,11.0,0.0,0.0
83a958fffffffff,3.0,0.0,0.0
83a959fffffffff,37.0,0.0,0.0
83a95afffffffff,73.0,0.0,0.0
83a95bfffffffff,13.0,0.0,0.0
83a95cfffffffff,55.0,0.0,0.0
83a95dfffffffff,333.0,0.0,0.0
83a95efffffffff,538.0,0.0,2.0
83a960fffffffff,45.0,0.0,0.0
83a961fffffffff,181.0,0.0,0.0
83a962fffffffff,711.0,0.0,0.0
83a963fffffffff,91.0,0.0,0.0
83a964fffffffff,272.0,0.0,0.0
83a965fffffffff,21.0,0.0,0.0
83a966fffffffff,39.0,0.0,0.0
83a968fffffffff,104.0,0.0,0.0
83a969fffffffff,7.0,0.0,0.0
83a96afffffffff,772.0,0.0,0.0
83a96bfffffffff,61.0,0.0,0.0
83a96cfffffffff,35.0,0.0,0.0
83a96dfffffffff,7.0,0.0,0.0
83a96efffffffff,586.0,0.0,0.0
83a971fffffffff,254.0,0.0,0.0
83a972fffffffff,14.0,0.0,0.0
83a973fffffffff,36.0,0.0,0.0
83a974fffffffff,58.0,0.0,0.0
83a975fffffffff,56.0,0.0,0.0
83a976fffffffff,125.0,0.0,0.0
83b209fffffffff,22.0,0.0,0.0
83b20dfffffffff,10.0,0.0,0.0
83b229fffffffff,1.0,0.0,0.0
83b22bfffffffff,4.0,0.0,0.0
83b22dfffffffff,9.0,0.0,0.0
83b240fffffffff,64.0,0.0,0.0
83b241fffffffff,539.0,0.0,0.0
83b242fffffffff,147.0,0.0,0.0
83b243fffffffff,502.0,0.0,0.0
83b244fffffffff,8.0,0.0,0.0
83b245fffffffff,14.0,0.0,0.0
83b246fffffffff,74.0,0.0,0.0
83b248fffffffff,21.0,0.0,0.0
83b249fffffffff,5.0,0.0,0.0
83b24afffffffff,282.0,0.0,0.0
83b24bfffffffff,49.0,0.0,0.0
83b24cfffffffff,236.0,0.0,0.0
83b24dfffffffff,108.0,0.0,0.0
83b24efffffffff,170.0,0.0,0.0
83b250fffffffff,23.0,0.0,0.0
83b251fffffffff,127.0,0.0,0.0
83b252fffffffff,102.0,0.0,0.0
83b253fffffffff,3.0,0.0,0.0
83b254fffffffff,14.0,0.0,0.0
83b255fffffffff,18.0,0.0,0.0
83b256fffffffff,8.0,0.0,0.0
83b258fffffffff,284.0,0.0,0.0
83b259fffffffff,183.0,0.0,0.0
83b25afffffffff,20.0,0.0,0.0
83b25bfffffffff,28.0,0.0,0.0
83b25cfffffffff,334.0,0.0,0.0
83b25dfffffffff,716.0,0.0,0.0
83b25efffffffff,232.0,0.0,0.0
83b261fffffffff,40.0,0.0,0.0
83b262fffffffff,408.0,0.0,0.0
83b263fffffffff,41.0,0.0,0.0
83b265fffffffff,9.0,0.0,0.0
83b266fffffffff,44.0,0.0,0.0
83b268fffffffff,164.0,0.0,0.0
83b269fffffffff,141.0,0.0,0.0
83b26afffffffff,8.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,156.0,0.0,0.0
83b26efffffffff,18.0,0.0,0.0
83b270fffffffff,83.0,0.0,0.0
83b271fffffffff,36.0,0.0,0.0
83b272fffffffff,31.0,0.0,0.0
83b274fffffffff,86.0,0.0,0.0
83b275fffffffff,436.0,0.0,0.0
83b276fffffffff,14.0,0.0,0.0
83b2d8fffffffff,5.0,0.0,0.0
83b2e1fffffffff,31.0,0.0,0.0
83b2e8fffffffff,6.0,0.0,0.0
83b2e9fffffffff,79.0,0.0,0.0
83b2eafffffffff,7.0,0.0,0.0
83b2ebfffffffff,3.0,0.0,0.0
83b2ecfffffffff,87.0,0.0,0.0
83b2edfffffffff,21.0,0.0,0.0
83b2eefffffffff,146.0,0.0,0.0
83b320fffffffff,2.0,0.0,0.0
83b321fffffffff,13.0,0.0,0.0
83b324fffffffff,3.0,0.0,0.0
83b325fffffffff,11.0,0.0,0.0
83b32cfffffffff,3.0,0.0,0.0
83b32dfffffffff,25.0,0.0,0.0
83b340fffffffff,19.0,0.0,0.0
83b341fffffffff,4.0,0.0,0.0
83b342fffffffff,569.0,0.0,0.0
83b343fffffffff,76.0,0.0,0.0
83b344fffffffff,65.0,0.0,0.0
83b345fffffffff,4.0,0.0,0.0
83b346fffffffff,62.0,0.0,0.0
83b348fffffffff,13.0,0.0,0.0
83b349fffffffff,32.0,0.0,0.0
83b34afffffffff,21.0,0.0,0.0
83b34bfffffffff,124.0,0.0,0.0
83b34cfffffffff,26.0,0.0,0.0
83b34dfffffffff,184.0,0.0,0.0
83b34efffffffff,6.0,0.0,0.0
83b351fffffffff,1090.0,0.0,0.0
83b353fffffffff,1.0,0.0,0.0
83b355fffffffff,87.0,0.0,0.0
83b358fffffffff,116.0,0.0,0.0
83b359fffffffff,4.0,0.0,0.0
83b35afffffffff,161.0,0.0,0.0
83b35bfffffffff,157.0,0.0,0.0
83b35cfffffffff,546.0,0.0,0.0
83b35dfffffffff,66.0,0.0,0.0
83b35efffffffff,1763.0,0.0,0.0
83b360fffffffff,2.0,0.0,0.0
83b361fffffffff,31.0,0.0,0.0
83b362fffffffff,48.0,0.0,0.0
83b363fffffffff,32.0,0.0,0.0
83b364fffffffff,1.0,0.0,0.0
83b365fffffffff,3.0,0.0,0.0
83b366fffffffff,87.0,0.0,0.0
83b368fffffffff,83.0,0.0,0.0
83b369fffffffff,85.0,0.0,0.0
83b36afffffffff,10.0,0.0,0.0
83b36bfffffffff,16.0,0.0,0.0
83b36dfffffffff,274.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0
83b371fffffffff,12.0,0.0,0.0
83b373fffffffff,110.0,0.0,0.0
83c203fffffffff,70.0,0.0,0.0
83c205fffffffff,71.0,0.0,0.0
83c218fffffffff,37.0,0.0,0.0
83c219fffffffff,22.0,0.0,0.0
83c21bfffffffff,184.0,0.0,0.0
83c21dfffffffff,264.0,0.0,1.0
83c221fffffffff,11.0,0.0,0.0
83c228fffffffff,27.0,0.0,1.0
83c229fffffffff,4.0,0.0,0.0
83c22afffffffff,118.0,0.0,0.0
83c22bfffffffff,10.0,0.0,0.0
83c22cfffffffff,57.0,0.0,0.0
83c22dfffffffff,1.0,0.0,0.0
83c22efffffffff,22.0,0.0,0.0
83c289fffffffff,8.0,0.0,0.0
83c2c0fffffffff,63.0,0.0,0.0
83c2c1fffffffff,658.0,0.0,0.0
