cell_id,Troglodytes aedon,Troglodytes aedon [aedon Group],Troglodytes aedon [brunneicollis Group]
83262cfffffffff,7599.0,141.0,0.0
83262dfffffffff,1504.0,67.0,0.0
83262efffffffff,673.0,23.0,0.0
832630fffffffff,48.0,1.0,0.0
832631fffffffff,43.0,4.0,0.0
832632fffffffff,5.0,0.0,0.0
832633fffffffff,158.0,5.0,0.0
832634fffffffff,627.0,56.0,0.0
832635fffffffff,204.0,5.0,0.0
832636fffffffff,517.0,125.0,0.0
832640fffffffff,898.0,23.0,0.0
832641fffffffff,445.0,119.0,0.0
832642fffffffff,371.0,5.0,0.0
832643fffffffff,352.0,12.0,0.0
832644fffffffff,262.0,19.0,0.0
832645fffffffff,119.0,28.0,0.0
832646fffffffff,2034.0,41.0,0.0
832648fffffffff,150.0,0.0,0.0
832649fffffffff,237.0,1.0,0.0
83264afffffffff,79.0,0.0,0.0
83264bfffffffff,84.0,2.0,0.0
83264cfffffffff,371.0,7.0,0.0
83264dfffffffff,591.0,0.0,0.0
83264efffffffff,170.0,0.0,0.0
832650fffffffff,398.0,0.0,0.0
832651fffffffff,189.0,2.0,0.0
832652fffffffff,505.0,0.0,0.0
832653fffffffff,954.0,21.0,0.0
832654fffffffff,474.0,12.0,0.0
832655fffffffff,1702.0,23.0,0.0
832656fffffffff,2072.0,11.0,0.0
832658fffffffff,19.0,1.0,0.0
832659fffffffff,156.0,2.0,0.0
83265afffffffff,136.0,8.0,0.0
83265bfffffffff,374.0,11.0,0.0
83265cfffffffff,50.0,0.0,0.0
83265dfffffffff,107.0,0.0,0.0
83265efffffffff,57.0,0.0,0.0
832660fffffffff,716.0,54.0,0.0
832661fffffffff,3487.0,88.0,0.0
832662fffffffff,2224.0,101.0,0.0
832663fffffffff,1092.0,12.0,0.0
832664fffffffff,13991.0,1088.0,0.0
832665fffffffff,1558.0,43.0,0.0
832666fffffffff,5315.0,154.0,0.0
832668fffffffff,983.0,189.0,0.0
832669fffffffff,94.0,24.0,0.0
83266afffffffff,532.0,66.0,0.0
83266bfffffffff,735.0,27.0,0.0
83266cfffffffff,639.0,16.0,0.0
83266dfffffffff,1885.0,176.0,0.0
83266efffffffff,880.0,9.0,0.0
832670fffffffff,386.0,14.0,0.0
832671fffffffff,1176.0,60.0,0.0
832672fffffffff,136.0,0.0,0.0
832673fffffffff,294.0,7.0,0.0
832674fffffffff,1676.0,38.0,0.0
832675fffffffff,764.0,44.0,0.0
832676fffffffff,353.0,6.0,0.0
832680fffffffff,912.0,6.0,0.0
832681fffffffff,16793.0,164.0,0.0
832682fffffffff,100.0,0.0,0.0
832683fffffffff,1206.0,0.0,0.0
832684fffffffff,158.0,4.0,0.0
832685fffffffff,1828.0,48.0,0.0
832686fffffffff,7.0,0.0,0.0
832688fffffffff,5617.0,0.0,0.0
832689fffffffff,284.0,0.0,0.0
83268afffffffff,351.0,0.0,0.0
83268bfffffffff,693.0,3.0,0.0
83268cfffffffff,16486.0,4.0,0.0
83268dfffffffff,747.0,0.0,0.0
83268efffffffff,885.0,4.0,0.0
832690fffffffff,479.0,62.0,0.0
832691fffffffff,9.0,0.0,0.0
832692fffffffff,85.0,9.0,0.0
832693fffffffff,2.0,0.0,0.0
832694fffffffff,494.0,35.0,0.0
832695fffffffff,153.0,7.0,0.0
832696fffffffff,2154.0,683.0,0.0
832698fffffffff,1053.0,0.0,0.0
832699fffffffff,1043.0,0.0,0.0
83269afffffffff,46.0,0.0,0.0
83269bfffffffff,100.0,2.0,0.0
83269cfffffffff,1848.0,0.0,0.0
83269dfffffffff,1044.0,0.0,0.0
83269efffffffff,221.0,61.0,0.0
8326a0fffffffff,45.0,5.0,0.0
8326a1fffffffff,458.0,19.0,0.0
8326a2fffffffff,190.0,3.0,0.0
8326a3fffffffff,98.0,2.0,0.0
8326a4fffffffff,16.0,0.0,0.0
8326a5fffffffff,1047.0,78.0,0.0
8326a6fffffffff,50.0,2.0,0.0
8326a8fffffffff,1968.0,0.0,0.0
8326a9fffffffff,765.0,10.0,0.0
8326aafffffffff,6563.0,39.0,0.0
8326abfffffffff,1049.0,0.0,0.0
8326acfffffffff,343.0,13.0,0.0
8326adfffffffff,566.0,25.0,0.0
8326aefffffffff,874.0,34.0,0.0
8326b0fffffffff,229.0,13.0,0.0
8326b1fffffffff,16.0,0.0,0.0
8326b2fffffffff,50.0,0.0,0.0
8326b3fffffffff,92.0,2.0,0.0
8326b4fffffffff,63.0,0.0,0.0
8326b5fffffffff,50.0,1.0,0.0
8326b6fffffffff,1013.0,71.0,0.0
8326c0fffffffff,5.0,0.0,0.0
8326c1fffffffff,278.0,0.0,0.0
8326c2fffffffff,15.0,2.0,0.0
8326c3fffffffff,117.0,0.0,0.0
8326c4fffffffff,78.0,0.0,0.0
8326c5fffffffff,124.0,0.0,0.0
8326c6fffffffff,32.0,1.0,0.0
8326c8fffffffff,634.0,23.0,0.0
8326c9fffffffff,122.0,3.0,0.0
8326cafffffffff,156.0,5.0,0.0
8326cbfffffffff,461.0,16.0,0.0
8326ccfffffffff,19.0,0.0,0.0
8326cdfffffffff,38.0,10.0,0.0
8326cefffffffff,24.0,9.0,0.0
8326d0fffffffff,18.0,0.0,0.0
8326d1fffffffff,78.0,2.0,0.0
8326d2fffffffff,75.0,0.0,0.0
8326d3fffffffff,58.0,3.0,0.0
8326d4fffffffff,418.0,1.0,0.0
8326d5fffffffff,10.0,0.0,0.0
8326d6fffffffff,75.0,0.0,0.0
8326d8fffffffff,35.0,0.0,0.0
8326d9fffffffff,193.0,87.0,0.0
8326dafffffffff,20.0,0.0,0.0
8326dbfffffffff,156.0,66.0,0.0
8326dcfffffffff,28.0,8.0,0.0
8326ddfffffffff,50.0,6.0,0.0
8326defffffffff,139.0,15.0,0.0
8326e0fffffffff,432.0,16.0,0.0
8326e1fffffffff,93.0,0.0,0.0
8326e2fffffffff,1812.0,22.0,0.0
8326e3fffffffff,228.0,8.0,0.0
8326e4fffffffff,584.0,1.0,0.0
8326e5fffffffff,1391.0,39.0,0.0
8326e6fffffffff,435.0,11.0,0.0
8326e8fffffffff,54.0,0.0,0.0
8326e9fffffffff,71.0,2.0,0.0
8326eafffffffff,26.0,0.0,0.0
8326ecfffffffff,428.0,5.0,0.0
8326edfffffffff,709.0,5.0,0.0
8326eefffffffff,146.0,0.0,0.0
8326f0fffffffff,237.0,3.0,0.0
8326f1fffffffff,653.0,6.0,0.0
8326f2fffffffff,2116.0,0.0,0.0
8326f3fffffffff,164.0,4.0,0.0
8326f4fffffffff,117.0,3.0,0.0
8326f5fffffffff,193.0,6.0,0.0
8326f6fffffffff,255.0,0.0,0.0
832700fffffffff,19.0,0.0,0.0
832701fffffffff,4.0,0.0,0.0
832702fffffffff,965.0,0.0,0.0
832703fffffffff,269.0,0.0,0.0
832705fffffffff,1.0,0.0,0.0
832706fffffffff,5.0,0.0,0.0
832708fffffffff,48.0,3.0,0.0
832709fffffffff,124.0,7.0,0.0
83270afffffffff,142.0,32.0,0.0
83270bfffffffff,77.0,3.0,0.0
83270cfffffffff,3.0,0.0,0.0
83270dfffffffff,11.0,0.0,0.0
83270efffffffff,534.0,54.0,0.0
832710fffffffff,187.0,0.0,0.0
832711fffffffff,271.0,0.0,0.0
832712fffffffff,141.0,0.0,0.0
832713fffffffff,975.0,0.0,0.0
832714fffffffff,2.0,0.0,0.0
832715fffffffff,68.0,0.0,0.0
832716fffffffff,23.0,0.0,0.0
832718fffffffff,193.0,11.0,0.0
832719fffffffff,653.0,24.0,0.0
83271afffffffff,367.0,14.0,0.0
83271bfffffffff,352.0,38.0,0.0
83271cfffffffff,657.0,2.0,0.0
83271dfffffffff,368.0,18.0,0.0
83271efffffffff,147.0,7.0,0.0
832740fffffffff,1242.0,0.0,0.0
832741fffffffff,618.0,0.0,0.0
832742fffffffff,476.0,18.0,0.0
832743fffffffff,1973.0,10.0,0.0
832744fffffffff,187.0,0.0,0.0
832745fffffffff,215.0,0.0,0.0
832746fffffffff,457.0,52.0,0.0
832748fffffffff,6550.0,1.0,0.0
832749fffffffff,8286.0,23.0,0.0
83274afffffffff,483.0,0.0,0.0
83274bfffffffff,3790.0,6.0,0.0
83274cfffffffff,806.0,0.0,0.0
83274dfffffffff,4581.0,0.0,0.0
83274efffffffff,1261.0,0.0,0.0
832750fffffffff,126.0,4.0,0.0
832751fffffffff,583.0,63.0,0.0
832752fffffffff,2932.0,87.0,0.0
832753fffffffff,1079.0,40.0,0.0
832754fffffffff,401.0,51.0,0.0
832755fffffffff,113.0,4.0,0.0
832756fffffffff,1126.0,384.0,0.0
832758fffffffff,11607.0,241.0,0.0
832759fffffffff,16109.0,299.0,0.0
83275afffffffff,1630.0,60.0,0.0
83275bfffffffff,2808.0,68.0,0.0
83275cfffffffff,3795.0,179.0,0.0
83275dfffffffff,9064.0,137.0,0.0
83275efffffffff,1141.0,38.0,0.0
832761fffffffff,2.0,0.0,0.0
832763fffffffff,169.0,37.0,0.0
832764fffffffff,2.0,0.0,0.0
832768fffffffff,228.0,0.0,0.0
832769fffffffff,1399.0,119.0,0.0
83276afffffffff,396.0,0.0,0.0
83276bfffffffff,3188.0,0.0,0.0
83276cfffffffff,78.0,9.0,0.0
83276dfffffffff,1009.0,229.0,0.0
83276efffffffff,204.0,19.0,0.0
832770fffffffff,1.0,0.0,0.0
832771fffffffff,51.0,0.0,0.0
832772fffffffff,34.0,4.0,0.0
832773fffffffff,21.0,0.0,0.0
832780fffffffff,214.0,3.0,0.0
832781fffffffff,95.0,16.0,0.0
832782fffffffff,77.0,20.0,0.0
832783fffffffff,21.0,0.0,0.0
832784fffffffff,40.0,0.0,0.0
832785fffffffff,257.0,22.0,0.0
832786fffffffff,696.0,62.0,0.0
832788fffffffff,169.0,6.0,0.0
832789fffffffff,4.0,0.0,0.0
83278afffffffff,26.0,0.0,0.0
83278bfffffffff,244.0,36.0,0.0
83278cfffffffff,871.0,109.0,0.0
83278dfffffffff,103.0,6.0,0.0
83278efffffffff,89.0,0.0,0.0
832790fffffffff,269.0,10.0,0.0
832791fffffffff,113.0,3.0,0.0
832792fffffffff,966.0,6.0,0.0
832793fffffffff,199.0,17.0,0.0
832794fffffffff,43.0,3.0,0.0
832795fffffffff,409.0,75.0,0.0
832796fffffffff,178.0,6.0,0.0
832798fffffffff,193.0,11.0,0.0
832799fffffffff,439.0,27.0,0.0
83279afffffffff,342.0,19.0,0.0
83279bfffffffff,29.0,2.0,0.0
83279cfffffffff,313.0,10.0,0.0
83279dfffffffff,76.0,2.0,0.0
83279efffffffff,839.0,41.0,0.0
8327a0fffffffff,1014.0,0.0,0.0
8327a1fffffffff,61.0,0.0,0.0
8327a2fffffffff,49.0,0.0,0.0
8327a3fffffffff,45.0,0.0,0.0
8327a4fffffffff,190.0,0.0,0.0
8327a5fffffffff,39.0,0.0,0.0
8327a6fffffffff,326.0,0.0,0.0
8327a8fffffffff,422.0,37.0,0.0
8327a9fffffffff,371.0,55.0,0.0
8327aafffffffff,362.0,56.0,0.0
8327abfffffffff,205.0,35.0,0.0
8327acfffffffff,344.0,0.0,0.0
8327adfffffffff,932.0,85.0,0.0
8327aefffffffff,336.0,3.0,0.0
8327b0fffffffff,204.0,0.0,0.0
8327b1fffffffff,95.0,0.0,0.0
8327b2fffffffff,748.0,32.0,0.0
8327b3fffffffff,71.0,2.0,0.0
8327b4fffffffff,18.0,0.0,0.0
8327b5fffffffff,81.0,0.0,0.0
8327b6fffffffff,544.0,11.0,0.0
832800fffffffff,2.0,0.0,0.0
832802fffffffff,182.0,6.0,0.0
832803fffffffff,2.0,0.0,0.0
832806fffffffff,173.0,2.0,0.0
832810fffffffff,367.0,8.0,0.0
832811fffffffff,628.0,10.0,0.0
832812fffffffff,522.0,7.0,0.0
832813fffffffff,291.0,8.0,0.0
832814fffffffff,1474.0,43.0,0.0
832815fffffffff,609.0,2.0,0.0
832816fffffffff,52.0,1.0,0.0
832818fffffffff,68.0,6.0,0.0
83281afffffffff,127.0,3.0,0.0
83281bfffffffff,257.0,2.0,0.0
83281cfffffffff,98.0,12.0,0.0
83281efffffffff,2187.0,64.0,0.0
832830fffffffff,13992.0,626.0,0.0
832831fffffffff,962.0,47.0,0.0
832832fffffffff,12247.0,427.0,0.0
832833fffffffff,2300.0,96.0,0.0
832834fffffffff,9248.0,571.0,0.0
832835fffffffff,1949.0,247.0,0.0
832836fffffffff,3096.0,59.0,0.0
832880fffffffff,318.0,31.0,0.0
832881fffffffff,407.0,33.0,0.0
832882fffffffff,31.0,0.0,0.0
832883fffffffff,114.0,4.0,0.0
832884fffffffff,3227.0,332.0,0.0
832885fffffffff,423.0,50.0,0.0
832886fffffffff,250.0,0.0,0.0
832888fffffffff,1349.0,26.0,0.0
832889fffffffff,2279.0,25.0,0.0
83288afffffffff,1320.0,14.0,0.0
83288bfffffffff,407.0,0.0,0.0
83288cfffffffff,760.0,39.0,0.0
83288dfffffffff,434.0,9.0,0.0
83288efffffffff,979.0,25.0,0.0
832890fffffffff,471.0,36.0,0.0
832891fffffffff,163.0,14.0,0.0
832892fffffffff,1693.0,149.0,0.0
832893fffffffff,1151.0,59.0,0.0
832894fffffffff,797.0,11.0,0.0
832895fffffffff,35.0,1.0,0.0
832896fffffffff,308.0,29.0,0.0
832898fffffffff,1480.0,38.0,0.0
832899fffffffff,70.0,0.0,0.0
83289afffffffff,101.0,1.0,0.0
83289bfffffffff,306.0,15.0,0.0
83289cfffffffff,99.0,0.0,0.0
83289dfffffffff,197.0,2.0,0.0
83289efffffffff,751.0,6.0,0.0
8328a0fffffffff,50.0,0.0,0.0
8328a1fffffffff,234.0,26.0,0.0
8328a2fffffffff,55.0,5.0,0.0
8328a3fffffffff,124.0,28.0,0.0
8328a4fffffffff,3.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0
8328a6fffffffff,10.0,0.0,0.0
8328a8fffffffff,190.0,2.0,0.0
8328a9fffffffff,3154.0,20.0,0.0
8328aafffffffff,480.0,32.0,0.0
8328abfffffffff,517.0,18.0,0.0
8328acfffffffff,215.0,12.0,0.0
8328adfffffffff,546.0,4.0,0.0
8328aefffffffff,1882.0,99.0,0.0
8328b0fffffffff,728.0,53.0,0.0
8328b1fffffffff,246.0,3.0,0.0
8328b2fffffffff,210.0,10.0,0.0
8328b3fffffffff,124.0,6.0,0.0
8328b4fffffffff,3.0,0.0,0.0
8328b5fffffffff,1337.0,197.0,0.0
8328b6fffffffff,485.0,74.0,0.0
8328c2fffffffff,44.0,0.0,0.0
8328c6fffffffff,9.0,0.0,0.0
8328d0fffffffff,78.0,2.0,0.0
8328d1fffffffff,5876.0,189.0,0.0
8328d2fffffffff,1008.0,25.0,0.0
8328d3fffffffff,59.0,4.0,0.0
8328d4fffffffff,1327.0,0.0,0.0
8328d5fffffffff,746.0,19.0,0.0
8328d6fffffffff,1516.0,6.0,0.0
8328d8fffffffff,255.0,4.0,0.0
8328d9fffffffff,31.0,0.0,0.0
8328dcfffffffff,288.0,11.0,0.0
8328defffffffff,233.0,3.0,0.0
8328f0fffffffff,3411.0,172.0,0.0
8328f1fffffffff,142.0,4.0,0.0
8328f2fffffffff,1433.0,30.0,0.0
8328f3fffffffff,588.0,4.0,0.0
8328f4fffffffff,1612.0,10.0,0.0
8328f5fffffffff,744.0,6.0,0.0
8328f6fffffffff,643.0,37.0,0.0
832912fffffffff,5168.0,228.0,0.0
832913fffffffff,621.0,3.0,0.0
832916fffffffff,62.0,0.0,0.0
83291afffffffff,2356.0,812.0,0.0
832980fffffffff,217.0,4.0,0.0
832981fffffffff,347.0,18.0,0.0
832982fffffffff,28.0,1.0,0.0
832984fffffffff,250.0,11.0,0.0
832985fffffffff,92.0,2.0,0.0
832986fffffffff,367.0,4.0,0.0
832988fffffffff,72.0,12.0,0.0
832989fffffffff,2624.0,102.0,0.0
83298afffffffff,31.0,0.0,0.0
83298bfffffffff,12.0,0.0,0.0
83298cfffffffff,4662.0,34.0,0.0
83298dfffffffff,1900.0,68.0,0.0
83298efffffffff,80.0,0.0,0.0
832990fffffffff,773.0,85.0,0.0
832991fffffffff,53.0,4.0,0.0
832992fffffffff,122.0,9.0,0.0
832993fffffffff,33.0,0.0,0.0
832994fffffffff,338.0,40.0,0.0
832995fffffffff,398.0,56.0,0.0
832996fffffffff,10.0,4.0,0.0
832998fffffffff,28.0,1.0,0.0
832999fffffffff,37.0,2.0,0.0
83299afffffffff,14.0,3.0,0.0
83299bfffffffff,301.0,7.0,0.0
83299cfffffffff,5.0,0.0,0.0
83299dfffffffff,5.0,2.0,0.0
83299efffffffff,82.0,0.0,0.0
8329a0fffffffff,16494.0,285.0,0.0
8329a1fffffffff,14337.0,286.0,0.0
8329a2fffffffff,79.0,2.0,0.0
8329a3fffffffff,335.0,0.0,0.0
8329a4fffffffff,17690.0,393.0,0.0
8329a5fffffffff,16978.0,283.0,0.0
8329a6fffffffff,1571.0,25.0,0.0
8329a8fffffffff,363.0,0.0,0.0
8329a9fffffffff,1351.0,99.0,0.0
8329aafffffffff,2034.0,6.0,0.0
8329abfffffffff,1710.0,23.0,0.0
8329acfffffffff,3015.0,64.0,0.0
8329adfffffffff,3969.0,24.0,0.0
8329aefffffffff,2339.0,34.0,0.0
8329b0fffffffff,876.0,51.0,0.0
8329b1fffffffff,271.0,2.0,0.0
8329b2fffffffff,2917.0,199.0,0.0
8329b3fffffffff,10.0,0.0,0.0
8329b4fffffffff,34.0,9.0,0.0
8329b5fffffffff,443.0,22.0,0.0
8329b6fffffffff,1942.0,310.0,0.0
832a02fffffffff,1.0,0.0,0.0
832a06fffffffff,154.0,48.0,0.0
832a10fffffffff,23960.0,1434.0,0.0
832a12fffffffff,6128.0,507.0,0.0
832a13fffffffff,10761.0,1222.0,0.0
832a14fffffffff,16391.0,566.0,0.0
832a15fffffffff,5024.0,137.0,0.0
832a16fffffffff,4910.0,178.0,0.0
832a1afffffffff,144.0,13.0,0.0
832a30fffffffff,9675.0,1117.0,0.0
832a31fffffffff,3895.0,322.0,0.0
832a32fffffffff,6285.0,538.0,0.0
832a33fffffffff,10977.0,1064.0,0.0
832a34fffffffff,3474.0,31.0,0.0
832a36fffffffff,6612.0,30.0,0.0
832a80fffffffff,555.0,68.0,0.0
832a81fffffffff,1793.0,255.0,0.0
832a82fffffffff,652.0,39.0,0.0
832a83fffffffff,59.0,2.0,0.0
832a84fffffffff,6310.0,210.0,0.0
832a85fffffffff,2645.0,579.0,0.0
832a86fffffffff,1625.0,40.0,0.0
832a88fffffffff,297.0,9.0,0.0
832a89fffffffff,962.0,14.0,0.0
832a8afffffffff,1719.0,119.0,0.0
832a8bfffffffff,2577.0,24.0,0.0
832a8cfffffffff,2149.0,209.0,0.0
832a8dfffffffff,416.0,16.0,0.0
832a8efffffffff,961.0,57.0,0.0
832a90fffffffff,4132.0,47.0,0.0
832a91fffffffff,1327.0,103.0,0.0
832a92fffffffff,1727.0,29.0,0.0
832a93fffffffff,3647.0,264.0,0.0
832a94fffffffff,10147.0,474.0,0.0
832a95fffffffff,7914.0,364.0,0.0
832a96fffffffff,767.0,28.0,0.0
832a98fffffffff,27.0,0.0,0.0
832a99fffffffff,904.0,9.0,0.0
832a9afffffffff,661.0,15.0,0.0
832a9bfffffffff,302.0,10.0,0.0
832a9cfffffffff,118.0,8.0,0.0
832a9dfffffffff,228.0,22.0,0.0
832a9efffffffff,238.0,24.0,0.0
832aa0fffffffff,1323.0,19.0,0.0
832aa1fffffffff,3828.0,33.0,0.0
832aa2fffffffff,676.0,21.0,0.0
832aa3fffffffff,3850.0,53.0,0.0
832aa4fffffffff,10470.0,3600.0,0.0
832aa5fffffffff,1547.0,63.0,0.0
832aa6fffffffff,2457.0,243.0,0.0
832aa8fffffffff,18015.0,1379.0,0.0
832aa9fffffffff,4867.0,530.0,0.0
832aaafffffffff,7133.0,368.0,0.0
832aabfffffffff,640.0,47.0,0.0
832aacfffffffff,21064.0,265.0,0.0
832aadfffffffff,14887.0,1304.0,0.0
832aaefffffffff,6548.0,227.0,0.0
832ab0fffffffff,6002.0,300.0,0.0
832ab1fffffffff,3398.0,289.0,0.0
832ab2fffffffff,41955.0,1693.0,0.0
832ab3fffffffff,11779.0,330.0,0.0
832ab4fffffffff,5676.0,378.0,0.0
832ab5fffffffff,5692.0,127.0,0.0
832ab6fffffffff,2375.0,24.0,0.0
832ac6fffffffff,87.0,2.0,0.0
832ad0fffffffff,252.0,42.0,0.0
832ad1fffffffff,346.0,30.0,0.0
832ad2fffffffff,56.0,3.0,0.0
832ad3fffffffff,1050.0,41.0,0.0
832ad4fffffffff,215.0,2.0,0.0
832ad5fffffffff,733.0,16.0,0.0
832ad6fffffffff,1683.0,291.0,0.0
832af0fffffffff,1259.0,171.0,0.0
832af1fffffffff,783.0,62.0,0.0
832af2fffffffff,55.0,3.0,0.0
832af3fffffffff,1232.0,70.0,0.0
832af4fffffffff,6.0,0.0,0.0
832af6fffffffff,2729.0,108.0,0.0
832b12fffffffff,188.0,2.0,0.0
832b13fffffffff,2.0,0.0,0.0
832b18fffffffff,82.0,0.0,0.0
832b1afffffffff,938.0,1.0,0.0
832b1bfffffffff,18.0,0.0,0.0
832b1cfffffffff,2.0,0.0,0.0
832b1efffffffff,8.0,0.0,0.0
832b80fffffffff,37.0,0.0,0.0
832b81fffffffff,3395.0,51.0,0.0
832b82fffffffff,50.0,4.0,0.0
832b83fffffffff,3236.0,458.0,0.0
832b85fffffffff,72.0,0.0,0.0
832b88fffffffff,989.0,17.0,0.0
832b89fffffffff,4876.0,266.0,0.0
832b8afffffffff,2598.0,322.0,0.0
832b8bfffffffff,1726.0,168.0,0.0
832b8cfffffffff,2765.0,79.0,0.0
832b8dfffffffff,5853.0,47.0,0.0
832b8efffffffff,2480.0,372.0,0.0
832b90fffffffff,10.0,0.0,0.0
832b91fffffffff,14.0,3.0,0.0
832b93fffffffff,38.0,0.0,0.0
832b98fffffffff,8915.0,496.0,0.0
832b99fffffffff,6208.0,1039.0,0.0
832b9afffffffff,2815.0,160.0,0.0
832b9bfffffffff,7751.0,450.0,0.0
832b9cfffffffff,194.0,2.0,0.0
832b9dfffffffff,10458.0,1791.0,0.0
832b9efffffffff,1198.0,32.0,0.0
832ba1fffffffff,6.0,0.0,0.0
832ba8fffffffff,1888.0,274.0,0.0
832ba9fffffffff,471.0,3.0,0.0
832baafffffffff,15628.0,30.0,0.0
832babfffffffff,2358.0,7.0,0.0
832bacfffffffff,1835.0,8.0,0.0
832badfffffffff,44.0,0.0,0.0
832baefffffffff,1207.0,3.0,0.0
834412fffffffff,1073.0,47.0,0.0
834413fffffffff,4909.0,64.0,0.0
834414fffffffff,1.0,0.0,0.0
834416fffffffff,67.0,9.0,0.0
83441afffffffff,6567.0,288.0,0.0
83441bfffffffff,377.0,4.0,0.0
83441efffffffff,5894.0,133.0,0.0
834440fffffffff,1703.0,0.0,0.0
834441fffffffff,185.0,0.0,0.0
834442fffffffff,342.0,0.0,0.0
834443fffffffff,40.0,0.0,0.0
834444fffffffff,579.0,0.0,0.0
834445fffffffff,2639.0,0.0,0.0
834446fffffffff,2866.0,0.0,0.0
834448fffffffff,60.0,0.0,0.0
834449fffffffff,63.0,0.0,0.0
83444afffffffff,58.0,0.0,0.0
83444bfffffffff,55.0,0.0,0.0
