cell_id,Sula sula,Sula sula sula,Sula sula rubripes,Sula sula websteri
836769fffffffff,6.0,0.0,0.0,0.0
836773fffffffff,3.0,0.0,0.0,0.0
83679afffffffff,3.0,0.0,0.0,0.0
8367a3fffffffff,2.0,0.0,0.0,0.0
83681dfffffffff,1.0,0.0,0.0,0.0
83682bfffffffff,14.0,0.0,3.0,0.0
836876fffffffff,4.0,0.0,0.0,0.0
836910fffffffff,1.0,0.0,0.0,0.0
836941fffffffff,5.0,0.0,0.0,0.0
836c54fffffffff,1.0,0.0,0.0,0.0
836c58fffffffff,5.0,0.0,0.0,0.0
836c59fffffffff,4.0,0.0,0.0,0.0
836c61fffffffff,28.0,0.0,0.0,0.0
836c65fffffffff,20.0,0.0,0.0,0.0
836d03fffffffff,1.0,0.0,0.0,0.0
836d0cfffffffff,6.0,0.0,0.0,1.0
836d15fffffffff,10.0,0.0,0.0,0.0
836d2bfffffffff,3.0,0.0,0.0,0.0
836d44fffffffff,1.0,0.0,0.0,0.0
836d49fffffffff,20.0,0.0,0.0,0.0
836d54fffffffff,5.0,0.0,0.0,0.0
836d55fffffffff,1.0,0.0,0.0,0.0
836d60fffffffff,2.0,0.0,0.0,0.0
836d62fffffffff,1.0,0.0,0.0,0.0
836d72fffffffff,4.0,0.0,0.0,0.0
836d76fffffffff,20.0,0.0,0.0,0.0
8372cbfffffffff,2.0,0.0,0.0,0.0
83738efffffffff,2.0,0.0,0.0,0.0
8373a8fffffffff,6.0,0.0,0.0,0.0
8373abfffffffff,4.0,0.0,0.0,0.0
837683fffffffff,2.0,0.0,0.0,0.0
83768afffffffff,2.0,0.0,0.0,0.0
8376a2fffffffff,2.0,0.0,0.0,0.0
837b46fffffffff,1.0,0.0,0.0,0.0
837b4cfffffffff,1.0,0.0,0.0,0.0
837cc2fffffffff,2.0,0.0,0.0,0.0
837cf6fffffffff,2.0,0.0,0.0,0.0
837d4cfffffffff,5.0,0.0,0.0,0.0
837d4dfffffffff,2.0,0.0,0.0,0.0
837d6afffffffff,8.0,0.0,0.0,0.0
837d6efffffffff,3.0,0.0,0.0,0.0
8380b2fffffffff,1.0,0.0,0.0,0.0
8382c0fffffffff,2.0,0.0,0.0,0.0
8382e3fffffffff,2.0,0.0,0.0,0.0
838456fffffffff,1.0,0.0,0.0,0.0
83845afffffffff,14.0,0.0,0.0,0.0
83845cfffffffff,16.0,0.0,0.0,0.0
83845efffffffff,3.0,0.0,0.0,0.0
839413fffffffff,2.0,0.0,0.0,0.0
839414fffffffff,2.0,0.0,0.0,0.0
839415fffffffff,5.0,0.0,0.0,0.0
839424fffffffff,1.0,0.0,0.0,0.0
839425fffffffff,3.0,0.0,3.0,0.0
839480fffffffff,1.0,0.0,0.0,0.0
839485fffffffff,3.0,0.0,0.0,0.0
8394acfffffffff,8.0,0.0,0.0,0.0
83950afffffffff,4.0,0.0,0.0,0.0
839518fffffffff,2.0,0.0,0.0,0.0
83951dfffffffff,2.0,0.0,0.0,0.0
839552fffffffff,2.0,0.0,2.0,0.0
839553fffffffff,2.0,0.0,0.0,0.0
839558fffffffff,2.0,0.0,0.0,0.0
83980afffffffff,2.0,0.0,0.0,0.0
8399a4fffffffff,4.0,0.0,0.0,0.0
839a15fffffffff,1.0,0.0,0.0,0.0
839b45fffffffff,4.0,0.0,0.0,0.0
839c23fffffffff,3.0,0.0,2.0,0.0
839e24fffffffff,8.0,0.0,0.0,0.0
83a366fffffffff,1.0,0.0,0.0,0.0
83a391fffffffff,1.0,0.0,0.0,0.0
83a591fffffffff,2.0,0.0,0.0,0.0
83b2c0fffffffff,7.0,0.0,0.0,0.0
83ba69fffffffff,3.0,0.0,0.0,0.0
83baf4fffffffff,8.0,0.0,0.0,0.0
83bb50fffffffff,8.0,0.0,0.0,0.0
83bcf6fffffffff,10.0,0.0,0.0,0.0
83be0efffffffff,6.0,0.0,0.0,0.0
83be1afffffffff,5.0,0.0,0.0,0.0
83be88fffffffff,2.0,0.0,0.0,0.0
83be8cfffffffff,8.0,0.0,0.0,0.0
83bea8fffffffff,1.0,0.0,0.0,0.0
83beabfffffffff,4.0,0.0,0.0,0.0
83beaefffffffff,5.0,0.0,0.0,0.0
