cell_id,Lonchura malacca,Lonchura malacca (Pale-flanked),Lonchura malacca (Cinnamon-flanked)
833db5fffffffff,3.0,0.0,0.0
833db6fffffffff,2.0,0.0,0.0
834249fffffffff,18.0,0.0,0.0
83424bfffffffff,2.0,0.0,0.0
83425afffffffff,1.0,0.0,0.0
8342c1fffffffff,3.0,0.0,0.0
8342c8fffffffff,3.0,0.0,0.0
8342cafffffffff,87.0,0.0,0.0
8342ccfffffffff,53.0,0.0,0.0
8342cefffffffff,564.0,0.0,0.0
8342d9fffffffff,22.0,0.0,0.0
8342dbfffffffff,356.0,0.0,0.0
8342ddfffffffff,5.0,0.0,0.0
834430fffffffff,17.0,0.0,0.0
834432fffffffff,25.0,0.0,0.0
834434fffffffff,5.0,0.0,0.0
834436fffffffff,95.0,0.0,0.0
834509fffffffff,47.0,0.0,0.0
83450afffffffff,9.0,0.0,0.0
83450bfffffffff,51.0,0.0,0.0
834520fffffffff,113.0,0.0,0.0
834522fffffffff,41.0,0.0,0.0
834526fffffffff,31.0,0.0,0.0
834529fffffffff,3.0,0.0,0.0
83452afffffffff,70.0,0.0,0.0
83452dfffffffff,7.0,0.0,0.0
83452efffffffff,133.0,0.0,0.0
834576fffffffff,12.0,0.0,0.0
834588fffffffff,34.0,0.0,0.0
83458cfffffffff,25.0,0.0,0.0
83458efffffffff,14.0,0.0,0.0
834590fffffffff,1.0,0.0,0.0
834592fffffffff,4.0,0.0,0.0
834598fffffffff,2.0,0.0,0.0
83459cfffffffff,5.0,0.0,0.0
83459dfffffffff,4.0,0.0,0.0
8345b2fffffffff,18.0,0.0,0.0
834c88fffffffff,9.0,0.0,0.0
834c8bfffffffff,2.0,0.0,0.0
834cc6fffffffff,5.0,0.0,0.0
834cd4fffffffff,5.0,0.0,0.0
834cd6fffffffff,4.0,0.0,0.0
834cf2fffffffff,6.0,0.0,0.0
834cf3fffffffff,21.0,0.0,0.0
835f48fffffffff,5.0,0.0,0.0
835f58fffffffff,22.0,0.0,0.0
836002fffffffff,329.0,0.0,0.0
836004fffffffff,225.0,0.0,0.0
836006fffffffff,327.0,0.0,0.0
836010fffffffff,16.0,0.0,0.0
836011fffffffff,87.0,0.0,0.0
836012fffffffff,4.0,0.0,0.0
836013fffffffff,6.0,0.0,0.0
836014fffffffff,2188.0,0.0,0.0
836015fffffffff,1209.0,0.0,0.0
836016fffffffff,491.0,0.0,0.0
83601afffffffff,4.0,0.0,0.0
83601efffffffff,150.0,0.0,0.0
836022fffffffff,791.0,0.0,0.0
836026fffffffff,221.0,0.0,0.0
836030fffffffff,171.0,0.0,0.0
836031fffffffff,795.0,0.0,0.0
836032fffffffff,288.0,0.0,0.0
836033fffffffff,422.0,0.0,0.0
836034fffffffff,76.0,0.0,0.0
836035fffffffff,42.0,0.0,0.0
836036fffffffff,243.0,0.0,0.0
836080fffffffff,8.0,0.0,0.0
836081fffffffff,24.0,0.0,0.0
836084fffffffff,91.0,0.0,0.0
836085fffffffff,9.0,0.0,0.0
836086fffffffff,6.0,0.0,0.0
836088fffffffff,81.0,0.0,0.0
83608afffffffff,7.0,0.0,0.0
83608bfffffffff,650.0,0.0,0.0
83608cfffffffff,15.0,0.0,0.0
83608dfffffffff,4.0,0.0,0.0
83608efffffffff,280.0,0.0,0.0
836090fffffffff,6.0,0.0,0.0
836091fffffffff,7.0,0.0,0.0
836092fffffffff,8.0,0.0,0.0
836094fffffffff,9.0,0.0,0.0
836096fffffffff,37.0,0.0,0.0
836098fffffffff,5.0,0.0,0.0
836099fffffffff,13.0,0.0,0.0
83609dfffffffff,8.0,0.0,0.0
83609efffffffff,89.0,0.0,0.0
8360a0fffffffff,43.0,0.0,0.0
8360a1fffffffff,106.0,0.0,0.0
8360a2fffffffff,119.0,0.0,0.0
8360a3fffffffff,62.0,0.0,0.0
8360a4fffffffff,2.0,0.0,0.0
8360a5fffffffff,35.0,0.0,0.0
8360a6fffffffff,26.0,0.0,0.0
8360a8fffffffff,32.0,0.0,0.0
8360a9fffffffff,241.0,0.0,0.0
8360aafffffffff,34.0,0.0,0.0
8360abfffffffff,104.0,0.0,0.0
8360acfffffffff,35.0,0.0,0.0
8360adfffffffff,33.0,0.0,0.0
8360aefffffffff,41.0,0.0,0.0
8360b0fffffffff,9.0,0.0,0.0
8360b1fffffffff,484.0,0.0,0.0
8360b2fffffffff,11.0,0.0,0.0
8360b3fffffffff,5.0,0.0,0.0
8360b4fffffffff,16.0,0.0,0.0
8360b5fffffffff,23.0,0.0,0.0
8360b6fffffffff,16.0,0.0,0.0
8360f6fffffffff,4.0,0.0,0.0
836100fffffffff,84.0,0.0,0.0
836102fffffffff,272.0,0.0,0.0
836103fffffffff,1.0,0.0,0.0
836106fffffffff,285.0,0.0,0.0
836110fffffffff,1.0,0.0,0.0
836111fffffffff,35.0,0.0,0.0
836113fffffffff,1.0,0.0,0.0
836115fffffffff,10.0,0.0,0.0
83611afffffffff,6.0,0.0,0.0
83611bfffffffff,19.0,0.0,0.0
83611cfffffffff,309.0,0.0,0.0
83611efffffffff,73.0,0.0,0.0
836188fffffffff,349.0,0.0,0.0
836189fffffffff,919.0,0.0,0.0
83618afffffffff,16.0,0.0,0.0
83618bfffffffff,26.0,0.0,0.0
83618cfffffffff,976.0,0.0,0.0
83618dfffffffff,100.0,0.0,0.0
83618efffffffff,171.0,0.0,0.0
836198fffffffff,13.0,0.0,0.0
83619afffffffff,74.0,0.0,0.0
83619bfffffffff,4.0,0.0,0.0
83619efffffffff,9.0,0.0,0.0
8361a9fffffffff,79.0,0.0,0.0
8361abfffffffff,248.0,0.0,0.0
8361adfffffffff,1.0,0.0,0.0
836618fffffffff,17.0,0.0,0.0
836619fffffffff,31.0,0.0,0.0
83661bfffffffff,99.0,0.0,0.0
83661dfffffffff,24.0,0.0,0.0
836656fffffffff,2.0,0.0,0.0
8366b0fffffffff,2.0,0.0,0.0
8366b4fffffffff,7.0,0.0,0.0
8366b5fffffffff,110.0,0.0,0.0
8366c0fffffffff,2.0,0.0,0.0
8366c4fffffffff,177.0,0.0,0.0
8366c6fffffffff,127.0,0.0,0.0
8366d3fffffffff,2.0,0.0,0.0
8366e0fffffffff,42.0,0.0,0.0
8366e2fffffffff,20.0,0.0,0.0
8366e4fffffffff,12.0,0.0,0.0
8366e5fffffffff,4.0,0.0,0.0
8366e6fffffffff,845.0,0.0,0.0
8366f1fffffffff,488.0,0.0,0.0
8366f5fffffffff,368.0,0.0,0.0
836726fffffffff,7.0,0.0,0.0
836732fffffffff,4.0,0.0,0.0
836743fffffffff,11.0,0.0,0.0
83674afffffffff,4.0,0.0,0.0
83674cfffffffff,3.0,0.0,0.0
83674efffffffff,1.0,0.0,0.0
836753fffffffff,4.0,0.0,0.0
836758fffffffff,2.0,0.0,0.0
836759fffffffff,3.0,0.0,0.0
83675cfffffffff,21.0,0.0,0.0
836d25fffffffff,113.0,0.0,0.0
836d60fffffffff,17.0,0.0,0.0
836d64fffffffff,5.0,0.0,0.0
836d68fffffffff,687.0,0.0,0.0
836d69fffffffff,77.0,0.0,0.0
836d74fffffffff,4.0,0.0,0.0
836d75fffffffff,9.0,0.0,0.0
838f2bfffffffff,12.0,0.0,0.0
838f2cfffffffff,1.0,0.0,0.0
