cell_id,Lanius senator,Lanius senator senator,Lanius senator badius,Lanius senator niloticus
826adffffffffff,2.0,0.0,0.0,0.0
826ae7fffffffff,6.0,0.0,0.0,0.0
826aeffffffffff,51.0,0.0,0.0,0.0
826b17fffffffff,3.0,0.0,0.0,0.0
82750ffffffffff,2.0,0.0,0.0,0.0
827527fffffffff,28.0,1.0,0.0,0.0
82752ffffffffff,3.0,0.0,0.0,0.0
827587fffffffff,2.0,0.0,0.0,0.0
827a4ffffffffff,3.0,0.0,0.0,0.0
827acffffffffff,7.0,0.0,0.0,0.0
827adffffffffff,130.0,0.0,0.0,0.0
827aeffffffffff,2.0,0.0,0.0,0.0
