cell_id,Lanius senator,Lanius senator senator,Lanius senator badius,Lanius senator niloticus
82184ffffffffff,56.0,0.0,0.0,0.0
82186ffffffffff,5.0,0.0,0.0,0.0
821e5ffffffffff,5.0,0.0,0.0,0.0
821e87fffffffff,47.0,0.0,0.0,0.0
821e8ffffffffff,10.0,0.0,0.0,0.0
821e97fffffffff,18.0,0.0,2.0,0.0
821e9ffffffffff,5.0,0.0,0.0,0.0
821ea7fffffffff,6.0,0.0,0.0,0.0
821eaffffffffff,110.0,0.0,0.0,0.0
821eb7fffffffff,55.0,3.0,10.0,0.0
821ec7fffffffff,335.0,0.0,0.0,0.0
821ecffffffffff,645.0,1.0,0.0,0.0
821ed7fffffffff,121.0,0.0,0.0,0.0
821edffffffffff,603.0,5.0,0.0,0.0
821eeffffffffff,83.0,0.0,0.0,0.0
821ef7fffffffff,24.0,0.0,0.0,0.0
821f87fffffffff,2.0,0.0,0.0,0.0
821f97fffffffff,3.0,0.0,0.0,0.0
821f9ffffffffff,2.0,0.0,0.0,0.0
821fa7fffffffff,2.0,0.0,0.0,0.0
821fb7fffffffff,2.0,0.0,0.0,0.0
822c07fffffffff,125.0,0.0,0.0,0.0
822c0ffffffffff,79.0,0.0,0.0,0.0
822c17fffffffff,49.0,0.0,0.0,0.0
822c1ffffffffff,18.0,0.0,0.0,0.0
822c27fffffffff,7.0,0.0,0.0,0.0
822c2ffffffffff,124.0,0.0,0.0,0.0
822c37fffffffff,13.0,0.0,0.0,0.0
822c77fffffffff,10.0,0.0,0.0,0.0
822c87fffffffff,14.0,0.0,0.0,0.0
822c8ffffffffff,4.0,0.0,0.0,0.0
822c97fffffffff,779.0,0.0,0.0,28.0
822c9ffffffffff,9.0,0.0,0.0,1.0
822ca7fffffffff,16.0,0.0,0.0,0.0
822caffffffffff,31.0,0.0,0.0,0.0
822cc7fffffffff,2.0,0.0,0.0,0.0
822cd7fffffffff,2.0,0.0,0.0,0.0
822ce7fffffffff,11.0,0.0,0.0,0.0
822cf7fffffffff,21.0,0.0,0.0,0.0
822d17fffffffff,21.0,0.0,0.0,0.0
822d1ffffffffff,4.0,0.0,0.0,0.0
822d37fffffffff,85.0,0.0,0.0,0.0
822d87fffffffff,30.0,0.0,0.0,0.0
822d97fffffffff,23.0,0.0,0.0,0.0
822da7fffffffff,191.0,0.0,0.0,0.0
822daffffffffff,380.0,0.0,0.0,0.0
822db7fffffffff,2327.0,0.0,0.0,83.0
82344ffffffffff,2.0,0.0,0.0,0.0
82346ffffffffff,14.0,0.0,0.0,0.0
823817fffffffff,209.0,17.0,0.0,0.0
823827fffffffff,536.0,0.0,0.0,0.0
823837fffffffff,37.0,2.0,0.0,0.0
823847fffffffff,11.0,0.0,0.0,0.0
82384ffffffffff,20.0,0.0,0.0,0.0
82385ffffffffff,13.0,0.0,0.0,0.0
823867fffffffff,29.0,0.0,0.0,0.0
82386ffffffffff,54.0,0.0,0.0,0.0
823877fffffffff,17.0,0.0,0.0,0.0
823907fffffffff,5999.0,1.0,0.0,0.0
82390ffffffffff,1392.0,0.0,0.0,0.0
823917fffffffff,2152.0,0.0,0.0,0.0
82391ffffffffff,4293.0,2.0,0.0,0.0
823927fffffffff,449.0,0.0,0.0,0.0
82392ffffffffff,3081.0,0.0,0.0,0.0
823937fffffffff,288.0,2.0,0.0,0.0
823947fffffffff,785.0,11.0,133.0,0.0
82394ffffffffff,2.0,0.0,0.0,0.0
823957fffffffff,661.0,0.0,6.0,0.0
82395ffffffffff,137.0,14.0,43.0,0.0
823967fffffffff,101.0,0.0,0.0,0.0
82396ffffffffff,128.0,7.0,6.0,0.0
823977fffffffff,2128.0,0.0,0.0,0.0
823987fffffffff,248.0,39.0,0.0,0.0
82398ffffffffff,442.0,23.0,0.0,0.0
823997fffffffff,145.0,21.0,0.0,0.0
82399ffffffffff,106.0,40.0,0.0,0.0
8239affffffffff,149.0,15.0,0.0,0.0
823e47fffffffff,311.0,0.0,0.0,0.0
823e5ffffffffff,6.0,0.0,0.0,0.0
823e67fffffffff,4.0,0.0,0.0,2.0
823e6ffffffffff,886.0,0.0,0.0,35.0
823e77fffffffff,3.0,0.0,0.0,0.0
823f27fffffffff,2.0,0.0,0.0,0.0
823f2ffffffffff,120.0,0.0,0.0,0.0
823f37fffffffff,35.0,0.0,0.0,0.0
823f47fffffffff,39.0,0.0,0.0,0.0
823f4ffffffffff,103.0,0.0,0.0,0.0
823f5ffffffffff,1.0,0.0,0.0,0.0
823f67fffffffff,312.0,0.0,0.0,0.0
823f6ffffffffff,230.0,0.0,0.0,0.0
823f77fffffffff,244.0,0.0,0.0,0.0
824307fffffffff,2.0,0.0,0.0,0.0
82430ffffffffff,1.0,0.0,0.0,0.0
824317fffffffff,5.0,0.0,0.0,0.0
824327fffffffff,12.0,0.0,0.0,0.0
824337fffffffff,7.0,0.0,0.0,0.0
824377fffffffff,2.0,0.0,0.0,0.0
8243a7fffffffff,92.0,0.0,0.0,5.0
8243affffffffff,121.0,0.0,0.0,9.0
825207fffffffff,4.0,0.0,0.0,0.0
825217fffffffff,7.0,0.0,0.0,0.0
82521ffffffffff,3.0,0.0,0.0,0.0
825237fffffffff,7.0,0.0,0.0,0.0
825287fffffffff,12.0,0.0,0.0,0.0
82529ffffffffff,5.0,0.0,0.0,0.0
8252b7fffffffff,1.0,0.0,0.0,0.0
825307fffffffff,2.0,0.0,0.0,0.0
825317fffffffff,20.0,0.0,0.0,0.0
82531ffffffffff,2.0,0.0,0.0,0.0
825347fffffffff,4.0,0.0,0.0,0.0
82534ffffffffff,27.0,0.0,0.0,2.0
825357fffffffff,2.0,0.0,0.0,0.0
825367fffffffff,120.0,0.0,0.0,6.0
82536ffffffffff,36.0,0.0,0.0,2.0
825377fffffffff,6.0,0.0,0.0,0.0
8253a7fffffffff,9.0,0.0,0.0,4.0
8253affffffffff,10.0,0.0,0.0,0.0
8253b7fffffffff,1.0,0.0,0.0,0.0
825407fffffffff,49.0,18.0,0.0,0.0
82540ffffffffff,2.0,0.0,0.0,0.0
825417fffffffff,381.0,104.0,0.0,0.0
82541ffffffffff,204.0,40.0,0.0,0.0
825437fffffffff,6.0,0.0,0.0,0.0
8254affffffffff,152.0,7.0,0.0,0.0
8254e7fffffffff,15.0,1.0,0.0,0.0
8254f7fffffffff,92.0,8.0,0.0,0.0
82550ffffffffff,10.0,0.0,0.0,0.0
825517fffffffff,55.0,2.0,0.0,0.0
82551ffffffffff,24.0,0.0,0.0,0.0
825537fffffffff,5.0,0.0,0.0,0.0
8255affffffffff,6.0,0.0,0.0,0.0
82585ffffffffff,2.0,0.0,0.0,0.0
825897fffffffff,3.0,0.0,0.0,0.0
8258cffffffffff,4.0,0.0,0.0,0.0
82592ffffffffff,1.0,0.0,0.0,0.0
82599ffffffffff,10.0,2.0,0.0,0.0
826a5ffffffffff,1.0,0.0,0.0,0.0
826ac7fffffffff,1.0,0.0,0.0,0.0
826acffffffffff,1.0,0.0,0.0,0.0
