cell_id,Nycticorax nycticorax,Nycticorax nycticorax nycticorax,Nycticorax nycticorax hoactli,Nycticorax nycticorax obscurus,Nycticorax nycticorax falklandicus
840e491ffffffff,7.0,0.0,0.0,0.0,0.0
840e493ffffffff,13.0,0.0,0.0,0.0,0.0
840e497ffffffff,30.0,0.0,0.0,0.0,0.0
840e499ffffffff,1.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,2.0,0.0,0.0,0.0,0.0
840e4bbffffffff,2.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,15.0,0.0,0.0,0.0,0.0
840e4dbffffffff,6.0,0.0,0.0,0.0,0.0
84124b5ffffffff,30.0,0.0,0.0,0.0,0.0
84124b7ffffffff,30.0,0.0,0.0,0.0,0.0
8412531ffffffff,4.0,0.0,0.0,0.0,0.0
8412535ffffffff,22.0,0.0,0.0,0.0,0.0
8412537ffffffff,2.0,0.0,0.0,0.0,0.0
8412581ffffffff,9.0,0.0,0.0,0.0,0.0
8412591ffffffff,43.0,0.0,0.0,0.0,0.0
8412593ffffffff,2.0,0.0,0.0,0.0,0.0
8412597ffffffff,39.0,0.0,0.0,0.0,0.0
8412599ffffffff,4.0,0.0,0.0,0.0,0.0
841259dffffffff,12.0,0.0,0.0,0.0,0.0
84125a5ffffffff,2.0,0.0,0.0,0.0,0.0
84125adffffffff,1.0,0.0,0.0,0.0,0.0
84125bbffffffff,12.0,0.0,0.0,0.0,0.0
84125d3ffffffff,1.0,0.0,0.0,0.0,0.0
84125e1ffffffff,2.0,0.0,0.0,0.0,0.0
8412c89ffffffff,2.0,0.0,0.0,0.0,0.0
8412c99ffffffff,21.0,0.0,0.0,0.0,0.0
8412c9bffffffff,2.0,0.0,0.0,0.0,0.0
8412c9dffffffff,10.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,823.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,183.0,0.0,0.0,0.0,0.0
8412ccbffffffff,2.0,0.0,0.0,0.0,0.0
8412ccdffffffff,694.0,0.0,0.0,0.0,0.0
8412cd3ffffffff,8.0,0.0,0.0,0.0,0.0
8412cd7ffffffff,9.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,45.0,0.0,0.0,0.0,0.0
8412cdbffffffff,36.0,0.0,0.0,0.0,0.0
8412cddffffffff,6.0,0.0,0.0,0.0,0.0
8412da7ffffffff,2.0,0.0,0.0,0.0,0.0
8412db1ffffffff,1.0,0.0,0.0,0.0,0.0
8412e13ffffffff,39.0,0.0,0.0,0.0,0.0
8412e1bffffffff,3.0,0.0,0.0,0.0,0.0
8412e87ffffffff,1.0,0.0,0.0,0.0,0.0
8412e89ffffffff,2.0,0.0,0.0,0.0,0.0
8412e8dffffffff,13.0,0.0,0.0,0.0,0.0
8412e95ffffffff,2.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,7.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0,0.0
8412ea7ffffffff,9.0,0.0,0.0,0.0,0.0
8412eb3ffffffff,4.0,0.0,0.0,0.0,0.0
8412eb5ffffffff,8.0,0.0,0.0,0.0,0.0
8412eb7ffffffff,2.0,0.0,0.0,0.0,0.0
8412ebbffffffff,13.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,159.0,0.0,0.0,0.0,0.0
8412ec3ffffffff,1.0,0.0,0.0,0.0,0.0
8412ec5ffffffff,29.0,0.0,0.0,0.0,0.0
8412ec7ffffffff,11.0,0.0,0.0,0.0,0.0
8412ec9ffffffff,10.0,0.0,0.0,0.0,0.0
8412ecbffffffff,2.0,0.0,0.0,0.0,0.0
8412ecdffffffff,167.0,0.0,0.0,0.0,0.0
8412ed9ffffffff,13.0,0.0,0.0,0.0,0.0
8412ee3ffffffff,1.0,0.0,0.0,0.0,0.0
8418451ffffffff,1.0,0.0,0.0,0.0,0.0
8418459ffffffff,1.0,0.0,0.0,0.0,0.0
841845bffffffff,2.0,0.0,0.0,0.0,0.0
841845dffffffff,10.0,0.0,0.0,0.0,0.0
8418491ffffffff,21.0,0.0,0.0,0.0,0.0
8418495ffffffff,1551.0,0.0,0.0,0.0,0.0
841849bffffffff,2.0,0.0,0.0,0.0,0.0
841849dffffffff,4.0,0.0,0.0,0.0,0.0
84184b1ffffffff,10.0,0.0,0.0,0.0,0.0
84184b3ffffffff,8.0,0.0,0.0,0.0,0.0
84184b5ffffffff,1.0,0.0,0.0,0.0,0.0
84184b7ffffffff,30.0,0.0,0.0,0.0,0.0
84184b9ffffffff,6.0,0.0,0.0,0.0,0.0
84184bbffffffff,5.0,0.0,0.0,0.0,0.0
84184ddffffffff,41.0,3.0,0.0,0.0,0.0
8418615ffffffff,2.0,0.0,0.0,0.0,0.0
8418633ffffffff,2.0,0.0,0.0,0.0,0.0
8418695ffffffff,2.0,0.0,0.0,0.0,0.0
84186a1ffffffff,8.0,0.0,0.0,0.0,0.0
84186a3ffffffff,7.0,0.0,0.0,0.0,0.0
84186a5ffffffff,1.0,0.0,0.0,0.0,0.0
84186a7ffffffff,5.0,0.0,0.0,0.0,0.0
84186a9ffffffff,1.0,0.0,0.0,0.0,0.0
84186c1ffffffff,4.0,0.0,0.0,0.0,0.0
84186c3ffffffff,49.0,3.0,0.0,0.0,0.0
84186c5ffffffff,4.0,0.0,0.0,0.0,0.0
84186c9ffffffff,18.0,0.0,0.0,0.0,0.0
84186cbffffffff,13.0,0.0,0.0,0.0,0.0
84186d1ffffffff,1.0,1.0,0.0,0.0,0.0
84186d5ffffffff,8.0,0.0,0.0,0.0,0.0
84186e1ffffffff,4.0,0.0,0.0,0.0,0.0
84186e5ffffffff,1.0,0.0,0.0,0.0,0.0
84186ebffffffff,6.0,0.0,0.0,0.0,0.0
84186edffffffff,7.0,0.0,0.0,0.0,0.0
84194b9ffffffff,12.0,2.0,0.0,0.0,0.0
841e005ffffffff,2.0,0.0,0.0,0.0,0.0
841e009ffffffff,9.0,0.0,0.0,0.0,0.0
841e021ffffffff,6.0,0.0,0.0,0.0,0.0
841e023ffffffff,91.0,43.0,0.0,0.0,0.0
841e025ffffffff,12.0,1.0,0.0,0.0,0.0
841e029ffffffff,4.0,0.0,0.0,0.0,0.0
841e02bffffffff,4.0,0.0,0.0,0.0,0.0
841e02dffffffff,32.0,5.0,0.0,0.0,0.0
841e035ffffffff,12.0,0.0,0.0,0.0,0.0
841e037ffffffff,11.0,0.0,0.0,0.0,0.0
841e03dffffffff,2.0,0.0,0.0,0.0,0.0
841e041ffffffff,13.0,0.0,0.0,0.0,0.0
841e043ffffffff,23.0,3.0,0.0,0.0,0.0
841e045ffffffff,70.0,0.0,0.0,0.0,0.0
841e047ffffffff,59.0,1.0,0.0,0.0,0.0
841e04bffffffff,9.0,0.0,0.0,0.0,0.0
841e051ffffffff,8.0,0.0,0.0,0.0,0.0
841e059ffffffff,27.0,0.0,0.0,0.0,0.0
841e05bffffffff,139.0,0.0,0.0,0.0,0.0
841e05dffffffff,3.0,0.0,0.0,0.0,0.0
841e061ffffffff,234.0,20.0,0.0,0.0,0.0
841e063ffffffff,15.0,0.0,0.0,0.0,0.0
841e067ffffffff,25.0,0.0,0.0,0.0,0.0
841e069ffffffff,27.0,0.0,0.0,0.0,0.0
841e06bffffffff,111.0,0.0,0.0,0.0,0.0
841e06dffffffff,20.0,0.0,0.0,0.0,0.0
841e085ffffffff,140.0,0.0,0.0,0.0,0.0
841e089ffffffff,2.0,0.0,0.0,0.0,0.0
841e08bffffffff,6.0,0.0,0.0,0.0,0.0
841e08dffffffff,32.0,0.0,0.0,0.0,0.0
841e0a1ffffffff,6.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,298.0,0.0,0.0,0.0,0.0
