cell_id,Synallaxis unirufa,Synallaxis unirufa unirufa,Synallaxis unirufa munoztebari,Synallaxis unirufa meridana,Synallaxis unirufa ochrogaster
846601bffffffff,1.0,0.0,0.0,0.0,0.0
8466089ffffffff,22.0,0.0,0.0,0.0,0.0
846608dffffffff,6.0,0.0,0.0,0.0,0.0
846609dffffffff,3.0,0.0,0.0,0.0,0.0
84660b3ffffffff,6.0,0.0,0.0,0.0,0.0
84660b5ffffffff,5.0,0.0,0.0,0.0,0.0
84660b7ffffffff,15.0,0.0,0.0,0.0,0.0
84660bbffffffff,4.0,0.0,0.0,0.0,0.0
84660bdffffffff,7.0,0.0,0.0,0.0,0.0
84660c3ffffffff,50.0,0.0,0.0,0.0,0.0
84660c7ffffffff,7.0,0.0,0.0,0.0,0.0
84660ddffffffff,30.0,0.0,0.0,0.0,0.0
8466181ffffffff,15.0,0.0,0.0,0.0,0.0
8466183ffffffff,3.0,0.0,0.0,0.0,0.0
8466187ffffffff,98.0,2.0,0.0,0.0,0.0
846618bffffffff,3.0,0.0,0.0,0.0,0.0
8466191ffffffff,1.0,0.0,0.0,0.0,0.0
8466193ffffffff,1.0,0.0,0.0,0.0,0.0
8466197ffffffff,26.0,0.0,0.0,0.0,0.0
8466199ffffffff,1.0,0.0,0.0,0.0,0.0
846619dffffffff,38.0,0.0,0.0,0.0,0.0
84661b1ffffffff,1347.0,148.0,0.0,0.0,0.0
84661b3ffffffff,56.0,0.0,0.0,0.0,0.0
84661b7ffffffff,1.0,0.0,0.0,0.0,0.0
84661b9ffffffff,22.0,0.0,0.0,0.0,0.0
84661bbffffffff,441.0,0.0,0.0,0.0,0.0
84661c3ffffffff,2.0,0.0,0.0,0.0,0.0
84661d5ffffffff,1.0,0.0,0.0,0.0,0.0
8466217ffffffff,1185.0,0.0,354.0,0.0,0.0
8466291ffffffff,54.0,0.0,0.0,5.0,0.0
8466295ffffffff,2.0,0.0,0.0,0.0,0.0
8466299ffffffff,46.0,0.0,0.0,13.0,0.0
846629dffffffff,16.0,0.0,0.0,0.0,0.0
84662b1ffffffff,9.0,0.0,0.0,4.0,0.0
84662bbffffffff,2.0,0.0,0.0,0.0,0.0
84662d3ffffffff,5.0,0.0,0.0,0.0,0.0
84662e5ffffffff,2.0,0.0,2.0,0.0,0.0
84662edffffffff,4.0,0.0,0.0,0.0,0.0
8466c0dffffffff,45.0,0.0,0.0,0.0,0.0
8466c21ffffffff,8.0,0.0,0.0,0.0,0.0
8466c25ffffffff,6.0,0.0,0.0,0.0,0.0
8466c2dffffffff,14.0,0.0,0.0,0.0,0.0
8466c47ffffffff,24.0,0.0,0.0,0.0,0.0
8466c4dffffffff,11.0,0.0,0.0,0.0,0.0
8466c61ffffffff,15.0,0.0,0.0,0.0,0.0
8466c63ffffffff,14.0,0.0,0.0,0.0,0.0
8466c67ffffffff,18.0,0.0,0.0,0.0,0.0
8466c69ffffffff,16.0,0.0,0.0,0.0,0.0
8466c6bffffffff,3.0,0.0,0.0,0.0,0.0
8466c6dffffffff,3.0,0.0,0.0,0.0,0.0
8466d03ffffffff,43.0,0.0,0.0,0.0,0.0
8466d0bffffffff,3.0,2.0,0.0,0.0,0.0
8466d11ffffffff,1.0,0.0,0.0,0.0,0.0
8466d15ffffffff,1.0,0.0,0.0,0.0,0.0
8466d17ffffffff,4.0,0.0,0.0,0.0,0.0
8466d1dffffffff,3.0,0.0,0.0,0.0,0.0
8466d31ffffffff,580.0,24.0,0.0,0.0,0.0
8466d33ffffffff,17.0,0.0,0.0,0.0,0.0
8466d37ffffffff,5.0,0.0,0.0,0.0,0.0
8466d39ffffffff,5.0,0.0,0.0,0.0,0.0
8466d3bffffffff,2.0,0.0,0.0,0.0,0.0
8466d3dffffffff,2.0,0.0,0.0,0.0,0.0
8466d53ffffffff,8.0,0.0,0.0,0.0,0.0
8466d59ffffffff,5.0,0.0,0.0,0.0,0.0
8466de1ffffffff,380.0,15.0,0.0,0.0,0.0
8466de5ffffffff,1.0,0.0,0.0,0.0,0.0
8466de9ffffffff,1.0,0.0,0.0,0.0,0.0
8466debffffffff,2.0,0.0,0.0,0.0,0.0
8466dedffffffff,260.0,0.0,0.0,0.0,0.0
8466e09ffffffff,40.0,0.0,0.0,0.0,0.0
8466e0bffffffff,18.0,0.0,0.0,0.0,0.0
8466e0dffffffff,6.0,0.0,0.0,0.0,0.0
8466e2dffffffff,2.0,0.0,0.0,0.0,0.0
8466e41ffffffff,30.0,0.0,0.0,0.0,0.0
8466e43ffffffff,50.0,0.0,0.0,0.0,0.0
8466e45ffffffff,4.0,0.0,0.0,0.0,0.0
8466e47ffffffff,565.0,0.0,0.0,0.0,0.0
8466e49ffffffff,4.0,0.0,0.0,0.0,0.0
8466e4bffffffff,2.0,0.0,0.0,0.0,0.0
8466e55ffffffff,15.0,0.0,0.0,0.0,0.0
8466e5dffffffff,4.0,0.0,0.0,0.0,0.0
8466e61ffffffff,15.0,0.0,0.0,0.0,0.0
8466e65ffffffff,57.0,0.0,0.0,0.0,0.0
8466e67ffffffff,103.0,0.0,0.0,0.0,0.0
8466e69ffffffff,2.0,0.0,0.0,0.0,0.0
8466e6dffffffff,202.0,0.0,0.0,0.0,0.0
8466f15ffffffff,17.0,0.0,0.0,0.0,0.0
8466f19ffffffff,13.0,0.0,0.0,0.0,0.0
8466f1dffffffff,41.0,0.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0,0.0
8466f3bffffffff,16.0,0.0,0.0,0.0,0.0
8466f53ffffffff,1.0,0.0,0.0,0.0,0.0
8466f57ffffffff,2.0,0.0,0.0,0.0,0.0
8466f59ffffffff,19.0,1.0,0.0,0.0,0.0
8466f5bffffffff,13.0,0.0,0.0,0.0,0.0
8466f5dffffffff,9.0,0.0,0.0,0.0,0.0
84675a5ffffffff,6.0,0.0,0.0,0.0,0.0
84675adffffffff,65.0,0.0,0.0,0.0,0.0
848b617ffffffff,8.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,5.0,0.0,0.0,0.0,0.0
848b6cdffffffff,7.0,0.0,0.0,0.0,0.0
848e60bffffffff,1.0,0.0,0.0,0.0,0.0
848e649ffffffff,29.0,0.0,0.0,0.0,0.0
848e64bffffffff,29.0,0.0,0.0,0.0,0.0
848e651ffffffff,59.0,0.0,0.0,0.0,0.0
848e655ffffffff,4.0,0.0,0.0,0.0,0.0
848e657ffffffff,1.0,0.0,0.0,0.0,0.0
848e66bffffffff,2.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,2.0,0.0,0.0,0.0,0.0
848f0d3ffffffff,6.0,0.0,0.0,0.0,0.0
848f29bffffffff,3.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,6.0,0.0,0.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0,0.0,0.0
848f425ffffffff,3.0,0.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0,0.0
848f42dffffffff,10.0,0.0,0.0,0.0,0.0
848f465ffffffff,3.0,0.0,0.0,0.0,0.0
848f467ffffffff,4.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,146.0,0.0,0.0,0.0,0.0
848f4a7ffffffff,9.0,0.0,0.0,0.0,0.0
848f509ffffffff,2.0,0.0,0.0,0.0,0.0
848f541ffffffff,2.0,0.0,0.0,0.0,0.0
848f549ffffffff,2.0,0.0,0.0,0.0,0.0
848f54bffffffff,7.0,0.0,0.0,0.0,0.0
848f54dffffffff,1.0,0.0,0.0,0.0,0.0
848f551ffffffff,3.0,0.0,0.0,0.0,0.0
848f553ffffffff,9.0,0.0,0.0,0.0,0.0
848f559ffffffff,86.0,0.0,0.0,0.0,0.0
848f55bffffffff,8.0,0.0,0.0,0.0,0.0
848f59bffffffff,4.0,0.0,0.0,0.0,0.0
848f5ddffffffff,2.0,0.0,0.0,0.0,0.0
848f705ffffffff,12.0,0.0,0.0,0.0,0.0
848f721ffffffff,368.0,1.0,0.0,0.0,0.0
848f725ffffffff,3.0,0.0,0.0,0.0,0.0
848f727ffffffff,2.0,0.0,0.0,0.0,0.0
848f729ffffffff,2.0,0.0,0.0,0.0,0.0
848f72dffffffff,25.0,0.0,0.0,0.0,0.0
848f733ffffffff,371.0,0.0,0.0,0.0,0.0
848f745ffffffff,8.0,0.0,0.0,0.0,0.0
848f763ffffffff,1.0,0.0,0.0,0.0,0.0
848f767ffffffff,12.0,0.0,0.0,0.0,0.0
848f769ffffffff,7.0,0.0,0.0,0.0,0.0
