cell_id,Somateria mollissima,Somateria mollissima mollissima,Somateria mollissima faeroeensis,Somateria mollissima v-nigrum,Somateria mollissima dresseri,Somateria mollissima borealis,Somateria mollissima sedentaria
821657fffffffff,15.0,0.0,0.0,11.0,0.0,0.0,0.0
821717fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
82176ffffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
82182ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,1236.0,11.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821867fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
821aa7fffffffff,132.0,0.0,0.0,6.0,14.0,7.0,0.0
821b87fffffffff,13.0,0.0,0.0,0.0,0.0,3.0,0.0
821b8ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,9.0,0.0,0.0,0.0,3.0,0.0,0.0
821e07fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,9.0,5.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,27.0,9.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,16.0,0.0,0.0,3.0,0.0,0.0,0.0
8222dffffffffff,38.0,0.0,0.0,5.0,0.0,0.0,0.0
8222effffffffff,10.0,0.0,0.0,5.0,0.0,0.0,0.0
822707fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,160.0,0.0,0.0,64.0,0.0,0.0,0.0
82275ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0
82281ffffffffff,33.0,0.0,0.0,8.0,1.0,0.0,0.0
8228c7fffffffff,28.0,0.0,0.0,4.0,0.0,0.0,0.0
8228d7fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,78.0,0.0,0.0,19.0,0.0,0.0,0.0
822a07fffffffff,95.0,0.0,0.0,0.0,31.0,0.0,0.0
822a17fffffffff,1624.0,0.0,0.0,0.0,52.0,4.0,0.0
822a37fffffffff,668.0,0.0,0.0,0.0,118.0,95.0,0.0
822a4ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,777.0,0.0,0.0,0.0,34.0,0.0,0.0
822ab7fffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,150.0,0.0,0.0,0.0,1.0,0.0,0.0
822af7fffffffff,617.0,0.0,0.0,0.0,30.0,2.0,0.0
822b07fffffffff,22.0,0.0,0.0,0.0,2.0,0.0,0.0
822b0ffffffffff,44.0,0.0,0.0,0.0,0.0,5.0,0.0
822b17fffffffff,150.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,105.0,0.0,0.0,0.0,34.0,2.0,0.0
822b27fffffffff,39.0,0.0,0.0,0.0,4.0,1.0,0.0
822b2ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,122.0,0.0,0.0,1.0,9.0,6.0,1.0
822ba7fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,62.0,0.0,0.0,0.0,2.0,0.0,0.0
822d37fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
823437fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,172.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,281.0,0.0,0.0,0.0,9.0,0.0,0.0
8244d7fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,154.0,0.0,0.0,0.0,2.0,0.0,0.0
824897fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
