cell_id,Larus fuscus,Larus fuscus fuscus,Larus fuscus intermedius,Larus fuscus graellsii,Larus fuscus heuglini,Larus fuscus barabensis,Larus fuscus taimyrensis,Larus fuscus intermedius/graellsii
820137fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820157fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82015ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82068ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8206cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8206d7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820707fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
820777fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82094ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820c57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
82121ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,276.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8212d7fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821597fffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
821827fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82182ffffffffff,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
82184ffffffffff,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,183.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
821867fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
82190ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
821947fffffffff,12.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
82194ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
821977fffffffff,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
821a0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821b27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,72.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0
821e0ffffffffff,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
821e17fffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,61.0,8.0,0.0,16.0,1.0,0.0,0.0,2.0
821e2ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
821e37fffffffff,78.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
821ea7fffffffff,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821eb7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,13.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0
821ecffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
821edffffffffff,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
821ee7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
821f0ffffffffff,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,82.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0
821f37fffffffff,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822017fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
82201ffffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
822037fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8220b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0
8222dffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82242ffffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82246ffffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
822477fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
822607fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
822627fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,216.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
82264ffffffffff,492.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
822657fffffffff,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,232.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
82266ffffffffff,154.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
822677fffffffff,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,465.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
82268ffffffffff,740.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
822697fffffffff,465.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82269ffffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226a7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,321.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8226b7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226c7fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,368.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
8226effffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822707fffffffff,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82270ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822717fffffffff,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,341.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0
82275ffffffffff,437.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
822767fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8227affffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,252.0,0.0,0.0,21.0,0.0,0.0,15.0,0.0
822887fffffffff,191.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82288ffffffffff,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
822897fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,125.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
8228c7fffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8228d7fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,642.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
8229affffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
822a07fffffffff,333.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
822a17fffffffff,4574.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
822a1ffffffffff,94.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
822a27fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,1014.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
822a4ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,168.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
822a8ffffffffff,249.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
822a97fffffffff,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,404.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,1665.0,0.0,2.0,67.0,0.0,0.0,0.0,0.0
822ab7fffffffff,1120.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
822ac7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,239.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
