cell_id,Piaya cayana,Piaya cayana mexicana,Piaya cayana thermophila,Piaya cayana nigricrissa,Piaya cayana [cayana Group]
8467553ffffffff,4.0,0.0,0.0,0.0,0.0
8467599ffffffff,4.0,0.0,0.0,0.0,4.0
84679a1ffffffff,2.0,0.0,0.0,0.0,0.0
84679a5ffffffff,26.0,0.0,18.0,0.0,0.0
846d049ffffffff,2.0,0.0,2.0,0.0,0.0
846d04dffffffff,9.0,0.0,9.0,0.0,0.0
846d05bffffffff,3.0,0.0,3.0,0.0,0.0
846d141ffffffff,2.0,2.0,0.0,0.0,0.0
846d159ffffffff,93.0,93.0,0.0,0.0,0.0
846d15dffffffff,2.0,2.0,0.0,0.0,0.0
846d21dffffffff,8.0,0.0,0.0,0.0,0.0
846d231ffffffff,5.0,0.0,0.0,0.0,0.0
846d239ffffffff,4.0,0.0,4.0,0.0,0.0
846d23dffffffff,4.0,0.0,0.0,0.0,0.0
846d2adffffffff,1.0,0.0,0.0,0.0,0.0
846d2b9ffffffff,5.0,0.0,0.0,0.0,0.0
846d2c9ffffffff,1.0,0.0,0.0,0.0,0.0
846d307ffffffff,3.0,0.0,3.0,0.0,0.0
846d30dffffffff,27.0,0.0,27.0,0.0,0.0
846d311ffffffff,2.0,0.0,2.0,0.0,0.0
846d313ffffffff,3.0,0.0,3.0,0.0,0.0
846d319ffffffff,31.0,0.0,30.0,0.0,0.0
846d31bffffffff,5.0,0.0,5.0,0.0,0.0
846d32bffffffff,9.0,9.0,0.0,0.0,0.0
846d337ffffffff,99.0,99.0,0.0,0.0,0.0
846d339ffffffff,1.0,1.0,0.0,0.0,0.0
846d33dffffffff,6.0,6.0,0.0,0.0,0.0
846d35dffffffff,1.0,0.0,1.0,0.0,0.0
846d367ffffffff,3.0,3.0,0.0,0.0,0.0
846d36bffffffff,1.0,0.0,1.0,0.0,0.0
846d681ffffffff,3.0,0.0,0.0,0.0,0.0
846d683ffffffff,3.0,0.0,1.0,0.0,0.0
846d691ffffffff,2.0,0.0,0.0,0.0,0.0
846d697ffffffff,4.0,0.0,0.0,0.0,0.0
846d69bffffffff,1.0,0.0,1.0,0.0,0.0
846d69dffffffff,2.0,0.0,0.0,0.0,0.0
846d6bbffffffff,4.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,1.0,0.0,0.0,0.0,0.0
8480237ffffffff,2.0,0.0,0.0,0.0,0.0
848a699ffffffff,1.0,0.0,0.0,0.0,1.0
848b229ffffffff,2.0,0.0,0.0,0.0,1.0
848b22dffffffff,2.0,0.0,0.0,0.0,2.0
848b44dffffffff,2.0,0.0,0.0,0.0,2.0
848b567ffffffff,1.0,0.0,0.0,0.0,1.0
848b617ffffffff,2.0,0.0,0.0,0.0,2.0
848b745ffffffff,1.0,0.0,0.0,0.0,0.0
848b76bffffffff,1.0,0.0,0.0,0.0,0.0
848f465ffffffff,1.0,0.0,0.0,0.0,1.0
848f73dffffffff,1.0,0.0,0.0,0.0,1.0
84a8a15ffffffff,2.0,0.0,0.0,0.0,0.0
84a953bffffffff,2.0,0.0,0.0,0.0,2.0
84a95edffffffff,2.0,0.0,0.0,0.0,2.0
84a9611ffffffff,2.0,0.0,0.0,0.0,0.0
84a9613ffffffff,7.0,0.0,0.0,0.0,0.0
84a9617ffffffff,6.0,0.0,0.0,0.0,0.0
84a9619ffffffff,17.0,0.0,0.0,0.0,0.0
84a9627ffffffff,3.0,0.0,0.0,0.0,3.0
84a9653ffffffff,2.0,0.0,0.0,0.0,0.0
84a96c5ffffffff,1.0,0.0,0.0,0.0,0.0
84a96e9ffffffff,2.0,0.0,0.0,0.0,0.0
84b268bffffffff,2.0,0.0,0.0,0.0,0.0
84b2699ffffffff,1.0,0.0,0.0,0.0,0.0
84b35cdffffffff,2.0,0.0,0.0,0.0,0.0
84c2c53ffffffff,5.0,0.0,0.0,0.0,0.0
84c2c5bffffffff,4.0,0.0,0.0,0.0,0.0
84c2d05ffffffff,2.0,0.0,0.0,0.0,0.0
84c2e23ffffffff,2.0,0.0,0.0,0.0,0.0
84c2e2dffffffff,5.0,0.0,0.0,0.0,0.0
84c2f39ffffffff,4.0,0.0,0.0,0.0,0.0
