cell_id,Athene cunicularia,Athene cunicularia hypugaea/rostrata,Athene cunicularia floridana,Athene cunicularia [guadeloupensis Group],Athene cunicularia [tolimae Group],Athene cunicularia nanodes/juninensis,Athene cunicularia grallaria,Athene cunicularia [cunicularia Group]
83281dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83281efffffffff,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832830fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832832fffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832834fffffffff,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832835fffffffff,108.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
832836fffffffff,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832885fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83288bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83288cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832890fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832893fffffffff,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832894fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832898fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328a8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328aefffffffff,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328b1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d0fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d1fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d5fffffffff,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f0fffffffff,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f4fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832912fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832916fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83291afffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832981fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832982fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832984fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832985fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832986fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832989fffffffff,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83298efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832993fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a0fffffffff,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a1fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a3fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a4fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a5fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a6fffffffff,91.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329aafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329b1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329b2fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329b5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329b6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832a10fffffffff,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832aadfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832ad0fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832b0afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832b16fffffffff,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b18fffffffff,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b83fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832b9bfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834413fffffffff,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
834414fffffffff,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83441afffffffff,174.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
83441efffffffff,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
834436fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834445fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834446fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834450fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834456fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834463fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83446cfffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83446dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83446efffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834471fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834473fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344a1fffffffff,63.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8344a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344a5fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8344a8fffffffff,51.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
8344a9fffffffff,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8344acfffffffff,41.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8344adfffffffff,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8344b5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344d0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344e0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344e3fffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344f4fffffffff,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8344f5fffffffff,109.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834525fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83452efffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834804fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834823fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83482efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834832fffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83484afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834859fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83485afffffffff,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83485bfffffffff,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83485efffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834873fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834883fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834886fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83488efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834890fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834891fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834892fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834893fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834895fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834899fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83489cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83489efffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348a0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348b2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348b3fffffffff,225.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8348c5fffffffff,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8348c6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348c9fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8348d2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348dbfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348dcfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348defffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348e8fffffffff,480.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8348e9fffffffff,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8348eafffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348ebfffffffff,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8348ecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348eefffffffff,235.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
834971fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834982fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834990fffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834995fffffffff,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8349a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834c83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834cd0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f1cfffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
836602fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83661bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836625fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836641fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83665afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83665bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836672fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836676fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d3fffffffff,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8366dcfffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8366e8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366eefffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836725fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83674afffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83676dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d25fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d29fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d32fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d34fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d65fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838163fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a45fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a4efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b22fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
838b23fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b4efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
838b61fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
838b63fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
838b69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e62fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e75fffffffff,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
838f29fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2afffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
838f46fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f50fffffffff,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
838f56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a831fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83a875fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a891fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
83a8ecfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83a92dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83a944fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
83a95bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a961fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a962fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
83a965fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a96cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b241fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b248fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b249fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24dfffffffff,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b259fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b261fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b268fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b269fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26bfffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26dfffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b270fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c4fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2dafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b300fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83b304fffffffff,10.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0
83b351fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c21bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
83c2c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2d3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2ebfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2eefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2f1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
